Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
-1,579,OUTLIER,I love the taste of meat,I have no moral issues eating meat,Doctor recommended I eat lean beef,I do not control grocery shopping or meal planning,I get bored with the same meals
0,205,"chicken, fish, eat chicken, chicken fish, eat, turkey, chicken turkey, prefer, chicken eat, eat fish","I eat chicken, fish, and red meat",I eat mostly chicken and fish when dining out,I eat chicken and fish,"I prefer chicken, beef, and bacon",I prefer beef and pork
1,188,"consumption, red meat, red, limit, meat consumption, cut, reducing, meat, try, reduce",I eat red meat less frequently,I try to reduce meat consumption,I try to limit beef and pork,I reduce beef and pork for health reasons,I eat less meat than before
2,185,"family, family eats, eats, meat family, family eats meat, eats meat, meat family eats, meat, family members, members",Family eats healthier meat when possible,My family has mixed meat preferences,My family loves eating meat,My family eats meat regularly,My family barbecues frequently
3,117,"health, concerned health, concerned, cholesterol, concerns, health concerns, concerned health concerned, health concerned, want reduce, want",I am concerned about health effects,I am concerned about my health,Coronary heart disease risk concerns me,I am concerned about health,I am concerned about cancer
4,111,"protein, want protein, want, protein want, protein want protein, want protein want, need, need protein, high protein, iron",I want to get enough protein,I want to hit protein goals,I want enough protein,I want to consume enough protein,I want to get plenty of protein
5,99,"social, contacts, social contacts, people, people eat, meat social, meat social contacts, people eat meat, contacts eat, meat people",Social contacts eat meat out of habit,Social contacts find meat nutritious,People around me eat meat regularly,Social contacts follow the same meat habits,Most people around me eat meat
6,98,"expensive, meat expensive, prices, cost, meat prices, expensive meat, choices, price, meat expensive meat, limited",Red meat is expensive,I cannot afford expensive meats,Meat is expensive at every meal,Meat is expensive for me,Meat is cost prohibitive
7,90,"times, week, week eat, meat times, eat meat times, weekly, weekly eat, week eat meat, weekly eat meat, times week",I eat meat five times per week,I eat meat two or three times weekly,I eat meat a few times weekly,I eat red meat two times a week,I eat meat four to five times weekly
8,88,"taste meat, taste, enjoy taste meat, enjoy taste, meat enjoy taste, taste meat enjoy, enjoy, meat enjoy, like taste meat, like taste",I enjoy the taste of meat,I like the taste of meat,I like how meat tastes,I prefer the taste of meat,I like how meat is prepared
9,84,"avoid, avoid eating, pork avoid, meat avoid, meats avoid, pork, processed, avoid red, avoid red meat, avoid processed",I avoid eating beef and pork,I avoid fatty and fried meats,I avoid stories about animal welfare in meat,I avoid eating chicken,I try to avoid beef
10,83,"environmental, impact, concerned, environmental impact, concerned environmental, concerned environmental impact, environment, impact concerned, environmental impact concerned, environment concerned",I am concerned about the environment,I am concerned about environmental impact,I am curious about environmental impact,I am cautious of the environment,I am concerned about environmental impacts
11,80,"wife, husband, partner, prefers, boyfriend, eats, meat wife, meat husband, husband prefers, wife eats",My husband avoids red meat,My eating habits influenced by my partner,My husband likes eating meat,I cook meat for my husband,My husband loves steak and pork
12,79,"meat meals, meat meals eat, meals eat, eat meat meals, meals eat meat, eat meat, meals, eat, occasionally, include meat",I eat meat during dinner meals,I usually eat meat at dinner,I eat meat at most meals,Most dinners I cook include meat,I usually have meat at breakfast
