Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
-1,640,OUTLIER,I love the taste of meat,My family eats meat as main portion,I feel guilty about eating animals,I was raised on a farm,Doctor recommended I eat lean beef
0,228,"easy, meat, meat easy, good, believe, prefer, meat tastes, tastes, meat feels, meat good",Chicken is more sustainable and healthier,Meat leaves me feeling satiated,I believe meat is healthy and high protein,I believe lean meats are healthier,I find lean meats easiest for protein
1,180,"chicken, eat chicken, fish, turkey, chicken fish, chicken turkey, prefer, eat chicken fish, chicken eat, eat",Chicken is familiar in my meals,Chicken is good for me,I interchange meats with fish and chicken,My family prefers eating chicken,Chicken is filling and versatile
2,118,"times, week, week eat, weekly, meat times, eat meat times, weekly eat, times week, times week eat, weekly eat meat",I incorporate fish weekly,I eat meat two or three days weekly,I eat meat three to four days weekly,I eat fish one to two times weekly,We eat fish more days of the week
3,112,"vegetarian, vegan, vegetarian meals, meals, years, vegetarians, friends, vegetarian vegetarian, vegan vegetarian, vegetarian vegan",I have tried vegetarian diets,My eldest is a vegetarian,I know vegetarians or vegans,I am a philosophical Buddhist,I often choose vegetarian options
4,101,"health, concerned health, health concerns, concerned, concerns, motivated health, motivated, heart, health concerned, concerned health concerned",I am concerned about stroke,I am concerned about my health,I am concerned about health,I am more cautious about health as I age,I am concerned about health impacts
5,93,"avoid, avoid eating, processed, meats avoid, pork, avoid processed, pork avoid, meat avoid, meats, processed meats avoid",I avoid beef and pork,I avoid eating veal,I avoid eating chicken,I avoid eating pork,I avoid processed meats
6,87,"food, habits, meals, eating habits, similar, vegetables, family, consider cost, eats cook, wife",Family habits from childhood influence my eating,My family has similar eating habits,I value creativity in plant-based meals,Childhood habits shape my eating choices,Some social contacts focus on taste
7,87,"eat meat, meat meals, eat meat meals, people, eat, people know, know eat, people know eat, know, know eat meat",I was raised eating meat with most meals,I eat meat with most dinners,I eat meat in almost every meal,I eat meat with most meals,Meat is part of almost every meal locally
8,83,"rarely, incomplete, rarely eat, feel, incomplete meat, meat rarely, meat feel, meals, meat eat, eat",I sometimes eat no meat,My parents rarely eat meat,My parents rarely ate red meat,I rarely eat beef or pork,I avoid eating meat four days a week
9,79,"protein, want protein, protein want, want, want protein want, protein want protein, need, need protein, high protein, protein diet",I need a source of protein,I need protein,I want to meet protein needs,I need protein for endurance sports,I want more protein for athletic needs
10,78,"protein, meat protein, eat meat protein, protein meat, meat provides, provides, protein eat meat, protein eat, eat meat, meat",I eat meat for protein and iron,I eat meat for protein,I eat meat for protein and athletic performance,I eat meat for extra protein,I eat meat for nutrients
11,76,"crave, meat available, eat meat, crave meat, meat, available, people eat, people, eat, meat filling",I eat meat when craving it,I was forcing myself to eat meat,I cook meat when available,I eat meat when I want to,I eat meat to feel full
12,72,"unhealthy, meat unhealthy, animal, feel, animal cruelty, cruelty, red meat unhealthy, red meat, red, suffering",I believe pork is unclean,I think excess meat is unhealthy,I believe seafood is risky due to toxins,I believe red meat is hard to digest,I think processed meats are more harmful
13,70,"red meat, red, limit red, limit red meat, red meat consumption, cut red meat, cut red, limit, cut, consumption",Red meat is traditional in my culture,I love the taste of red meat,I crave red meat occasionally,Social contacts eat red meat frequently,My wife prefers red meat
14,66,"stopped, meat eat, stopped eating, eat red, eat red meat, red meat, red, eat, meat eat red, meat",I eat less beef than before,Friends and family eat less meat and pork,I eat less meat than before,Friends and family eat less meat,Neighbors with heart issues eat less red meat
15,65,"dislike, like, hard, meat dislike, getting, trouble, dislike taste, dislikes, taste, difficult",I dislike the taste of fish,I do not like the taste of meat,I don't like eating animals,I dislike vegetables,I dislike strong meaty flavors
16,65,"want, want reduce, reduce, meat want, want avoid, cholesterol, try, avoid, lower, considered eating",I want to avoid weight gain,I want to eat less meat,I considered eating less meat after documentaries,I have considered eating less meat to save money,I believe humans should eat less meat
