Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
-1,529,OUTLIER,Friends and family eat meat regularly,My family and friends eat meat regularly,Family and friends eat meat regularly,I have no moral issues eating meat,I choose chicken and turkey for health
0,207,"consumption, red meat, red, meat consumption, reducing, limit, cut, reducing meat, meat, try",I am eating less beef and pork,I aspire to eat less meat,I want to eliminate meat from my diet,I considered reducing meat for weight loss,I have lost weight after reducing meat
1,187,"family, family eats, eats, meat family, family eats meat, eats meat, meat family eats, meat, parents, members",My family eats meat frequently,My family shared traditional meat meals,My family members eat more meat than I do,My family all eat meat,My family eats meat like I do
2,165,"avoid, avoid eating, pork, meat avoid, rarely, dislike, pork avoid, meats avoid, rarely eat, beef",I dislike yogurt,I do not eat meat,I avoid lab-grown and 3D-printed meat,Meat is not in my eating habits,I avoid high animal fat options
3,148,"want, weight, diet, healthy, lose, lose weight, healthier, food, want healthier, balanced",I want to be healthy,I want better health,I choose meals based on what I make that day,I want to feel healthier,I want better blood work numbers
4,141,"plantbased, vegetables, meals, vegetarian, vegetarian meals, new, plantbased meals, meatless, balance, balance meat",I plan to eat more vegetables,I find plant-based meals easy and light,I include more plant-based meals,I feel better eating plant-based diets,I eat more plant-based options
5,119,"protein, want protein, want, protein want, protein want protein, want protein want, need, iron, need protein, high protein",I want to get proper nutrition,I want to get enough protein,I want enough protein,I want to keep muscle strong,I want proper nutrition
6,98,"fish, eat chicken, chicken, fish eat, chicken fish, eat chicken fish, eat, turkey, eat fish, chicken fish eat",I eat chicken and fish,I interchange meats with fish and chicken,"I eat mainly fish, shrimp, or chicken",I eat a lot of chicken and fish,I eat mostly chicken and fish
7,94,"expensive, meat expensive, prices, cost, meat prices, expensive meat, choices, price, meat expensive meat, limited",Red meat is expensive,Meat is expensive,Meat is cost prohibitive,Ethically-sourced meat is often too expensive,Meat is expensive at every meal
8,93,"meat easy, easy, protein meat, protein, source, meat, meals, filling meat, easier, filling",Meat tastes great with meals,Meat is easy to cook,Meat is convenient,Meat is filling,Meat is convenient for meal prep
9,85,"taste meat, taste, enjoy taste meat, enjoy taste, taste meat enjoy, meat enjoy taste, meat enjoy, enjoy, like taste meat, like taste",I enjoy the taste of meat,I enjoy the protein in meat,I like the taste of meat,I enjoy having steak and ribs,I like how meat tastes
10,82,"environmental, impact, concerned, environmental impact, concerned environmental, concerned environmental impact, environment, environmental impact concerned, impact concerned, environment concerned",I am concerned about the environment,I am concerned about environmental impact,I am curious about environmental impact,I am concerned about environmental impacts,I am concerned about food processing and pollution
