Topic,Count,Name,Representation,Representative_Docs
-1,589,-1_meat_meal_cook_love taste,"['meat', 'meal', 'cook', 'love taste', 'love', 'meals', 'love taste meat', 'eating', 'taste', 'feel']","['I love the taste of meat', 'I love the taste of meat', 'I love the taste of meat']"
0,244,0_chicken_fish_eat chicken_turkey,"['chicken', 'fish', 'eat chicken', 'turkey', 'chicken fish', 'eat', 'chicken turkey', 'chicken eat', 'prefer', 'eat fish']","['I eat mostly chicken and fish', 'I eat chicken and fish', 'I eat more chicken and fish now']"
1,214,1_consumption_red meat_red_limit,"['consumption', 'red meat', 'red', 'limit', 'meat consumption', 'cut', 'meat', 'reducing', 'try', 'reduce']","['I try to limit meat consumption', 'I limit red meat consumption', 'I limit red meat consumption']"
2,179,2_vegetarian_vegan_plantbased_vegetables,"['vegetarian', 'vegan', 'plantbased', 'vegetables', 'meals', 'vegetarian meals', 'vegetarians', 'plantbased meals', 'balance', 'balance meat']","['I am vegetarian', 'I am vegetarian', 'I am a vegetarian']"
3,123,3_animal_welfare_animal welfare_concerned animal,"['animal', 'welfare', 'animal welfare', 'concerned animal', 'concerned animal welfare', 'concerned', 'animal welfare concerned', 'welfare concerned', 'animals', 'welfare concerned animal']","['I am concerned about animal welfare', 'I am concerned about animal welfare', 'I am concerned about animal welfare']"
4,108,4_expensive_meat expensive_prices_cost,"['expensive', 'meat expensive', 'prices', 'cost', 'meat prices', 'choices', 'price', 'influences', 'meat', 'meat choices']","['Meat is sometimes expensive', 'Meat is expensive', 'Meat is expensive for me']"
5,102,5_family_family eats_family eats meat_eats,"['family', 'family eats', 'family eats meat', 'eats', 'eats meat', 'meat family', 'meat family eats', 'eats meat family', 'meals family', 'eat meat family']","['Everyone in my family eats meat', 'My family eats more meat', 'My family eats more meat than I do']"
6,102,6_protein_protein meat_meat protein_source,"['protein', 'protein meat', 'meat protein', 'source', 'iron', 'eat meat protein', 'protein eat', 'protein eat meat', 'protein source', 'source protein']","['I eat meat for protein', 'I eat meat for protein', 'I eat meat for protein']"
7,102,7_cholesterol_health_concerned health_concerned,"['cholesterol', 'health', 'concerned health', 'concerned', 'concerns', 'health concerns', 'concerned health concerned', 'health concerned', 'heart', 'cholesterol concerned']","['I am concerned about my health', 'I am concerned about my health', 'I am concerned about my health']"
8,100,8_regularly eat_eat meat regularly_regularly_meat regularly eat,"['regularly eat', 'eat meat regularly', 'regularly', 'meat regularly eat', 'meat regularly', 'regularly eat meat', 'eat', 'eat meat', 'meat eat', 'occasionally']","['I eat meat regularly', 'I eat meat regularly', 'I eat meat regularly']"
9,93,9_protein_want protein_protein want_want,"['protein', 'want protein', 'protein want', 'want', 'protein want protein', 'want protein want', 'need', 'need protein', 'protein diet', 'high protein']","['I want enough protein', 'I want protein', 'I want enough protein']"
10,75,10_environmental_environmental impact_impact_concerned environmental,"['environmental', 'environmental impact', 'impact', 'concerned environmental', 'environment', 'concerned', 'concerned environmental impact', 'environment concerned', 'concerned environment', 'environmental impact concerned']","['I am concerned about environmental impact', 'I am concerned about environmental impact', 'I am concerned about environmental impact']"
11,72,11_crave_crave meat_meat crave_like,"['crave', 'crave meat', 'meat crave', 'like', 'meat eat', 'like eating', 'steak', 'feel like', 'cravings', 'eat meat available']","['I crave meat', 'I crave meat sometimes', 'I crave meat sometimes']"
12,71,12_friends_reasons_meat health_meat health reasons,"['friends', 'reasons', 'meat health', 'meat health reasons', 'meat friends', 'avoid meat', 'family', 'health', 'reasons friends', 'health reasons']","['My mom eats less meat for health reasons', 'People avoid red meat for health reasons', 'Some social contacts avoid meat for health reasons']"
13,71,13_avoid_avoid eating_meat avoid_meats avoid,"['avoid', 'avoid eating', 'meat avoid', 'meats avoid', 'processed', 'avoid red', 'avoid red meat', 'avoid processed', 'red meat avoid', 'meats']","['I avoid eating red meat', 'I avoid eating red meat', 'I avoid eating red meat']"
14,69,14_friends_friends eat_friends eat meat_meat friends,"['friends', 'friends eat', 'friends eat meat', 'meat friends', 'friends family', 'family', 'family friends', 'friends family eat', 'family eat', 'family friends eat']","['Family and friends eat meat regularly', 'Family and friends eat meat regularly', 'Family and friends eat meat regularly']"
15,69,15_times_week eat_meat times_week,"['times', 'week eat', 'meat times', 'week', 'eat meat times', 'week eat meat', 'weekly', 'weekly eat', 'times week', 'times week eat']","['I eat meat a few times a week', 'I eat meat several times a week', 'I eat meat 2-4 times a week']"
16,67,16_husband_wife_partner_boyfriend,"['husband', 'wife', 'partner', 'boyfriend', 'prefers', 'meat wife', 'eats', 'wife eats', 'meat partner', 'meat husband']","['My husband prefers red meat', 'My husband prefers eating meat', 'My wife eats the same as I do']"
17,66,17_health_unhealthy_concerns_health concerns,"['health', 'unhealthy', 'concerns', 'health concerns', 'red meat', 'red', 'meat unhealthy', 'meat health concerns', 'concerns red meat', 'concerns red']","['I have health concerns about red meat', 'Health concerns about red meat', 'I have health concerns about red meat']"
18,60,18_grew_grew eating_raised_grew eating meat,"['grew', 'grew eating', 'raised', 'grew eating meat', 'raised eating', 'meat grew', 'raised eating meat', 'eating meat', 'eating', 'meat grew eating']","['I grew up eating meat', 'I grew up eating meat', 'I grew up eating meat']"
19,59,19_diet_balanced_balanced diet_want,"['diet', 'balanced', 'balanced diet', 'want', 'variety', 'eat healthier', 'mindful', 'want balanced', 'healthier', 'foods']","['I want a balanced diet', 'I want a balanced diet', 'I want a more balanced diet']"
