Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
-1,589,OUTLIER,I love the taste of meat,My parents served meat with dinner,I feel guilty about eating animals,Some relatives hunt and eat game meats,I do not control grocery shopping or meal planning
0,244,"chicken, fish, eat chicken, turkey, chicken fish, eat, chicken turkey, chicken eat, prefer, eat fish",I mostly eat chicken,I occasionally eat fried chicken,I eat chicken and fish,I eat more fish and chicken,I rarely eat chicken or fish
1,214,"consumption, red meat, red, limit, meat consumption, cut, meat, reducing, try, reduce",I eat red meat less frequently,I know meatless meals are better for the environment,I want to eliminate meat from my diet,I considered reducing meat for weight loss,I have cut back on red meat
2,179,"vegetarian, vegan, plantbased, vegetables, meals, vegetarian meals, vegetarians, plantbased meals, balance, balance meat",I sometimes have vegetarian meals,I was vegetarian for 19 years,I am happy with vegetarian meals,I lack confidence cooking vegetarian meals,I am vegetarian
3,123,"animal, welfare, animal welfare, concerned animal, concerned animal welfare, concerned, animal welfare concerned, welfare concerned, animals, welfare concerned animal",I am an animal lover,I value humane treatment of animals,I believe animals should have ethical lives,I care about animal welfare,I am concerned about animal welfare
4,108,"expensive, meat expensive, prices, cost, meat prices, choices, price, influences, meat, meat choices",Meat is sometimes expensive,Grocery costs are increasing,Meat is expensive,Cost of meat is expensive,Meat is expensive for me
5,102,"family, family eats, family eats meat, eats, eats meat, meat family, meat family eats, eats meat family, meals family, eat meat family",My children eat more meat than I do,My family prefers steak,All my family eats meat,My family loves to eat meat,My family eats a variety of meats
6,102,"protein, protein meat, meat protein, source, iron, eat meat protein, protein eat, protein eat meat, protein source, source protein",Meat is a source of protein for me,I eat meat for protein,I eat meat to get protein,Meat is my main source of protein,I choose meat for protein
7,102,"cholesterol, health, concerned health, concerned, concerns, health concerns, concerned health concerned, health concerned, heart, cholesterol concerned",I have health concerns,My friends are concerned about cholesterol,I am concerned about my health,I am concerned about health impacts,I discuss health risks with my friend
8,100,"regularly eat, eat meat regularly, regularly, meat regularly eat, meat regularly, regularly eat meat, eat, eat meat, meat eat, occasionally",I eat meat regularly,I eat meat regularly at home,I eat meat often,I keep kosher and eat kosher meat,I regularly eat meat
9,93,"protein, want protein, protein want, want, protein want protein, want protein want, need, need protein, protein diet, high protein",I want to get enough protein,I need more protein,I want enough protein and nutrients,I want enough protein,I want to get plenty of protein
10,75,"environmental, environmental impact, impact, concerned environmental, environment, concerned, concerned environmental impact, environment concerned, concerned environment, environmental impact concerned",I care about sustainability,I am concerned about environmental impact,I am concerned about environmental impacts,I want to reduce environmental blueprint,I am concerned about the environment
11,72,"crave, crave meat, meat crave, like, meat eat, like eating, steak, feel like, cravings, eat meat available",I eat meat when craving it,I crave meat,I am motivated by cravings,I eat whatever I feel like,Cravings lead to eating more meat
12,71,"friends, reasons, meat health, meat health reasons, meat friends, avoid meat, family, health, reasons friends, health reasons",Some family avoid red meat for health,My mom encourages eating less meat for health,Some people avoid meat for dietary reasons,Friends or family sometimes restrict meat for health,My family stopped eating meat
13,71,"avoid, avoid eating, meat avoid, meats avoid, processed, avoid red, avoid red meat, avoid processed, red meat avoid, meats",I avoid foods that cause allergies,I avoid fatty meats,I avoid processed meats,My family avoided processed foods,I avoid red meat during the week
14,69,"friends, friends eat, friends eat meat, meat friends, friends family, family, family friends, friends family eat, family eat, family friends eat",My friends and family eat meat regularly,All my friends and family eat meat regularly,Most family members eat beef regularly,Most family and friends eat meat,People I live with eat meat
15,69,"times, week eat, meat times, week, eat meat times, week eat meat, weekly, weekly eat, times week, times week eat",I eat meat five times per week,I eat meat two to three times weekly,I eat meat four to five times weekly,I eat meat one to three times weekly,I eat meat four or five times weekly
