Topic,Count,Name,Representation,Representative_Docs
-1,351,-1_eat_chicken_meat_day,"['eat', 'chicken', 'meat', 'day', 'eat meat', 'texture', 'lose weight', 'eat chicken', 'lose', 'meat eat']","['I eat a lot of chicken', 'I often do not eat any meat', 'I eat meat']"
0,308,0_friends_social_contacts_social contacts,"['friends', 'social', 'contacts', 'social contacts', 'people', 'friends eat', 'eat meat', 'meat social', 'meat friends', 'friends eat meat']","['Family and friends eat meat regularly', 'Family and friends eat meat regularly', 'Social contacts eat meat regularly']"
1,240,1_family_family eats_eats_meat family,"['family', 'family eats', 'eats', 'meat family', 'family eats meat', 'eats meat', 'meat family eats', 'meat', 'members', 'parents']","['My family eats more meat than I do', 'My family eats meat', 'My family eats meat with me']"
2,210,2_consumption_red meat_red_meat consumption,"['consumption', 'red meat', 'red', 'meat consumption', 'reducing', 'limit', 'cut', 'reducing meat', 'meat', 'try']","['I limit red meat consumption', 'I limit red meat consumption', 'I limit red meat consumption']"
3,130,3_chicken_fish_eat chicken_chicken fish,"['chicken', 'fish', 'eat chicken', 'chicken fish', 'turkey', 'eat chicken fish', 'prefer', 'eat', 'fish eat', 'eat fish']","['I eat chicken and fish', 'I eat chicken and fish', 'I eat more chicken and fish']"
4,127,4_plantbased_vegetables_meals_new,"['plantbased', 'vegetables', 'meals', 'new', 'vegetarian', 'vegetarian meals', 'plantbased meals', 'balance', 'balance meat', 'trying']","['I am open to trying new meats', 'I am open to trying new meats', 'I sometimes have vegetarian meals']"
5,93,5_expensive_meat expensive_prices_meat prices,"['expensive', 'meat expensive', 'prices', 'meat prices', 'cost', 'expensive meat', 'choices', 'meat expensive meat', 'limited', 'meat choices']","['Meat is too expensive', 'Meat is expensive for me', 'Meat is expensive']"
6,88,6_concerned health_health_concerned_concerned health concerned,"['concerned health', 'health', 'concerned', 'concerned health concerned', 'health concerned', 'concerns', 'cholesterol', 'health concerns', 'health concerned health', 'heart']","['I am concerned about my health', 'I am concerned about my health', 'I am concerned about my health']"
7,86,7_protein_want protein_protein want_want,"['protein', 'want protein', 'protein want', 'want', 'protein want protein', 'want protein want', 'need', 'need protein', 'protein diet', 'high protein']","['I want more protein', 'I want to get enough protein', 'I want to get enough protein']"
8,86,8_taste meat_taste_enjoy taste meat_enjoy taste,"['taste meat', 'taste', 'enjoy taste meat', 'enjoy taste', 'taste meat enjoy', 'meat enjoy taste', 'meat enjoy', 'enjoy', 'like taste meat', 'like taste']","['I enjoy the taste of meat', 'I enjoy the taste of meat', 'I enjoy the taste of meat']"
9,84,9_environmental_impact_environmental impact_concerned,"['environmental', 'impact', 'environmental impact', 'concerned', 'concerned environmental', 'concerned environmental impact', 'environment', 'environmental impact concerned', 'impact concerned', 'environment concerned']","['I am concerned about environmental impact', 'I am concerned about environmental impact', 'I am concerned about environmental impact']"
10,78,10_protein meat_meat easy_easy_protein,"['protein meat', 'meat easy', 'easy', 'protein', 'source', 'good', 'easier', 'source protein', 'meat good', 'meat']","['Meat is a good source of protein', 'Meat is a good source of protein', 'Meat is a good source of protein']"
11,76,11_dislike_rarely_rarely eat_meat dislike,"['dislike', 'rarely', 'rarely eat', 'meat dislike', 'dont', 'like', 'avoid meat', 'dislike taste', 'meat', 'beef']","['I rarely eat meat at home', 'I rarely eat beef or pork', 'I rarely eat beef']"
12,76,12_wife_husband_partner_prefers,"['wife', 'husband', 'partner', 'prefers', 'boyfriend', 'eats', 'meat wife', 'meat husband', 'wife eats', 'husband prefers']","['My wife prefers red meat', 'My husband prefers eating meat', 'My wife eats the same as I do']"
13,75,13_times_week eat_week_meat times,"['times', 'week eat', 'week', 'meat times', 'eat meat times', 'weekly', 'week eat meat', 'weekly eat', 'times week eat', 'times week']","['I eat meat a few times a week', 'I eat meat five times per week', 'I eat meat 2-3 times a week']"
14,75,14_grew_grew eating_raised_grew eating meat,"['grew', 'grew eating', 'raised', 'grew eating meat', 'raised eating', 'meat grew', 'raised eating meat', 'eating meat', 'eating', 'meat grew eating']","['I grew up eating meat', 'I grew up eating meat', 'I grew up eating meat']"
15,65,15_concerned animal_animal_concerned animal welfare_welfare,"['concerned animal', 'animal', 'concerned animal welfare', 'welfare', 'animal welfare', 'animal welfare concerned', 'welfare concerned', 'welfare concerned animal', 'concerned', 'factory']","['I am concerned about animal welfare', 'I am concerned about animal welfare', 'I am concerned about animal welfare']"
16,58,16_buy_buy meat_sale_grassfed,"['buy', 'buy meat', 'sale', 'grassfed', 'meat sale', 'seek', 'organic', 'cheap', 'affordable', 'meat affordable']","['I buy meat when it is on sale', 'I buy meat on sale', 'I buy more meat when it is on sale']"
17,57,17_avoid_avoid eating_pork avoid_pork,"['avoid', 'avoid eating', 'pork avoid', 'pork', 'meat avoid', 'avoid red meat', 'avoid red', 'pork avoid eating', 'red meat avoid', 'avoid eating red']","['I avoid eating red meat', 'I avoid eating red meat', 'I avoid eating red meat']"
18,56,18_vegetarian_want reduce_vegan_cholesterol,"['vegetarian', 'want reduce', 'vegan', 'cholesterol', 'years', 'want', 'reduce', 'lower', 'lower cholesterol', 'want reduce cholesterol']","['I want to reduce cholesterol', 'I want to reduce cholesterol', 'I want to reduce cholesterol']"
19,56,19_meat meals_meals eat meat_eat meat meals_meals eat,"['meat meals', 'meals eat meat', 'eat meat meals', 'meals eat', 'meat meals eat', 'meals', 'eat meat', 'include meat', 'include', 'dinner']","['I eat meat for most meals', 'I eat meat most meals', 'I eat meat in most meals']"
20,55,20_meat protein_protein_eat meat protein_protein eat,"['meat protein', 'protein', 'eat meat protein', 'protein eat', 'protein eat meat', 'meat protein eat', 'iron', 'eat meat', 'protein meat', 'source']","['I eat meat for protein', 'I eat meat for protein', 'I eat meat for protein']"
21,55,21_want_healthy_weight want_healthier want,"['want', 'healthy', 'weight want', 'healthier want', 'healthier', 'want healthier', 'weight', 'healthy want', 'want healthy', 'want healthier want']","['I want to be healthier', 'I want to be healthier', 'I want to be healthier']"
22,55,22_enjoy eating_enjoy eating meat_meat enjoy eating_eating meat enjoy,"['enjoy eating', 'enjoy eating meat', 'meat enjoy eating', 'eating meat enjoy', 'enjoy', 'meat enjoy', 'eating meat', 'eating', 'eating meat like', 'meat like']","['I enjoy eating meat', 'I enjoy eating meat', 'I enjoy eating meat']"
23,50,23_animal_animals_welfare_animal welfare,"['animal', 'animals', 'welfare', 'animal welfare', 'care', 'care animal', 'care animal welfare', 'rights', 'animal rights', 'animals care']","['I care about animal welfare', 'I care about animal welfare', 'I care about animal welfare']"
24,49,24_meat feels_feels_eating meat feels_feel,"['meat feels', 'feels', 'eating meat feels', 'feel', 'natural', 'normal', 'eating meat', 'meat feels normal', 'feels normal', 'eating']","['Eating meat feels natural to me', 'Eating meat feels normal to me', 'Eating meat feels normal to me']"
25,47,25_habit_meat habit_eating meat habit_eating meat,"['habit', 'meat habit', 'eating meat habit', 'eating meat', 'eating', 'habit eating', 'habit eating meat', 'meateating', 'meat habit eating', 'animals eating meat']","['Eating meat is a habit', 'Eating meat is a habit for me', 'Eating meat is a habit for me']"
26,47,26_feel_incomplete_incomplete meat_meat feel,"['feel', 'incomplete', 'incomplete meat', 'meat feel', 'feel meal incomplete', 'meal incomplete', 'meal incomplete meat', 'feel incomplete', 'feel meal', 'eating']","['I feel a meal is incomplete without meat', 'I feel a meal is incomplete without meat', 'I feel a meal is incomplete without meat']"
27,46,27_eat meat regularly_meat regularly_regularly_meat regularly eat,"['eat meat regularly', 'meat regularly', 'regularly', 'meat regularly eat', 'regularly eat', 'regularly eat meat', 'eat meat', 'routine', 'eat', 'meat routine']","['I eat meat regularly', 'I eat meat regularly', 'I eat meat regularly']"
28,45,28_health_concerns_health concerns_meat concerned,"['health', 'concerns', 'health concerns', 'meat concerned', 'health concerns red', 'meat health concerns', 'concerns red', 'concerns red meat', 'concerned', 'meat health']","['Health concerns about red meat', 'I have health concerns about red meat', 'I have health concerns about red meat']"
29,44,29_day eat_day eat meat_day_meat day eat,"['day eat', 'day eat meat', 'day', 'meat day eat', 'meat day', 'eat meat day', 'daily eat', 'daily', 'meat daily eat', 'meat daily']","['I eat meat every day', 'I eat meat every day', 'I eat meat every day']"
30,41,30_believe_believe meat_nutritious_meat healthy,"['believe', 'believe meat', 'nutritious', 'meat healthy', 'necessary', 'nutritious believe', 'essential', 'nutritious believe meat', 'healthy', 'health']","['I believe meat is nutritious', 'I believe meat is healthy', 'I believe meat is healthy']"
31,39,31_unhealthy_meat unhealthy_red meat_red,"['unhealthy', 'meat unhealthy', 'red meat', 'red', 'red meat unhealthy', 'feel unwell', 'unwell', 'digestive', 'think', 'red meat makes']","['Red meat is unhealthy', 'I believe red meat is unhealthy', 'I believe red meat is unhealthy']"
32,35,32_chicken_healthier_chicken enjoy_healthier chicken,"['chicken', 'healthier', 'chicken enjoy', 'healthier chicken', 'chicken healthier', 'chickens', 'versatile', 'taste chicken', 'fried chicken', 'chicken turkey']","['I believe chicken is healthier than beef', 'I think chicken and turkey are healthier', 'I believe chicken and turkey are healthier']"
33,34,33_motivated_motivated health_health_motivated health concerns,"['motivated', 'motivated health', 'health', 'motivated health concerns', 'health concerns', 'concerns', 'concerns motivated', 'health reasons motivated', 'health concerns motivated', 'motivated health reasons']","['I am motivated by health concerns', 'I am motivated by health concerns', 'I am motivated by health concerns']"
34,34,34_diet_balanced diet_balanced_mindful,"['diet', 'balanced diet', 'balanced', 'mindful', 'diet try', 'diet try eat', 'want balanced diet', 'balance', 'portion', 'want balanced']","['I want a balanced diet', 'I want a more balanced diet', 'I want a balanced diet']"
35,33,35_environmental_impact_environmental impact_environmental concerns,"['environmental', 'impact', 'environmental impact', 'environmental concerns', 'impact meat', 'production', 'environmental impact meat', 'aware', 'concerns', 'consider environmental']","['I am concerned about environmental impact of beef', 'I consider environmental impact of meat', 'I consider environmental impact of meat']"
36,29,36_avoid_meats avoid_processed_avoid processed,"['avoid', 'meats avoid', 'processed', 'avoid processed', 'meats', 'processed meats', 'processed meats avoid', 'avoid processed meats', 'avoid fatty', 'fatty']","['I avoid processed meats', 'I avoid processed meats', 'I avoid processed meats']"
37,29,37_tradition_eating meat family_family tradition_meat family tradition,"['tradition', 'eating meat family', 'family tradition', 'meat family tradition', 'meat family', 'family', 'tradition eating meat', 'tradition eating', 'traditions', 'eating meat']","['Eating meat is family tradition', 'Eating meat is a family tradition', 'Eating meat is a family tradition']"
38,29,38_iron_protein_anemic_protein sources,"['iron', 'protein', 'anemic', 'protein sources', 'sources', 'proteins', 'alternative protein sources', 'alternative protein', 'protein meat seek', 'chronically anemic']","['I am chronically anemic', 'I look for alternative protein sources', 'I seek alternative protein sources']"
39,28,39_food_choose_foods_value,"['food', 'choose', 'foods', 'value', 'choices', 'eat feel like', 'choose meals', 'meal choices', 'right', 'choose food']","['I choose food that fits my budget', 'I choose affordable fast food meals', 'I value convenience in meal choices']"
40,28,40_crave_meat crave_crave meat_meat crave meat,"['crave', 'meat crave', 'crave meat', 'meat crave meat', 'crave meat crave', 'eat meat crave', 'feel addicted', 'meat crave crave', 'obsessed', 'crave crave']","['I crave meat sometimes', 'I crave meat', 'I crave meat']"
41,27,41_home_cook_home cook_use,"['home', 'cook', 'home cook', 'use', 'meat home', 'home cook meat', 'cook meat', 'substitutes', 'home main', 'home use']","['I cook most meals at home', 'I cook meat at home', 'I cook most meals at home']"
42,27,42_meat meal_meal eat_meat meal eat_meal eat meat,"['meat meal', 'meal eat', 'meat meal eat', 'meal eat meat', 'eat meat meal', 'meal', 'night', 'eat meat', 'eat meat night', 'meat night']","['I eat meat at every meal', 'I eat meat at every meal', 'I eat meat with every meal']"
43,26,43_occasionally_occasionally eat_meat occasionally_portions,"['occasionally', 'occasionally eat', 'meat occasionally', 'portions', 'meat occasionally eat', 'eat beef', 'eat meat occasionally', 'small', 'portions meat', 'eat']","['I eat meat occasionally', 'I eat meat occasionally', 'I eat meat occasionally']"
