Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
-1,553,OUTLIER,I am concerned about climate change,I avoid processed meats,Doctor recommended I eat lean beef,I am chronically anemic,I eat lean beef to reduce fat
0,185,"red, red meat, eat red, eat red meat, cut, eating red, meat, eating red meat, avoid red, avoid red meat",I believe red meat is unhealthy,I have health concerns about red meat,Family has concerns about red meat health effects,My community eats little red meat,My social circle eats red meat regularly
1,152,"family, family eats, eats, family eats meat, meat family, eats meat, meat family eats, eating meat family, meat, family members",My family eats meat,My family mostly eats meat like I do,A family member only eats white meat,My family eats meat regularly,I eat wild game from family
2,141,"fish, chicken, turkey, eat chicken, chicken fish, chicken turkey, eat fish, eat chicken fish, eat, fish eat",I eat fish to feel physically and mentally better,I eat chicken and turkey,I occasionally eat shrimp,"I eat chicken, beef, and pork",I alternate beef and turkey weekly
3,137,"vegetarian, vegan, vegetarian meals, vegetarians, meals, options, pescatarian, vegetarian options, years, friends",I tried being vegetarian,My parents are vegetarian,I am happy with vegetarian meals,My sister is a vegetarian,I was vegan or vegetarian for years
4,103,"reducing, reducing meat, consumption, meat consumption, considered, reduce, considered reducing, reduce meat, reduced, reducing meat consumption",I am trying to reduce meat consumption,I try to reduce meat consumption,I seek to reduce meat consumption,I avoid eating meat in excess for health,I try to keep meat eating to a minimum
5,92,"protein, want protein, protein want, want, protein want protein, want protein want, need, protein diet, need protein, high protein",I want to get enough protein,I aim to meet protein goals,I want to hit protein goals,I want to consume enough protein,I want enough protein and nutrients
6,87,"expensive, prices, meat prices, meat expensive, cost, buy meat, buy, price, expensive meat, affordable",The cost of beef is high,Meat is very expensive,Meat is sometimes expensive,Meat is expensive,I would eat less meat if it was expensive
7,86,"meals, include, include meat, convenient, meat easy, easy, prepare, include meat meals, cook, meals meat",I include meat for nutrients,Meat is convenient for meal prep,Meat is usually the main course,Meat is the focal point of big meals,I include meat in most meals
8,83,"protein, protein meat, meat protein, source, eat meat protein, protein source, source protein, high protein, protein eat, meat good",I think meat is a complete protein,Meat adds protein to my diet,Meat is high in protein,Meat is a good source of protein,I wish for enjoyable non-meat protein options
9,81,"times, eat meat times, meat times, week, week eat, week eat meat, weekly eat, weekly, weekly eat meat, times week eat",I do intermittent fasting,I eat meat at least twice a day,I eat meat three to four times weekly,I eat meat 2-4 times a week,I eat meat four to five times weekly
10,79,"contacts, social contacts, social, meat social, meat social contacts, contacts eat, social contacts eat, contacts eat meat, friends, avoid meat",Social contacts like the taste of meat,Most social contacts eat all types of meat,Social contacts choose less fatty meats,Social contacts find meat nutritious,Social contacts eat meat similarly
11,73,"health, concerned health, concerned, health concerns, concerns, concerned health concerned, health concerned, diabetes, heart, health concerned health",I am concerned about my health,I am concerned about chemical additives,I am concerned about health,I am concerned about kidney health,I am concerned about health effects
12,72,"eat meat meals, meals eat, meat meal eat, meal eat, meat meal, meals eat meat, eat meat meal, meat meals eat, meat meals, meal",I eat more meat at gatherings,I eat meat with every meal,I eat meat during dinner meals,I eat meat at most meals,I usually have meat at breakfast
13,72,"meat regularly eat, eat meat regularly, regularly eat, meat regularly, regularly, regularly eat meat, eat meat, meat eat meat, eat, meat eat",I eat meat regularly,I eat meat often,I eat common meat regularly,I regularly eat meat,I keep kosher and eat kosher meat
14,68,"weight, want, diet, lose, lose weight, weight want, balanced, want lose, diet want, balanced diet",I want to regulate my weight,I want to lose weight,I plan elimination and reintegration diets,I want to avoid weight gain,I want to eat healthier and add variety
15,64,"feel, filling, meat feel, moderation, feel better, better, filling meat, meat filling, meat moderation, eat meat moderation",Meat keeps me feeling full longer,Fasting made me feel healthier,I feel tired without eating meat,Meat helps me stay full,I feel energized after eating a burger
16,62,"animals, animal, eating animals, care, care animal, animal rights, rights, animal cruelty, suffering, care animal welfare",I am an animal lover,I love animals,I don't like eating animals,I notice animals and question eating them,I dislike how animals are treated
17,61,"animal welfare, welfare, animal, concerned animal welfare, concerned animal, animal welfare concerned, welfare concerned, welfare concerned animal, concerned, lives concerned",I am concerned about animal welfare,I worry about animal welfare,My family is concerned about animal welfare,I am aware of animal welfare concerns,I have concerns about animal welfare
18,59,"chicken, eat chicken, eat chicken regularly, chicken regularly, chicken eat, chicken eat chicken, eating chicken, taste chicken, chicken chicken, chicken regularly eat",I mostly eat chicken,Chicken is easy to cook,Chicken is filling and versatile,I enjoy taste of chicken,I buy fried chicken from stores
19,59,"crave, steak, crave meat, meat crave, meat crave meat, eat meat crave, husband, eat steak, meat eat, boyfriend",I eat meat when craving it,I eat whatever I am craving,I crave meat during my follicular phase,I crave chicken sometimes,I crave the taste of meat
20,57,"taste meat, taste, love taste, like taste meat, like taste, meat like taste, love, meat like, love taste meat, meat love",I like the taste of meat,I love the taste of meat,I prefer the taste of meat,I love the taste of bacon,I like how meat tastes
21,57,"grew, grew eating, raised, grew eating meat, raised eating, meat grew, raised eating meat, eating meat, eating, eating meat grew",I grew up eating meat,I grew up eating fresh farm meat,I grew up being told to eat meat,I grew up eating meat-centered meals,I grew up eating meat regularly
22,56,"health, mom, meat health, health concerns, concerns, eating meat, eating, meat, unhealthy, health concerns meat",Eating meat may cause physical illness,A health concern would make me reconsider meat,I have health concerns about meat,I am health conscious about meat choice,I am concerned about hormones in meat
23,55,"friends, community, friends eat, friends eat meat, gatherings, community friends, friends enjoy, social gatherings, meat friends, social",Most friends eat a lot of meat,All my friends eat meat,Multiple friends eat less meat now,Friends regularly eat meat together,My friends eat meat for convenience
24,54,"enjoy taste meat, enjoy taste, taste meat enjoy, meat enjoy taste, taste meat, meat enjoy, enjoy, taste, meat enjoy flavor, enjoy flavor",I enjoy the taste of meat,I enjoy the flavor of meat,I enjoy pleasant meat aromas during cooking,People I know enjoy the taste of meat,People around me like the taste of meat
25,52,"cook, home, incomplete, incomplete meat, meals, cook meat, meals meat, meat cook, feel, meal incomplete meat",I sometimes make meatless dinners,Sometimes I eat meals without meat,I sometimes prefer dishes without meat,I sometimes enjoy meals without meat,I cook pork chops at home
26,51,"people, meat people, know, people eat, people eat meat, eat meat people, people know, know eat, meat people eat, people know eat",People I live with eat meat,Everyone around me eats meat regularly,People close to me eat meat occasionally,People I spend time with eat meat,People around me eat more meat
27,44,"enjoy eating meat, enjoy eating, meat enjoy eating, eating meat enjoy, enjoy, meat enjoy, eating meat, eating, meat, enjoy meat",I enjoy eating meat,I enjoy having steak and ribs,I enjoy meat,I enjoy eating meat regularly,I enjoy hunting and eating wild meat
28,44,"tradition, family tradition, cultural, meat family tradition, family, eating meat family, culture, traditions, meat cultural, meat family",Eating meat is family tradition,Meat is a staple in my culture,Eating meat is a cultural habit in my family,Meat is prevalent in my cultural cuisine,Meat is central in my family culture
29,42,"motivated, motivated health, financial limitations, limitations, health, financial, motivated health concerns, concerns motivated, health concerns motivated, health concerns",I am motivated by health concerns,I am motivated to have more energy,I am motivated by personal values,Health is my main motivator,I am motivated by saving money
30,42,"habit, habit eating, habit eating meat, meat habit, eating meat habit, meat habit eating, meat feels, eating meat, eating meat feels, feels",Eating meat is a habit for me,Eating meat is a long-standing habit,Eating meat is mostly out of habit,I eat meat out of habit,Eating meat is a habit among my friends
31,41,"environment, concerned environment, environment concerned, environment concerned environment, care, care environment, concerned, environmental, concerned environment concerned, care environment concerned",I am concerned about sustainability,I am cautious of the environment,I am environmentally conscious,Environmental concerns make me sad,I am concerned about the environment
32,39,"love, like, love eating meat, meat like, love eating, like eating, different kinds, different kinds meat, like eating meat, eating meat like",I like exploring meatless dishes,I enjoy eating different kinds of meat,I am an omnivore,Eating meat is my favorite thing,I love eating meat
33,39,"friends, friends family, friends family eat, family friends, family friends eat, family eat, family eat meat, family, friends eat, friends eat meat",My friends and family like eating meat,My friends and family eat meat,Friends and family eat meat,My friends and family all eat meat,Friends and family eat less meat
34,39,"alternatives, meat alternatives, availability, new meats, substitutes, meat substitutes, new, trying new meats, choices, trying new",I try to buy organic meat,I have access to meat alternatives,I have tried plant-based meat alternatives,Meat substitutes do not taste like real meat,There are many tasty meat alternatives
35,38,"pork, avoid pork, pork avoid, avoid, pork avoid eating, avoid eating, pork avoid pork, eat pork, beef pork, eating pork",I believe pork is unclean,I sometimes avoid pork,I watched informational videos against pork,Some family do not eat pork,I avoid pork for health reasons
