Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
-1,716,OUTLIER,I enjoy the taste of meat,I eat meat at least once a day,I grew up eating meat at meals,I eat meat at least once daily,I like the taste of meat
0,419,"chicken, fish, eat chicken, eat, prefer, meat, turkey, chicken fish, buy, chicken turkey",I try to find meat on sale,I eat chicken and beef most often,I try to eat healthy fish,I mainly eat chicken or fish,I eat beef and chicken regularly
1,354,"avoid, meat, eating, red, red meat, feel, pork, avoid eating, meat avoid, meats",I avoid red meat and pork,I avoid eating red meat,I prefer not to eat meat,Eating meat may cause physical illness,Health risks are associated with eating too much meat
2,284,"social, contacts, social contacts, friends, meat, people, eat meat, family, eat, eating",Exposure to vegetarian recipes through social contacts,Social contacts enjoy the taste of meat,Social contacts are motivated by health,Social contacts are motivated by environmental concerns,Social contacts are influenced by animal welfare
3,263,"meat, consumption, red meat, red, meat consumption, eating, limit, reducing, eating meat, cut",I try to eat less meat for health,I try to reduce meat consumption,I am trying to cut down on red meat,I am thinking of cutting back on pork,I wish I ate less meat
4,245,"eat, eat meat, times, meat, week, meat times, eat meat times, weekly, week eat, meat meals",I am the main cook at home,I feel addicted to eating meat,I still eat meat at restaurants,I am used to eating meat,I eat meat for most meals
5,225,"family, eats, family eats, meat family, eats meat, family eats meat, meat, meat family eats, parents, members",My parents served meat with dinner,My family regularly eats meat,My family enjoys eating diverse foods,My family eats all types of meat,My family has always eaten meat
6,132,"protein, believe, meat, believe meat, meat protein, source, protein meat, eat meat protein, protein eat, protein eat meat",Learning about health shaped my meat habits,I eat meat for protein and iron,I like meat's protein content,I value the health benefits of meat,I think meat is good for health
7,125,"meals, plantbased, vegetables, vegetarian, vegetarian meals, plantbased meals, balance, balance meat, meatless, eat",I sometimes eat no meat,I am trying to eat more vegetables,I enjoy vegetables and salads,I am happy with vegetarian meals,I lack confidence cooking vegetarian meals
8,121,"protein, want, want protein, protein want, want protein want, protein want protein, need, iron, high, need protein",I want proper nutrition,I need more protein,I want to get enough protein,I want protein for energy and focus,I try to include more protein
9,117,"animal, animal welfare, welfare, concerned animal, concerned animal welfare, concerned, animal welfare concerned, welfare concerned, animals, welfare concerned animal",I am concerned about animal rights,I am concerned about animal welfare,I consider animal intelligence,I approve eating animals if not cruel,My mom cares about animal welfare
10,111,"expensive, meat expensive, prices, cost, meat prices, meat, choices, alternatives, expensive meat, limited",Red meat is expensive,Red meat is more expensive than chicken,Meat is too expensive for my budget,I switch meat types due to cost,High meat prices would change my habits
11,98,"motivated, diet, motivated health, health, balanced, balanced diet, motivated health concerns, food, health concerns, mindful",I am motivated by health concerns,I work out and lift weights,I am motivated by health reasons,I am motivated by personal values,I eat foods I like
12,89,"health, concerned, concerned health, concerns, health concerned, concerned health concerned, health concerns, cholesterol, health concerned health, heart",I have health concerns,I am concerned about cholesterol,Coronary heart disease risk concerns me,I am concerned about my health,I am concerned about health effects
13,82,"environmental, concerned, impact, environmental impact, concerned environmental, concerned environmental impact, environment, environmental impact concerned, impact concerned, environment concerned",I care about sustainability,I hear about environmental impact in the news,I am concerned about the environment,I am concerned about chemical additives,I am concerned about environmental impact
14,77,"wife, husband, partner, prefers, meat wife, boyfriend, eats, meat husband, eating, meat",My husband avoids red meat,Girlfriend eats similar food at home,My eating habits influenced by my partner,My wife cannot tolerate beef,My wife makes veggie dishes sometimes
