key,wave,stance,canvas,topic,topic_conf,assigned_prob
3d1ddc23b606b8c8,1,I eat meat at least once a day,True,-1,0.04747588137687086,
3d1ddc23b606b8c8,1,I grew up eating meat at meals,True,-1,0.016412041779811794,
3d1ddc23b606b8c8,1,My parents served meat with dinner,True,5,1.0,1.0
3d1ddc23b606b8c8,1,My family eats meat as main portion,True,5,1.0,1.0
3d1ddc23b606b8c8,1,Meat-eating is a family tradition,True,2,0.1713798537452774,0.09462715082571883
3d1ddc23b606b8c8,1,I feel guilty about eating animals,True,1,0.1988648229757554,0.1988648229757554
3d1ddc23b606b8c8,1,My religious beliefs justify eating animals,True,3,0.11336929169799607,0.11336929169799607
242bdf6bc5bb0b94,1,I eat meat at least once daily,True,-1,0.04793440102116305,
242bdf6bc5bb0b94,1,I like the taste of meat,True,-1,0.013123851742840805,
242bdf6bc5bb0b94,1,I have no moral issues eating meat,True,-1,0.027291597751592202,
242bdf6bc5bb0b94,1,I was raised on a farm,True,-1,0.018368206310845105,
242bdf6bc5bb0b94,1,Eating meat is a family tradition,True,2,0.17525789008524334,0.0935391174110683
242bdf6bc5bb0b94,1,Doctor recommended I eat lean beef,True,3,1.0,1.0
242bdf6bc5bb0b94,1,I am chronically anemic,True,8,0.13922701786603628,0.09337727554098565
242bdf6bc5bb0b94,1,Some relatives hunt and eat game meats,True,5,0.34197672956028385,0.34197672956028385
242bdf6bc5bb0b94,1,I sometimes reduce meat due to health issues,True,3,1.0,1.0
242bdf6bc5bb0b94,1,I believe too much meat can harm health,True,1,1.0,1.0
c0ac91fae56c6ec3,1,I eat meat every day,True,-1,0.008970686319600744,
c0ac91fae56c6ec3,1,I like the taste of meat,True,-1,0.013055165151244703,
c0ac91fae56c6ec3,1,I choose chicken and turkey for health,True,0,0.6829596052979438,0.6829596052979438
c0ac91fae56c6ec3,1,I think chicken and turkey are healthier,True,0,0.5366536037976594,0.5366536037976594
c0ac91fae56c6ec3,1,I eat lean beef to reduce fat,True,4,0.27651590302369283,0.27651590302369283
c0ac91fae56c6ec3,1,I prefer beef for hamburgers and sloppy joes,True,0,0.5718843802464244,0.5718843802464244
c0ac91fae56c6ec3,1,I reduce beef or pork when dieting,True,3,1.0,1.0
c0ac91fae56c6ec3,1,Those around me eat meat regularly,True,2,0.4536652212442991,0.4536652212442991
c0ac91fae56c6ec3,1,Social contacts like the taste of meat,True,2,1.0,1.0
8f96fa223f234180,1,I eat meat whenever I choose to,True,4,1.0,1.0
8f96fa223f234180,1,I eat more chicken and fish now,True,0,1.0,1.0
8f96fa223f234180,1,I have tried to cut back on red meat,True,3,1.0,1.0
8f96fa223f234180,1,I have tried to cut back on processed meat,True,3,1.0,1.0
8f96fa223f234180,1,I am concerned about my health,True,12,1.0,1.0
8f96fa223f234180,1,I want to improve cholesterol and blood work,True,-1,0.023556481032543656,
8f96fa223f234180,1,I do not control grocery shopping or meal planning,True,2,0.2056877232733297,0.2056877232733297
8f96fa223f234180,1,"I am fond of chicken, turkey, and fish",True,0,0.6475076651905342,0.6475076651905342
24e9f4a8dba444ba,1,I eat meat 1-2 times a day,True,-1,0.04658687406783012,
24e9f4a8dba444ba,1,I eat a lot of chicken,True,0,0.300076015307928,0.300076015307928
24e9f4a8dba444ba,1,Eating meat feels natural to me,True,-1,0.02830015830131097,
24e9f4a8dba444ba,1,I have always eaten and cooked with meat,True,-1,0.017416207974969938,
24e9f4a8dba444ba,1,My parents cooked with meat,True,5,1.0,1.0
24e9f4a8dba444ba,1,Most friends and family eat meat,True,-1,0.18356073697285377,
24e9f4a8dba444ba,1,Eating meat is a habit for me,True,3,0.07651081447276567,0.07651081447276567
24e9f4a8dba444ba,1,I reduce meat when it is expensive,True,3,1.0,1.0
24e9f4a8dba444ba,1,I enjoy the challenge of vegetarian cooking,True,7,1.0,1.0
24e9f4a8dba444ba,1,I get bored with the same meals,True,-1,0.4255917329653469,
5d5930b9486b3aef,1,I eat mostly chicken,True,0,0.6779230043256349,0.6779230043256349
5d5930b9486b3aef,1,I prefer chicken and fish,True,0,0.39117290159053497,0.39117290159053497
5d5930b9486b3aef,1,I find chicken easier to digest than beef,True,0,0.38437879168021,0.38437879168021
5d5930b9486b3aef,1,I find steak hard to chew,True,1,1.0,1.0
5d5930b9486b3aef,1,Chicken and pork are less expensive than beef,True,0,0.827927424587616,0.827927424587616
5d5930b9486b3aef,1,I buy more meat when it is on sale,True,0,1.0,1.0
c64e457f6d99d425,1,I eat meat when I feel like it,True,4,1.0,1.0
c64e457f6d99d425,1,My mood influences what meat I eat,False,-1,0.3585747947312783,
c64e457f6d99d425,1,I sometimes choose to cut back on meat,True,3,0.6338943486692875,0.6338943486692875
c64e457f6d99d425,1,Meat consumption is a personal preference,True,0,0.8830053930926886,0.8830053930926886
0ec83457dd9ad9bb,1,I enjoy eating meat regularly,True,-1,0.009203257589309467,
0ec83457dd9ad9bb,1,I crave meat,True,4,1.0,1.0
0ec83457dd9ad9bb,1,Meat tastes delicious to me,True,0,0.22626404539151643,0.22626404539151643
0ec83457dd9ad9bb,1,Most people I know eat meat regularly,True,-1,0.03155029201105634,
cd254873c8c70b1f,1,I crave meat more during holidays,True,4,1.0,1.0
cd254873c8c70b1f,1,I enjoy eating meat,True,-1,0.025495000918420795,
cd254873c8c70b1f,1,I want to be healthier,True,-1,0.3098282442183084,
cd254873c8c70b1f,1,I eat more meat at gatherings,True,4,1.0,1.0
cd254873c8c70b1f,1,My family are big meat eaters,True,5,1.0,1.0
cd254873c8c70b1f,1,My friends enjoy eating meat,True,2,0.5612143648999653,0.5612143648999653
cd254873c8c70b1f,1,My brother reduces meat for health reasons,True,-1,0.3761646891439499,
673d057ee91b91d4,1,I eat predominantly meat with each meal,True,-1,0.167724836836755,
673d057ee91b91d4,1,I feel better when I eat more meat,True,0,0.15790584360808768,0.1431329287223978
673d057ee91b91d4,1,I follow a low-carb diet,True,11,1.0,1.0
673d057ee91b91d4,1,I believe meat is essential for health,True,6,1.0,1.0
673d057ee91b91d4,1,I would like to eat less meat,False,3,1.0,1.0
673d057ee91b91d4,1,My family serves meat at meals,True,5,0.4998126604928911,0.4998126604928911
673d057ee91b91d4,1,Family habits from childhood influence my eating,True,5,0.7301958658333251,0.7301958658333251
7cf1b08e24b10350,1,I love eating meat,True,-1,0.009164308717963738,
7cf1b08e24b10350,1,I enjoy cooking meat at home,True,4,1.0,1.0
7cf1b08e24b10350,1,Meat is expensive for me,True,10,1.0,1.0
7cf1b08e24b10350,1,I eat a lot of chicken,True,0,0.3019245593536178,0.3019245593536178
7cf1b08e24b10350,1,I prefer real meat over substitutes,True,0,1.0,1.0
7cf1b08e24b10350,1,I avoid fast food bacon,True,1,0.5199512447823922,0.5199512447823922
7cf1b08e24b10350,1,Chicken is cheap and convenient,True,0,0.7633731620308808,0.7633731620308808
7cf1b08e24b10350,1,My girlfriend loves bacon,True,14,1.0,1.0
7cf1b08e24b10350,1,Family eats more chicken for cost reasons,True,5,0.5502200640383846,0.5502200640383846
7cf1b08e24b10350,1,I got food poisoning from fast food bacon,True,1,0.5319118417387626,0.5319118417387626
bd14752573c3fbed,1,I eat meat at most meals,True,4,1.0,1.0
bd14752573c3fbed,1,I like the taste of meat,True,-1,0.013089584995428989,
bd14752573c3fbed,1,I try to have some balance,False,11,1.0,1.0
bd14752573c3fbed,1,Eating meat is mostly out of habit,True,-1,0.07168054797798272,
bd14752573c3fbed,1,My family eats similar meals as me,True,5,0.6540286285577239,0.6540286285577239
bd14752573c3fbed,1,My family likes the taste of meat,True,5,1.0,1.0
bd14752573c3fbed,1,I realize meat is not always healthy,True,1,1.0,1.0
bd14752573c3fbed,1,I realize meat can impact the environment,True,1,1.0,1.0
2a27143cb3ff288a,1,I eat meat if I feel like it,True,4,1.0,1.0
2a27143cb3ff288a,1,I plan meals with my wife,True,14,1.0,1.0
2a27143cb3ff288a,1,I eat less meat than I used to,True,3,0.36003259477652244,0.36003259477652244
2a27143cb3ff288a,1,I consciously eat more chicken,True,0,0.3373337309169078,0.3373337309169078
2a27143cb3ff288a,1,I believe grilled chicken is healthier,True,0,0.49007590159634434,0.49007590159634434
2a27143cb3ff288a,1,My children eat more chicken and fish,True,0,1.0,1.0
99229f1b414f5809,1,I am sensitive to meat texture,True,-1,0.0686255260940182,
99229f1b414f5809,1,I am picky about eating meat,True,1,1.0,1.0
99229f1b414f5809,1,My mood affects my meat eating,True,3,0.08114763139833389,0.08114763139833389
99229f1b414f5809,1,I believe meat provides necessary protein,True,6,1.0,1.0
99229f1b414f5809,1,"I want a balanced, healthy diet",True,11,0.7198269294977819,0.7198269294977819
99229f1b414f5809,1,My family likes to eat meat,True,5,1.0,1.0
99229f1b414f5809,1,I prepare meat for my husband and son,True,-1,0.3360130161136342,
99229f1b414f5809,1,I eat more lean meats to be healthy,True,0,0.23092718718595726,0.18808413479467045
41f4d247212a91b7,1,I eat beef four or five times weekly,True,4,0.20775978981999965,0.14730008718750137
41f4d247212a91b7,1,I always have a freezer full of beef,True,4,0.32411484964411696,0.32411484964411696
41f4d247212a91b7,1,I value convenience of having home-raised beef,True,0,1.0,1.0
41f4d247212a91b7,1,I believe beef is high in protein,True,6,1.0,1.0
41f4d247212a91b7,1,I believe beef is nutritious,True,6,1.0,1.0
41f4d247212a91b7,1,I am not interested in eating less beef,True,1,0.7390393937171732,0.7390393937171732
41f4d247212a91b7,1,Negative information on beef is viewed as political,True,1,1.0,1.0
41f4d247212a91b7,1,I eat chicken and fish with my sister,True,0,1.0,1.0
41f4d247212a91b7,1,My sister prefers chicken and fish for health,True,5,0.1614984469029309,0.0848618815443664
41f4d247212a91b7,1,Some family avoid venison due to taste,True,-1,0.2308796650277791,
5abe20da31c1510b,1,I am concerned about my health,True,12,1.0,1.0
5abe20da31c1510b,1,I avoid eating the same meat daily,True,1,0.49705258807811187,0.49705258807811187
5abe20da31c1510b,1,I have food allergies,True,-1,0.15211830209201724,
5abe20da31c1510b,1,I am motivated to save money,False,11,1.0,1.0
5abe20da31c1510b,1,I vary meat based on what is on sale,True,0,1.0,1.0
5abe20da31c1510b,1,I eat meat for vitamins like B12,True,6,1.0,1.0
5abe20da31c1510b,1,I have reduced meat eating over time,False,3,1.0,1.0
5abe20da31c1510b,1,Cooking less due to physical disability,True,3,0.6673664145711609,0.6673664145711609
5abe20da31c1510b,1,My friends value routine in eating habits,True,2,1.0,1.0
5abe20da31c1510b,1,Financial concerns influence my friends' eating,True,2,0.5945389903100111,0.5945389903100111
e0b75643b94ce352,1,I eat meat at every meal,True,-1,0.1617655624138649,
e0b75643b94ce352,1,I want meat with high protein,True,8,0.2292330911230615,0.2292330911230615
e0b75643b94ce352,1,I am trying to lose weight,True,-1,0.16281073880311545,
e0b75643b94ce352,1,I cook meat by baking or grilling,True,4,1.0,1.0
e0b75643b94ce352,1,I sometimes eat smaller portions of meat,True,4,0.4887911639104175,0.4887911639104175
e0b75643b94ce352,1,I add more vegetables to meals,True,7,1.0,1.0
e0b75643b94ce352,1,My social gatherings always include meat,True,-1,0.2897160022655423,
e0b75643b94ce352,1,Some friends are vegetarians,True,2,0.43355534421872644,0.43355534421872644
e0b75643b94ce352,1,I feel unwell without eating meat,True,1,0.15347026290293173,0.15347026290293173
e0b75643b94ce352,1,It's hard to know what is healthiest,True,-1,0.3013329515211685,
98326b74d660f5fd,1,I eat meat when I crave it,True,4,1.0,1.0
98326b74d660f5fd,1,I do not eat meat often,False,1,0.7606476908886551,0.7606476908886551
98326b74d660f5fd,1,Most people around me are omnivores,True,2,0.40474099174481376,0.40474099174481376
98326b74d660f5fd,1,I struggle morally with eating animals,True,1,0.21716085568292698,0.21716085568292698
98326b74d660f5fd,1,I care about animals,True,9,1.0,1.0
3e8a40a8a3361337,1,I am vegan,True,-1,0.1495294192555733,
3e8a40a8a3361337,1,I am horrified by animal agriculture,True,9,1.0,1.0
3e8a40a8a3361337,1,I prefer animal welfare perspectives,False,9,1.0,1.0
3e8a40a8a3361337,1,I do vegan activism,True,-1,0.14640160415532782,
3e8a40a8a3361337,1,Living among meat-eating loved ones feels isolating,True,1,0.1369230097290631,0.1369230097290631
5fee709bfe55faf2,1,I generally don't eat meat,True,1,0.8377673633959107,0.8377673633959107
5fee709bfe55faf2,1,Meat prices have went up,True,10,1.0,1.0
5fee709bfe55faf2,1,Cooking with meat is complicated,True,0,0.39511398195647957,0.39511398195647957
5fee709bfe55faf2,1,Storage of meat is complicated,True,0,0.3655856344847173,0.3655856344847173
5fee709bfe55faf2,1,I have ethical concerns about meat production,True,1,1.0,1.0
5fee709bfe55faf2,1,I am skeptical about animal treatment,True,9,1.0,1.0
5fee709bfe55faf2,1,Family enjoys eating meat,True,5,0.69465994510887,0.69465994510887
5fee709bfe55faf2,1,Meat is part of family traditions,True,2,0.1681580583533925,0.0993770395013379
5fee709bfe55faf2,1,I enjoy meat at family gatherings,True,5,1.0,1.0
d91dfb759b5c056c,1,I eat beef four times a week,True,4,0.2032198984020177,0.14457513562654195
d91dfb759b5c056c,1,I eat chicken three times a week,True,0,0.32228639110793295,0.32228639110793295
d91dfb759b5c056c,1,I enjoy the taste of meat,True,-1,0.02618356570466468,
d91dfb759b5c056c,1,Meat fits my daily routine,True,3,0.06395197288658017,0.06395197288658017
d91dfb759b5c056c,1,Meat feels healthy and satisfying,True,0,0.2390766887691704,0.2390766887691704
d91dfb759b5c056c,1,My social group eats meat regularly,True,2,1.0,1.0
d91dfb759b5c056c,1,Eating meat feels normal and comfortable,True,-1,0.028465308558241562,
d91dfb759b5c056c,1,I am open to trying new foods,True,-1,0.370546405400165,
d91dfb759b5c056c,1,I think about reducing meat sometimes,False,3,1.0,1.0
25c3702e02bdfd45,1,I like eating different kinds of meat,True,-1,0.05483253194606557,
25c3702e02bdfd45,1,I enjoy cooking and buying meat,True,-1,0.02564421081725047,
25c3702e02bdfd45,1,I want to get enough protein,True,8,1.0,1.0
25c3702e02bdfd45,1,I want to have energy for work,True,-1,0.3196648242370885,
25c3702e02bdfd45,1,I have tried plant-based meat alternatives,True,-1,0.04338250830436193,
25c3702e02bdfd45,1,I am concerned about my health,True,12,1.0,1.0
25c3702e02bdfd45,1,I want to lose or maintain weight,True,-1,0.18781180365260433,
25c3702e02bdfd45,1,My family now eats more plant-based foods,True,7,0.3491362578280226,0.3491362578280226
25c3702e02bdfd45,1,My family is motivated by health and age,True,12,1.0,1.0
25c3702e02bdfd45,1,Traditional family values include eating grilled meat,True,2,0.17689667798668032,0.09387617553853446
b8eba67020022d75,1,I eat a lot of meat,True,-1,0.009383805322247142,
b8eba67020022d75,1,I have age-related health concerns,True,12,1.0,1.0
b8eba67020022d75,1,I want to reduce dietary fat,True,-1,0.02464403200920719,
b8eba67020022d75,1,I am influenced by Nikola Tesla's diet,True,-1,0.5004198405968376,
b8eba67020022d75,1,I buy tofu as meat substitute,True,10,0.23463158837134912,0.1328299325293656
b8eba67020022d75,1,I want solid protein substitutes for meat,True,8,0.17082722338417394,0.17082722338417394
b8eba67020022d75,1,I think tofu is cheaper than meat,True,0,1.0,1.0
b8eba67020022d75,1,I like the taste of meat,True,-1,0.013086632750514991,
b8eba67020022d75,1,I cut out red meat for cholesterol,True,3,1.0,1.0
b8eba67020022d75,1,A doctor advised me about cholesterol,True,12,1.0,1.0
53cf43f573cc8f32,1,I like to eat meat,True,-1,0.027780729658804258,
53cf43f573cc8f32,1,Most meals contain meat,True,2,0.16834194475562728,0.16834194475562728
53cf43f573cc8f32,1,I grew up eating meat,True,-1,0.016293141180764796,
53cf43f573cc8f32,1,Friends and family eat meat,True,-1,0.14790995483590386,
53cf43f573cc8f32,1,Social circle likes the taste of meat,True,2,1.0,1.0
53cf43f573cc8f32,1,Meat provides protein and energy,True,6,0.40675148268081845,0.40675148268081845
53cf43f573cc8f32,1,Environmental concerns about eating meat,True,1,1.0,1.0
53cf43f573cc8f32,1,I have thought about reducing meat,True,3,1.0,1.0
53cf43f573cc8f32,1,I want meat growing to be sustainable,True,1,1.0,1.0
e0b47f3f6a91ab2e,1,I crave steak and chicken,True,4,1.0,1.0
e0b47f3f6a91ab2e,1,I still consume red meat,True,4,0.5341616030023575,0.5341616030023575
e0b47f3f6a91ab2e,1,I limit how much meat I eat,True,3,0.1621257357266619,0.1621257357266619
e0b47f3f6a91ab2e,1,I want to improve my health,True,-1,0.30275701844592107,
e0b47f3f6a91ab2e,1,I want to reduce environmental impact,True,13,1.0,1.0
e0b47f3f6a91ab2e,1,Doctor recommended reducing red meat,True,3,1.0,1.0
e0b47f3f6a91ab2e,1,My family supports eating less meat,True,5,0.1827603787622671,0.1827603787622671
e0b47f3f6a91ab2e,1,Wife reduces meat in solidarity with me,True,14,1.0,1.0
e0b47f3f6a91ab2e,1,Sister-in-law wants to help the environment,True,13,1.0,1.0
e0b47f3f6a91ab2e,1,I believe protein can come from alternatives,True,8,0.17283741742786082,0.16262475085369762
e04998f79adab146,1,I try to get enough protein,True,8,1.0,1.0
e04998f79adab146,1,I eat chicken regularly,True,0,0.3200798512520194,0.3200798512520194
e04998f79adab146,1,I eat beef sometimes,True,4,0.2724794081371953,0.2724794081371953
e04998f79adab146,1,I eat fish sometimes,True,0,1.0,1.0
e04998f79adab146,1,Chicken is cheaper than other meats,True,0,1.0,1.0
e04998f79adab146,1,Meat is easy to get at the store,True,0,0.42263186374147127,0.42263186374147127
e04998f79adab146,1,My friends eat similar meats,True,2,0.560463596611793,0.560463596611793
fd51071022fe231c,1,I eat meat regularly,True,-1,0.00917231512063592,
fd51071022fe231c,1,I try to balance meat with vegetables,True,7,0.28669234541705313,0.28669234541705313
fd51071022fe231c,1,I eat meat for protein,True,6,1.0,1.0
fd51071022fe231c,1,I eat meat for convenience,True,0,1.0,1.0
fd51071022fe231c,1,I want variety in my diet,True,11,1.0,1.0
fd51071022fe231c,1,I include vegetables for health,True,7,1.0,1.0
fd51071022fe231c,1,I am more mindful about portion sizes,True,11,1.0,1.0
fd51071022fe231c,1,Some social contacts eat meat daily,True,2,1.0,1.0
fd51071022fe231c,1,Some social contacts focus on health,True,2,1.0,1.0
5152ad6df864fdab,1,I eat multiple meat products daily,True,-1,0.045909535197160435,
5152ad6df864fdab,1,I want to have healthy muscle mass,True,8,0.5871730219506446,0.5871730219506446
5152ad6df864fdab,1,I am on a low-carb diet,True,11,1.0,1.0
5152ad6df864fdab,1,I want to feel full and fueled,True,-1,0.37960379660773796,
5152ad6df864fdab,1,Meat provides me with protein,True,6,1.0,1.0
5152ad6df864fdab,1,I have considered reducing pork consumption,True,3,1.0,1.0
5152ad6df864fdab,1,I have concerns about processed meats,True,1,1.0,1.0
5152ad6df864fdab,1,My social contacts prefer taste and satiety,True,2,1.0,1.0
3adb7e8ae191bee6,1,I eat chicken and fish,True,0,1.0,1.0
3adb7e8ae191bee6,1,I avoid beef,True,1,1.0,1.0
3adb7e8ae191bee6,1,I have cholesterol concerns,True,12,1.0,1.0
