Topic,Count,Name,Representation,Representative_Docs
-1,716,-1_meat_eat meat_enjoy_eat,"['meat', 'eat meat', 'enjoy', 'eat', 'taste', 'taste meat', 'eating', 'eating meat', 'want', 'enjoy taste meat']","['I enjoy the taste of meat', 'I enjoy the taste of meat', 'I enjoy the taste of meat']"
0,419,0_chicken_fish_eat chicken_eat,"['chicken', 'fish', 'eat chicken', 'eat', 'prefer', 'meat', 'turkey', 'chicken fish', 'buy', 'chicken turkey']","['I eat mostly chicken', 'I eat mostly chicken', 'I mostly eat chicken']"
1,354,1_avoid_meat_eating_red,"['avoid', 'meat', 'eating', 'red', 'red meat', 'feel', 'pork', 'avoid eating', 'meat avoid', 'meats']","['I avoid eating red meat', 'I avoid eating red meat', 'I avoid eating red meat']"
2,284,2_social_contacts_social contacts_friends,"['social', 'contacts', 'social contacts', 'friends', 'meat', 'people', 'eat meat', 'family', 'eat', 'eating']","['Most social contacts eat meat', 'My social contacts eat meat regularly', 'Social contacts eat meat regularly']"
3,263,3_meat_consumption_red meat_red,"['meat', 'consumption', 'red meat', 'red', 'meat consumption', 'eating', 'limit', 'reducing', 'eating meat', 'cut']","['I limit red meat consumption', 'I limit red meat consumption', 'I limit red meat consumption']"
4,245,4_eat_eat meat_times_meat,"['eat', 'eat meat', 'times', 'meat', 'week', 'meat times', 'eat meat times', 'weekly', 'week eat', 'meat meals']","['I eat meat three or four times a week', 'I eat meat several times a week', 'I eat meat a few times a week']"
5,225,5_family_eats_family eats_meat family,"['family', 'eats', 'family eats', 'meat family', 'eats meat', 'family eats meat', 'meat', 'meat family eats', 'parents', 'members']","['My family eats meat', 'My family eats meat with me', 'My family eats more meat than I do']"
6,132,6_protein_believe_meat_believe meat,"['protein', 'believe', 'meat', 'believe meat', 'meat protein', 'source', 'protein meat', 'eat meat protein', 'protein eat', 'protein eat meat']","['I eat meat for protein', 'I eat meat for protein', 'I eat meat for protein']"
7,125,7_meals_plantbased_vegetables_vegetarian,"['meals', 'plantbased', 'vegetables', 'vegetarian', 'vegetarian meals', 'plantbased meals', 'balance', 'balance meat', 'meatless', 'eat']","['Some days I eat vegetarian meals', 'I eat more vegetables now', 'I sometimes have vegetarian meals']"
8,121,8_protein_want_want protein_protein want,"['protein', 'want', 'want protein', 'protein want', 'want protein want', 'protein want protein', 'need', 'iron', 'high', 'need protein']","['I want enough protein', 'I want to get enough protein', 'I want to get enough protein']"
9,117,9_animal_animal welfare_welfare_concerned animal,"['animal', 'animal welfare', 'welfare', 'concerned animal', 'concerned animal welfare', 'concerned', 'animal welfare concerned', 'welfare concerned', 'animals', 'welfare concerned animal']","['I am concerned about animal welfare', 'I am concerned about animal welfare', 'I am concerned about animal welfare']"
10,111,10_expensive_meat expensive_prices_cost,"['expensive', 'meat expensive', 'prices', 'cost', 'meat prices', 'meat', 'choices', 'alternatives', 'expensive meat', 'limited']","['Meat is expensive', 'Meat is expensive for me', 'Meat is very expensive']"
11,98,11_motivated_diet_motivated health_health,"['motivated', 'diet', 'motivated health', 'health', 'balanced', 'balanced diet', 'motivated health concerns', 'food', 'health concerns', 'mindful']","['I am motivated by health concerns', 'I am motivated by health concerns', 'I am motivated by health concerns']"
12,89,12_health_concerned_concerned health_concerns,"['health', 'concerned', 'concerned health', 'concerns', 'health concerned', 'concerned health concerned', 'health concerns', 'cholesterol', 'health concerned health', 'heart']","['I am concerned about health', 'I am concerned about my health', 'I am concerned about health']"
13,82,13_environmental_concerned_impact_environmental impact,"['environmental', 'concerned', 'impact', 'environmental impact', 'concerned environmental', 'concerned environmental impact', 'environment', 'environmental impact concerned', 'impact concerned', 'environment concerned']","['I am concerned about environmental impact', 'I am concerned about environmental impact', 'I am concerned about environmental impact']"
14,77,14_wife_husband_partner_prefers,"['wife', 'husband', 'partner', 'prefers', 'meat wife', 'boyfriend', 'eats', 'meat husband', 'eating', 'meat']","['My husband prefers eating meat', 'My wife eats the same as I do', 'My wife prefers red meat']"
