Topic,Count,Name,Representation,Representative_Docs
-1,464,-1_meat_taste meat_taste_enjoy,"['meat', 'taste meat', 'taste', 'enjoy', 'eating meat', 'eating', 'eat meat', 'eat', 'meat eat', 'meat eat meat']","['I enjoy the taste of meat', 'I enjoy the taste of meat', 'I enjoy the taste of meat']"
0,879,0_meat_red_red meat_avoid,"['meat', 'red', 'red meat', 'avoid', 'eating', 'health', 'pork', 'eat', 'consumption', 'reduce']","['I eat less red meat', 'I avoid red meat', 'I avoid eating red meat']"
1,645,1_meat_family_eat meat_eat,"['meat', 'family', 'eat meat', 'eat', 'eats', 'eating', 'eating meat', 'eats meat', 'meat family', 'friends']","['My family eats meat regularly', 'My family eats meat regularly', 'I eat meat often']"
2,380,2_want_weight_plantbased_vegetables,"['want', 'weight', 'plantbased', 'vegetables', 'meals', 'healthy', 'diet', 'healthier', 'food', 'foods']","['I want to lose weight', 'I want to lose weight', 'I want to lose weight']"
3,219,3_meat_easy_prefer_believe,"['meat', 'easy', 'prefer', 'believe', 'protein', 'good', 'meat easy', 'eating', 'meat tastes', 'meat feels']","['Meat tastes good', 'Eating meat feels normal to me', 'Eating meat feels normal to me']"
4,215,4_chicken_eat chicken_fish_eat,"['chicken', 'eat chicken', 'fish', 'eat', 'turkey', 'chicken fish', 'beef', 'chicken turkey', 'prefer', 'eat chicken fish']","['I mostly eat chicken', 'I mostly eat chicken', 'I eat mostly chicken']"
5,110,5_vegetarian_vegan_vegetarian meals_meals,"['vegetarian', 'vegan', 'vegetarian meals', 'meals', 'friends', 'years', 'vegetarians', 'vegetarian vegetarian', 'vegan vegetarian', 'vegetarian vegan']","['I am vegetarian', 'I am a vegetarian', 'I am vegetarian']"
6,101,6_week_times_week eat_eat,"['week', 'times', 'week eat', 'eat', 'meat times', 'times week', 'weekly', 'eat meat times', 'eat meat', 'times week eat']","['I eat meat three or four times a week', 'I eat meat a few times a week', 'I eat meat a few times a week']"
7,100,7_health_concerned health_concerned_health concerns,"['health', 'concerned health', 'concerned', 'health concerns', 'concerns', 'motivated health', 'motivated', 'heart', 'health concerned', 'concerned health concerned']","['I am concerned about my health', 'I am concerned about health', 'I am concerned about my health']"
8,93,8_animal_welfare_animal welfare_concerned animal,"['animal', 'welfare', 'animal welfare', 'concerned animal', 'concerned animal welfare', 'animal welfare concerned', 'welfare concerned', 'concerned', 'welfare concerned animal', 'animals']","['I am concerned about animal welfare', 'I am concerned about animal welfare', 'I am concerned about animal welfare']"
9,88,9_eat meat_eat_meat meals_meat,"['eat meat', 'eat', 'meat meals', 'meat', 'people', 'eat meat meals', 'people know', 'meals', 'know', 'people know eat']","['Most people I know eat meat', 'Most people I know eat meat', 'Most people I know eat meat']"
10,82,10_protein_want protein_want_protein want,"['protein', 'want protein', 'want', 'protein want', 'want protein want', 'protein want protein', 'need', 'need protein', 'protein diet', 'high protein']","['I want to get enough protein', 'I want enough protein', 'I want to get enough protein']"
11,82,11_concerned_environmental_impact_environmental impact,"['concerned', 'environmental', 'impact', 'environmental impact', 'environment', 'concerned environmental', 'concerned environmental impact', 'environmental impact concerned', 'impact concerned', 'concerned environment']","['I am concerned about environmental impact', 'I am concerned about environmental impact', 'I am concerned about environmental impact']"
