Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
-1,939,OUTLIER,I enjoy the taste of meat,I eat mostly meat,I mostly eat meat,I grew up eating meat at meals,My religious beliefs justify eating animals
0,471,"want, protein, weight, want protein, diet, plantbased, vegetables, meals, healthy, healthier",I want a high protein diet,I want to meet protein needs,I aim to increase protein intake,We chose to buy more fish,I want to get enough protein
1,312,"red meat, red, meat, eat, consumption, limit, meat consumption, reduce, try, eat red meat",I skip meat at breakfast,People I know reduce meat for health reasons,I reduce meat consumption if price increases,I eat less beef than before,I want to eat less meat
2,270,"family, meat, eat meat, eat, friends, eats, family eats, eats meat, regularly, family eats meat",My parents served meat with dinner,I eat wild game from family,My social contacts eat meat for nutrition,Family traditions involve eating meat,I cook meat for family preferences
3,211,"expensive, meat, meat expensive, dislike, unhealthy, red meat, red, eating, feel, hard",I feel guilty eating animals,I run out of the right foods sometimes,I dislike soy products,I think eating a lot of meat is unhealthy,Meat by-products grossed me out
4,205,"meat, protein, eat meat, meat protein, eat, eat meat protein, protein meat, meat meat, cut, crave",I eat meat when craving it,I use meat alternatives like tofu and Gardein,I plan to continue eating meat,I crave meat during my follicular phase,Exposure to different cultures might increase meat eating
5,192,"chicken, eat chicken, fish, turkey, eat, chicken fish, chicken turkey, prefer, eat chicken fish, chicken eat",I mostly eat chicken,I prefer to eat chicken,My family prefers eating chicken,I like the taste of chicken and fish,I switch to poultry for burgers
6,190,"avoid, avoid eating, pork, eating, meat avoid, meat, red, avoid meat, red meat, avoid pork",I avoid fatty meats,Suspicious smell or appearance discourages me,I have never known vegetarians personally,I avoid animal antibiotics and hormones,I avoid processed meats
7,166,"meat, easy, good, believe, meat easy, protein, meat tastes, tastes, meat feels, eating",Meat tastes great with meals,I value the health benefits of meat,I believe meat is nutritious,Meat tastes good to me,I believe eating meat is healthy
8,118,"times, week, week eat, weekly, eat, meat times, eat meat times, eat meat, weekly eat, times week",I incorporate fish weekly,I eat white meat twice a week,I eat red meat 3-4 times weekly,I eat meat at least once daily,I limit meat to two or three days weekly
9,104,"vegetarian, vegan, vegetarian meals, meals, friends, years, vegetarians, vegetarian vegan, vegan vegetarian, vegetarian vegetarian",My family is vegetarian,I became vegetarian,I enjoy being a vegetarian,My parents are vegetarian,I partake in vegan meals at family gatherings
10,102,"animal, welfare, animal welfare, concerned animal, concerned animal welfare, concerned, welfare concerned, animal welfare concerned, welfare concerned animal, animals",I am concerned about animal rights,I care about animal welfare,I am in favor of animal rights,I consider animal intelligence,My mom cares about animal welfare
11,100,"health, concerned health, concerned, health concerns, concerns, motivated health, motivated, heart, health concerned, concerned health concerned",I have health concerns,I have general health concerns,I am concerned about my health,I am concerned about health impacts,I discuss health risks with my friend
12,78,"concerned, environmental, impact, environmental impact, environment, concerned environmental, concerned environmental impact, impact concerned, environmental impact concerned, environment concerned",I care about sustainability,I am concerned about environmental impact,I am concerned about environmental impacts,I am concerned about the environment,I care about the environment
