Topic,Count,Name,Representation,Representative_Docs
-1,839,-1_meat_eating_eating meat_avoid,"['meat', 'eating', 'eating meat', 'avoid', 'eat', 'enjoy', 'pork', 'taste', 'enjoy eating', 'enjoy eating meat']","['I enjoy eating meat', 'I enjoy eating meat', 'I enjoy eating meat']"
0,292,0_chicken_fish_eat chicken_eat,"['chicken', 'fish', 'eat chicken', 'eat', 'turkey', 'chicken fish', 'chicken turkey', 'eat fish', 'prefer', 'beef']","['I eat chicken and fish', 'I eat chicken and fish', 'I eat chicken and fish']"
1,204,1_protein_want protein_want_meat protein,"['protein', 'want protein', 'want', 'meat protein', 'source', 'protein want', 'protein meat', 'iron', 'high protein', 'protein eat']","['I want to get enough protein', 'I want to get enough protein', 'I want enough protein']"
2,190,2_red_red meat_meat_eat red meat,"['red', 'red meat', 'meat', 'eat red meat', 'eat red', 'cut', 'eating red', 'eating red meat', 'avoid red meat', 'avoid red']","['I eat less red meat', 'I eat less red meat', 'I eat less red meat']"
3,186,3_want_weight_motivated_cholesterol,"['want', 'weight', 'motivated', 'cholesterol', 'diet', 'healthy', 'healthier', 'lose', 'motivated health', 'health']","['I want to lose weight', 'I want to lose weight', 'I want to lose weight']"
4,180,4_family_meat family_family eats_eats,"['family', 'meat family', 'family eats', 'eats', 'family eats meat', 'eats meat', 'friends', 'eat meat family', 'meat', 'family eat']","['My family eats more meat', 'My family eats meat with me', 'All my family eats meat']"
5,176,5_believe_believe meat_processed_meat,"['believe', 'believe meat', 'processed', 'meat', 'health', 'concerns', 'meat believe', 'meats', 'ethical', 'environmental']","['I avoid processed meats', 'I avoid processed meats', 'I avoid processed meats']"
6,158,6_expensive_choices_meat_prices,"['expensive', 'choices', 'meat', 'prices', 'meat prices', 'meat expensive', 'alternatives', 'buy', 'cost', 'meat alternatives']","['Meat is very expensive', 'Meat is expensive', 'Meat can be expensive for me']"
7,135,7_vegetarian_vegan_vegetarian meals_vegetarians,"['vegetarian', 'vegan', 'vegetarian meals', 'vegetarians', 'meals', 'options', 'vegetarian options', 'pescatarian', 'friends', 'years']","['I am vegetarian', 'I am a vegetarian', 'I became vegetarian']"
8,126,8_animal_welfare_animal welfare_concerned animal,"['animal', 'welfare', 'animal welfare', 'concerned animal', 'animals', 'concerned animal welfare', 'concerned', 'animal welfare concerned', 'welfare concerned', 'welfare concerned animal']","['I am concerned about animal welfare', 'I am concerned about animal welfare', 'I am concerned about animal welfare']"
9,106,9_reducing_reducing meat_consumption_meat consumption,"['reducing', 'reducing meat', 'consumption', 'meat consumption', 'limit meat', 'meat', 'limit', 'try', 'reduce', 'considered']","['I try to limit meat consumption', 'I am reducing meat consumption', 'I have not considered reducing meat consumption']"
