Topic,Count,Name,Representation,Representative_Docs
-1,668,-1_meat_eat meat_eat_day,"['meat', 'eat meat', 'eat', 'day', 'enjoy', 'environmental', 'people', 'meat day', 'eat meat day', 'taste']","['I eat meat every day', 'I eat meat every day', 'I eat meat at least once a day']"
0,254,0_chicken_fish_eat chicken_eat,"['chicken', 'fish', 'eat chicken', 'eat', 'turkey', 'chicken fish', 'chicken turkey', 'chicken eat', 'prefer', 'eat fish']","['I eat chicken and fish', 'I eat chicken and fish', 'I eat more chicken and fish']"
1,220,1_family_friends_meat family_family eats,"['family', 'friends', 'meat family', 'family eats', 'eats', 'family eats meat', 'eats meat', 'friends eat', 'meat', 'friends eat meat']","['My family eats more meat', 'Everyone in my family eats meat', 'My family eats more meat than I do']"
2,218,2_consumption_meat_red meat_red,"['consumption', 'meat', 'red meat', 'red', 'meat consumption', 'try', 'cut', 'reduce', 'reducing', 'limit']","['I limit red meat consumption', 'I limit red meat consumption', 'I limit red meat consumption']"
3,157,3_expensive_meat expensive_meat_prices,"['expensive', 'meat expensive', 'meat', 'prices', 'choices', 'cost', 'meat prices', 'convenient', 'price', 'meat easy']","['Meat is expensive', 'Meat is expensive for me', 'Meat can be expensive for me']"
4,148,4_protein_believe_protein meat_believe meat,"['protein', 'believe', 'protein meat', 'believe meat', 'meat protein', 'meat', 'source', 'eat meat protein', 'incomplete', 'meat good']","['Meat is my go-to protein', 'I get most of my protein from meat', 'I get protein from meat']"
5,141,5_pork_avoid_beef_avoid pork,"['pork', 'avoid', 'beef', 'avoid pork', 'avoid eating', 'eating', 'rarely', 'picky', 'meatfree', 'rarely eat']","['I avoid pork', 'I avoid pork', 'I sometimes avoid pork']"
6,132,6_plantbased_vegetables_vegetarian_alternatives,"['plantbased', 'vegetables', 'vegetarian', 'alternatives', 'meals', 'vegetarian meals', 'meat alternatives', 'substitutes', 'meat substitutes', 'plantbased meals']","['I switch to non-meat alternatives when available', 'I sometimes have vegetarian meals', 'I eat more vegetables now']"
7,121,7_animal_welfare_animal welfare_concerned animal,"['animal', 'welfare', 'animal welfare', 'concerned animal', 'concerned animal welfare', 'concerned', 'welfare concerned', 'animal welfare concerned', 'animals', 'welfare concerned animal']","['I am concerned about animal welfare', 'I am concerned about animal welfare', 'I am concerned about animal welfare']"
8,120,8_cook_family_community_tradition,"['cook', 'family', 'community', 'tradition', 'meat', 'meals', 'meat family', 'home', 'family tradition', 'cook meat']","['Eating meat is a family tradition', 'Eating meat is a family tradition', 'Eating meat is a family tradition']"
9,111,9_concerns_health_red meat_red,"['concerns', 'health', 'red meat', 'red', 'environmental', 'unhealthy', 'health concerns', 'meat', 'concerned', 'impact']","['I have health concerns about red meat', 'I have health concerns about red meat', 'I have health concerns about red meat']"
10,105,10_health_concerned health_concerned_health concerns,"['health', 'concerned health', 'concerned', 'health concerns', 'concerns', 'motivated', 'motivated health', 'cholesterol', 'health concerned', 'concerned health concerned']","['I am concerned about my health', 'I am concerned about health', 'I am concerned about my health']"
11,99,11_eat meat_eat meat regularly_meat meals_meals eat meat,"['eat meat', 'eat meat regularly', 'meat meals', 'meals eat meat', 'meat regularly', 'meals eat', 'eat', 'meat meals eat', 'regularly', 'eat meat meals']","['I eat meat regularly', 'I eat meat regularly', 'I eat meat regularly']"
12,98,12_times_week_meat times_week eat,"['times', 'week', 'meat times', 'week eat', 'eat meat times', 'weekly', 'eat', 'week eat meat', 'weekly eat', 'times week']","['I eat meat three or four times a week', 'I eat meat four times a week', 'I eat meat four or five times a week']"
13,98,13_diet_balance_balance meat_balanced,"['diet', 'balance', 'balance meat', 'balanced', 'moderation', 'balanced diet', 'try', 'want', 'new', 'foods']","['I want a more balanced diet', 'I want a balanced diet', 'I want a balanced diet']"
14,93,14_protein_want protein_want_protein want,"['protein', 'want protein', 'want', 'protein want', 'protein want protein', 'want protein want', 'need', 'need protein', 'protein diet', 'high protein']","['I want to get enough protein', 'I want to get enough protein', 'I want to get enough protein']"
15,84,15_habit_eating_eating meat_meat habit,"['habit', 'eating', 'eating meat', 'meat habit', 'eating meat habit', 'meat feels', 'eating meat feels', 'feels', 'habit eating', 'habit eating meat']","['Eating meat is a habit', 'Eating meat is a habit for me', 'Eating meat is mostly out of habit']"
16,80,16_vegetarian_vegan_vegetarians_friends,"['vegetarian', 'vegan', 'vegetarians', 'friends', 'years', 'vegan vegetarian', 'vegetarian friends', 'vegetarian vegan', 'vegans', 'vegan family']","['I became vegetarian', 'I am vegetarian', 'I am a vegetarian']"
17,77,17_want_weight_weight want_lose,"['want', 'weight', 'weight want', 'lose', 'lose weight', 'healthy', 'lose weight want', 'want healthy', 'want lose', 'want healthier']","['I want to lose weight', 'I want to lose weight', 'I want to lose weight']"
