key,wave,stance,canvas,topic,topic_conf,assigned_prob
3d1ddc23b606b8c8,1,I eat meat at least once a day,True,-1,0.023640677909442093,
3d1ddc23b606b8c8,1,I grew up eating meat at meals,True,36,1.0,1.0
3d1ddc23b606b8c8,1,My parents served meat with dinner,True,0,0.31080222292588955,0.31080222292588955
3d1ddc23b606b8c8,1,My family eats meat as main portion,True,0,0.5024589324666232,0.5024589324666232
3d1ddc23b606b8c8,1,Meat-eating is a family tradition,True,46,1.0,1.0
3d1ddc23b606b8c8,1,I feel guilty about eating animals,True,17,1.0,1.0
3d1ddc23b606b8c8,1,My religious beliefs justify eating animals,True,-1,0.07900862576982395,
242bdf6bc5bb0b94,1,I eat meat at least once daily,True,-1,0.023331460629423397,
242bdf6bc5bb0b94,1,I like the taste of meat,True,49,1.0,1.0
242bdf6bc5bb0b94,1,I have no moral issues eating meat,True,13,0.0471656820860985,0.0471656820860985
242bdf6bc5bb0b94,1,I was raised on a farm,True,43,1.0,1.0
242bdf6bc5bb0b94,1,Eating meat is a family tradition,True,46,1.0,1.0
242bdf6bc5bb0b94,1,Doctor recommended I eat lean beef,True,-1,0.104552923462125,
242bdf6bc5bb0b94,1,I am chronically anemic,True,41,1.0,1.0
242bdf6bc5bb0b94,1,Some relatives hunt and eat game meats,True,0,0.14263014019993908,0.14263014019993908
242bdf6bc5bb0b94,1,I sometimes reduce meat due to health issues,True,23,0.14056154658369205,0.1323476803458314
242bdf6bc5bb0b94,1,I believe too much meat can harm health,True,4,0.1349016428981008,0.1349016428981008
c0ac91fae56c6ec3,1,I eat meat every day,True,31,1.0,1.0
c0ac91fae56c6ec3,1,I like the taste of meat,True,49,1.0,1.0
c0ac91fae56c6ec3,1,I choose chicken and turkey for health,True,1,0.2253687895383078,0.2253687895383078
c0ac91fae56c6ec3,1,I think chicken and turkey are healthier,True,1,0.16724682472622082,0.16724682472622082
c0ac91fae56c6ec3,1,I eat lean beef to reduce fat,True,42,1.0,1.0
c0ac91fae56c6ec3,1,I prefer beef for hamburgers and sloppy joes,True,1,0.44281833063187975,0.44281833063187975
c0ac91fae56c6ec3,1,I reduce beef or pork when dieting,True,23,0.3194470001297014,0.3194470001297014
c0ac91fae56c6ec3,1,Those around me eat meat regularly,True,2,0.15080971576886432,0.15080971576886432
