Topic,Count,Name,Representation,Representative_Docs
-1,424,-1_meat_cook_love taste_love,"['meat', 'cook', 'love taste', 'love', 'love taste meat', 'iron', 'eating', 'eat', 'meats', 'meat meal']","['I love the taste of meat', 'I love the taste of meat', 'I love the taste of meat']"
0,251,0_consumption_red meat_red_limit,"['consumption', 'red meat', 'red', 'limit', 'meat', 'try', 'meat consumption', 'cut', 'reducing', 'reduce']","['I try to limit my meat consumption', 'I limit red meat consumption', 'I limit red meat consumption']"
1,247,1_chicken_fish_eat chicken_turkey,"['chicken', 'fish', 'eat chicken', 'turkey', 'chicken fish', 'eat', 'chicken turkey', 'chicken eat', 'eat fish', 'eat chicken fish']","['I eat more chicken and fish', 'I eat chicken and fish', 'I eat chicken and fish']"
2,204,2_vegetarian_vegan_vegetables_meals,"['vegetarian', 'vegan', 'vegetables', 'meals', 'plantbased', 'vegetarian meals', 'picky', 'options', 'plantbased meals', 'eat plantbased']","['I am vegetarian', 'I am vegetarian', 'I became vegetarian']"
3,124,3_family_family eats_family eats meat_eats,"['family', 'family eats', 'family eats meat', 'eats', 'eats meat', 'meat family', 'meat family eats', 'eats meat family', 'meat', 'eats meat regularly']","['My family eats meat with me', 'All my family eats meat', 'My family eats more meat']"
4,123,4_husband_wife_friends_reasons,"['husband', 'wife', 'friends', 'reasons', 'meat health', 'red meat', 'red', 'partner', 'eats', 'meat husband']","['My mom eats less meat for health reasons', 'Some social contacts avoid meat for health reasons', 'People avoid red meat for health reasons']"
5,111,5_avoid_avoid eating_pork_pork avoid,"['avoid', 'avoid eating', 'pork', 'pork avoid', 'meats avoid', 'avoid pork', 'processed', 'meat avoid', 'avoid red meat', 'avoid red']","['I avoid pork', 'I avoid pork', 'I avoid pork']"
6,108,6_expensive_meat expensive_prices_meat prices,"['expensive', 'meat expensive', 'prices', 'meat prices', 'cost', 'price', 'choices', 'expensive meat', 'influences', 'meat']","['Meat is expensive', 'Meat is expensive for me', 'Meat is expensive for me']"
7,106,7_health_cholesterol_concerned health_concerned,"['health', 'cholesterol', 'concerned health', 'concerned', 'concerns', 'health concerns', 'health concerned', 'heart', 'cholesterol concerned', 'concerned health concerned']","['I am concerned about my health', 'I am concerned about health', 'I am concerned about my health']"
8,99,8_like taste meat_like taste_meat meat_like,"['like taste meat', 'like taste', 'meat meat', 'like', 'taste meat meat', 'taste meat', 'meat tastes', 'tastes', 'taste', 'incomplete']","['I like the taste of meat', 'I like the taste of meat', 'I like the taste of meat']"
9,98,9_protein_want protein_protein want_want,"['protein', 'want protein', 'protein want', 'want', 'protein want protein', 'want protein want', 'need', 'need protein', 'protein diet', 'high protein']","['I want to get more protein', 'I want to get enough protein', 'I want to get enough protein']"
10,89,10_environmental_concerned_impact_environmental impact,"['environmental', 'concerned', 'impact', 'environmental impact', 'concerned environmental', 'environment', 'concerned environmental impact', 'impact concerned', 'environmental impact concerned', 'environment concerned']","['I am concerned about environmental impact', 'I am concerned about environmental impact', 'I am concerned about environmental impact']"
11,79,11_eat meat regularly_meat regularly eat_regularly eat_meat regularly,"['eat meat regularly', 'meat regularly eat', 'regularly eat', 'meat regularly', 'regularly', 'regularly eat meat', 'eat meat', 'eat', 'meat eat', 'meat eat meat']","['I eat meat regularly', 'I eat meat regularly', 'I eat meat regularly']"
12,75,12_protein_protein meat_meat protein_source,"['protein', 'protein meat', 'meat protein', 'source', 'eat meat protein', 'protein eat', 'protein source', 'source protein', 'protein eat meat', 'high protein']","['I eat meat for protein', 'I get protein from meat', 'I get most of my protein from meat']"
13,71,13_habit_meat habit_eating meat habit_eating,"['habit', 'meat habit', 'eating meat habit', 'eating', 'eating meat', 'feels', 'meat feels', 'eating meat feels', 'natural', 'habit eating meat']","['Eating meat is a habit', 'Eating meat is a habit for me', 'Eating meat is a habit for me']"
14,67,14_times_week eat_meat times_week,"['times', 'week eat', 'meat times', 'week', 'eat meat times', 'weekly eat', 'week eat meat', 'weekly', 'times week', 'times week eat']","['I eat meat four times a week', 'I eat meat three or four times a week', 'I eat meat several times a week']"
15,66,15_crave_crave meat_like_meat crave,"['crave', 'crave meat', 'like', 'meat crave', 'meat available', 'available', 'like eating', 'eat meat available', 'available crave', 'like eat meat']","['I crave meat', 'I crave meat sometimes', 'I crave meat']"
16,62,16_alternatives_dislike_substitutes_meat substitutes,"['alternatives', 'dislike', 'substitutes', 'meat substitutes', 'meat alternatives', 'substitute', 'balance meat', 'balance', 'tofu', 'taste']","['I switch to non-meat alternatives when available', 'I dislike meat substitutes', 'I substitute red meat with alternatives']"
17,61,17_health_health concerns_concerns_unhealthy,"['health', 'health concerns', 'concerns', 'unhealthy', 'meat unhealthy', 'red meat', 'red', 'meat health concerns', 'concerns red', 'concerns red meat']","['I have health concerns about red meat', 'I have health concerns about red meat', 'Health concerns about red meat']"
18,61,18_grew_grew eating_raised_grew eating meat,"['grew', 'grew eating', 'raised', 'grew eating meat', 'raised eating', 'meat grew', 'raised eating meat', 'eating meat', 'eating', 'meat grew eating']","['I grew up eating meat', 'I grew up eating meat', 'I grew up eating meat']"
19,60,19_tradition_family tradition_eating meat family_family,"['tradition', 'family tradition', 'eating meat family', 'family', 'meat family tradition', 'community', 'gatherings', 'culture', 'meat family', 'cultural']","['Eating meat is a family tradition', 'Eating meat is a family tradition', 'Eating meat is a family tradition']"
20,56,20_meat meals_eat meat meals_meals eat meat_meals eat,"['meat meals', 'eat meat meals', 'meals eat meat', 'meals eat', 'meat meals eat', 'meals', 'eat meat', 'dinner', 'include', 'include meat']","['I eat meat for most meals', 'I eat meat at most meals', 'I eat meat with most meals']"
21,54,21_enjoy taste meat_enjoy taste_taste meat enjoy_meat enjoy taste,"['enjoy taste meat', 'enjoy taste', 'taste meat enjoy', 'meat enjoy taste', 'meat enjoy', 'enjoy', 'taste meat', 'taste', 'meat enjoy flavor', 'flavor meat enjoy']","['I enjoy the taste of meat', 'I enjoy the taste of meat', 'I enjoy the taste of meat']"
22,53,22_believe meat_believe_meat healthy_healthy,"['believe meat', 'believe', 'meat healthy', 'healthy', 'nutritious', 'essential', 'meat nutritious', 'energy', 'necessary', 'gives']","['I believe meat is nutritious', 'I believe meat is healthy', 'I believe meat is healthy']"
23,50,23_people_meat people_know_people eat,"['people', 'meat people', 'know', 'people eat', 'people eat meat', 'eat meat people', 'people know', 'know eat', 'people know eat', 'meat people eat']","['Most people I know eat meat', 'Most people I know eat meat regularly', 'Most people I know eat meat regularly']"
24,50,24_enjoy eating meat_enjoy eating_meat enjoy eating_eating meat enjoy,"['enjoy eating meat', 'enjoy eating', 'meat enjoy eating', 'eating meat enjoy', 'meat enjoy', 'enjoy', 'eating meat', 'eating', 'love eating', 'love']","['I enjoy eating meat', 'I enjoy eating meat', 'I enjoy eating meat']"
25,50,25_contacts_social contacts_social_meat social contacts,"['contacts', 'social contacts', 'social', 'meat social contacts', 'meat social', 'contacts eat', 'contacts eat meat', 'social contacts eat', 'eating meat social', 'contacts enjoy']","['Social contacts eat meat regularly', 'My social contacts eat meat regularly', 'Most social contacts eat meat']"
26,47,26_concerned animal_welfare_animal welfare_concerned animal welfare,"['concerned animal', 'welfare', 'animal welfare', 'concerned animal welfare', 'welfare concerned', 'animal welfare concerned', 'animal', 'welfare concerned animal', 'concerned', 'welfare family']","['I am concerned about animal welfare', 'I am concerned about animal welfare', 'I am concerned about animal welfare']"
27,42,27_diet_balanced_balanced diet_mindful,"['diet', 'balanced', 'balanced diet', 'mindful', 'eat healthier', 'want', 'diet want', 'want balanced', 'healthier', 'want eat']","['I want a balanced diet', 'I want a balanced diet', 'I want a more balanced diet']"
28,42,28_friends_family friends_family friends eat_friends family,"['friends', 'family friends', 'family friends eat', 'friends family', 'family', 'friends family eat', 'friends eat', 'family eat', 'friends eat meat', 'family eat meat']","['Family and friends eat meat regularly', 'Family and friends eat meat regularly', 'My family and friends eat meat regularly']"
29,40,29_ethical_grassfed_ethically_grassfed meat,"['ethical', 'grassfed', 'ethically', 'grassfed meat', 'sourcing', 'ethically sourced meat', 'sourced meat', 'sourced', 'ethically sourced', 'buy']","['I seek ethically sourced meat', 'I prefer ethically sourced meat', 'I try to buy ethically sourced meat']"
30,40,30_day eat_day_day eat meat_daily eat,"['day eat', 'day', 'day eat meat', 'daily eat', 'daily', 'daily eat meat', 'meat day eat', 'meat day', 'eat meat day', 'eat meat']","['I eat meat at least once a day', 'I eat meat almost every day', 'I eat meat almost every day']"
31,39,31_animals_animal_care_care animal,"['animals', 'animal', 'care', 'care animal', 'care animal welfare', 'welfare', 'animal welfare', 'animals care', 'respect', 'lives']","['I care about animal welfare', 'I care about animal welfare', 'I care about animal welfare']"
32,38,32_want_healthy_healthier want_want healthier,"['want', 'healthy', 'healthier want', 'want healthier', 'want healthy', 'healthier', 'healthy want', 'want healthier want', 'want stay', 'stay']","['I want to stay healthy', 'I want to stay healthy', 'I want to stay healthy']"
33,37,33_rarely_rarely eat_meat rarely_meat rarely eat,"['rarely', 'rarely eat', 'meat rarely', 'meat rarely eat', 'considered', 'dont', 'reducing meat', 'considered reducing meat', 'considered reducing', 'reducing']","['I rarely eat meat', 'I rarely eat steak', 'I rarely eat meat at home']"
34,37,34_meat easy_convenient_easy_meat convenient,"['meat easy', 'convenient', 'easy', 'meat convenient', 'routine', 'meat easy cook', 'prepare', 'easy cook', 'cook', 'easier']","['Meat is easy to cook', 'Meat is easy to cook for everyone', 'Meat is easy to cook']"
35,36,35_weight_weight want_lose_lose weight,"['weight', 'weight want', 'lose', 'lose weight', 'want lose', 'lose weight want', 'want', 'want lose weight', 'trying lose weight', 'lost']","['I want to lose weight', 'I want to lose weight', 'I want to lose weight']"
36,36,36_day eat_day_eat meat day_day eat meat,"['day eat', 'day', 'eat meat day', 'day eat meat', 'meat day', 'meat day eat', 'meat daily eat', 'daily eat', 'eat meat daily', 'meat daily']","['I eat meat every day', 'I eat meat every day', 'I eat meat every day']"
37,33,37_animal_animal cruelty_suffering_cruelty,"['animal', 'animal cruelty', 'suffering', 'cruelty', 'factory', 'animal suffering', 'concerned animal', 'suffering social contacts', 'concerned animal cruelty', 'suffering social']","['I am concerned about animal cruelty', 'I am concerned about animal cruelty', 'I am concerned about animal cruelty']"
38,32,38_motivated_motivated health_limitations_financial limitations,"['motivated', 'motivated health', 'limitations', 'financial limitations', 'health', 'financial', 'health concerns motivated', 'motivated health concerns', 'concerns motivated', 'health concerns']","['I am motivated by health concerns', 'I am motivated by health concerns', 'I am motivated by health concerns']"
39,31,39_friends_friends eat_meat friends_friends eat meat,"['friends', 'friends eat', 'meat friends', 'friends eat meat', 'meat friends eat', 'friends enjoy', 'circle', 'social circle', 'social', 'eat meat friends']","['All my friends eat meat', 'My friends often eat meat', 'My friends eat meat']"
40,29,40_environmental_impact_environmental impact_environmental concerns,"['environmental', 'impact', 'environmental impact', 'environmental concerns', 'environmental impact meat', 'impact meat', 'consider environmental', 'concerns', 'beef', 'environmental concerns eating']","['I am concerned about the environmental impact of beef', 'I consider environmental impact of meat', 'I consider environmental impact of meat']"
