Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
-1,668,OUTLIER,I enjoy the taste of meat,I grew up eating meat at meals,I was raised on a farm,I prefer beef for hamburgers and sloppy joes,Those around me eat meat regularly
0,376,"meat, red meat, red, consumption, try, eat, meat consumption, eating, limit, reducing",I try to limit red meat,I try to reduce meat consumption,I have cut back on meat,I have reduced red meat consumption,I try to limit meat consumption
1,368,"family, meat, social, meat family, friends, eats, contacts, social contacts, family eats, eats meat",My family also enjoys eating meat,My household needs meat to live,My family eats a variety of meats,My son and daughter-in-law eat mostly meat,My family eats meat regularly
2,356,"vegetarian, meals, vegan, plantbased, eating, vegetables, habit, like, eating meat, meat",I am influenced by vegan friends,I prefer cheese and vegetables sometimes,I sometimes have vegetarian meals,I am vegan,Good vegetarian options are limited in some countries
3,247,"chicken, fish, eat chicken, eat, turkey, chicken fish, chicken turkey, chicken eat, eat fish, prefer",I mostly eat chicken,"I regularly eat chicken, fish, and turkey",I prepare chicken with an air fryer,I try to eat more fish,I eat chicken daily
4,164,"concerns, meat, health, red meat, red, environmental, health concerns, unhealthy, ethical, concerned",I am aware of health problems from meat,I have concerns about processed fake meats,Red meat causes health complications for me,I think eating a lot of meat is unhealthy,I am concerned about soy and estrogen
5,153,"protein, meat protein, believe, meat, believe meat, protein meat, source, iron, eat meat protein, meat good",Vegetables are my primary protein source,I eat meat for protein,Meat has high protein and low carb,White meat is high in protein,I want to get protein from meat
6,126,"animal, animal welfare, welfare, concerned animal, concerned animal welfare, concerned, welfare concerned, animal welfare concerned, animals, welfare concerned animal",I am concerned about animal rights,Social contacts are motivated by animal welfare,I am concerned about animal welfare,I want more humane animal treatment,I am concerned about animal pain
7,123,"husband, wife, meat, friends, red meat, red, reasons, meat health, eats, partner",Some family avoid red meat for health,My family is reducing meat for health,Significant other rarely eats meat,I enjoy eating meat with my husband,My wife changed her eating habits with me
8,111,"avoid, avoid eating, pork, pork avoid, meats avoid, processed, avoid pork, meat avoid, eating, avoid red",I avoid red meat and pork,I avoid beef and pork,I avoid eating swine,I sometimes avoid pork,I avoid red meat
9,110,"want, weight, motivated, weight want, lose, motivated health, health, healthy, lose weight, lose weight want",I want to be healthier,I want to keep muscle strong,I want to stay healthy,I want to be as healthy as possible,I want to lose weight
10,108,"expensive, meat expensive, prices, meat prices, cost, meat, price, choices, expensive meat, influences",Red meat is expensive,I care about the price of meat,I am concerned about meat cost,Meat is affordable,Price is my main motivation
11,106,"health, concerned health, cholesterol, concerned, concerns, health concerns, health concerned, heart, cholesterol concerned, concerned health concerned",I have health concerns,I have high cholesterol,I am concerned about my health,I am concerned about health impacts,I discuss health risks with my friend
12,99,"like taste meat, like taste, meat meat, like, meat, taste meat, taste, taste meat meat, meat tastes, tastes",Meat tastes great with meals,Meals feel incomplete without meat,A meal feels incomplete without meat,Meat is tasty to eat,I like the taste of meat
13,98,"protein, want protein, want, protein want, protein want protein, want protein want, need, need protein, protein diet, high protein",I believe meals need a protein source,I want high-quality protein,I want to get enough protein,I want protein for energy and focus,I try to include more protein
14,89,"environmental, concerned, impact, environmental impact, environment, concerned environmental, concerned environmental impact, environmental impact concerned, impact concerned, environment concerned",I care about sustainability,I am concerned about environmental impact,I am concerned about environmental impacts,I want to reduce environmental blueprint,I am concerned about the environment
15,79,"eat meat regularly, meat regularly, regularly eat, regularly, meat regularly eat, eat meat, eat, regularly eat meat, meat, meat eat",I sometimes eat no meat,I enjoy eating different kinds of meat,I eat meat often,I eat wild meats,I eat every type of meat
16,77,"day eat, day, day eat meat, meat day eat, meat day, eat meat day, daily eat, daily, eat meat, daily eat meat",I eat meat every day,I eat meat most days,I eat meat almost every day,I eat meat almost daily,I eat meat daily
