Topic,Count,Name,Representation,Representative_Docs
-1,416,-1_eating_eating meat_meat_pork,"['eating', 'eating meat', 'meat', 'pork', 'grew', 'avoid', 'grew eating', 'habit', 'crave', 'raised']","['I grew up eating meat', 'I grew up eating meat', 'I grew up eating meat']"
0,936,0_meat_eat_eat meat_meals,"['meat', 'eat', 'eat meat', 'meals', 'beef', 'eating', 'meats', 'eating meat', 'health', 'feel']","['I eat less meat than before', 'I mostly eat meat', 'I eat less meat than before']"
1,447,1_family_meat_friends_social,"['family', 'meat', 'friends', 'social', 'meat family', 'contacts', 'eats', 'social contacts', 'eat meat', 'family eats']","['All my family eats meat', 'Everyone in my family eats meat', 'My family eats more meat']"
2,247,2_chicken_fish_eat chicken_eat,"['chicken', 'fish', 'eat chicken', 'eat', 'turkey', 'chicken fish', 'chicken turkey', 'eat fish', 'prefer', 'chicken eat']","['I eat more chicken and fish', 'I eat more chicken and fish', 'I eat chicken and fish']"
3,201,3_protein_want_want protein_meat protein,"['protein', 'want', 'want protein', 'meat protein', 'source', 'protein want', 'protein meat', 'iron', 'high protein', 'protein eat']","['I want enough protein', 'I want to get enough protein', 'I want to get enough protein']"
4,186,4_red_red meat_meat_eat red,"['red', 'red meat', 'meat', 'eat red', 'eat red meat', 'cut', 'eating red', 'eating red meat', 'avoid', 'avoid red meat']","['I eat less red meat now', 'I eat less red meat', 'I eat less red meat']"
5,142,5_want_weight_motivated_diet,"['want', 'weight', 'motivated', 'diet', 'healthy', 'healthier', 'health', 'lose', 'motivated health', 'lose weight']","['I want to lose weight', 'I want to lose weight', 'I want to lose weight']"
6,137,6_vegetarian_vegan_vegetarian meals_meals,"['vegetarian', 'vegan', 'vegetarian meals', 'meals', 'vegetarians', 'options', 'friends', 'vegetarian options', 'pescatarian', 'years']","['I became vegetarian', 'I am vegetarian', 'I am a vegetarian']"
7,129,7_animal_animal welfare_welfare_concerned animal,"['animal', 'animal welfare', 'welfare', 'concerned animal', 'animals', 'concerned animal welfare', 'concerned', 'welfare concerned', 'animal welfare concerned', 'welfare concerned animal']","['I am concerned about animal welfare', 'I am concerned about animal welfare', 'I am concerned about animal welfare']"
8,107,8_taste meat_taste_enjoy taste meat_enjoy taste,"['taste meat', 'taste', 'enjoy taste meat', 'enjoy taste', 'taste meat enjoy', 'meat enjoy', 'enjoy', 'meat enjoy taste', 'like taste meat', 'like taste']","['I enjoy the taste of meat', 'I enjoy the taste of meat', 'I enjoy the taste of meat']"
9,104,9_health_concerned_concerned health_cholesterol,"['health', 'concerned', 'concerned health', 'cholesterol', 'concerns', 'health concerns', 'concerned health concerned', 'health concerned', 'diabetes', 'heart']","['I am concerned about my health', 'I am concerned about my health', 'I am concerned about health']"
10,86,10_environmental_concerned_impact_environmental impact,"['environmental', 'concerned', 'impact', 'environmental impact', 'environment', 'concerned environmental', 'concerned environmental impact', 'impact concerned', 'environmental impact concerned', 'environment concerned']","['I am concerned about environmental impact', 'I am concerned about environmental impact', 'I am concerned about environmental impact']"
11,83,11_times_week_eat meat times_meat times,"['times', 'week', 'eat meat times', 'meat times', 'week eat', 'eat meat', 'eat', 'week eat meat', 'weekly', 'weekly eat']","['I eat meat several times a week', 'I eat meat 2-3 times a week', 'I eat meat three or four times a week']"
12,83,12_enjoy eating_enjoy eating meat_enjoy_meat enjoy eating,"['enjoy eating', 'enjoy eating meat', 'enjoy', 'meat enjoy eating', 'eating meat', 'eating', 'meat enjoy', 'eating meat enjoy', 'meat', 'love']","['I enjoy eating meat', 'I enjoy eating meat', 'I enjoy eating meat']"
13,79,13_vegetables_plantbased_foods_plantbased meals,"['vegetables', 'plantbased', 'foods', 'plantbased meals', 'plantbased foods', 'meals', 'eat plantbased', 'vegetable', 'eat vegetables', 'veggie']","['I try to eat more vegetables', 'I enjoy few vegetables', 'I eat more vegetables now']"
14,75,14_eat meat day_meat day_day_eat meat,"['eat meat day', 'meat day', 'day', 'eat meat', 'day eat', 'day eat meat', 'meat day eat', 'meat daily', 'eat', 'daily']","['I eat meat every day', 'I eat meat almost every day', 'I eat meat almost every day']"
