Topic,Count,Name,Representation,Representative_Docs
-1,749,-1_meat_eating_taste meat_taste,"['meat', 'eating', 'taste meat', 'taste', 'red meat', 'red', 'eating meat', 'enjoy', 'eat', 'eat meat']","['I enjoy the taste of meat', 'I enjoy the taste of meat', 'I enjoy the taste of meat']"
0,539,0_meat_family_eat meat_eat,"['meat', 'family', 'eat meat', 'eat', 'eats', 'eats meat', 'meat family', 'eating meat', 'eating', 'regularly']","['My family eats meat regularly', 'I eat meat often', 'I eat meat']"
1,465,1_want_protein_want protein_diet,"['want', 'protein', 'want protein', 'diet', 'weight', 'plantbased', 'vegetables', 'meals', 'healthy', 'healthier']","['I want to get enough protein', 'I want enough protein', 'I want to get enough protein']"
2,228,2_meat_easy_believe_good,"['meat', 'easy', 'believe', 'good', 'meat easy', 'prefer', 'protein', 'eating', 'meat tastes', 'meat feels']","['Meat tastes good to me', 'Eating meat feels normal to me', 'Eating meat feels normal to me']"
3,224,3_chicken_eat chicken_fish_eat,"['chicken', 'eat chicken', 'fish', 'eat', 'turkey', 'chicken fish', 'chicken eat', 'chicken turkey', 'prefer', 'beef']","['I eat chicken most often', 'I mostly eat chicken', 'I mostly eat chicken']"
4,214,4_meat_dislike_concerned_unhealthy,"['meat', 'dislike', 'concerned', 'unhealthy', 'environmental', 'eating', 'concerns', 'animal', 'feel', 'health']","['I believe red meat is unhealthy', 'I believe red meat is unhealthy', 'Red meat is unhealthy']"
5,198,5_reduce_meat_want_consumption,"['reduce', 'meat', 'want', 'consumption', 'try', 'eat', 'want reduce', 'reduce meat', 'meat health', 'reducing']","['I try to reduce meat consumption', 'I try to reduce meat consumption', 'I try to reduce meat consumption']"
6,168,6_avoid_avoid eating_pork_eating,"['avoid', 'avoid eating', 'pork', 'eating', 'meat avoid', 'meat', 'red', 'avoid meat', 'red meat', 'processed']","['I avoid eating red meat', 'I avoid eating red meat', 'I avoid eating red meat']"
7,118,7_times_week_week eat_weekly,"['times', 'week', 'week eat', 'weekly', 'eat', 'meat times', 'eat meat times', 'eat meat', 'weekly eat', 'times week']","['I eat meat several times a week', 'I eat meat several times a week', 'I eat meat a few times a week']"
8,112,8_vegetarian_vegan_vegetarian meals_meals,"['vegetarian', 'vegan', 'vegetarian meals', 'meals', 'friends', 'years', 'vegetarians', 'vegan vegetarian', 'vegetarian vegetarian', 'vegetarian vegan']","['I became vegetarian', 'I am vegetarian', 'I am vegetarian']"
9,101,9_health_concerned health_concerned_health concerns,"['health', 'concerned health', 'concerned', 'health concerns', 'concerns', 'motivated health', 'motivated', 'heart', 'health concerned', 'concerned health concerned']","['I am concerned about health', 'I am concerned about my health', 'I am concerned about health']"
10,94,10_animal_animal welfare_welfare_concerned animal,"['animal', 'animal welfare', 'welfare', 'concerned animal', 'concerned animal welfare', 'animal welfare concerned', 'welfare concerned', 'concerned', 'welfare concerned animal', 'animals']","['I am concerned about animal welfare', 'I am concerned about animal welfare', 'I am concerned about animal welfare']"
11,87,11_eat meat_eat_meat meals_eat meat meals,"['eat meat', 'eat', 'meat meals', 'eat meat meals', 'people', 'meat', 'people know', 'meals', 'know eat', 'people know eat']","['Most people I know eat meat', 'Most people I know eat meat', 'Most people I know eat meat']"
12,83,12_rarely_incomplete_rarely eat_feel,"['rarely', 'incomplete', 'rarely eat', 'feel', 'meat', 'eat', 'meals', 'incomplete meat', 'meat rarely', 'meat feel']","['I feel a meal is incomplete without meat', 'I feel a meal is incomplete without meat', 'I feel a meal is incomplete without meat']"
13,78,13_concerned_environmental_impact_environmental impact,"['concerned', 'environmental', 'impact', 'environmental impact', 'environment', 'concerned environmental', 'concerned environmental impact', 'impact concerned', 'environmental impact concerned', 'environment concerned']","['I am concerned about environmental impact', 'I am concerned about environmental impact', 'I am concerned about environmental impact']"
