Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
-1,389,OUTLIER,I enjoy the taste of meat,I grew up eating meat at meals,I like the taste of meat,Eating meat is a habit for me,I enjoy eating meat regularly
0,1942,"meat, eat, eat meat, eating, family, eating meat, red, red meat, avoid, meals",Red meat is traditional in my culture,I sometimes enjoy meals without meat,I limit meat consumption for financial reasons,I eat meat in most meals,I have digestive problems from eating too much meat
1,225,"plantbased, vegetables, meals, diet, food, eat, foods, want, family, healthier",I eat more vegetables now,I will eat more vegetables if prepared deliciously,I include plant-based proteins in meals,"I was told to eat protein, vegetable, and starch",I enjoy trying different foods
2,222,"chicken, eat chicken, fish, eat, turkey, chicken fish, chicken turkey, chicken eat, prefer, home",I mostly eat chicken,I occasionally eat fried chicken,I prepare chicken with an air fryer,I eat chicken and beef most often,I mostly eat ground chicken or turkey
3,126,"week, times, eat, week eat, eat meat, day, day eat, meat times, weekly, meat day",I eat meat multiple times a day,I eat meat 2-3 times a week,I eat meat two to three times weekly,I try to limit meat to once daily,I eat meat two or three times weekly
4,106,"vegetarian, vegan, vegetarian meals, meals, friends, years, vegetarians, vegetarian vegetarian, vegan vegetarian, vegetarian vegan",My family is vegetarian,I have vegetarian friends,I am vegetarian,I was vegan or vegetarian for years,My family includes a vegetarian
5,101,"animal, welfare, animal welfare, concerned animal, concerned animal welfare, concerned, animal welfare concerned, welfare concerned, welfare concerned animal, animals",I am concerned about animal rights,I believe animals should have ethical lives,I am aware of ecological concerns from cattle production,I am in favor of animal rights,I consider animal intelligence
6,100,"health, concerned health, concerned, health concerns, concerns, motivated health, motivated, heart, health concerned, concerned health concerned",I have health concerns,I am concerned about health effects,My mother is health conscious,I am motivated by health reasons,I am motivated by health advice
7,88,"want, healthy, weight, healthier, want healthy, want healthier, stay, want stay, healthy want, weight want",I have seen or read about iron effects,I do intermittent fasting,My significant other has IBS,I am an omnivore,I want better health
8,80,"protein, want protein, want, protein want, want protein want, protein want protein, need, need protein, protein diet, high protein",I need high protein intake,I want more protein for athletic needs,I want to get enough protein,I want protein for energy and focus,I try to include more protein
9,79,"concerned, environmental, impact, environmental impact, environment, concerned environmental, concerned environmental impact, impact concerned, environmental impact concerned, environment concerned",I care about sustainability,I am concerned about the environment,I am concerned about chemical additives,I am concerned about environmental impact,I am concerned about environmental impacts
