key,wave,stance,canvas,topic,topic_conf,assigned_prob
3d1ddc23b606b8c8,1,I eat meat at least once a day,True,3,1.0,1.0
3d1ddc23b606b8c8,1,I grew up eating meat at meals,True,-1,0.058467933550441636,
3d1ddc23b606b8c8,1,My parents served meat with dinner,True,0,1.0,1.0
3d1ddc23b606b8c8,1,My family eats meat as main portion,True,0,0.89536525781507,0.89536525781507
3d1ddc23b606b8c8,1,Meat-eating is a family tradition,True,0,1.0,1.0
3d1ddc23b606b8c8,1,I feel guilty about eating animals,True,0,1.0,1.0
3d1ddc23b606b8c8,1,My religious beliefs justify eating animals,True,0,0.4887734107786505,0.4887734107786505
242bdf6bc5bb0b94,1,I eat meat at least once daily,True,3,1.0,1.0
242bdf6bc5bb0b94,1,I like the taste of meat,True,-1,0.035062124837544305,
242bdf6bc5bb0b94,1,I have no moral issues eating meat,True,0,1.0,1.0
242bdf6bc5bb0b94,1,I was raised on a farm,True,5,1.0,1.0
242bdf6bc5bb0b94,1,Eating meat is a family tradition,True,0,1.0,1.0
242bdf6bc5bb0b94,1,Doctor recommended I eat lean beef,True,0,0.8026404372380983,0.8026404372380983
242bdf6bc5bb0b94,1,I am chronically anemic,True,6,1.0,1.0
242bdf6bc5bb0b94,1,Some relatives hunt and eat game meats,True,0,1.0,1.0
242bdf6bc5bb0b94,1,I sometimes reduce meat due to health issues,True,0,1.0,1.0
242bdf6bc5bb0b94,1,I believe too much meat can harm health,True,0,0.9816023734079887,0.9816023734079887
c0ac91fae56c6ec3,1,I eat meat every day,True,3,0.11903445661853633,0.11903445661853633
c0ac91fae56c6ec3,1,I like the taste of meat,True,-1,0.03495527146112079,
c0ac91fae56c6ec3,1,I choose chicken and turkey for health,True,2,0.6483235790663316,0.6483235790663316
c0ac91fae56c6ec3,1,I think chicken and turkey are healthier,True,0,1.0,1.0
c0ac91fae56c6ec3,1,I eat lean beef to reduce fat,True,0,0.777411486691107,0.777411486691107
c0ac91fae56c6ec3,1,I prefer beef for hamburgers and sloppy joes,True,2,0.3161235410752557,0.3161235410752557
c0ac91fae56c6ec3,1,I reduce beef or pork when dieting,True,0,0.7552405726918257,0.7552405726918257
c0ac91fae56c6ec3,1,Those around me eat meat regularly,True,0,1.0,1.0
c0ac91fae56c6ec3,1,Social contacts like the taste of meat,True,0,0.4757301051398367,0.4757301051398367
8f96fa223f234180,1,I eat meat whenever I choose to,True,0,0.6437216565953995,0.6437216565953995
8f96fa223f234180,1,I eat more chicken and fish now,True,2,0.8410567685817192,0.8410567685817192
8f96fa223f234180,1,I have tried to cut back on red meat,True,0,1.0,1.0
8f96fa223f234180,1,I have tried to cut back on processed meat,True,0,0.7815650853021671,0.7815650853021671
8f96fa223f234180,1,I am concerned about my health,True,6,1.0,1.0
8f96fa223f234180,1,I want to improve cholesterol and blood work,True,0,0.47396455014164124,0.47396455014164124
8f96fa223f234180,1,I do not control grocery shopping or meal planning,True,0,1.0,1.0
8f96fa223f234180,1,"I am fond of chicken, turkey, and fish",True,2,0.5784165298941184,0.5784165298941184
24e9f4a8dba444ba,1,I eat meat 1-2 times a day,True,3,1.0,1.0
24e9f4a8dba444ba,1,I eat a lot of chicken,True,2,0.21867822299795542,0.21867822299795542
24e9f4a8dba444ba,1,Eating meat feels natural to me,True,0,1.0,1.0
24e9f4a8dba444ba,1,I have always eaten and cooked with meat,True,0,0.593086618397304,0.593086618397304
24e9f4a8dba444ba,1,My parents cooked with meat,True,0,1.0,1.0
24e9f4a8dba444ba,1,Most friends and family eat meat,True,0,1.0,1.0
24e9f4a8dba444ba,1,Eating meat is a habit for me,True,-1,0.08312726524390004,
24e9f4a8dba444ba,1,I reduce meat when it is expensive,True,0,1.0,1.0
24e9f4a8dba444ba,1,I enjoy the challenge of vegetarian cooking,True,4,0.3873711567555296,0.3873711567555296
24e9f4a8dba444ba,1,I get bored with the same meals,True,0,1.0,1.0
5d5930b9486b3aef,1,I eat mostly chicken,True,2,1.0,1.0
