Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
-1,750,OUTLIER,Eating meat is a habit,I often do not eat any meat,Eating meat is a habit for me,My family eats meat as main portion,Doctor recommended I eat lean beef
0,205,"protein, meat, meat protein, eat meat protein, eat meat, protein meat, eat, meat meat, cut, crave",I eat meat when craving it,I am set in eating meat,I plan meals around meat,I eat meat for protein,Meat is just part of my diet
1,161,"chicken, eat chicken, turkey, fish, chicken turkey, prefer, chicken fish, chicken eat, eat, prefer chicken",I mostly eat chicken,"I eat mainly fish, shrimp, or chicken",I primarily eat chicken,My household primarily eats chicken,I mainly eat chicken or fish
2,118,"times, week, week eat, weekly, meat times, eat meat times, weekly eat, times week, times week eat, weekly eat meat",I incorporate fish weekly,I eat red meat two times a week,I eat meat at least once daily,I limit meat to two or three days weekly,I eat meat two to three times weekly
3,104,"vegetarian, vegan, vegetarian meals, years, vegetarians, meals, friends, vegetarian vegan, vegetarian vegetarian, vegan vegetarian",My family is vegetarian,I was vegan or vegetarian for years,Vegetarian and vegan friends prompt reflection,I have thought about veganism or vegetarianism,I am more open to occasional vegetarian meals
4,100,"health, concerned health, health concerns, concerns, concerned, motivated health, motivated, heart, health concerned, concerned health concerned",I am concerned about my health,I am concerned about cancer,I am concerned about kidney health,I am concerned about health,I have heart disease in my family
5,85,"avoid, avoid eating, pork avoid, processed, meats avoid, pork, avoid processed, meats, meats avoid eating, processed meats avoid",I avoid eating fish,I avoid highly processed deli meats,I avoid fatty meats,I avoid processed meat products,I avoid greasy meats
6,79,"protein, want protein, protein want, want, want protein want, protein want protein, need, need protein, high protein, protein diet",I believe meals need a protein source,I need protein in my diet,I want protein,I want to meet protein needs,I need protein for endurance sports
7,76,"stopped, stopped eating, meat eat, red meat, red, eating, meat eat red, eat red meat, eat red, reduced",My partner eats less meat now,I stopped eating red meat as a teenager,Family and friends eat less red meat,Neighbors with heart issues eat less red meat,I have reduced interest in eating meat
8,70,"dislike, like, meat dislike, hard, getting, dislike taste, dislikes, trouble, taste, difficult",I dislike the taste of fish,My husband dislikes veggie burgers,My husband dislikes vegetable dishes,I dislike vegetables,I dislike the taste of beef and pork
9,70,"want, healthy, weight want, weight, want healthy, want healthier, healthier, healthy want, maintain, stay",I want to be healthier,I want to maintain good health,I want better health,My health focus has increased with age,I am motivated to have more energy
10,69,"enjoy taste meat, enjoy taste, taste meat enjoy, meat enjoy taste, enjoy, taste meat, meat enjoy, taste, flavor, enjoy flavor",I enjoy the taste of meat,Housemates enjoy the taste of meat,People around me like the taste of meat,I enjoy the flavor of meat,I enjoy having steak and ribs
11,63,"animal, animal welfare, welfare, concerned animal, concerned animal welfare, welfare concerned, animal welfare concerned, welfare concerned animal, concerned, rights",I am concerned about animal welfare,I am concerned about animal rights,I consider animal welfare ethical dilemmas,I have concerns about animal welfare,My family is concerned about animal welfare
12,63,"meat meals, eat meat meals, people, people know, people know eat, know eat, know, know eat meat, eat meat, meat people",I eat meat with most meals,I eat meat at most meals,I eat meat in most meals,Most dinners I cook include meat,I include meat in most meals
