Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
-1,625,OUTLIER,I enjoy the taste of meat,I grew up eating meat at meals,I like the taste of meat,I eat meat every day,Social contacts like the taste of meat
0,614,"meat, eat meat, eat, family, eats, eats meat, family eats, protein, friends, regularly",I crave meat during pregnancy,Meat is a source of protein,Meat is the meal standard for me,I eat meat for protein,I crave different types of meat
1,465,"want, protein, weight, want protein, diet, plantbased, meals, vegetables, healthy, healthier",I want to get enough protein,My brother wants to eat healthier,I focus on healthy food choices,My social contacts prefer taste and satiety,I value creativity in plant-based meals
2,403,"red, red meat, meat, eat, consumption, avoid, eating, meat consumption, limit, meat health",I sometimes reduce meat due to health issues,I limit meat consumption for financial reasons,My wife suggests eating less meat,I want to eat less meat,I reduce meat consumption if price increases
3,248,"meat, expensive, meat expensive, eating, dislike, unhealthy, prices, red meat, red, meat prices",I feel guilty about eating animals,I hear meat is bad for the planet,Eating too much meat is unhealthy,I am concerned about altered meat products,I believe red meat is hard to digest
4,199,"chicken, eat chicken, fish, eat, turkey, chicken fish, chicken turkey, chicken eat, prefer, eat chicken fish",I mostly eat chicken,"I eat steak, chicken, pork, and lunch meat",My significant other mostly eats chicken,My mother prepares chicken for me at gatherings,"I eat chicken, beef, and pork"
5,182,"meat, easy, good, believe, meat easy, protein, meat tastes, tastes, meat feels, eating",Meat makes meals easier to eat and enjoyable,Environmental concerns about eating beef are minimal,"Tender, soft meats are easier to eat",I have meat-free nights,I find meat healthy and nutritious
6,142,"avoid, avoid eating, pork, eating, processed, meats avoid, meat, meat avoid, meats, avoid processed",I avoid foods that cause allergies,We avoid fast food at home,I do not worry about ethics,I avoid eating swine,No vegetarians in my social circle
7,118,"times, week, week eat, weekly, eat, meat times, eat meat times, weekly eat, eat meat, times week",I lost over 100 pounds eating this way,I eat white meat twice a week,I eat red meat 3-4 times weekly,I eat meat at least once daily,I eat chicken a few times a week
8,106,"vegetarian, vegan, vegetarian meals, meals, friends, years, vegetarians, vegan vegetarian, vegetarian vegetarian, vegetarian vegan",My family is vegetarian,I prepare vegan meals for social occasions,My sister is a vegetarian,I am vegetarian,I was vegan or vegetarian for years
9,102,"animal, welfare, animal welfare, concerned animal, concerned animal welfare, concerned, welfare concerned, animal welfare concerned, welfare concerned animal, animals",I am concerned about animal rights,I believe animals should have ethical lives,I am aware of ecological concerns from cattle production,I am in favor of animal rights,I consider animal intelligence
10,101,"health, concerned health, concerned, health concerns, concerns, motivated health, motivated, heart, health concerned, concerned health concerned",I have health concerns,I have general health concerns,I am concerned about my health,I am concerned about health impacts,I had colon cancer
11,78,"concerned, environmental, impact, environmental impact, environment, concerned environmental, concerned environmental impact, impact concerned, environmental impact concerned, environment concerned",I care about sustainability,I am concerned about environmental impact,I am concerned about environmental impacts,I am concerned about the environment,I care about the environment
12,75,"eat meat, eat, meat meals, eat meat meals, people, people know, meat, meals, know eat, people know eat",Most friends eat a lot of meat,I eat meat at most meals,Most people around me eat meat,I eat meat for most meals,Meat is part of almost every meal locally
