Topic,Count,Name,Representation,Representative_Docs
-1,625,-1_meat_enjoy_taste meat_taste,"['meat', 'enjoy', 'taste meat', 'taste', 'eating meat', 'eating', 'eat meat', 'eat', 'enjoy taste meat', 'enjoy taste']","['I enjoy the taste of meat', 'I enjoy the taste of meat', 'I enjoy the taste of meat']"
0,614,0_meat_eat meat_eat_family,"['meat', 'eat meat', 'eat', 'family', 'eats', 'eats meat', 'family eats', 'protein', 'friends', 'regularly']","['My family eats meat regularly', 'I eat meat', 'I eat meat']"
1,465,1_want_protein_weight_want protein,"['want', 'protein', 'weight', 'want protein', 'diet', 'plantbased', 'meals', 'vegetables', 'healthy', 'healthier']","['I want to get enough protein', 'I want to get enough protein', 'I want enough protein']"
2,403,2_red_red meat_meat_eat,"['red', 'red meat', 'meat', 'eat', 'consumption', 'avoid', 'eating', 'meat consumption', 'limit', 'meat health']","['I still eat red meat sometimes', 'I eat less red meat', 'I eat less red meat']"
3,248,3_meat_expensive_meat expensive_eating,"['meat', 'expensive', 'meat expensive', 'eating', 'dislike', 'unhealthy', 'prices', 'red meat', 'red', 'meat prices']","['Meat is expensive for me', 'Meat can be expensive for me', 'Meat is too expensive']"
4,199,4_chicken_eat chicken_fish_eat,"['chicken', 'eat chicken', 'fish', 'eat', 'turkey', 'chicken fish', 'chicken turkey', 'chicken eat', 'prefer', 'eat chicken fish']","['I eat mostly chicken', 'I mostly eat chicken', 'I mostly eat chicken']"
5,182,5_meat_easy_good_believe,"['meat', 'easy', 'good', 'believe', 'meat easy', 'protein', 'meat tastes', 'tastes', 'meat feels', 'eating']","['Meat tastes good to me', 'Eating meat feels normal to me', 'Eating meat feels normal to me']"
6,142,6_avoid_avoid eating_pork_eating,"['avoid', 'avoid eating', 'pork', 'eating', 'processed', 'meats avoid', 'meat', 'meat avoid', 'meats', 'avoid processed']","['I avoid pork', 'I avoid pork', 'I sometimes avoid pork']"
7,118,7_times_week_week eat_weekly,"['times', 'week', 'week eat', 'weekly', 'eat', 'meat times', 'eat meat times', 'weekly eat', 'eat meat', 'times week']","['I eat meat three or four times a week', 'I eat meat a few times a week', 'I eat meat 2-4 times a week']"
8,106,8_vegetarian_vegan_vegetarian meals_meals,"['vegetarian', 'vegan', 'vegetarian meals', 'meals', 'friends', 'years', 'vegetarians', 'vegan vegetarian', 'vegetarian vegetarian', 'vegetarian vegan']","['I am a vegetarian', 'I am vegetarian', 'I am vegetarian']"
9,102,9_animal_welfare_animal welfare_concerned animal,"['animal', 'welfare', 'animal welfare', 'concerned animal', 'concerned animal welfare', 'concerned', 'welfare concerned', 'animal welfare concerned', 'welfare concerned animal', 'animals']","['I am concerned about animal welfare', 'I am concerned about animal welfare', 'I am concerned about animal welfare']"
10,101,10_health_concerned health_concerned_health concerns,"['health', 'concerned health', 'concerned', 'health concerns', 'concerns', 'motivated health', 'motivated', 'heart', 'health concerned', 'concerned health concerned']","['I am concerned about my health', 'I am concerned about health', 'I am concerned about my health']"
11,78,11_concerned_environmental_impact_environmental impact,"['concerned', 'environmental', 'impact', 'environmental impact', 'environment', 'concerned environmental', 'concerned environmental impact', 'impact concerned', 'environmental impact concerned', 'environment concerned']","['I am concerned about environmental impact', 'I am concerned about environmental impact', 'I am concerned about environmental impact']"
12,75,12_eat meat_eat_meat meals_eat meat meals,"['eat meat', 'eat', 'meat meals', 'eat meat meals', 'people', 'people know', 'meat', 'meals', 'know eat', 'people know eat']","['Most people I know eat meat', 'Most people I know eat meat', 'Most people I know eat meat']"
