Topic,Count,Name,Representation,Representative_Docs
-1,495,-1_social_meat_social contacts_contacts,"['social', 'meat', 'social contacts', 'contacts', 'love taste', 'love', 'love taste meat', 'eating', 'eat', 'meats']","['I love the taste of meat', 'I love the taste of meat', 'I love the taste of meat']"
0,293,0_avoid_red_red meat_avoid eating,"['avoid', 'red', 'red meat', 'avoid eating', 'meat avoid', 'pork', 'meat', 'processed', 'meats', 'eating']","['I avoid eating red meat', 'I avoid eating red meat', 'I avoid eating red meat']"
1,223,1_chicken_fish_eat chicken_prefer,"['chicken', 'fish', 'eat chicken', 'prefer', 'chicken fish', 'eat', 'turkey', 'chicken turkey', 'eat fish', 'chicken eat']","['I eat more chicken and fish now', 'I eat chicken and fish', 'I eat chicken and fish']"
2,203,2_family_family eats_eats_meat family,"['family', 'family eats', 'eats', 'meat family', 'family eats meat', 'eats meat', 'meat family eats', 'meat', 'family members', 'members']","['My family eats meat', 'My family eats meat with me', 'My family eats more meat']"
3,188,3_consumption_red meat_red_limit,"['consumption', 'red meat', 'red', 'limit', 'meat consumption', 'cut', 'meat', 'reducing', 'try', 'reduce']","['I limit red meat consumption', 'I limit red meat consumption', 'I limit red meat consumption']"
4,145,4_want_weight_diet_healthy,"['want', 'weight', 'diet', 'healthy', 'lose', 'healthier', 'lose weight', 'food', 'want healthier', 'balanced']","['I want to lose weight', 'I want to lose weight', 'I want to lose weight']"
5,111,5_protein_want protein_want_protein want,"['protein', 'want protein', 'want', 'protein want', 'protein want protein', 'want protein want', 'need', 'need protein', 'high protein', 'iron']","['I want to get enough protein', 'I want to get enough protein', 'I want enough protein']"
6,104,6_meat meals_eat meat meals_meals_meals eat,"['meat meals', 'eat meat meals', 'meals', 'meals eat', 'meat meals eat', 'meals eat meat', 'eat meat', 'eat', 'home', 'cook']","['I eat meat with most meals', 'I eat meat in most meals', 'I eat meat with some meals']"
7,100,7_expensive_meat expensive_prices_cost,"['expensive', 'meat expensive', 'prices', 'cost', 'meat prices', 'expensive meat', 'choices', 'price', 'meat expensive meat', 'limited']","['Meat is expensive', 'Meat is expensive for me', 'Meat is sometimes expensive']"
8,96,8_health_concerned health_concerned_concerns,"['health', 'concerned health', 'concerned', 'concerns', 'concerned health concerned', 'health concerned', 'cholesterol', 'health concerns', 'heart', 'health concerned health']","['I am concerned about my health', 'I am concerned about my health', 'I am concerned about health']"
