Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
-1,495,OUTLIER,I love the taste of meat,I have no moral issues eating meat,Doctor recommended I eat lean beef,I want to improve cholesterol and blood work,I do not control grocery shopping or meal planning
0,293,"avoid, red, red meat, avoid eating, meat avoid, pork, meat, processed, meats, eating",I avoid highly processed deli meats,I try to avoid processed meats,Environmental concerns about eating beef are minimal,I avoid lab-grown and 3D-printed meat,I considered environmental impact of meat
1,223,"chicken, fish, eat chicken, prefer, chicken fish, eat, turkey, chicken turkey, eat fish, chicken eat",I eat chicken and fish,I prefer chicken and pork to red meat,I prefer eating chicken over red meat,I prefer traditional pork bacon,I prefer cooking chicken and fish at home
2,203,"family, family eats, eats, meat family, family eats meat, eats meat, meat family eats, meat, family members, members",My son and daughter-in-law eat mostly meat,My family all eat meat,My family eats meat regularly,My family mostly eats meat like I do,My family are all meat eaters
3,188,"consumption, red meat, red, limit, meat consumption, cut, meat, reducing, try, reduce",I cut out red meat for cholesterol,I was advised to limit protein,I eat less meat than I used to,I eat less red meat,I limit meat consumption for financial reasons
4,145,"want, weight, diet, healthy, lose, healthier, lose weight, food, want healthier, balanced",I am very conscious about my diet,I aim for a healthier diet,I want to stay healthy,I am mindful about my eating habits,I want a balanced diet
5,111,"protein, want protein, want, protein want, protein want protein, want protein want, need, need protein, high protein, iron",I need high protein intake,I want protein,I want to get enough protein,My boyfriend wants a lot of protein,I need a source of protein
6,104,"meat meals, eat meat meals, meals, meals eat, meat meals eat, meals eat meat, eat meat, eat, home, cook",I usually have meat at breakfast,I eat meat at most dinners,I usually eat meat at dinner,I eat meat with most meals,I eat meat at most meals
7,100,"expensive, meat expensive, prices, cost, meat prices, expensive meat, choices, price, meat expensive meat, limited",Red meat is expensive,High meat prices would change my habits,I am aware meat costs can be high,Meat is expensive at every meal,Eating vegetarian was expensive for me
8,96,"health, concerned health, concerned, concerns, concerned health concerned, health concerned, cholesterol, health concerns, heart, health concerned health",I am concerned about health,I am concerned about my health,My husband has health concerns,I am concerned about health effects,I am concerned about stroke
9,92,"times, week, week eat, meat times, eat meat times, weekly, week eat meat, weekly eat, weekly eat meat, times week",I eat meat three days a week,I eat meat once or twice a week,I eat meat three to four days weekly,I eat meat three to four times weekly,I eat meat about three times a week
10,86,"taste meat, taste, enjoy taste meat, enjoy taste, meat enjoy taste, taste meat enjoy, meat enjoy, enjoy, like taste meat, like taste",I enjoy the taste of meat,I like the taste of meat,I like how meat tastes,I enjoy having steak and ribs,I enjoy the protein in meat
11,83,"environmental, concerned, impact, environmental impact, concerned environmental, concerned environmental impact, environment, environmental impact concerned, impact concerned, environment concerned",I am concerned about the environment,I am concerned about environmental impact,I am concerned about sustainability,I am curious about environmental impact,I am concerned about environmental impacts
12,79,"grew, grew eating, raised, grew eating meat, raised eating, meat grew, raised eating meat, eating, eating meat, meat grew eating",I grew up eating meat,I grew up eating meat regularly,I was exposed to many meat types growing up,I grew up eating a lot of meat,I switched to eating meat as an adult
13,78,"wife, husband, partner, prefers, boyfriend, eats, meat wife, meat husband, husband prefers, wife eats",My husband eats less red meat,Eating less meat considered healthier by husband,My husband loves steak and pork,My husband prefers meals with meat,My boyfriend enjoys eating meat
14,69,"concerned animal, animal, concerned animal welfare, animal welfare, welfare, welfare concerned, animal welfare concerned, concerned, welfare concerned animal, farming",I am concerned about animal welfare,I am concerned about animal cruelty,I thought briefly about animal welfare,Concern for animal welfare,I am skeptical about animal treatment
15,66,"vegetables, meals, vegetarian, vegetarian meals, eat vegetables, meatless, dishes, enjoy, meals enjoy, skip",I enjoy the challenge of vegetarian cooking,I plan to eat more vegetables,I sometimes have vegetarian meals,I eat more vegetables now,I am trying to eat more vegetables
16,61,"friends, friends eat, friends eat meat, meat friends, regularly friends, meat regularly friends, friends family, family friends, family friends eat, eat meat friends",My friends eat meat for convenience,My friends eat similar meats,I am influenced by friends eating vegetarian meals,My friends eat meat regularly,My friends include meat in their meals
17,60,"enjoy eating, enjoy eating meat, meat enjoy eating, eating meat enjoy, enjoy, meat enjoy, eating meat, eating, meat love, eating meat love",I enjoy eating meat,I get satisfaction from eating meat,I like eating meat,I enjoy eating venison,I enjoy being a vegetarian
18,57,"crave, meat crave, crave meat, different, meat crave meat, steak, different kinds, eat meat crave, eat meat available, different kinds meat",I eat meat when craving it,I crave meat during my follicular phase,I am obsessed with being a carnivore,I crave chicken sometimes,I crave the taste of meat
19,56,"meat easy, easy, convenient, meat convenient, easier, meals, meals meat, makes meals, meat easy cook, meat makes meals",Meat is easy to cook,Meat is easy to get at the store,Meat makes meals tastier,Meat makes meals easier to eat and enjoyable,Meat provides comfort and satisfaction
