Topic,Count,Name,Representation,Representative_Docs
-1,501,-1_meat_love taste_love_eating,"['meat', 'love taste', 'love', 'eating', 'cook', 'love taste meat', 'family', 'iron', 'taste', 'change']","['I love the taste of meat', 'I love the taste of meat', 'I love the taste of meat']"
0,244,0_chicken_fish_eat chicken_turkey,"['chicken', 'fish', 'eat chicken', 'turkey', 'chicken fish', 'eat', 'chicken eat', 'chicken turkey', 'eat fish', 'eat chicken fish']","['I eat more chicken and fish now', 'I eat chicken and fish', 'I eat more chicken and fish']"
1,122,1_husband_wife_meat health_reasons,"['husband', 'wife', 'meat health', 'reasons', 'meat husband', 'partner', 'red meat', 'red', 'friends', 'meat health reasons']","['My mom eats less meat for health reasons', 'People avoid red meat for health reasons', 'Some social contacts avoid meat for health reasons']"
2,107,2_health_concerned health_cholesterol_concerned,"['health', 'concerned health', 'cholesterol', 'concerned', 'health concerned', 'concerns', 'health concerns', 'heart', 'cholesterol concerned', 'concerned health concerned']","['I am concerned about my health', 'I am concerned about health', 'I am concerned about my health']"
3,94,3_protein_want protein_protein want_want,"['protein', 'want protein', 'protein want', 'want', 'protein want protein', 'want protein want', 'need', 'need protein', 'protein diet', 'high protein']","['I want enough protein', 'I want to get enough protein', 'I want enough protein']"
4,92,4_expensive_meat expensive_prices_cost,"['expensive', 'meat expensive', 'prices', 'cost', 'meat prices', 'price', 'expensive meat', 'choices', 'meat expensive meat', 'availability']","['Meat is expensive for me', 'Meat is very expensive', 'Meat is expensive for me']"
5,92,5_dislike_picky_picky eater_meals,"['dislike', 'picky', 'picky eater', 'meals', 'meatfree', 'eater', 'like', 'meat dislike', 'meatless', 'skip meat']","['I am a picky eater', 'I am a picky eater', 'I am a picky eater']"
6,91,6_protein_protein meat_meat protein_source,"['protein', 'protein meat', 'meat protein', 'source', 'eat meat protein', 'protein eat', 'protein eat meat', 'protein source', 'source protein', 'high protein']","['I eat meat for protein', 'I get protein from meat', 'I get most of my protein from meat']"
7,76,7_day eat_day_day eat meat_meat day eat,"['day eat', 'day', 'day eat meat', 'meat day eat', 'meat day', 'eat meat day', 'daily eat', 'daily', 'daily eat meat', 'meat daily eat']","['I eat meat almost every day', 'I eat meat at least once a day', 'I eat meat at least once a day']"
8,74,8_meat meals_meals eat meat_eat meat meals_meat meal,"['meat meals', 'meals eat meat', 'eat meat meals', 'meat meal', 'meals eat', 'meat meals eat', 'meals', 'meal', 'eat meat meal', 'meat meal eat']","['I eat meat for most meals', 'I eat meat with most meals', 'I eat meat for most meals']"
9,72,9_plantbased_vegetables_plantbased meals_balance,"['plantbased', 'vegetables', 'plantbased meals', 'balance', 'balance meat', 'eat plantbased', 'eat vegetables', 'meals', 'plantbased foods', 'include plantbased']","['I try to eat more vegetables', 'I try to balance meat with vegetables', 'I eat more vegetables now']"
10,68,10_health_health concerns_unhealthy_concerns,"['health', 'health concerns', 'unhealthy', 'concerns', 'meat health concerns', 'meat unhealthy', 'red meat', 'red', 'concerns red', 'concerns red meat']","['I have health concerns about red meat', 'Health concerns about red meat', 'I have health concerns about red meat']"
11,67,11_crave_meat crave_crave meat_like,"['crave', 'meat crave', 'crave meat', 'like', 'different', 'kinds meat', 'kinds', 'meat available', 'available', 'like eating']","['I crave meat', 'I crave meat sometimes', 'I crave meat']"
12,66,12_friends_family_family friends_friends family,"['friends', 'family', 'family friends', 'friends family', 'friends family eat', 'family friends eat', 'family eat', 'family eat meat', 'friends eat', 'friends eat meat']","['Friends and family eat meat regularly', 'My friends and family eat meat regularly', 'Friends and family eat meat regularly']"
13,63,13_grew_grew eating_raised_grew eating meat,"['grew', 'grew eating', 'raised', 'grew eating meat', 'raised eating', 'meat grew', 'raised eating meat', 'eating meat', 'meat grew eating', 'eating']","['I grew up eating meat', 'I grew up eating meat', 'I grew up eating meat']"
14,63,14_motivated_want_motivated health_health,"['motivated', 'want', 'motivated health', 'health', 'want healthier', 'healthy', 'motivated health concerns', 'want healthy', 'healthier', 'want stay']","['I am motivated by health concerns', 'I am motivated by health concerns', 'I am motivated by health concerns']"
15,60,15_consumption_cut_meat consumption_reduce,"['consumption', 'cut', 'meat consumption', 'reduce', 'reducing', 'reduced', 'reducing meat', 'cut red', 'cut red meat', 'cut meat']","['I try to reduce meat consumption', 'I try to reduce meat consumption', 'I try to reduce meat consumption']"
16,60,16_eat meat regularly_meat regularly_meat regularly eat_regularly,"['eat meat regularly', 'meat regularly', 'meat regularly eat', 'regularly', 'regularly eat', 'regularly eat meat', 'meat eat meat', 'meat eat', 'eat meat', 'eat']","['I eat meat regularly', 'I eat meat regularly', 'I eat meat regularly']"
17,56,17_meat tastes_tastes_incomplete meat_incomplete,"['meat tastes', 'tastes', 'incomplete meat', 'incomplete', 'incomplete meat meat', 'feel', 'meat tastes good', 'tastes good', 'filling', 'filling meat']","['I feel a meal is incomplete without meat', 'I feel a meal is incomplete without meat', 'I feel a meal is incomplete without meat']"
18,56,18_diet_balanced_balanced diet_want,"['diet', 'balanced', 'balanced diet', 'want', 'variety', 'eat healthier', 'mindful', 'want balanced', 'healthier', 'food']","['I want a balanced diet', 'I want a balanced diet', 'I want a more balanced diet']"
19,54,19_limit_try limit_limit meat_try,"['limit', 'try limit', 'limit meat', 'try', 'limit red', 'limit red meat', 'try limit meat', 'consumption', 'doctor', 'meat consumption']","['I try to limit my meat consumption', 'I try to limit meat', 'I try to limit meat consumption']"
20,53,20_family_meat family_family eats_eats,"['family', 'meat family', 'family eats', 'eats', 'family eats meat', 'eats meat family', 'eats meat', 'meat family eats', 'family likes', 'likes']","['My family eats meat with me', 'All my family eats meat', 'My family eats meat']"
21,53,21_avoid_meat avoid_meats avoid_avoid eating,"['avoid', 'meat avoid', 'meats avoid', 'avoid eating', 'processed', 'red meat avoid', 'avoid processed', 'avoid red meat', 'avoid red', 'avoid eating red']","['I avoid eating red meat', 'I avoid eating red meat', 'I avoid eating red meat']"
22,53,22_animal welfare_welfare_concerned animal_concerned animal welfare,"['animal welfare', 'welfare', 'concerned animal', 'concerned animal welfare', 'animal', 'animal welfare concerned', 'welfare concerned', 'welfare concerned animal', 'concerned', 'documentaries']","['I am concerned about animal welfare', 'I am concerned about animal welfare', 'I am concerned about animal welfare']"
23,52,23_enjoy taste meat_enjoy taste_taste meat enjoy_meat enjoy taste,"['enjoy taste meat', 'enjoy taste', 'taste meat enjoy', 'meat enjoy taste', 'meat enjoy', 'enjoy', 'taste meat', 'taste', 'meat enjoy flavor', 'flavor meat enjoy']","['I enjoy the taste of meat', 'I enjoy the taste of meat', 'I enjoy the taste of meat']"
24,49,24_contacts_social contacts_social_meat social contacts,"['contacts', 'social contacts', 'social', 'meat social contacts', 'meat social', 'contacts eat', 'social contacts eat', 'contacts eat meat', 'eating meat social', 'social contacts value']","['My social contacts eat meat regularly', 'Social contacts eat meat regularly', 'Most social contacts eat meat']"
25,48,25_pork_avoid_avoid pork_pork avoid,"['pork', 'avoid', 'avoid pork', 'pork avoid', 'avoid eating', 'pork avoid eating', 'avoid beef', 'beef avoid', 'beef', 'pork avoid pork']","['I sometimes avoid pork', 'I avoid pork', 'I avoid pork']"
26,48,26_people_meat people_know_people eat,"['people', 'meat people', 'know', 'people eat', 'people eat meat', 'eat meat people', 'people know', 'know eat', 'people know eat', 'meat people eat']","['Most people I know eat meat', 'Most people I know eat meat regularly', 'Most people I know eat meat regularly']"
27,47,27_enjoy eating meat_enjoy eating_meat enjoy eating_eating meat enjoy,"['enjoy eating meat', 'enjoy eating', 'meat enjoy eating', 'eating meat enjoy', 'meat enjoy', 'enjoy', 'eating meat', 'eating', 'meat love', 'meat love eating']","['I enjoy eating meat', 'I enjoy eating meat', 'I enjoy eating meat']"
28,44,28_meat easy_convenient_easy_meat convenient,"['meat easy', 'convenient', 'easy', 'meat convenient', 'buy meat', 'sale', 'buy', 'meat easy cook', 'meat sale', 'prepare']","['Meat is easy to cook', 'Meat is easy to cook for everyone', 'Meat is easy to cook']"
29,44,29_vegan_vegetarian_years_vegetarian vegan,"['vegan', 'vegetarian', 'years', 'vegetarian vegan', 'vegetarians', 'vegan vegetarian', 'vegan 20 years', 'vegan 20', 'vegetarian raised', 'vegetarian raised vegetarian']","['I am a vegan', 'I am vegan', 'I am vegan']"
30,44,30_environment_concerned environment_environment concerned_environment concerned environment,"['environment', 'concerned environment', 'environment concerned', 'environment concerned environment', 'care', 'care environment', 'concerned', 'environmental', 'concerned environment concerned', 'care environment concerned']","['I am concerned about the environment', 'I am concerned about the environment', 'I am concerned about the environment']"
31,41,31_believe meat_believe_meat healthy_nutritious,"['believe meat', 'believe', 'meat healthy', 'nutritious', 'healthy', 'essential', 'meat nutritious', 'nutritious believe', 'necessary', 'nutrients']","['I believe meat is nutritious', 'I believe meat is healthy', 'I believe meat is healthy']"
32,38,32_ethical_grassfed_ethically_sourced meat,"['ethical', 'grassfed', 'ethically', 'sourced meat', 'ethically sourced', 'ethically sourced meat', 'sourced', 'buy', 'grassfed meat', 'organic']","['I prefer ethically sourced meat', 'I seek ethically sourced meat', 'I try to buy ethically sourced meat']"
33,38,33_weight_weight want_lose_lose weight,"['weight', 'weight want', 'lose', 'lose weight', 'want lose', 'lose weight want', 'want', 'want lose weight', 'trying lose weight', 'lost']","['I want to lose weight', 'I want to lose weight', 'I want to lose weight']"
34,37,34_animals_animal_care_care animal,"['animals', 'animal', 'care', 'care animal', 'care animal welfare', 'welfare', 'animal welfare', 'animals care', 'respect', 'lives']","['I care about animal welfare', 'I care about animal welfare', 'I care about animal welfare']"
35,37,35_tradition_family tradition_eating meat family_meat family tradition,"['tradition', 'family tradition', 'eating meat family', 'meat family tradition', 'cultural', 'culture', 'family', 'meat family', 'tradition meat', 'meat cultural']","['Eating meat is a family tradition', 'Eating meat is family tradition', 'Eating meat is a family tradition']"
36,35,36_alternatives_substitutes_meat alternatives_meat substitutes,"['alternatives', 'substitutes', 'meat alternatives', 'meat substitutes', 'new meats', 'tofu', 'new', 'trying new meats', 'trying', 'trying new']","['I am interested in trying new meats', 'I am open to trying new meats', 'I am open to trying new meats']"
37,34,37_weekly eat meat_eat meat times_weekly eat_meat times,"['weekly eat meat', 'eat meat times', 'weekly eat', 'meat times', 'weekly', 'times', 'meat times weekly', 'times weekly eat', 'times weekly', 'week eat meat']","['I eat meat two to three times weekly', 'I eat meat 2 or 3 times weekly', 'I eat meat two or three times weekly']"
38,34,38_eat red_eat red meat_meat eat_red meat eat,"['eat red', 'eat red meat', 'meat eat', 'red meat eat', 'used eat', 'red meat', 'eat', 'red', 'eat beef', 'used']","['I eat less red meat now', 'I eat less red meat', 'I eat less red meat']"
39,32,39_habit_meat habit_habit eating_habit eating meat,"['habit', 'meat habit', 'habit eating', 'habit eating meat', 'eating meat habit', 'meat habit eating', 'eating meat', 'eating', 'eat meat habit', 'meateating']","['Eating meat is a habit for me', 'Eating meat is a habit for me', 'Eating meat is a habit']"
40,32,40_environmental_impact_environmental impact_environmental concerns,"['environmental', 'impact', 'environmental impact', 'environmental concerns', 'environmental impact meat', 'impact meat', 'consider environmental', 'cattle', 'production', 'aware']","['I am concerned about the environmental impact of beef', 'I consider environmental impact of meat', 'I consider environmental impact of meat']"
41,32,41_meat feels_eating meat feels_feels_natural,"['meat feels', 'eating meat feels', 'feels', 'natural', 'convenience', 'normal', 'motivates', 'feels normal', 'meat feels normal', 'convenience motivates']","['Eating meat feels natural to me', 'Eating meat feels normal to me', 'Eating meat feels normal to me']"
42,31,42_family eats meat_family eats_eats meat_eats,"['family eats meat', 'family eats', 'eats meat', 'eats', 'family', 'eats meat regularly', 'regularly family', 'meat regularly family', 'regularly family eats', 'regularly']","['My family eats meat regularly', 'My family eats meat regularly', 'My family eats meat regularly']"
43,30,43_community_gatherings_social gatherings_common,"['community', 'gatherings', 'social gatherings', 'common', 'social', 'include meat', 'gatherings include', 'gatherings include meat', 'social gatherings include', 'meat eating']","['Social gatherings often include meat', 'My social gatherings always include meat', 'Social gatherings often include meat']"
44,30,44_environmental_concerned environmental_environmental impact_impact,"['environmental', 'concerned environmental', 'environmental impact', 'impact', 'concerned environmental impact', 'impact concerned environmental', 'impact concerned', 'environmental impact concerned', 'concerned', 'reduce environmental']","['I am concerned about environmental impact', 'I am concerned about environmental impact', 'I am concerned about environmental impact']"
45,29,45_better_want eat meat_meat want_meat better,"['better', 'want eat meat', 'meat want', 'meat better', 'believe meat better', 'want eat', 'believe', 'eat meat feel', 'eating meat want', 'feel']","['I feel better eating less meat', 'I feel better eating less meat', 'I believe less meat is better for environment']"
46,28,46_week eat_week_times_times week,"['week eat', 'week', 'times', 'times week', 'times week eat', 'week eat meat', 'meat times week', 'meat times', 'eat meat times', 'week eat red']","['I eat meat a few times a week', 'I eat meat several times a week', 'I eat meat a few times a week']"
47,27,47_vegetarian_vegan_vegetarian friends_daughter,"['vegetarian', 'vegan', 'vegetarian friends', 'daughter', 'son', 'friends', 'vegetarian son', 'son vegetarian', 'vegetarian nephew', 'sister vegetarian']","['My son is vegetarian', 'Vegetarian and vegan friends prompt reflection', 'I have vegetarian friends']"
48,27,48_friends_friends eat_friends eat meat_meat friends,"['friends', 'friends eat', 'friends eat meat', 'meat friends', 'meat friends eat', 'friends enjoy', 'friends enjoy eating', 'eat meat friends', 'regularly friends', 'red meat friends']","['My friends often eat meat', 'All my friends eat meat', 'My friends eat meat']"
49,26,49_occasionally_eat beef_occasionally eat_meat occasionally,"['occasionally', 'eat beef', 'occasionally eat', 'meat occasionally', 'beef', 'occasionally eat beef', 'eat meat occasionally', 'eat', 'beef occasionally', 'occasionally occasionally']","['I eat meat occasionally', 'I eat beef occasionally', 'I eat beef occasionally']"
50,26,50_animal_animal cruelty_suffering_cruelty,"['animal', 'animal cruelty', 'suffering', 'cruelty', 'factory', 'animal suffering', 'concerned animal', 'factory farming', 'concerned animal cruelty', 'farming']","['I am concerned about animal cruelty', 'I am concerned about animal cruelty', 'I am concerned about animal cruelty']"
51,26,51_digestive_digestion_issues_digestive issues,"['digestive', 'digestion', 'issues', 'digestive issues', 'digest', 'feel unwell', 'unwell eating', 'feel unwell eating', 'stomach', 'unwell']","['I feel unwell after eating lots of red meat', 'I feel unwell after eating red meat', 'I feel unwell after eating too much red meat']"
