Topic,Count,Name,Representation,Representative_Docs
-1,473,-1_meat_like taste meat_like taste_like,"['meat', 'like taste meat', 'like taste', 'like', 'meal', 'limit', 'feel', 'eat', 'iron', 'eating']","['I like the taste of meat', 'I like the taste of meat', 'I like the taste of meat']"
0,254,0_chicken_fish_eat chicken_turkey,"['chicken', 'fish', 'eat chicken', 'turkey', 'chicken fish', 'eat', 'chicken eat', 'chicken turkey', 'prefer', 'eat fish']","['I eat chicken and fish', 'I eat more chicken and fish now', 'I eat chicken and fish']"
1,220,1_family_friends_meat family_family eats,"['family', 'friends', 'meat family', 'family eats', 'eats', 'family eats meat', 'eats meat', 'friends eat', 'friends eat meat', 'regularly']","['My family eats meat', 'My family eats meat with me', 'My family eats more meat']"
2,141,2_cut_reducing_consumption_reduce,"['cut', 'reducing', 'consumption', 'reduce', 'reducing meat', 'meat consumption', 'reduced', 'meat reduced', 'reduce meat', 'meat']","['I try to reduce meat consumption', 'I try to reduce meat consumption', 'I am reducing meat consumption']"
3,110,3_pork_avoid_avoid pork_beef,"['pork', 'avoid', 'avoid pork', 'beef', 'avoid eating', 'pork avoid', 'rarely', 'picky', 'rarely eat', 'avoid beef']","['I avoid pork', 'I avoid pork', 'I avoid pork']"
4,105,4_health_concerned health_concerned_health concerns,"['health', 'concerned health', 'concerned', 'health concerns', 'concerns', 'motivated health', 'motivated', 'cholesterol', 'concerned health concerned', 'health concerned']","['I am concerned about my health', 'I am concerned about my health', 'I am concerned about my health']"
5,98,5_diet_balance_balance meat_balanced,"['diet', 'balance', 'balance meat', 'balanced', 'moderation', 'balanced diet', 'new', 'try', 'foods', 'meat moderation']","['I want a balanced diet', 'I want a balanced diet', 'I want a more balanced diet']"
6,93,6_protein_want protein_protein want_want,"['protein', 'want protein', 'protein want', 'want', 'protein want protein', 'want protein want', 'need', 'need protein', 'protein diet', 'high protein']","['I want more protein', 'I want to get enough protein', 'I want to get enough protein']"
7,84,7_habit_meat habit_eating meat_eating,"['habit', 'meat habit', 'eating meat', 'eating', 'eating meat habit', 'meat feels', 'eating meat feels', 'feels', 'habit eating meat', 'habit eating']","['Eating meat is a habit for me', 'Eating meat is a habit for me', 'Eating meat is a habit for me']"
8,80,8_vegetarian_vegan_vegetarians_years,"['vegetarian', 'vegan', 'vegetarians', 'years', 'friends', 'vegan vegetarian', 'vegetarian friends', 'vegetarian vegan', 'vegan family', 'vegans']","['I am vegetarian', 'I became vegetarian', 'I am vegetarian']"
9,72,9_reasons_meat health_friends_meat health reasons,"['reasons', 'meat health', 'friends', 'meat health reasons', 'avoid meat', 'reasons friends', 'health reasons', 'health', 'red meat', 'red']","['My mom eats less meat for health reasons', 'People avoid red meat for health reasons', 'Some social contacts avoid meat for health reasons']"
10,70,10_protein_meat protein_protein meat_eat meat protein,"['protein', 'meat protein', 'protein meat', 'eat meat protein', 'protein eat meat', 'protein eat', 'source', 'meat protein eat', 'meat gives', 'gives']","['I eat meat for protein', 'I eat meat for protein', 'I eat meat for protein']"
11,68,11_meat meals_meals eat meat_meals eat_eat meat meals,"['meat meals', 'meals eat meat', 'meals eat', 'eat meat meals', 'meat meals eat', 'dinner', 'meals', 'eat meat', 'include meat', 'include']","['I eat meat with some meals', 'I eat meat with most meals', 'I eat meat in most meals']"
12,67,12_contacts_social contacts_social_meat social contacts,"['contacts', 'social contacts', 'social', 'meat social contacts', 'meat social', 'contacts eat', 'contacts eat meat', 'social contacts eat', 'taste meat social', 'eating meat social']","['My social contacts eat meat regularly', 'Social contacts eat meat regularly', 'Most social contacts eat meat']"
13,66,13_avoid_meat avoid_meats avoid_processed,"['avoid', 'meat avoid', 'meats avoid', 'processed', 'avoid eating', 'avoid processed', 'avoid red meat', 'avoid red', 'red meat avoid', 'meats']","['I avoid processed meats', 'I avoid processed meats', 'I avoid processed meats']"
14,63,14_grew_grew eating_raised_grew eating meat,"['grew', 'grew eating', 'raised', 'grew eating meat', 'raised eating', 'meat grew', 'raised eating meat', 'eating meat', 'eating', 'meat grew eating']","['I grew up eating meat', 'I grew up eating meat', 'I grew up eating meat']"
15,62,15_husband_wife_partner_boyfriend,"['husband', 'wife', 'partner', 'boyfriend', 'prefers', 'meat wife', 'eats', 'wife eats', 'meat partner', 'meat husband']","['My husband prefers red meat', 'My husband prefers eating meat', 'My wife eats the same as I do']"
16,60,16_vegetables_vegetarian_vegetarian meals_meals,"['vegetables', 'vegetarian', 'vegetarian meals', 'meals', 'eat vegetables', 'vegan', 'eat vegetarian', 'options', 'vegetable', 'vegan meals']","['Some days I eat vegetarian meals', 'I sometimes have vegetarian meals', 'I eat more vegetables now']"
17,57,17_expensive_meat expensive_prices_meat prices,"['expensive', 'meat expensive', 'prices', 'meat prices', 'expensive meat', 'meat expensive meat', 'high', 'price', 'rising', 'rising meat']","['Meat is expensive', 'Meat can be expensive for me', 'Meat is expensive']"
18,54,18_tradition_family tradition_family_meat family tradition,"['tradition', 'family tradition', 'family', 'meat family tradition', 'eating meat family', 'cultural', 'culture', 'tradition meat', 'meat family', 'traditions']","['Eating meat is a family tradition', 'Eating meat is a family tradition', 'Eating meat is a family tradition']"
19,54,19_crave_crave meat_meat crave_like,"['crave', 'crave meat', 'meat crave', 'like', 'meat available', 'available', 'cravings', 'eat meat available', 'available crave', 'like eating meat']","['I crave meat sometimes', 'I crave meat sometimes', 'I crave meat']"
20,50,20_week eat_eat red meat_eat red_week,"['week eat', 'eat red meat', 'eat red', 'week', 'occasionally', 'occasionally eat', 'times', 'meat times', 'times week eat', 'eat']","['I eat meat a few times a week', 'I occasionally eat red meat', 'I eat red meat two times a week']"
