Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
-1,473,OUTLIER,I like the taste of meat,I am chronically anemic,I want to improve cholesterol and blood work,I find steak hard to chew,My mood influences what meat I eat
0,254,"chicken, fish, eat chicken, turkey, chicken fish, eat, chicken eat, chicken turkey, prefer, eat fish",I mostly eat chicken,I increase chicken and fish for weight loss,I incorporate fish weekly,I eat more fish and chicken,I eat chicken for most meals
1,220,"family, friends, meat family, family eats, eats, family eats meat, eats meat, friends eat, friends eat meat, regularly",Everyone in my family eats meat,My family prefers traditional meat-heavy meals,My friends and family eat meat regularly,People I eat with must have meat at meals,My family eats meat
2,141,"cut, reducing, consumption, reduce, reducing meat, meat consumption, reduced, meat reduced, reduce meat, meat",I try to reduce meat consumption,I am hoping to cut out red meat completely,I am cutting out red meat,I am trying to cut processed meats,I cut out red meat for cholesterol
3,110,"pork, avoid, avoid pork, beef, avoid eating, pork avoid, rarely, picky, rarely eat, avoid beef",I rarely eat pork,I do not like the taste of meat,I eat almost no beef,I avoid pork for health reasons,I am a picky eater
4,105,"health, concerned health, concerned, health concerns, concerns, motivated health, motivated, cholesterol, concerned health concerned, health concerned",I am concerned about my health,I am concerned about health,I discuss health risks with my friend,I am concerned about health impacts,I care about my health
5,98,"diet, balance, balance meat, balanced, moderation, balanced diet, new, try, foods, meat moderation",I want a balanced diet,I want to eat healthier,I am motivated to eat healthier,I want to get proper nutrition,I focus on balancing my diet
6,93,"protein, want protein, protein want, want, protein want protein, want protein want, need, need protein, protein diet, high protein",I need high protein intake,I struggle getting enough protein vegetarian,I want enough protein and nutrients,I want a high protein diet,I want high-quality protein
7,84,"habit, meat habit, eating meat, eating, eating meat habit, meat feels, eating meat feels, feels, habit eating meat, habit eating",My spirituality allows use of animal bodies,Eating meat feels normal to me,Religious reasons influence my meat choices,Eating meat feels natural to me,God permits eating animals in Genesis
8,80,"vegetarian, vegan, vegetarians, years, friends, vegan vegetarian, vegetarian friends, vegetarian vegan, vegan family, vegans",Becoming vegetarian feels implausible,I am currently a vegetarian,I am a vegan,I was curious about being vegetarian,I would like to be vegetarian
9,72,"reasons, meat health, friends, meat health reasons, avoid meat, reasons friends, health reasons, health, red meat, red",My brother reduces meat for health reasons,Neighbors with heart issues eat less red meat,My parents rarely ate red meat,Significant other rarely eats meat,Family and friends eat less red meat
10,70,"protein, meat protein, protein meat, eat meat protein, protein eat meat, protein eat, source, meat protein eat, meat gives, gives",I think meat is a complete protein,I think animal proteins are easy to replace,I prefer protein from whole foods,I eat meat for protein,I eat more protein that is non-meat
11,68,"meat meals, meals eat meat, meals eat, eat meat meals, meat meals eat, dinner, meals, eat meat, include meat, include",I eat meat in most meals,I eat meat with most meals,I usually have meat at breakfast,I always include meat in my meals,I eat meat most meals
12,67,"contacts, social contacts, social, meat social contacts, meat social, contacts eat, contacts eat meat, social contacts eat, taste meat social, eating meat social",Social contacts enjoy the taste of meat,Social contacts see meat as strength,Social contacts eat meat regularly,Social contacts influence me to limit meat,Social contacts enjoy my well-cooked meat
13,66,"avoid, meat avoid, meats avoid, processed, avoid eating, avoid processed, avoid red meat, avoid red, red meat avoid, meats",I avoid greasy meats,I avoid eating animal products,I avoid fatty meat at home,I avoid big portions of meat,My family avoided processed foods
14,63,"grew, grew eating, raised, grew eating meat, raised eating, meat grew, raised eating meat, eating meat, eating, meat grew eating",I was raised eating pork,I was raised eating meat,I grew up eating meat-centered meals,I grew up eating meat,I grew up eating meat regularly
15,62,"husband, wife, partner, boyfriend, prefers, meat wife, eats, wife eats, meat partner, meat husband",I plan meals with my wife,My wife suggests eating less meat,My husband eats less red meat,My partner eats less meat now,My wife prefers red meat
16,60,"vegetables, vegetarian, vegetarian meals, meals, eat vegetables, vegan, eat vegetarian, options, vegetable, vegan meals",I enjoy the challenge of vegetarian cooking,I enjoy vegetarian dishes,Some days I eat vegetarian meals,I am more open to occasional vegetarian meals,I often choose vegetarian options
17,57,"expensive, meat expensive, prices, meat prices, expensive meat, meat expensive meat, high, price, rising, rising meat",Meat is expensive,Beef is expensive,Rising meat prices,Meat is expensive at every meal,Ethically-sourced meat is often too expensive
18,54,"tradition, family tradition, family, meat family tradition, eating meat family, cultural, culture, tradition meat, meat family, traditions",Red meat is traditional in my culture,Eating meat is a family tradition,Meat is a staple in my culture,Eating meat is family tradition,Family traditions involve eating meat
19,54,"crave, crave meat, meat crave, like, meat available, available, cravings, eat meat available, available crave, like eating meat",I eat meat when craving it,I have a deep desire for meat,I like eating meat,I really like processed meats,I like clean meats
20,50,"week eat, eat red meat, eat red, week, occasionally, occasionally eat, times, meat times, times week eat, eat",I eat red meat occasionally,I eat red meat once a week,I eat red meat up to twice a week,I eat meat a few times a week,I eat red meat a few times yearly
21,50,"enjoy taste meat, enjoy taste, taste meat enjoy, meat enjoy taste, meat enjoy, taste meat, enjoy, taste, flavor meat enjoy, meat enjoy flavor",I enjoy the taste of meat,I like the flavor of meat,I enjoy the flavor of meat,I enjoy the flavor of some meats,I enjoy pleasant meat aromas during cooking
22,48,"people, meat people, know, people eat, people eat meat, eat meat people, people know, know eat, people know eat, meat people eat",People around me eat meat regularly,Everyone around me eats meat regularly,People around me eat meat,People around me like the taste of meat,People around me eat a lot of meat
23,46,"meat tastes, tastes, filling meat, filling, tastes good meat, tastes good, meat tastes good, good meat, meat filling meat, meat filling",Meat keeps me feeling full longer,Meat leaves me feeling satiated,Meat-centered meals feel complete,Meat is tasty to eat,Meat feels familiar and satisfying
24,45,"concerned animal welfare, concerned animal, animal welfare, welfare, animal welfare concerned, welfare concerned, welfare concerned animal, animal, concerned, welfare concerns",I am concerned about harming animals,I am concerned about animal welfare,I worry about animal welfare,I am concerned about animal pain,I watch animal welfare documentaries
25,43,"impact, concerned environmental, environmental impact, environmental, impact concerned, concerned environmental impact, environmental impact concerned, concerned, climate, climate change",I am concerned about environmental impact,I want to contribute less to climate change,I want to reduce environmental blueprint,I am concerned about environmental impacts,I want a smaller environmental footprint
26,43,"ethical, grassfed, ethically, sourced meat, sourced, ethically sourced meat, ethically sourced, buy, grassfed meat, organic",I prefer grass-fed or ethical meat,I sometimes consider buying straight from farm,I value convenience of having home-raised beef,I prefer ethically sourced meat,I want to support local sustainable farms
27,42,"alternatives, meat alternatives, substitutes, meat substitutes, tofu, substitute, use, alternatives available, dislike, use meat",I substitute meat with cheese or eggs,Easy availability of healthy meat alternatives matters,I substitute red meat with chicken or turkey,I use meat alternatives like tofu and Gardein,Quality of meat alternatives matters to me
28,40,"concerns, health concerns, health, meat health concerns, concerns red meat, concerns red, health concerns red, meat health, concerned, meat concerned",I have concerns about processed meats,I am aware of health problems from meat,I am concerned about cancer risk from red meat,I have health concerns about meat,I have health concerns about processed meat
29,40,"weight, weight want, lose, lose weight, lose weight want, want, want lose, want lose weight, trying lose weight, trying lose",I am trying to lose weight,I want to lose weight,I have gained weight during menopause,I have lost weight after reducing meat,I want to gain or keep weight
30,40,"environment, concerned environment, environment concerned, environment concerned environment, care, concerned environment concerned, environmental, concerned, care environment, sustainability",I care about sustainability,I care about the environment,I am motivated by sustainability concerns,I care about environmental impact,My sons are concerned about environment
31,39,"day eat, day, day eat meat, daily eat, daily, daily eat meat, meat day eat, meat day, eat meat day, eat meat",I eat meat once or twice daily,I eat meat at least once daily,I eat one meat meal per day,I eat meat most days,I eat meat at least once a day
32,39,"animals, animal, care, care animal, animal welfare, welfare, care animal welfare, animals care, respect, lives",I prioritize animal welfare,I am an animal lover,I value animal welfare,I believe in ethical treatment of animals,My respect for animals has grown
33,37,"believe meat, believe, meat healthy, nutritious, nutritious believe, healthy, nutritious believe meat, meat nutritious, essential, meat nutritious believe",I believe meat is necessary for health,I believe meat is nutritious,I realize meat is not always healthy,I believe meat provides necessary protein,I believe beef is nutritious
34,37,"want, healthy, healthier want, want healthier, healthy want, want healthy, healthier, want healthier want, want stay, stay",I want to stay healthy,I want healthy hair,I want to be as healthy as possible,I want to be healthy,I want more longevity
35,36,"cost, buy meat, sale, choices, buy, price, consider cost, meat sale, choosing, influences",I consider cost when choosing food,I consider cost when choosing meals,Meat is affordable for me,Meat is relatively cheap,I look for meat deals when shopping
36,35,"love, meat love, love taste, meat love taste, love taste meat, taste meat love, taste, taste meat, love eating, meat love eating",I love the flavor of meat,I love eating meat,I love the taste of meat,I love eating red meat,I love to eat meat
37,35,"eat meat day, day eat, day, meat day, meat day eat, day eat meat, meat daily eat, daily eat, eat meat daily, meat daily",I eat meat every day,I eat meat daily,I eat meat-based meals daily,I eat beef every day,I eat some kind of meat daily
38,34,"cook, home, cook meat, home cook, meat home, prepare, home cook meat, cook meat home, eats cook, family",I enjoy cooking meat at home,I cook meat regularly at home,I cook lean meat at home,I prepare meat-based meals for my family,I am the main household cook
39,34,"weekly eat meat, weekly eat, eat meat times, meat times, weekly, times, meat times weekly, times weekly eat, times weekly, week eat meat",I eat meat five times per week,I eat meat one to three times weekly,I eat meat two or three days weekly,I eat meat three times a week,I eat meat 4-5 days a week
40,33,"meat eat, eat red, eat red meat, red meat eat, meat eat red, eat, red meat, red, eat meat eat, eat beef",I eat red meat less frequently,I ate little meat after pregnancy,I eat less meat than before,I eat less red meat,I eat minimal red meat
41,33,"environmental, impact, environmental impact, environmental concerns, environmental impact meat, impact meat, consider environmental, production, cattle, aware",Environmental concerns about beef production,I have doubts about meat's climate impact,Environmental concerns about eating meat,News about poor meat production conditions,I am aware of environmental issues from meat
42,32,"enjoy eating meat, eating meat enjoy, meat enjoy eating, enjoy eating, meat enjoy, enjoy, eating meat, eating, meat, enjoy cooking buying",I enjoy eating meat,I enjoy meat,I get satisfaction from eating meat,I enjoy eating meat regularly,I enjoy cooking and buying meat
43,29,"meat regularly eat, regularly eat meat, regularly eat, eat meat regularly, meat regularly, regularly, eat meat, eat, meat eat meat, kosher",I eat meat regularly,I eat meat often,I keep kosher and eat kosher meat,I eat common meat regularly,I eat meat regularly at home
44,29,"convenient, meat easy, easy, meat convenient, convenient meat, meat easy cook, prepare, easy cook, easier, meat easier",Meat is easier to prepare for a group,Meal prep with meat saves me time,Eating meat is convenient,Meat is convenient to prepare,Meat-based meals are convenient for me
45,28,"animal, cruelty, farming, animal cruelty, suffering, factory, animal suffering, concerned animal, factory farming, concerned animal cruelty",I am sensitive about animal harm,I care about animal cruelty,I am concerned about factory farming practices,I dislike unethical farming,I am concerned about factory farming ethics
