Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
-1,579,OUTLIER,I am concerned about climate change,I am not concerned about climate change,Doctor recommended I eat lean beef,I eat lean beef to reduce fat,I do not control grocery shopping or meal planning
0,243,"chicken, fish, eat chicken, turkey, chicken fish, eat, chicken turkey, eat fish, eat chicken fish, chicken eat",I mostly eat chicken,I eat chicken daily,Chicken is cheapest for most meals,Chicken and fish agree with me,"I regularly eat chicken, fish, and turkey"
1,186,"red, red meat, eat red meat, eat red, cut, meat, eating red, eating red meat, avoid red, avoid red meat",Red meat is traditional in my culture,I have not eaten red meat in 20 years,I eat less red meat now,Red meat causes health complications for me,I eat less red meat
2,140,"reducing, reducing meat, consumption, feel, meat consumption, limit meat, meat, limit, try, reduce",I considered reducing meat for my health,I considered reducing meat after health issues,I seek to reduce meat consumption,I try to reduce meat consumption,I have reduced meat per meal
3,137,"expensive, prices, meat prices, meat expensive, choices, cost, alternatives, meat, buy, meat substitutes",Rising meat prices may reduce consumption,I think meat prices are too high,I am concerned about meat prices,Meat is relatively cheap,Prices of beef have gone up
4,137,"vegetarian, vegan, vegetarian meals, vegetarians, meals, options, vegetarian options, pescatarian, years, friends",I sometimes have vegetarian meals,I was vegetarian for 19 years,I was vegan or vegetarian for years,I wish I could be vegetarian,I am open to trying a vegan diet
5,131,"family, family eats, eats, family eats meat, meat family, eats meat, meat family eats, eating meat family, eats meat family, meat",My family eats more meat than I do,My family eats a lot of meat,My family eats meat regularly,My family regularly eats meat,My family also enjoys eating meat
6,125,"animal, animal welfare, welfare, concerned animal, concerned animal welfare, animals, concerned, animal welfare concerned, welfare concerned, welfare concerned animal",I am concerned about animal rights,I am concerned about animal welfare,I consider animal cruelty in my choices,I believe animals should have ethical lives,I care about animal welfare
7,90,"protein, want protein, protein want, want, protein want protein, want protein want, need, protein diet, need protein, high protein",I want to get enough protein,I need protein for endurance sports,I want protein for energy and focus,I want enough protein,I want to hit protein goals
8,84,"meals, meals meat, include, incomplete, include meat, meat easy, incomplete meat, convenient, easy, meat meals",Meat makes meals tastier,Meat is widely available in restaurants,Most dinners I cook include meat,Most recipes I know use meat,Meat is the focal point of big meals
9,83,"times, eat meat times, meat times, week, week eat, week eat meat, weekly eat meat, weekly eat, weekly, eat meat",I eat meat four or five times weekly,I eat meat 2-4 times a week,I eat meat about three times a week,I eat meat three to four times weekly,I eat meat three or four times a week
10,83,"protein, protein meat, meat protein, source, eat meat protein, protein source, source protein, high protein, meat good, high",I think meat is a complete protein,Meat is high in protein,Meat is a source of protein,I wish for enjoyable non-meat protein options,I have not found suitable non-meat protein
11,75,"meat regularly eat, eat meat regularly, regularly eat, meat regularly, regularly, regularly eat meat, eat meat, eat, meat eat, meat eat meat",I eat various meats regularly,I eat meat regularly,I eat common meat regularly,I eat meat often,I regularly eat meat
12,71,"concerned health, health, concerned, health concerns, concerned health concerned, concerns, health concerned, diabetes, heart, health concerned health",I am concerned about health,I am concerned about kidney health,I am concerned about my health,I am concerned about health impacts,I am concerned about health effects
13,65,"enjoy taste, enjoy taste meat, enjoy, meat enjoy, taste meat enjoy, meat enjoy taste, taste meat, taste, texture, texture meat",I enjoy the taste of meat,I enjoy the flavor of meat,I enjoy pleasant meat aromas during cooking,I enjoy the flavor of some meats,I find meat delicious
