Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
-1,642,OUTLIER,I enjoy the taste of meat,I grew up eating meat at meals,I like the taste of meat,Doctor recommended I eat lean beef,I eat lean beef to reduce fat
0,735,"meat, red, red meat, avoid, eating, health, pork, reduce, consumption, eating meat",I avoid beef,Health risks are associated with eating too much meat,I have trouble eating carbohydrates,I prefer not to eat meat,I try to eat less meat for health
1,510,"meat, family, eat meat, eat, eats, eats meat, family eats, regularly, meat regularly, protein",My parents served meat with dinner,My son and daughter-in-law eat mostly meat,My family includes meat in their meals,My friends include meat in their meals,I choose meat as my protein source
2,462,"want, protein, weight, want protein, diet, plantbased, vegetables, meals, healthy, healthier",My eating habits influenced by my partner,I value creativity in plant-based meals,I choose food that is easy to prepare,Social contacts care about cost and nutrition,My household eats what I cook
3,254,"meat, easy, believe, good, prefer, meat easy, eating, protein, eating meat, meat tastes",Meat tastes great with meals,Well-cooked meat increases enjoyment,Meat tastes good,Meat is satisfying and filling,Meat tastes great to me
4,201,"chicken, eat chicken, fish, eat, turkey, chicken fish, chicken turkey, chicken eat, prefer, fish eat",I mostly eat chicken,I mainly eat chicken or fish,We raise chickens for eggs and meat,I substitute red meat with chicken or turkey,I primarily eat chicken or turkey
5,174,"eat, eat meat, times, week, week eat, day, day eat, weekly, meat day, day eat meat",I eat meat at least once a day,I eat red meat 3-4 times weekly,I eat meat two to three times weekly,I limit meat to two or three days weekly,I have reduced red meat to once every other week
6,109,"vegetarian, vegan, vegetarian meals, meals, friends, years, vegetarians, vegetarian vegetarian, vegan vegetarian, vegetarian vegan",My family is vegetarian,I was raised vegetarian,My nephew is vegan,I prepare vegan meals for social occasions,My dad and stepmom are vegetarians
7,106,"animal, animal welfare, welfare, concerned animal, concerned animal welfare, concerned, animal welfare concerned, welfare concerned, welfare concerned animal, animals",I am concerned about animal rights,My mom cares about animal welfare,I am an animal welfare advocate,My family values animal welfare,I watch animal welfare documentaries
8,101,"health, concerned health, concerned, health concerns, concerns, motivated health, motivated, heart, health concerned, concerned health concerned",I have health concerns,I am concerned about my health,I am concerned about health impacts,I had colon cancer,My wife has liver issues
9,86,"eat meat, eat, meat meals, meat, eat meat meals, people, people know, meals, know, know eat",Most friends eat a lot of meat,Most dinners I cook include meat,I eat meat with most meals,Most people around me eat meat,I eat meat most days
10,78,"concerned, environmental, impact, environmental impact, environment, concerned environmental, concerned environmental impact, impact concerned, environmental impact concerned, environment concerned",I care about sustainability,I am concerned about environmental impact,I am concerned about environmental impacts,I am concerned about the environment,I care about the environment
