Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
-1,342,OUTLIER,I enjoy the taste of meat,I grew up eating meat at meals,I like the taste of meat,Doctor recommended I eat lean beef,I eat lean beef to reduce fat
0,1680,"meat, eat, eat meat, eating, family, red, red meat, eating meat, avoid, friends",My parents served meat with dinner,Meat-eating is ingrained in my lifestyle,I reduce meat consumption if price increases,I avoid uncommon meats like rabbit,Meat is part of family tradition
1,466,"want, protein, diet, want protein, weight, plantbased, vegetables, meals, healthy, healthier",I want to get more protein,I want high-quality protein,I aim to meet protein goals,I enjoy trying different foods,I want a good source of protein
2,201,"meat, believe, easy, prefer, good, meat easy, protein, eating, meat tastes, meat feels",Meat tastes great with meals,Eating meat feels natural to me,Meat is satisfying and filling,Meat tastes great to me,Meat feels familiar and satisfying
3,199,"chicken, eat chicken, fish, eat, turkey, chicken fish, chicken turkey, prefer, chicken eat, fish eat",I mostly eat chicken,I eat mostly chicken and fish when dining out,My significant other mostly eats chicken,"I eat chicken, beef, and pork","I regularly eat chicken, fish, and turkey"
4,175,"eat, eat meat, times, week, week eat, day, day eat, weekly, meat day, day eat meat",I eat meat at least once a day,I limit meat to two or three days weekly,I eat meat at least once daily,I have reduced red meat to once every other week,I have reduced white meat to twice a week
5,110,"vegetarian, vegan, vegetarian meals, meals, friends, years, vegetarians, vegetarian vegetarian, vegan vegetarian, vegetarian vegan",My family is vegetarian,I was vegetarian for 19 years,My nephew is vegan,My dad and stepmom are vegetarians,My sister is a vegetarian
6,107,"animal, animal welfare, welfare, concerned animal, concerned animal welfare, concerned, welfare concerned, animal welfare concerned, welfare concerned animal, animals",I am concerned about animal rights,I am concerned about animal welfare,I consider animal intelligence,My mom cares about animal welfare,My family values animal welfare
7,100,"health, concerned health, concerned, health concerns, concerns, motivated health, motivated, heart, health concerned, concerned health concerned",I have health concerns,I have general health concerns,I am concerned about my health,I am concerned about health impacts,I discuss health risks with my friend
8,78,"concerned, environmental, impact, environmental impact, environment, concerned environmental, concerned environmental impact, environmental impact concerned, impact concerned, environment concerned",I care about sustainability,I am concerned about environmental impact,I am concerned about environmental impacts,I am concerned about the environment,I care about the environment
