Topic,Count,Name,Representation,Representative_Docs
-1,342,-1_taste meat_enjoy_taste_meat,"['taste meat', 'enjoy', 'taste', 'meat', 'eating', 'enjoy taste meat', 'enjoy taste', 'eating meat', 'meat enjoy', 'like']","['I enjoy the taste of meat', 'I enjoy the taste of meat', 'I enjoy the taste of meat']"
0,1680,0_meat_eat_eat meat_eating,"['meat', 'eat', 'eat meat', 'eating', 'family', 'red', 'red meat', 'eating meat', 'avoid', 'friends']","['Family and friends eat meat regularly', 'Family and friends eat meat regularly', 'I eat less meat than before']"
1,466,1_want_protein_diet_want protein,"['want', 'protein', 'diet', 'want protein', 'weight', 'plantbased', 'vegetables', 'meals', 'healthy', 'healthier']","['I want to get enough protein', 'I want to get enough protein', 'I want to get enough protein']"
2,201,2_meat_believe_easy_prefer,"['meat', 'believe', 'easy', 'prefer', 'good', 'meat easy', 'protein', 'eating', 'meat tastes', 'meat feels']","['Meat tastes good to me', 'Eating meat feels normal to me', 'Eating meat feels normal to me']"
3,199,3_chicken_eat chicken_fish_eat,"['chicken', 'eat chicken', 'fish', 'eat', 'turkey', 'chicken fish', 'chicken turkey', 'prefer', 'chicken eat', 'fish eat']","['I mostly eat chicken', 'I mostly eat chicken', 'I mostly eat chicken']"
4,175,4_eat_eat meat_times_week,"['eat', 'eat meat', 'times', 'week', 'week eat', 'day', 'day eat', 'weekly', 'meat day', 'day eat meat']","['I eat meat three times a week', 'I eat meat five times per week', 'I eat meat four times a week']"
5,110,5_vegetarian_vegan_vegetarian meals_meals,"['vegetarian', 'vegan', 'vegetarian meals', 'meals', 'friends', 'years', 'vegetarians', 'vegetarian vegetarian', 'vegan vegetarian', 'vegetarian vegan']","['I am a vegetarian', 'I am vegetarian', 'I am vegetarian']"
6,107,6_animal_animal welfare_welfare_concerned animal,"['animal', 'animal welfare', 'welfare', 'concerned animal', 'concerned animal welfare', 'concerned', 'welfare concerned', 'animal welfare concerned', 'welfare concerned animal', 'animals']","['I am concerned about animal welfare', 'I am concerned about animal welfare', 'I am concerned about animal welfare']"
7,100,7_health_concerned health_concerned_health concerns,"['health', 'concerned health', 'concerned', 'health concerns', 'concerns', 'motivated health', 'motivated', 'heart', 'health concerned', 'concerned health concerned']","['I am concerned about health', 'I am concerned about health', 'I am concerned about my health']"
8,78,8_concerned_environmental_impact_environmental impact,"['concerned', 'environmental', 'impact', 'environmental impact', 'environment', 'concerned environmental', 'concerned environmental impact', 'environmental impact concerned', 'impact concerned', 'environment concerned']","['I am concerned about environmental impact', 'I am concerned about environmental impact', 'I am concerned about environmental impact']"
