Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
-1,696,OUTLIER,I eat meat often,I eat mostly meat,I mostly eat meat,I grew up eating meat at meals,I like the taste of meat
0,402,"avoid, meat, eating, reduce, red, meat health, red meat, reasons, avoid eating, pork",I avoid fatty meats,Eating cheese or eggs reduces my meat intake,Family and friends eat less red meat,I eat less red meat,I feel tired eating less meat
1,297,"family, meat, eats, eats meat, family eats, regularly, meat regularly, eat meat, family eats meat, eat",I eat wild game from family,Family and friends include meat in meals,My family eats meat with every meal,Meat is central in my family culture,My mother eats a lot of meat
2,259,"meat, health, dislike, unhealthy, eating, choices, concerned, concerns, environmental, feel",I dislike the taste of fish,Meat by-products grossed me out,I do not like limiting what I eat,I sometimes feel self-conscious eating all meats,I dislike yogurt
3,194,"vegetables, diet, plantbased, food, meals, foods, eat, habits, want, balanced",I enjoy trying different foods,I prefer pea-based substitutes,My family has similar eating habits,I want to enjoy meals regardless of health advice,Traditional meals are common in my community
4,190,"meat, easy, believe, good, meat easy, prefer, protein, meat tastes, tastes, meat feels",Meat tastes great with meals,Meat-centered meals feel complete,Meat leaves me feeling satiated,Meat is affordable for me,I believe meat is healthy
5,181,"chicken, eat chicken, fish, turkey, chicken fish, eat, chicken turkey, prefer, chicken eat, eat chicken fish",I choose chicken and turkey for health,I prefer eating chicken over red meat,My wife prefers fish and chicken,I eat ground turkey and chicken,I enjoy taste of chicken
6,118,"times, week, week eat, weekly, meat times, eat, eat meat times, weekly eat, times week, eat meat",I incorporate fish weekly,I eat meat at least twice daily,I eat meat at least once daily,I eat chicken a few times a week,I eat meat at least once a day
7,110,"vegetarian, vegan, vegetarian meals, meals, friends, years, vegetarians, vegetarian vegetarian, vegan vegetarian, vegetarian vegan",My family is vegetarian,I am a philosophical Buddhist,I am vegetarian,I was vegan or vegetarian for years,I became vegetarian
8,100,"health, concerned health, health concerns, concerned, concerns, motivated health, motivated, heart, health concerned, concerned health concerned",I have health concerns,I am concerned about my health,I have heart disease in my family,I am concerned about health,I am concerned about diabetes
9,95,"animal, animal welfare, welfare, concerned animal, concerned animal welfare, welfare concerned, animal welfare concerned, welfare concerned animal, concerned, animals",I am concerned about animal rights,I saw documentaries about animal ethics,I am in favor of animal rights,I consider animal intelligence,My mom cares about animal welfare
10,85,"eat meat, eat, meat meals, eat meat meals, people, people know, people know eat, know eat, know, meals",Most friends eat a lot of meat,I eat meat with most meals,I eat meat for most meals,I include meat in most meals,I eat meat at most meals
11,84,"want, healthy, weight, want healthy, want healthier, healthier, weight want, stay, want stay, healthy want",I want to stay healthy,I want a healthier lifestyle,I am motivated to maintain a healthy weight,I want to live longer,I want to be healthier
12,80,"protein, want protein, want, protein want, want protein want, protein want protein, need, need protein, high protein, protein diet",I need high protein intake,I want to get enough protein,I want protein for energy and focus,I try to include more protein,I want more protein
13,79,"concerned, environmental, impact, environmental impact, environment, concerned environmental, concerned environmental impact, environmental impact concerned, impact concerned, environment concerned",I care about sustainability,I am concerned about environmental impact,I am environmentally conscious,I care about the environment,I am motivated by environmental concerns
14,70,"red meat, red, limit red, limit red meat, red meat consumption, meat, limit, cut red meat, cut red, consumption",Red meat is traditional in my culture,I grew up eating a lot of red meat,I am cutting out red meat,I love eating red meat,I enjoy red meat
15,68,"enjoy taste meat, enjoy taste, enjoy, taste meat, taste meat enjoy, meat enjoy, meat enjoy taste, taste, meat, flavor",I enjoy the taste of meat,I enjoy meat,Housemates enjoy the taste of meat,People around me like the taste of meat,I enjoy the flavor of meat
16,66,"protein, meat protein, eat meat protein, protein meat, protein eat meat, protein eat, eat meat, meat, meat protein eat, meat provides",I eat meat for protein and iron,I eat meat for nutrients,Meat provides essential amino acids,Meat gives us protein,I eat meat for iron
17,64,"meat, crave, eat meat, crave meat, eat, meat available, people eat, people, meat filling, people eat meat",I eat meat when craving it,I crave the taste of meat,I cook meat when available,Meat fills me up,I eat meat when I want to
18,58,"enjoy eating, enjoy eating meat, meat enjoy eating, enjoy, meat enjoy, eating meat enjoy, eating meat, eating, meat love, eating meat love",I enjoy eating meat,I love to eat meat,I love eating meat,I like eating meat,I get satisfaction from eating meat
19,57,"day, day eat, eat meat day, meat day, meat day eat, day eat meat, daily eat, daily, meat daily, meat daily eat",I have meat-free days each week,I eat meat almost every day,I eat protein every day,I eat meat daily,I eat meat every day
20,53,"rarely, rarely eat, eat, meals, meat, meat eat, meatless, limited, rarely eats, eat smaller",I sometimes eat no meat,I rarely eat chicken or fish,Meatless dinners are rare in my house,I often do not eat any meat,I sometimes enjoy meals without meat
21,52,"expensive, meat expensive, prices, expensive meat, meat prices, expensive meat expensive, meat expensive meat, high, red meat expensive, high meat prices",Red meat is expensive,The cost of beef is high,Meat for breakfast is expensive,Meat is sometimes expensive,Red meat is more expensive than chicken
