Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
-1,375,OUTLIER,I eat meat every day,I eat meat almost every day,I feel guilty about eating animals,I have no moral issues eating meat,Doctor recommended I eat lean beef
0,293,"avoid, red, red meat, meat, avoid eating, pork, meat avoid, eating, meats, processed",I avoid red meat and pork,Health risks are associated with eating too much meat,I avoid processed meat products,I avoid beef,I avoid uncommon meats like rabbit
1,292,"friends, social, contacts, social contacts, people, eat meat, meat, friends eat, eat, meat social",Most friends eat a lot of meat,I know vegetarians or vegans,People around me eat meat regularly,People around me eat meat,Social contacts prefer eating meat
2,274,"chicken, fish, eat chicken, eat, prefer, chicken fish, turkey, chicken turkey, buy, eat fish",I mostly eat chicken,I increase chicken and fish for weight loss,Chicken is more sustainable and healthier,I think chicken is filling and low calorie,I prefer chicken over red meat
3,259,"family, meat family, eats, family eats, eats meat, family eats meat, meat, eating meat family, eating, meat family eats",My family are all meat eaters,My family eats various meats,My family includes meat in their meals,My family eats meat frequently,My family eats meat regularly
4,201,"want, weight, motivated, diet, healthy, healthier, lose, motivated health, health, lose weight",I want to be as healthy as possible,I want to exercise more,I want healthy hair,I want to lose weight,I want to stay healthy
5,188,"consumption, red meat, red, meat, limit, meat consumption, cut, try, reducing, reduce",I eat red meat less frequently,I feel better eating less red meat,I eat less meat than most people,I eat less meat than I used to,I eat less meat than before
6,148,"vegetarian, meals, plantbased, vegetables, vegetarian meals, vegan, plantbased meals, meatless, balance, balance meat",I sometimes eat no meat,I eat 'cheat meals' when unprepared,I occasionally eat vegan and meatless options,I enjoy veggie burgers,I sometimes enjoy meals without meat
7,129,"meat, meat easy, meat feels, easy, protein meat, protein, feels, feel, eating meat feels, source",Meat tastes great with meals,Meat is usually the main course,Eating meat is easier than vegetarian meals,Meat makes meals tastier,Meat makes meals easier to eat and enjoyable
8,119,"animal, animal welfare, welfare, concerned animal, concerned animal welfare, concerned, welfare concerned, animal welfare concerned, animals, welfare concerned animal",I am concerned about animal welfare,I am concerned about harming animals,I am concerned about animal deaths,I am aware of animal welfare concerns,I am concerned about animal pain
9,111,"protein, want protein, want, protein want, protein want protein, want protein want, need, need protein, high protein, iron",I need high protein intake,I want to get enough protein,I need a source of protein,I want protein for energy and focus,I want to consume a lot of protein
10,104,"meat meals, meals, eat, eat meat meals, meals eat, eat meat, meat meals eat, meals eat meat, cook, home",I usually have meat at breakfast,I eat meat in most meals,I eat meat for lunch or dinner,I include meat while breastfeeding,I include meat in most meals
11,100,"expensive, meat expensive, prices, cost, meat prices, expensive meat, choices, price, meat, limited",Red meat is expensive,Increasing meat prices limit beef consumption,Meat is too expensive for my budget,High meat prices would change my habits,The cost of beef is high
12,100,"protein, believe, meat protein, believe meat, eat meat protein, meat, protein eat meat, protein eat, eat meat, eat",I get most of my protein from meat,Vegetables are my primary protein source,I like meat's protein content,I eat meat for protein,I eat more protein that is non-meat
13,96,"health, concerned, concerned health, concerns, concerned health concerned, health concerned, cholesterol, health concerns, heart, concerned cholesterol",I am concerned about cholesterol,A doctor advised me about cholesterol,I have cholesterol concerns,I am concerned about my health,I am concerned about heart disease
14,92,"times, week, week eat, meat times, eat meat times, weekly, week eat meat, weekly eat, eat meat, eat",I eat meat four to five days weekly,I eat meat once or twice a week,I eat meat 2-4 times a week,I eat meat three times a week,I eat meat a few times weekly
15,86,"taste meat, taste, enjoy taste meat, enjoy taste, meat enjoy taste, taste meat enjoy, meat enjoy, enjoy, like taste meat, like taste",I enjoy the taste of meat,I like the taste of meat,I enjoy having steak and ribs,I like how meat tastes,I enjoy the protein in meat
16,83,"environmental, concerned, impact, environmental impact, concerned environmental, concerned environmental impact, environment, environmental impact concerned, impact concerned, environment concerned",My sons are concerned about environment,I want a smaller environmental footprint,I am concerned about environmental impact,Environmental concerns make me sad,I want to reduce environmental impact
17,83,"eat meat regularly, regularly, meat regularly, eat meat, regularly eat, meat regularly eat, eat, meat meal eat, meal eat, meat meal",I eat various meats regularly,I eat meat regularly,I am comfortable with my meat routine,I plan to continue eating meat,Meat is just part of my diet
18,79,"grew, grew eating, raised, grew eating meat, eating, raised eating, eating meat, meat grew, raised eating meat, meat grew eating",I grew up eating meat,I was brought up eating meat,I was raised eating meat,I was raised eating pork,I grew up eating meat regularly
19,78,"wife, husband, partner, prefers, boyfriend, eats, meat wife, meat husband, eating, husband prefers",My husband eats less red meat,My boyfriend enjoys eating meat,My wife prefers red meat,My wife has digestion issues,My wife eats the same as I do
20,60,"enjoy eating, enjoy eating meat, meat enjoy eating, enjoy, eating meat enjoy, meat enjoy, eating meat, eating, meat love, love",I think meat is delicious,I enjoy eating meat,I love to eat meat,Eating meat is my favorite thing,I love eating meat
21,57,"crave, meat crave, crave meat, different, meat crave meat, meat, eat meat, steak, eat meat available, different kinds",I eat meat when craving it,I eat meat when I want to,I crave meat during my follicular phase,I want to eat meat again,I am obsessed with being a carnivore
22,51,"habit, meat habit, eating meat habit, eating meat, eating, moderation, habit eating, habit eating meat, meat moderation, meateating",Eating meat prevents animal food waste,I visualize animals when eating meat,Meat-eating is ingrained in my lifestyle,Meat-eating is ingrained in our behavior,Eating meat is a habit
