Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
-1,612,OUTLIER,I like the taste of meat,I eat meat at least once a day,My parents served meat with dinner,I eat meat at least once daily,Doctor recommended I eat lean beef
0,236,"chicken, fish, eat chicken, turkey, chicken fish, eat, chicken eat, chicken turkey, eat fish, eat chicken fish",I mostly eat chicken,I try to eat more chicken,I like the taste of chicken and fish,I switch to poultry for burgers,"I eat mainly fish, shrimp, or chicken"
1,190,"family, family eats, friends, meat family, eats, family eats meat, eats meat, friends eat, regularly, friends eat meat",My family eats meat as main portion,Most friends and family eat meat regularly,My friends and family eat meat regularly,My family eats meat frequently,My family eats a variety of meats
2,132,"protein, protein meat, believe meat, believe, meat protein, source, eat meat protein, meat good, meat, meat healthy",I think meat is a complete protein,I eat meat for protein,I focus on meat for protein,I want to get protein from meat,I think meat is good for health
3,125,"cut, consumption, reducing, meat consumption, reducing meat, reduced, feel, reduce, meat reduced, reduce meat",I cut back on red meat,I considered reducing meat for my health,I try to reduce meat consumption,I have reduced how much meat I eat,I have cut back on some meat
4,121,"animal, welfare, animal welfare, concerned animal, concerned animal welfare, welfare concerned, animal welfare concerned, concerned, animals, welfare concerned animal",I am an animal lover,I am a big animal lover,Concern for animal welfare,I am concerned about animal welfare,I am motivated by animal welfare concerns
5,106,"expensive, meat expensive, prices, meat prices, cost, price, choices, expensive meat, meat choices, sale",Red meat is expensive,Meat is expensive at every meal,Meat is very expensive,I am concerned about meat prices,I think meat prices are too high
6,101,"cholesterol, health, concerned health, concerned, concerns, health concerns, concerned health concerned, health concerned, heart, cholesterol concerned",I am concerned about my health,I am concerned about health,I am concerned about health effects,I am concerned about kidney health,I am concerned about cancer
7,93,"protein, want protein, protein want, want, protein want protein, want protein want, need, need protein, protein diet, high protein",I want to get enough protein,I want a high protein diet,I want to hit protein goals,I need protein,I want enough protein
8,82,"diet, moderation, balanced, meat moderation, balanced diet, new, want, new meats, trying new, variety",I want to eat healthier,I want proper nutrition,I am motivated to eat healthier,I focus on healthy food choices,I aim for a healthier diet
9,79,"habit, meat habit, eating meat, eating, eating meat habit, meat feels, eating meat feels, feels, habit eating meat, habit eating",Meat gets tiring when eaten too much,Eating meat is a habit,Eating meat is a habit for me,Christianity supports eating meat for me,I watched informational videos against pork
10,69,"community, tradition, family tradition, meat family tradition, cultural, family, eating meat family, gatherings, culture, eating",Red meat is traditional in my culture,Meat is a cultural habit in my country,Meat meals symbolize family and community,Meat is a staple in my culture,Family traditions involve eating meat
11,66,"reasons, meat health, friends, meat health reasons, meat friends, avoid meat, reasons friends, health reasons, family, mom",Some family avoid red meat for health,Community members try to eat less red meat,People I know reduce meat for health reasons,Friends or family sometimes restrict meat for health,Some people avoid meat for dietary reasons
12,66,"times, week eat, meat times, week, eat meat times, week eat meat, weekly, weekly eat, times week, times week eat",I eat meat five times per week,I eat meat five to six days weekly,I eat meat three to four days weekly,I eat meat 2-4 times a week,I eat meat four to five times weekly
13,65,"husband, wife, partner, boyfriend, prefers, meat wife, eats, meat partner, wife eats, meat husband",My husband avoids red meat,My boyfriend prefers meals with meat,I live with my boyfriend,My partner eats less meat now,My husband loves steak and pork
14,64,"contacts, social contacts, social, meat social contacts, meat social, contacts eat, social contacts eat, contacts eat meat, eating meat social, social contacts value",Most social contacts eat meat,Social contacts enjoy the taste of meat,Social contacts enjoy my well-cooked meat,Most close contacts eat meat,Social contacts regulate red meat intake
15,63,"grew, grew eating, raised, grew eating meat, raised eating, meat grew, raised eating meat, eating meat, eating, meat grew eating",I was raised eating pork,I was exposed to many meat types growing up,I was raised eating meat,I grew up eating meat-centered meals,I grew up eating meat
16,59,"avoid, meat avoid, meats avoid, avoid eating, processed, avoid processed, avoid red meat, avoid red, avoid eating red, meats",I avoid eating red meats,I avoid foods that cause allergies,I avoid red meat during the week,I avoid eating red meat,I avoid eating dark meat
17,56,"pork, avoid, avoid pork, beef, pork avoid, avoid eating, beef avoid, pork avoid eating, avoid beef, eating beef",I avoid red meat and pork,I avoid beef and pork,I avoid beef,I avoid pork because it feels heavy,I avoid steak and pork
18,53,"vegetables, vegetarian, vegetarian meals, meals, eat vegetables, vegan, eat vegetarian, vegan meals, options, vegetable",I occasionally eat vegan and meatless options,I am more open to occasional vegetarian meals,I missed variety in vegetarian menus,I sometimes have vegetarian meals,I sometimes try vegan or vegetarian meals
19,51,"meat tastes, tastes, incomplete, incomplete meat, filling meat, filling, meat tastes good, tastes good, meals feel, incomplete meat meat",Meat tastes great with meals,Meat tastes better to me,Meat makes meals easier to eat and enjoyable,Meat makes meals tastier,Meat is satisfying and filling
20,48,"enjoy taste meat, enjoy taste, taste meat enjoy, meat enjoy taste, meat enjoy, taste meat, enjoy, taste, meat enjoy flavor, flavor meat enjoy",I enjoy the taste of meat,I enjoy the flavor of meat,I like the flavor of meat,I enjoy the flavor of some meats,I find meat tasty
21,48,"people, meat people, know, people eat, people eat meat, eat meat people, people know, know eat, people know eat, meat people eat",People around me eat meat regularly,Everyone around me eats meat regularly,People around me eat meat,People around me like the taste of meat,People around me eat a lot of meat
22,46,"ethical, grassfed, ethically, sourced meat, sourced, ethically sourced, ethically sourced meat, buy, grassfed meat, seek",I prefer grass-fed or ethical meat,I try to eat ethically sourced meat,I value convenience of having home-raised beef,I prefer ethically sourced meat,I want to support local sustainable farms
23,41,"vegetarian, vegan, friends, vegetarians, vegan friends, vegan family, vegetarian friends, daughter, son, parents",My family is vegetarian,My parents are vegetarian,I have vegetarian friends,My family includes a vegetarian,My daughter is vegan
24,40,"environment, concerned environment, environment concerned, environment concerned environment, care, concerned environment concerned, environmental, concerned, care environment, sustainability",I care about sustainability,I am motivated by environmental concerns,I am motivated by sustainability concerns,I care about environmental impact,My sons are concerned about environment
25,40,"concerns, health concerns, health, meat health concerns, concerns red, concerns red meat, health concerns red, meat health, concerned, meat concerned",Health concerns about red meat,I have health concerns about meat,I am concerned about health problems from meat,I have health concerns about red meat,I am concerned about hormones in meat
26,39,"vegetarian, vegan, years, vegetarian vegan, vegetarians, vegetarian vegetarian, 19, 19 years, raised vegetarian, vegan 20",I am vegan,I enjoy being a vegetarian,I am vegetarian,I wish I could be vegetarian,I am Native American
27,39,"occasionally, eat beef, steak, meat occasionally, occasionally eat, beef, occasionally eat beef, eat, meat occasionally eat, freezer",I eat red meat occasionally,I eat more beef in summer for grilling,I still consume red meat,I eat beef sometimes,I eat meat occasionally
28,39,"crave, crave meat, meat available, available, cravings, eat meat available, available crave, crave meat eat, feel like, meat eat",I eat meat when craving it,I am motivated by cravings,I crave meat,I eat meat when I crave it,I feel addicted to meat taste
29,39,"weight, weight want, lose, lose weight, lose weight want, want, want lose, want lose weight, trying lose weight, trying lose",I want to avoid weight gain,I want to lose weight,I lost over 100 pounds eating this way,I want to regulate my weight,I lost significant weight over time
30,37,"want, healthier want, healthy, want healthier, healthy want, want healthy, healthier, want stay, want healthier want, stay",I want to stay healthy,I want to be healthy and live long,I want to have energy for work,I want to prevent health issues,I want a healthier future for myself
31,36,"alternatives, meat alternatives, substitutes, tofu, meat substitutes, substitute, use, alternatives available, meat alternatives eat, alternatives eat",Alternative meat choices are not the norm,Meat substitutes do not taste like real meat,Plant-based alternatives did not taste good,Meat substitutes are accepted if taste is similar,I use meat alternatives like tofu and Gardein
32,35,"meat eat, meat eat meat, wild, eaten, eaten meat, lunch dinner, eaten meat eat, meat lunch dinner, eat meat lunch, meat lunch",I eat various meats regularly,I am comfortable with my meat routine,I eat a lot of meat,I eat meat,I eat meat for flavor
33,35,"day eat, day eat meat, meat day eat, eat meat day, day, meat day, daily eat, daily eat meat, meat daily eat, eat meat daily",I eat meat every day,I eat meat daily,I eat meat-based meals daily,I eat beef every day,I eat meat every single day
34,35,"love, meat love, love taste, meat love taste, love taste meat, taste meat love, taste, taste meat, love eating, meat love eating",I love the flavor of meat,I love eating meat,I love the taste of meat,I love eating red meat,I love to eat meat
35,32,"enjoy eating meat, eating meat enjoy, meat enjoy eating, enjoy eating, meat enjoy, enjoy, eating meat, eating, meat, enjoy cooking buying",I enjoy eating meat,I enjoy meat,I enjoy cooking and buying meat,I enjoy eating meat regularly,I get satisfaction from eating meat
36,31,"environmental, impact, environmental impact, environmental concerns, environmental impact meat, impact meat, consider environmental, aware, cattle, production",Environmental concerns about beef production,I have doubts about meat's climate impact,Environmental concerns about eating meat,News about poor meat production conditions,I am aware of environmental issues from meat
37,31,"meat easy, convenient, easy, meat convenient, meat easy cook, convenient meat, prepare, easy cook, easier, meat easy prepare",Meat is easier to prepare for a group,Meat is convenient for meal prep,Eating meat is convenient,Meat is convenient to prepare,Meat-based meals are convenient for me
38,30,"eat red, eat red meat, red meat eat, meat eat, meat eat red, eat, red meat, red, used eat, eat beef",I eat red meat less frequently,I eat leaner meats over red meat,I eat less meat than before,I eat less red meat,I eat minimal red meat
39,30,"concerned environmental, environmental impact, environmental, impact, concerned environmental impact, impact concerned environmental, environmental impact concerned, impact concerned, concerned, impact want",I want to reduce environmental blueprint,I am concerned about environmental impact,I am curious about environmental impact,I want to reduce environmental impact,I hear about environmental impact in the news
40,30,"unhealthy, meat unhealthy, red meat, red, red meat unhealthy, unhealthy red meat, red meat makes, unhealthy red, feel unwell eating, unwell eating",I believe pork is unhealthy,I think eating a lot of meat is unhealthy,Red meat makes me feel sleepy,I believe red meat is unhealthy,I think red meat is unhealthy
41,29,"meat regularly eat, regularly eat meat, regularly eat, eat meat regularly, meat regularly, regularly, eat meat, eat, meat eat meat, kosher",I eat meat regularly,I regularly eat meat,I eat meat often,I keep kosher and eat kosher meat,I eat meat regularly at home
42,28,"meat meals, eat meat meals, meals eat meat, meat meals eat, meals eat, meals, include meat, include, include meat meals, meat meals include",I eat meat with most meals,I always include meat in my meals,I eat meat at most meals,I eat meat in most meals,I eat meat for most meals
