Topic,Count,Name,Representation,Representative_Docs
-1,612,-1_meat_eat_eat meat_like,"['meat', 'eat', 'eat meat', 'like', 'like taste meat', 'like taste', 'meal', 'meals', 'taste', 'health']","['I like the taste of meat', 'I like the taste of meat', 'I like the taste of meat']"
0,236,0_chicken_fish_eat chicken_turkey,"['chicken', 'fish', 'eat chicken', 'turkey', 'chicken fish', 'eat', 'chicken eat', 'chicken turkey', 'eat fish', 'eat chicken fish']","['I eat chicken and fish', 'I eat chicken and fish', 'I eat more chicken and fish']"
1,190,1_family_family eats_friends_meat family,"['family', 'family eats', 'friends', 'meat family', 'eats', 'family eats meat', 'eats meat', 'friends eat', 'regularly', 'friends eat meat']","['All my family eats meat', 'My family eats meat', 'My family eats more meat than I do']"
2,132,2_protein_protein meat_believe meat_believe,"['protein', 'protein meat', 'believe meat', 'believe', 'meat protein', 'source', 'eat meat protein', 'meat good', 'meat', 'meat healthy']","['I eat meat for protein', 'I get protein from meat', 'I get most of my protein from meat']"
3,125,3_cut_consumption_reducing_meat consumption,"['cut', 'consumption', 'reducing', 'meat consumption', 'reducing meat', 'reduced', 'feel', 'reduce', 'meat reduced', 'reduce meat']","['I try to reduce meat consumption', 'I try to reduce meat consumption', 'I am reducing meat consumption']"
4,121,4_animal_welfare_animal welfare_concerned animal,"['animal', 'welfare', 'animal welfare', 'concerned animal', 'concerned animal welfare', 'welfare concerned', 'animal welfare concerned', 'concerned', 'animals', 'welfare concerned animal']","['I am concerned about animal welfare', 'I am concerned about animal welfare', 'I am concerned about animal welfare']"
5,106,5_expensive_meat expensive_prices_meat prices,"['expensive', 'meat expensive', 'prices', 'meat prices', 'cost', 'price', 'choices', 'expensive meat', 'meat choices', 'sale']","['Meat is very expensive', 'Meat is too expensive', 'Meat is expensive for me']"
6,101,6_cholesterol_health_concerned health_concerned,"['cholesterol', 'health', 'concerned health', 'concerned', 'concerns', 'health concerns', 'concerned health concerned', 'health concerned', 'heart', 'cholesterol concerned']","['I am concerned about my health', 'I am concerned about my health', 'I am concerned about my health']"
7,93,7_protein_want protein_protein want_want,"['protein', 'want protein', 'protein want', 'want', 'protein want protein', 'want protein want', 'need', 'need protein', 'protein diet', 'high protein']","['I want to get enough protein', 'I want more protein', 'I want to get enough protein']"
8,82,8_diet_moderation_balanced_meat moderation,"['diet', 'moderation', 'balanced', 'meat moderation', 'balanced diet', 'new', 'want', 'new meats', 'trying new', 'variety']","['I want a balanced diet', 'I want a balanced diet', 'I want a more balanced diet']"
9,79,9_habit_meat habit_eating meat_eating,"['habit', 'meat habit', 'eating meat', 'eating', 'eating meat habit', 'meat feels', 'eating meat feels', 'feels', 'habit eating meat', 'habit eating']","['Eating meat is mostly out of habit', 'Eating meat is a habit for me', 'Eating meat is a habit for me']"
10,69,10_community_tradition_family tradition_meat family tradition,"['community', 'tradition', 'family tradition', 'meat family tradition', 'cultural', 'family', 'eating meat family', 'gatherings', 'culture', 'eating']","['Eating meat is a family tradition', 'Eating meat is family tradition', 'Eating meat is a family tradition']"
11,66,11_reasons_meat health_friends_meat health reasons,"['reasons', 'meat health', 'friends', 'meat health reasons', 'meat friends', 'avoid meat', 'reasons friends', 'health reasons', 'family', 'mom']","['My mom eats less meat for health reasons', 'People avoid red meat for health reasons', 'Some social contacts avoid meat for health reasons']"
12,66,12_times_week eat_meat times_week,"['times', 'week eat', 'meat times', 'week', 'eat meat times', 'week eat meat', 'weekly', 'weekly eat', 'times week', 'times week eat']","['I eat meat a few times a week', 'I eat meat a few times a week', 'I eat meat several times a week']"
13,65,13_husband_wife_partner_boyfriend,"['husband', 'wife', 'partner', 'boyfriend', 'prefers', 'meat wife', 'eats', 'meat partner', 'wife eats', 'meat husband']","['My husband prefers red meat', 'My husband prefers eating meat', 'My wife eats the same as I do']"
14,64,14_contacts_social contacts_social_meat social contacts,"['contacts', 'social contacts', 'social', 'meat social contacts', 'meat social', 'contacts eat', 'social contacts eat', 'contacts eat meat', 'eating meat social', 'social contacts value']","['My social contacts eat meat regularly', 'Most social contacts eat meat', 'Social contacts eat meat regularly']"
15,63,15_grew_grew eating_raised_grew eating meat,"['grew', 'grew eating', 'raised', 'grew eating meat', 'raised eating', 'meat grew', 'raised eating meat', 'eating meat', 'eating', 'meat grew eating']","['I grew up eating meat', 'I grew up eating meat', 'I grew up eating meat']"
16,59,16_avoid_meat avoid_meats avoid_avoid eating,"['avoid', 'meat avoid', 'meats avoid', 'avoid eating', 'processed', 'avoid processed', 'avoid red meat', 'avoid red', 'avoid eating red', 'meats']","['I avoid eating red meat', 'I avoid eating red meat', 'I avoid eating red meat']"
17,56,17_pork_avoid_avoid pork_beef,"['pork', 'avoid', 'avoid pork', 'beef', 'pork avoid', 'avoid eating', 'beef avoid', 'pork avoid eating', 'avoid beef', 'eating beef']","['I sometimes avoid pork', 'I avoid pork', 'I avoid pork']"
