Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
-1,309,OUTLIER,I enjoy eating meat,Meat-eating is a family tradition,Eating meat is a family tradition,I eat meat every day,I want to improve cholesterol and blood work
0,1290,"eat, meat, chicken, meals, eat meat, fish, eat chicken, want, beef, week",Red meat is expensive,I eat red meat 3-4 times weekly,I eat turkey or chicken at other meals,I include meat in most meals,Limited meat availability affects my choices
1,308,"friends, social, contacts, social contacts, meat, people, eat meat, eat, friends eat, meat social",Those around me eat meat regularly,Healthy eating is valued by social contacts,Social contacts eat red meat frequently,People around me prefer meat with every meal,No vegetarians in my social circle
2,303,"avoid, meat, red, red meat, eating, avoid eating, pork, meat avoid, meats, beef",I avoid red meat and pork,I do not like the taste of meat,I rarely eat red meat,Red meat upsets my stomach,I do not eat meat
3,240,"family, eats, family eats, meat family, eats meat, family eats meat, meat, meat family eats, members, parents",My family prefers traditional meat-heavy meals,My family eats meat similarly,My family eats meat like I do,My family eats similar amounts of meat,My family eats pork and beef regularly
4,210,"meat, red meat, red, consumption, meat consumption, reducing, limit, cut, try, reducing meat",I stopped eating red meat as a teenager,I aim to reduce meat consumption,Eating cheese or eggs reduces my meat intake,Attempt to eat more seafood reduces meat intake,I am hoping to cut out red meat completely
5,176,"protein, want, want protein, meat protein, protein want, iron, eat meat protein, need, protein eat, protein meat",I prioritize eating high protein foods,I need protein for endurance sports,I want to get more protein,I want enough protein,I need more protein
6,118,"animal, animal welfare, welfare, concerned animal, concerned animal welfare, concerned, animal welfare concerned, welfare concerned, animals, welfare concerned animal",I am concerned about animal rights,I am concerned about animal welfare,I am in favor of animal rights,I consider animal intelligence,I approve eating animals if not cruel
7,95,"habit, eating, feel, eating meat, meat habit, meat, eating meat habit, incomplete, incomplete meat, eating animals",My son feels unwell without meat,Eating meat is a habit for me,Documentaries influence my views on meat,I question eating meat after seeing animal videos,I eat meat out of habit
8,88,"health, concerned, concerned health, concerns, concerned health concerned, health concerned, health concerns, cholesterol, health concerned health, heart",I have health concerns,My spouse had elevated cholesterol,I am concerned about health effects,I have high cholesterol,I am concerned about health
9,86,"taste meat, taste, enjoy taste meat, enjoy taste, meat enjoy, taste meat enjoy, meat enjoy taste, enjoy, like taste meat, like taste",I like the taste of meat,I prefer eating fresh meat,I enjoy the taste of meat,I like meat's protein content,I enjoy the protein in meat
10,84,"environmental, concerned, impact, environmental impact, concerned environmental, concerned environmental impact, environment, impact concerned, environmental impact concerned, environment concerned",I care about sustainability,I want to reduce environmental blueprint,I care about the environment,I am concerned about the environment,I am concerned about chemical additives
11,76,"wife, husband, partner, prefers, boyfriend, eats, meat wife, meat husband, meat, eating",My husband avoids red meat,My significant other mostly eats chicken,My significant other has IBS,My eating habits influenced by my partner,My wife cannot tolerate beef
12,75,"grew, grew eating, raised, eating, grew eating meat, eating meat, raised eating, meat grew, raised eating meat, meat grew eating",I was raised vegetarian,I was raised eating meat with every meal,I was raised eating meat regularly,I grew up eating meat,I learned meat-eating from childhood
