Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
-1,773,OUTLIER,I enjoy the taste of meat,I like the taste of meat,Doctor recommended I eat lean beef,I eat lean beef to reduce fat,I do not control grocery shopping or meal planning
0,289,"chicken, fish, eat chicken, eat, turkey, chicken fish, chicken turkey, eat fish, prefer, eat chicken fish",I eat more fish and chicken,I occasionally eat fried chicken,I eat chicken regularly,I eat chicken and fish,I rarely eat chicken or fish
1,207,"protein, want protein, want, meat protein, protein want, source, protein meat, iron, high protein, protein eat",I believe meat provides necessary protein,I eat meat for protein and athletic performance,I want to get enough protein,I want high-quality protein,I want a high protein diet
2,193,"family, meat family, family eats, eats, family eats meat, eats meat, meat, eating meat family, tradition, eating",My children eat more meat than I do,My family eats meat every day,My family eats pork and beef regularly,My family eats meat at every meal,A family member only eats white meat
3,190,"red, red meat, meat, eat red, eat red meat, cut, eating red, eating red meat, avoid red, avoid red meat",Red meat is bad for health,I heard red meat increases aggression,I believe red meat is unhealthy,I avoid eating red meat,My social circle prefers red meat
4,182,"want, weight, motivated, cholesterol, diet, healthy, healthier, lose, motivated health, health",I want to maintain a healthy weight,It is hard to have a different diet,I want a balanced diet,I want to lose or maintain weight,I want a more balanced diet
5,170,"friends, social, contacts, social contacts, friends eat, friends eat meat, meat friends, meat social, eat meat, friends family",Social contacts like the taste of meat,Social contacts have different eating habits,My social contacts follow similar eating habits,Social contacts are motivated by health,Social contacts follow the same meat habits
6,166,"reducing, meat, reducing meat, feel, consumption, meat consumption, considered, limit meat, eating, limit",I considered reducing meat for my health,People I know reduce meat for health reasons,I am trying to reduce meat consumption,I reduced pork consumption significantly,I have reduced eating meat to every other day
7,135,"vegetarian, vegan, vegetarian meals, vegetarians, meals, options, vegetarian options, pescatarian, friends, years",I tried being vegetarian,My nephew is vegan,I was curious about being vegetarian,My wife eats a partial vegetarian diet,I am a vegetarian
8,126,"animal, animal welfare, welfare, concerned animal, animals, concerned animal welfare, concerned, welfare concerned, animal welfare concerned, welfare concerned animal",I am concerned about animal rights,I don't like eating animals,I want animals to have decent lives,I consider animal cruelty in my choices,I believe animals should have ethical lives
9,112,"processed, believe meat, believe, health, meats, meat, processed meats, avoid, avoid processed, meat believe",I think eating a lot of meat is unhealthy,I believe meat is healthy,I believe meat is nutritious,I think excess meat is unhealthy,I am concerned about hormones in meat
10,88,"meals, meals meat, include, include meat, incomplete, meat, meat meals, meat easy, incomplete meat, easy",I sometimes make meatless dinners,I sometimes enjoy meals without meat,Meat is the meal standard for me,I lack recipes for other meats,My typical meals usually include meat
11,88,"expensive, prices, meat prices, meat expensive, choices, cost, meat, price, meat choices, expensive meat",Meat is very expensive,I am concerned about meat prices,High meat prices reduce what I buy,I think meat prices are too high,Meat is expensive at every meal
12,80,"times, eat meat times, week, meat times, week eat, eat meat, week eat meat, weekly eat, weekly, weekly eat meat",I eat meat multiple times a day,I eat meat 2-4 times a week,I eat meat less than once a week,I eat meat four to five times weekly,I eat meat four or five times weekly
13,75,"eat meat day, meat day, day, eat meat, meat day eat, day eat, day eat meat, meat daily, daily, eat meat daily",I eat meat for dinner most days,I eat meat almost daily,I eat meat daily,I encourage meatless days,I am comfortable with my meat routine
14,74,"vegetables, plantbased, plantbased meals, plantbased foods, foods, eat plantbased, eat vegetables, meals, vegetable, dishes",One friend eats more fruits and vegetables,I balance meals with vegetables and salad,Trying new vegetable recipes excites me,I have easy access to fresh vegetables,I enjoy vegetables and salads
15,73,"environmental, environmental impact, impact, concerned, concerned environmental, environment, concerned environmental impact, environment concerned, concerned environment, impact concerned",I care about sustainability,I am concerned about environmental impact,I want a smaller environmental footprint,I am concerned about environmental impacts,I want to reduce environmental blueprint
16,72,"health, concerned health, concerned, health concerns, concerns, concerned health concerned, health concerned, diabetes, heart, health concerned health",I have health concerns,I discuss health risks with my friend,I am concerned about health effects,I am concerned about health,I am concerned about my health
17,72,"beef, avoid, eat beef, beef avoid, avoid fatty, eat, meat eat beef, try avoid, meat, avoid beef",I avoid fatty meat portions,I do not desire beef as much,I consider my meat consumption average,I avoid buying beef at grocery stores,I try to avoid beef
18,65,"ethical, environmental, impact, environmental impact, ethically, concerns, farming, meat, environmental impact meat, impact meat",I prefer grass-fed or ethical meat,I learned about cattle resource use,Exposure to different cultures might increase meat eating,I am aware of cruelty in the meat industry,I avoid stories about animal welfare in meat
19,62,"eat meat regularly, meat regularly eat, meat regularly, regularly, regularly eat, regularly eat meat, eat meat, eat, meat eat meat, meat",I eat various meats regularly,I eat meat regularly,I am used to eating meat,I eat wild game meats,I used to eat a lot of meat
20,58,"eat meat meals, meal eat, meat meal eat, meat meals eat, eat meat, meals eat, meat meal, meal eat meat, meals eat meat, eat meat meal",I eat smaller portions of meat,I eat meat at most meals,I eat meat with most meals,I eat meat with every meal,I eat meat with most dinners
21,57,"grew, grew eating, raised, grew eating meat, raised eating, eating meat, eating, meat grew, raised eating meat, meat grew eating",I was raised eating pork,I grew up eating meat,Southern cuisine was central when growing up,I grew up eating a lot of meat,I was brought up eating meat
22,51,"people, meat people, know, people eat, people eat meat, eat meat people, people know, meat people eat, people know eat, know eat",People I live with eat meat,Most people around me eat meat,People around me like the taste of meat,Everyone in my life eats meat,People around me eat a lot of meat
