Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
-1,690,OUTLIER,I eat meat every day,I eat meat almost every day,My family eats meat as main portion,Doctor recommended I eat lean beef,I believe too much meat can harm health
0,222,"chicken, eat chicken, fish, turkey, chicken fish, chicken turkey, eat, chicken eat, prefer, eat chicken fish",I mostly eat chicken,Weight Watchers favors chicken and turkey,"I prefer beef, pork, and chicken",I prefer to eat chicken,"I eat mainly fish, shrimp, or chicken"
1,153,"vegetables, plantbased, food, foods, meals, plantbased foods, habits, eating habits, eat plantbased, eat vegetables",One friend eats more fruits and vegetables,My social contacts follow similar eating habits,I value knowing what's in my food,My eating habits influenced by my partner,I prefer convenient food options
2,114,"regularly, meat regularly, eats meat, eats, family eats meat, family eats, family, eat meat regularly, eat meat, friends eat meat",Family meals always include meat,My family eats meat daily,My family eats meat all the time,My family eats meat with every meal,Friends and family eat meat regularly
3,109,"protein, meat protein, eat meat protein, cut, protein meat, meat, protein eat meat, protein eat, meat provides, provides",I buy tofu as meat substitute,I eat meat for protein,Meat is my main source of protein,I choose meat for protein,I sometimes substitute protein shakes for meat
4,106,"vegetarian, vegan, vegetarian meals, years, vegetarians, meals, vegetarian vegetarian, friends, vegan vegetarian, vegetarian vegan",My family is vegetarian,My family includes a vegetarian,My parents are vegetarian,I prepare vegan meals for social occasions,Many social contacts are vegetarian
5,100,"health, concerned health, health concerns, concerns, concerned, motivated health, motivated, heart, health concerned, concerned health concerned",I have health concerns,I am concerned about my health,I am concerned about health impacts,I had colon cancer,My wife has liver issues
6,87,"eat meat, meat meals, eat meat meals, people, eat, people know, people know eat, know eat, know, know eat meat",I include meat in most meals,I eat meat in almost every meal,I eat meat at almost every meal,I eat meat with most meals,I eat meat for most meals
7,87,"rarely, incomplete, rarely eat, feel, incomplete meat, meat rarely, meals, meat feel, meat rarely eat, meat eat",I have meatless meals to save money,I sometimes choose meat with fewer antibiotics,I only eat certain kinds of meat,Eating out limits my food choices,I restrict my diet to mostly meat
8,80,"protein, want protein, protein want, want, want protein want, protein want protein, need, need protein, protein diet, high protein",I want to get enough protein,I want to consume enough protein,I try to get enough protein,I look for alternative protein sources,I want optimal health from protein and iron
9,79,"environmental, concerned, impact, environmental impact, concerned environmental, environment, concerned environmental impact, environmental impact concerned, impact concerned, environment concerned",I am concerned about environmental impact,I am concerned about environmental impacts,I hear about environmental impact in the news,Social contacts are motivated by environmental concerns,I am curious about environmental impact
10,73,"stopped, stopped eating, meat eat, red meat, red, eat red meat, eat red, eat, meat eat red, reduced",I eat less meat than I used to,I eat less beef than I used to,I eat less meat than most people,Morning sickness made me eat less meat,I eat less meat than before
11,72,"meat feels, normal, feels, eating meat feels, believe, healthy, easier, healthier, meat healthy, natural",Meat is easier to prepare for a group,Food allergies make beef simpler,I find meat healthy and nutritious,Meat makes meals easier to eat and enjoyable,Meat is affordable
12,72,"meat family, meat social, enjoys, prefer, social, meat social contacts, likes, enjoys eating meat, family, eating meat",My husband loves steak and pork,My daughter also loves meat,My family likes meat,Social contacts prefer eating meat,My friends and family like eating meat
13,71,"avoid, avoid eating, meats avoid, processed, pork avoid, avoid processed, meats, pork, meats avoid eating, processed meats avoid",I avoid fatty meats,I avoid processed meat,I avoid foods that cause allergies,I missed variety in vegetarian menus,I avoid animal antibiotics and hormones
14,68,"red meat, red, limit red meat, limit red, red meat consumption, cut red meat, cut red, limit, cut, consumption",Red meat is traditional in my culture,I love the taste of red meat,Social contacts eat red meat frequently,My wife prefers red meat,My community eats little red meat
15,65,"family, family eats, family eats meat, eats, eats meat, meateating, friends, routine, meat, culture",My parents served meat with dinner,My family eats meat with me,Family traditions involve eating meat,My family includes meat in their meals,Family gatherings usually include meat
