Topic,Count,Name,Representation,Representative_Docs
-1,690,-1_meat_eat meat_eat_day,"['meat', 'eat meat', 'eat', 'day', 'meat day', 'eat meat day', 'eating', 'love', 'habit', 'eating meat']","['I eat meat every day', 'I eat meat almost every day', 'I eat meat every day']"
0,222,0_chicken_eat chicken_fish_turkey,"['chicken', 'eat chicken', 'fish', 'turkey', 'chicken fish', 'chicken turkey', 'eat', 'chicken eat', 'prefer', 'eat chicken fish']","['I eat mostly chicken', 'I mostly eat chicken', 'I eat mostly chicken']"
1,153,1_vegetables_plantbased_food_foods,"['vegetables', 'plantbased', 'food', 'foods', 'meals', 'plantbased foods', 'habits', 'eating habits', 'eat plantbased', 'eat vegetables']","['My wife has similar eating habits', 'I try to eat more vegetables', 'I eat more vegetables now']"
2,114,2_regularly_meat regularly_eats meat_eats,"['regularly', 'meat regularly', 'eats meat', 'eats', 'family eats meat', 'family eats', 'family', 'eat meat regularly', 'eat meat', 'friends eat meat']","['My family eats meat regularly', 'My family eats meat regularly', 'My family eats meat regularly']"
3,109,3_protein_meat protein_eat meat protein_cut,"['protein', 'meat protein', 'eat meat protein', 'cut', 'protein meat', 'meat', 'protein eat meat', 'protein eat', 'meat provides', 'provides']","['I eat meat for protein', 'I eat meat for protein', 'I eat meat for protein']"
4,106,4_vegetarian_vegan_vegetarian meals_years,"['vegetarian', 'vegan', 'vegetarian meals', 'years', 'vegetarians', 'meals', 'vegetarian vegetarian', 'friends', 'vegan vegetarian', 'vegetarian vegan']","['I am vegetarian', 'I became vegetarian', 'I am a vegetarian']"
5,100,5_health_concerned health_health concerns_concerns,"['health', 'concerned health', 'health concerns', 'concerns', 'concerned', 'motivated health', 'motivated', 'heart', 'health concerned', 'concerned health concerned']","['I am concerned about my health', 'I am concerned about my health', 'I am concerned about my health']"
6,87,6_eat meat_meat meals_eat meat meals_people,"['eat meat', 'meat meals', 'eat meat meals', 'people', 'eat', 'people know', 'people know eat', 'know eat', 'know', 'know eat meat']","['Most people I know eat meat', 'Most people I know eat meat', 'Most people I know eat meat']"
7,87,7_rarely_incomplete_rarely eat_feel,"['rarely', 'incomplete', 'rarely eat', 'feel', 'incomplete meat', 'meat rarely', 'meals', 'meat feel', 'meat rarely eat', 'meat eat']","['I feel a meal is incomplete without meat', 'I feel a meal is incomplete without meat', 'I feel a meal is incomplete without meat']"
8,80,8_protein_want protein_protein want_want,"['protein', 'want protein', 'protein want', 'want', 'want protein want', 'protein want protein', 'need', 'need protein', 'protein diet', 'high protein']","['I want to get enough protein', 'I want to get enough protein', 'I want to get enough protein']"
9,79,9_environmental_concerned_impact_environmental impact,"['environmental', 'concerned', 'impact', 'environmental impact', 'concerned environmental', 'environment', 'concerned environmental impact', 'environmental impact concerned', 'impact concerned', 'environment concerned']","['I am concerned about environmental impact', 'I am concerned about environmental impact', 'I am concerned about environmental impact']"
10,73,10_stopped_stopped eating_meat eat_red meat,"['stopped', 'stopped eating', 'meat eat', 'red meat', 'red', 'eat red meat', 'eat red', 'eat', 'meat eat red', 'reduced']","['I eat less red meat', 'I eat less red meat now', 'I stopped eating red meat']"
11,72,11_meat feels_normal_feels_eating meat feels,"['meat feels', 'normal', 'feels', 'eating meat feels', 'believe', 'healthy', 'easier', 'healthier', 'meat healthy', 'natural']","['Eating meat feels natural to me', 'Eating meat feels normal to me', 'Eating meat feels normal to me']"
12,72,12_meat family_meat social_enjoys_prefer,"['meat family', 'meat social', 'enjoys', 'prefer', 'social', 'meat social contacts', 'likes', 'enjoys eating meat', 'family', 'eating meat']","['My family enjoys eating meat', 'Family enjoys eating meat', 'My family also enjoys eating meat']"
13,71,13_avoid_avoid eating_meats avoid_processed,"['avoid', 'avoid eating', 'meats avoid', 'processed', 'pork avoid', 'avoid processed', 'meats', 'pork', 'meats avoid eating', 'processed meats avoid']","['I avoid processed meats', 'I avoid processed meats', 'I avoid processed meats']"
14,68,14_red meat_red_limit red meat_limit red,"['red meat', 'red', 'limit red meat', 'limit red', 'red meat consumption', 'cut red meat', 'cut red', 'limit', 'cut', 'consumption']","['I limit red meat consumption', 'I limit red meat consumption', 'I limit red meat consumption']"
15,65,15_family_family eats_family eats meat_eats,"['family', 'family eats', 'family eats meat', 'eats', 'eats meat', 'meateating', 'friends', 'routine', 'meat', 'culture']","['My family eats more meat', 'My family eats meat', 'My family eats meat with me']"
16,62,16_animal_animal welfare_welfare_concerned animal,"['animal', 'animal welfare', 'welfare', 'concerned animal', 'concerned animal welfare', 'animal welfare concerned', 'welfare concerned', 'welfare concerned animal', 'concerned', 'rights']","['I am concerned about animal welfare', 'I am concerned about animal welfare', 'I am concerned about animal welfare']"
17,62,17_want_healthy_weight want_weight,"['want', 'healthy', 'weight want', 'weight', 'want healthy', 'want healthier', 'healthier want', 'healthier', 'stay', 'healthy want']","['I want to stay healthy', 'I want to be healthy', 'I want to be healthy']"
18,62,18_expensive_meat expensive_expensive meat_expensive meat expensive,"['expensive', 'meat expensive', 'expensive meat', 'expensive meat expensive', 'meat prices', 'prices', 'meat expensive meat', 'red meat expensive', 'high meat', 'high']","['Meat can be expensive for me', 'Meat is too expensive', 'Meat is expensive for me']"
19,59,19_meat tastes_tastes_convenient_texture meat,"['meat tastes', 'tastes', 'convenient', 'texture meat', 'texture', 'good', 'tastes good', 'meat convenient', 'meat tastes good', 'nutritious']","['Meat tastes good', 'Meat tastes good', 'Meat tastes good to me']"
20,52,20_meat health_health_reasons_considered,"['meat health', 'health', 'reasons', 'considered', 'health reasons', 'considered eating meat', 'considered eating', 'reduce', 'meat health reasons', 'want eat meat']","['I want to eat less meat for health', 'I considered reducing meat after health issues', 'Friends sometimes limit meat for health reasons']"
21,50,21_meat meal_meal_eat meat meal_know eats,"['meat meal', 'meal', 'eat meat meal', 'know eats', 'eaten', 'eaten meat', 'know eats meat', 'know', 'eating meat regularly', 'eats meat']","['I eat meat at every meal', 'I eat meat at every meal', 'I eat meat at every meal']"
22,48,22_enjoy taste meat_enjoy taste_meat enjoy taste_taste meat enjoy,"['enjoy taste meat', 'enjoy taste', 'meat enjoy taste', 'taste meat enjoy', 'meat enjoy', 'taste meat', 'taste', 'enjoy', 'taste meat people', 'meat']","['I enjoy the taste of meat', 'I enjoy the taste of meat', 'I enjoy the taste of meat']"
23,48,23_environmental_concerns_impact_health,"['environmental', 'concerns', 'impact', 'health', 'environmental impact', 'concerns meat', 'environmental impact meat', 'impact meat', 'meat health concerns', 'concerned']","['I am concerned about environmental impact of beef', 'I consider environmental impact of meat', 'I consider environmental impact of meat']"
24,47,24_week eat_week_times_twice,"['week eat', 'week', 'times', 'twice', 'week eat meat', 'times week', 'times week eat', 'meat twice', 'eat meat twice', 'meat times week']","['I eat meat a few times a week', 'I eat meat a few times a week', 'I eat meat several times a week']"
25,45,25_times_weekly_meat times_week,"['times', 'weekly', 'meat times', 'week', 'times weekly', 'eat meat times', 'weekly eat', 'week eat', 'meat times weekly', 'times weekly eat']","['I eat meat three to four times weekly', 'I eat meat three to four times weekly', 'I eat meat two or three times weekly']"
26,44,26_enjoy eating_meat enjoy eating_enjoy eating meat_eating meat enjoy,"['enjoy eating', 'meat enjoy eating', 'enjoy eating meat', 'eating meat enjoy', 'meat enjoy', 'enjoy', 'eating meat', 'eating', 'eating meat like', 'meat like']","['I enjoy eating meat', 'I enjoy eating meat', 'I enjoy eating meat']"
27,43,27_choices_meat choices_influences_price,"['choices', 'meat choices', 'influences', 'price', 'sourced', 'ethically sourced', 'sourced meat', 'ethically sourced meat', 'ethically', 'health']","['Cost influences my meat choices', 'Price influences my meat choices', 'Availability influences my meat choices']"
28,42,28_diet_balanced_balanced diet_eat healthier,"['diet', 'balanced', 'balanced diet', 'eat healthier', 'diet want', 'want balanced', 'healthier', 'healthy', 'want eat', 'want']","['I want a balanced diet', 'I want a more balanced diet', 'I want a balanced diet']"
29,41,29_meat available_available_eat meat available_eat meat,"['meat available', 'available', 'eat meat available', 'eat meat', 'eat meat crave', 'meat crave', 'meat', 'eat', 'crave eat', 'feel like eat']","['I eat whatever meat is available', ""I eat meat when it's available"", 'I eat meat when it is available']"
30,39,30_animals_animal_animal welfare_welfare,"['animals', 'animal', 'animal welfare', 'welfare', 'care animal welfare', 'care', 'care animal', 'respect', 'lives', 'treatment']","['I care about animal welfare', 'I care about animal welfare', 'I care about animal welfare']"
31,36,31_dislike_like_dislike taste_meat dislike,"['dislike', 'like', 'dislike taste', 'meat dislike', 'dislikes', 'taste', 'meats dont like', 'meats dont', 'did', 'dont like']","['I dislike the taste of fish', 'I dislike the taste of some meats', 'I dislike the taste of beef and pork']"
32,35,32_cholesterol_limitations_financial limitations_financial,"['cholesterol', 'limitations', 'financial limitations', 'financial', 'concerned cholesterol', 'high', 'high cholesterol', 'concerned', 'cholesterol high', 'high blood pressure']","['I have financial limitations', 'I have financial limitations', 'I have financial limitations']"
33,33,33_hard_getting_trouble_limited,"['hard', 'getting', 'trouble', 'limited', 'difficult', 'getting protein', 'alternatives', 'difficulty', 'trouble getting', 'real']","['Fake meat does not match real meat flavor', 'I have a hard time getting enough protein', 'I have trouble getting protein elsewhere']"
