label,key,wave,stance_1,stance_2,polarity,timestamp,topic_1,topic_2,topic_conf_1,topic_conf_2,assigned_prob_1,assigned_prob_2
03__bge-large-en-v1.5__run_20260207_195303_88aad651,3d1ddc23b606b8c8,1,My parents served meat with dinner,I eat meat at least once a day,positive,2025-12-09T17:17:40.777Z,0,10,0.8281359192076485,0.023762953965649,0.8281359192076485,0.023762953965649
03__bge-large-en-v1.5__run_20260207_195303_88aad651,3d1ddc23b606b8c8,1,I grew up eating meat at meals,I eat meat at least once a day,positive,2025-12-09T17:17:44.327Z,16,10,1.0,0.023762953965649,1.0,0.023762953965649
03__bge-large-en-v1.5__run_20260207_195303_88aad651,3d1ddc23b606b8c8,1,My family eats meat as main portion,My parents served meat with dinner,positive,2025-12-09T17:17:53.627Z,0,0,1.0,0.8281359192076485,1.0,0.8281359192076485
03__bge-large-en-v1.5__run_20260207_195303_88aad651,3d1ddc23b606b8c8,1,I grew up eating meat at meals,My family eats meat as main portion,positive,2025-12-09T17:17:59.515Z,16,0,1.0,1.0,1.0,1.0
03__bge-large-en-v1.5__run_20260207_195303_88aad651,3d1ddc23b606b8c8,1,I eat meat at least once a day,My religious beliefs justify eating animals,positive,2025-12-09T17:18:12.895Z,10,29,0.023762953965649,0.0838374673595451,0.023762953965649,0.0838374673595451
03__bge-large-en-v1.5__run_20260207_195303_88aad651,3d1ddc23b606b8c8,1,Meat-eating is a family tradition,My parents served meat with dinner,positive,2025-12-09T17:18:20.141Z,0,0,0.0664463116712218,0.8281359192076485,0.0664463116712218,0.8281359192076485
03__bge-large-en-v1.5__run_20260207_195303_88aad651,3d1ddc23b606b8c8,1,I grew up eating meat at meals,Meat-eating is a family tradition,positive,2025-12-09T17:18:24.717Z,16,0,1.0,0.0664463116712218,1.0,0.0664463116712218
03__bge-large-en-v1.5__run_20260207_195303_88aad651,3d1ddc23b606b8c8,1,My religious beliefs justify eating animals,Meat-eating is a family tradition,positive,2025-12-09T17:18:31.067Z,29,0,0.0838374673595451,0.0664463116712218,0.0838374673595451,0.0664463116712218
03__bge-large-en-v1.5__run_20260207_195303_88aad651,3d1ddc23b606b8c8,1,My religious beliefs justify eating animals,My parents served meat with dinner,positive,2025-12-09T17:19:03.537Z,29,0,0.0838374673595451,0.8281359192076485,0.0838374673595451,0.8281359192076485
03__bge-large-en-v1.5__run_20260207_195303_88aad651,3d1ddc23b606b8c8,1,I eat meat at least once a day,My family eats meat as main portion,positive,2025-12-09T17:19:10.725Z,10,0,0.023762953965649,1.0,0.023762953965649,1.0
03__bge-large-en-v1.5__run_20260207_195303_88aad651,3d1ddc23b606b8c8,1,My religious beliefs justify eating animals,I grew up eating meat at meals,positive,2025-12-09T17:19:20.797Z,29,16,0.0838374673595451,1.0,0.0838374673595451,1.0
03__bge-large-en-v1.5__run_20260207_195303_88aad651,3d1ddc23b606b8c8,1,My family eats meat as main portion,Meat-eating is a family tradition,positive,2025-12-09T17:19:29.061Z,0,0,1.0,0.0664463116712218,1.0,0.0664463116712218
03__bge-large-en-v1.5__run_20260207_195303_88aad651,3d1ddc23b606b8c8,1,I feel guilty about eating animals,I eat meat at least once a day,negative,2025-12-09T17:19:57.587Z,-1,10,0.054093665191673,0.023762953965649,,0.023762953965649
03__bge-large-en-v1.5__run_20260207_195303_88aad651,3d1ddc23b606b8c8,1,I feel guilty about eating animals,My parents served meat with dinner,negative,2025-12-09T17:20:11.859Z,-1,0,0.054093665191673,0.8281359192076485,,0.8281359192076485
03__bge-large-en-v1.5__run_20260207_195303_88aad651,3d1ddc23b606b8c8,1,I grew up eating meat at meals,I feel guilty about eating animals,negative,2025-12-09T17:20:16.549Z,16,-1,1.0,0.054093665191673,1.0,
03__bge-large-en-v1.5__run_20260207_195303_88aad651,3d1ddc23b606b8c8,1,Meat-eating is a family tradition,I feel guilty about eating animals,negative,2025-12-09T17:20:24.559Z,0,-1,0.0664463116712218,0.054093665191673,0.0664463116712218,
03__bge-large-en-v1.5__run_20260207_195303_88aad651,3d1ddc23b606b8c8,1,I feel guilty about eating animals,My family eats meat as main portion,negative,2025-12-09T17:20:35.837Z,-1,0,0.054093665191673,1.0,,1.0
03__bge-large-en-v1.5__run_20260207_195303_88aad651,3d1ddc23b606b8c8,1,I feel guilty about eating animals,My religious beliefs justify eating animals,negative,2025-12-09T17:20:47.410Z,-1,29,0.054093665191673,0.0838374673595451,,0.0838374673595451
03__bge-large-en-v1.5__run_20260207_195303_88aad651,242bdf6bc5bb0b94,1,I like the taste of meat,I eat meat at least once daily,positive,2025-12-09T17:23:35.383Z,14,10,1.0,0.023956539740768,1.0,0.023956539740768
03__bge-large-en-v1.5__run_20260207_195303_88aad651,242bdf6bc5bb0b94,1,I have no moral issues eating meat,I eat meat at least once daily,positive,2025-12-09T17:23:45.233Z,-1,10,0.0864866856081357,0.023956539740768,,0.023956539740768
03__bge-large-en-v1.5__run_20260207_195303_88aad651,242bdf6bc5bb0b94,1,Some relatives hunt and eat game meats,I eat meat at least once daily,positive,2025-12-09T17:23:54.666Z,0,10,0.2160812690719548,0.023956539740768,0.2160812690719548,0.023956539740768
03__bge-large-en-v1.5__run_20260207_195303_88aad651,242bdf6bc5bb0b94,1,I eat meat at least once daily,Eating meat is a family tradition,positive,2025-12-09T17:24:16.316Z,10,0,0.023956539740768,0.0683456354020173,0.023956539740768,0.0683456354020173
03__bge-large-en-v1.5__run_20260207_195303_88aad651,242bdf6bc5bb0b94,1,I am chronically anemic,I eat meat at least once daily,positive,2025-12-09T17:24:29.682Z,8,10,0.0955451824549376,0.023956539740768,0.0955451824549376,0.023956539740768
03__bge-large-en-v1.5__run_20260207_195303_88aad651,242bdf6bc5bb0b94,1,I was raised on a farm,I eat meat at least once daily,positive,2025-12-09T17:24:54.949Z,16,10,1.0,0.023956539740768,1.0,0.023956539740768
