label,key,wave,stance_1,stance_2,polarity,timestamp,topic_1,topic_2,topic_conf_1,topic_conf_2,assigned_prob_1,assigned_prob_2
07__all-MiniLM-L6-v2__run_20260207_195559_e0058bf3,3d1ddc23b606b8c8,1,My parents served meat with dinner,I eat meat at least once a day,positive,2025-12-09T17:17:40.777Z,1,15,1.0,1.0,1.0,1.0
07__all-MiniLM-L6-v2__run_20260207_195559_e0058bf3,3d1ddc23b606b8c8,1,I grew up eating meat at meals,I eat meat at least once a day,positive,2025-12-09T17:17:44.327Z,21,15,1.0,1.0,1.0,1.0
07__all-MiniLM-L6-v2__run_20260207_195559_e0058bf3,3d1ddc23b606b8c8,1,My family eats meat as main portion,My parents served meat with dinner,positive,2025-12-09T17:17:53.627Z,1,1,1.0,1.0,1.0,1.0
07__all-MiniLM-L6-v2__run_20260207_195559_e0058bf3,3d1ddc23b606b8c8,1,I grew up eating meat at meals,My family eats meat as main portion,positive,2025-12-09T17:17:59.515Z,21,1,1.0,1.0,1.0,1.0
07__all-MiniLM-L6-v2__run_20260207_195559_e0058bf3,3d1ddc23b606b8c8,1,I eat meat at least once a day,My religious beliefs justify eating animals,positive,2025-12-09T17:18:12.895Z,15,7,1.0,0.6932178688210946,1.0,0.6932178688210946
07__all-MiniLM-L6-v2__run_20260207_195559_e0058bf3,3d1ddc23b606b8c8,1,Meat-eating is a family tradition,My parents served meat with dinner,positive,2025-12-09T17:18:20.141Z,1,1,0.050906708826425,1.0,0.0438989816141222,1.0
07__all-MiniLM-L6-v2__run_20260207_195559_e0058bf3,3d1ddc23b606b8c8,1,I grew up eating meat at meals,Meat-eating is a family tradition,positive,2025-12-09T17:18:24.717Z,21,1,1.0,0.050906708826425,1.0,0.0438989816141222
07__all-MiniLM-L6-v2__run_20260207_195559_e0058bf3,3d1ddc23b606b8c8,1,My religious beliefs justify eating animals,Meat-eating is a family tradition,positive,2025-12-09T17:18:31.067Z,7,1,0.6932178688210946,0.050906708826425,0.6932178688210946,0.0438989816141222
07__all-MiniLM-L6-v2__run_20260207_195559_e0058bf3,3d1ddc23b606b8c8,1,My religious beliefs justify eating animals,My parents served meat with dinner,positive,2025-12-09T17:19:03.537Z,7,1,0.6932178688210946,1.0,0.6932178688210946,1.0
07__all-MiniLM-L6-v2__run_20260207_195559_e0058bf3,3d1ddc23b606b8c8,1,I eat meat at least once a day,My family eats meat as main portion,positive,2025-12-09T17:19:10.725Z,15,1,1.0,1.0,1.0,1.0
07__all-MiniLM-L6-v2__run_20260207_195559_e0058bf3,3d1ddc23b606b8c8,1,My religious beliefs justify eating animals,I grew up eating meat at meals,positive,2025-12-09T17:19:20.797Z,7,21,0.6932178688210946,1.0,0.6932178688210946,1.0
07__all-MiniLM-L6-v2__run_20260207_195559_e0058bf3,3d1ddc23b606b8c8,1,My family eats meat as main portion,Meat-eating is a family tradition,positive,2025-12-09T17:19:29.061Z,1,1,1.0,0.050906708826425,1.0,0.0438989816141222
07__all-MiniLM-L6-v2__run_20260207_195559_e0058bf3,3d1ddc23b606b8c8,1,I feel guilty about eating animals,I eat meat at least once a day,negative,2025-12-09T17:19:57.587Z,7,15,0.7045100255588244,1.0,0.7045100255588244,1.0
07__all-MiniLM-L6-v2__run_20260207_195559_e0058bf3,3d1ddc23b606b8c8,1,I feel guilty about eating animals,My parents served meat with dinner,negative,2025-12-09T17:20:11.859Z,7,1,0.7045100255588244,1.0,0.7045100255588244,1.0
07__all-MiniLM-L6-v2__run_20260207_195559_e0058bf3,3d1ddc23b606b8c8,1,I grew up eating meat at meals,I feel guilty about eating animals,negative,2025-12-09T17:20:16.549Z,21,7,1.0,0.7045100255588244,1.0,0.7045100255588244
07__all-MiniLM-L6-v2__run_20260207_195559_e0058bf3,3d1ddc23b606b8c8,1,Meat-eating is a family tradition,I feel guilty about eating animals,negative,2025-12-09T17:20:24.559Z,1,7,0.050906708826425,0.7045100255588244,0.0438989816141222,0.7045100255588244
07__all-MiniLM-L6-v2__run_20260207_195559_e0058bf3,3d1ddc23b606b8c8,1,I feel guilty about eating animals,My family eats meat as main portion,negative,2025-12-09T17:20:35.837Z,7,1,0.7045100255588244,1.0,0.7045100255588244,1.0
07__all-MiniLM-L6-v2__run_20260207_195559_e0058bf3,3d1ddc23b606b8c8,1,I feel guilty about eating animals,My religious beliefs justify eating animals,negative,2025-12-09T17:20:47.410Z,7,7,0.7045100255588244,0.6932178688210946,0.7045100255588244,0.6932178688210946
07__all-MiniLM-L6-v2__run_20260207_195559_e0058bf3,242bdf6bc5bb0b94,1,I like the taste of meat,I eat meat at least once daily,positive,2025-12-09T17:23:35.383Z,10,15,1.0,1.0,1.0,1.0
07__all-MiniLM-L6-v2__run_20260207_195559_e0058bf3,242bdf6bc5bb0b94,1,I have no moral issues eating meat,I eat meat at least once daily,positive,2025-12-09T17:23:45.233Z,19,15,1.0,1.0,1.0,1.0
07__all-MiniLM-L6-v2__run_20260207_195559_e0058bf3,242bdf6bc5bb0b94,1,Some relatives hunt and eat game meats,I eat meat at least once daily,positive,2025-12-09T17:23:54.666Z,1,15,1.0,1.0,1.0,1.0
07__all-MiniLM-L6-v2__run_20260207_195559_e0058bf3,242bdf6bc5bb0b94,1,I eat meat at least once daily,Eating meat is a family tradition,positive,2025-12-09T17:24:16.316Z,15,1,1.0,0.0499628181523037,1.0,0.0440728200884031
07__all-MiniLM-L6-v2__run_20260207_195559_e0058bf3,242bdf6bc5bb0b94,1,I am chronically anemic,I eat meat at least once daily,positive,2025-12-09T17:24:29.682Z,12,15,1.0,1.0,1.0,1.0
07__all-MiniLM-L6-v2__run_20260207_195559_e0058bf3,242bdf6bc5bb0b94,1,I was raised on a farm,I eat meat at least once daily,positive,2025-12-09T17:24:54.949Z,21,15,0.8744478515963411,1.0,0.8744478515963411,1.0
07__all-MiniLM-L6-v2__run_20260207_195559_e0058bf3,242bdf6bc5bb0b94,1,I sometimes reduce meat due to health issues,I believe too much meat can harm health,positive,2025-12-09T17:25:19.316Z,2,13,1.0,0.5522049853041217,1.0,0.5522049853041217
07__all-MiniLM-L6-v2__run_20260207_195559_e0058bf3,242bdf6bc5bb0b94,1,Doctor recommended I eat lean beef,I eat meat at least once daily,positive,2025-12-09T17:25:35.699Z,-1,15,0.2013198936081357,1.0,,1.0
07__all-MiniLM-L6-v2__run_20260207_195559_e0058bf3,242bdf6bc5bb0b94,1,Doctor recommended I eat lean beef,I believe too much meat can harm health,positive,2025-12-09T17:25:46.549Z,-1,13,0.2013198936081357,0.5522049853041217,,0.5522049853041217
