label,key,wave,stance_1,stance_2,polarity,timestamp,topic_1,topic_2,topic_conf_1,topic_conf_2,assigned_prob_1,assigned_prob_2
10__all-MiniLM-L6-v2__run_20260210_222517_e0058bf3,3d1ddc23b606b8c8,1,My parents served meat with dinner,I eat meat at least once a day,positive,2025-12-09T17:17:40.777Z,2,17,0.4362334417969265,1.0,0.4362334417969265,1.0
10__all-MiniLM-L6-v2__run_20260210_222517_e0058bf3,3d1ddc23b606b8c8,1,I grew up eating meat at meals,I eat meat at least once a day,positive,2025-12-09T17:17:44.327Z,20,17,1.0,1.0,1.0,1.0
10__all-MiniLM-L6-v2__run_20260210_222517_e0058bf3,3d1ddc23b606b8c8,1,My family eats meat as main portion,My parents served meat with dinner,positive,2025-12-09T17:17:53.627Z,2,2,1.0,0.4362334417969265,1.0,0.4362334417969265
10__all-MiniLM-L6-v2__run_20260210_222517_e0058bf3,3d1ddc23b606b8c8,1,I grew up eating meat at meals,My family eats meat as main portion,positive,2025-12-09T17:17:59.515Z,20,2,1.0,1.0,1.0,1.0
10__all-MiniLM-L6-v2__run_20260210_222517_e0058bf3,3d1ddc23b606b8c8,1,I eat meat at least once a day,My religious beliefs justify eating animals,positive,2025-12-09T17:18:12.895Z,17,7,1.0,1.0,1.0,1.0
10__all-MiniLM-L6-v2__run_20260210_222517_e0058bf3,3d1ddc23b606b8c8,1,Meat-eating is a family tradition,My parents served meat with dinner,positive,2025-12-09T17:18:20.141Z,2,2,0.0611357276136869,0.4362334417969265,0.0481547195821874,0.4362334417969265
10__all-MiniLM-L6-v2__run_20260210_222517_e0058bf3,3d1ddc23b606b8c8,1,I grew up eating meat at meals,Meat-eating is a family tradition,positive,2025-12-09T17:18:24.717Z,20,2,1.0,0.0611357276136869,1.0,0.0481547195821874
10__all-MiniLM-L6-v2__run_20260210_222517_e0058bf3,3d1ddc23b606b8c8,1,My religious beliefs justify eating animals,Meat-eating is a family tradition,positive,2025-12-09T17:18:31.067Z,7,2,1.0,0.0611357276136869,1.0,0.0481547195821874
10__all-MiniLM-L6-v2__run_20260210_222517_e0058bf3,3d1ddc23b606b8c8,1,My religious beliefs justify eating animals,My parents served meat with dinner,positive,2025-12-09T17:19:03.537Z,7,2,1.0,0.4362334417969265,1.0,0.4362334417969265
10__all-MiniLM-L6-v2__run_20260210_222517_e0058bf3,3d1ddc23b606b8c8,1,I eat meat at least once a day,My family eats meat as main portion,positive,2025-12-09T17:19:10.725Z,17,2,1.0,1.0,1.0,1.0
10__all-MiniLM-L6-v2__run_20260210_222517_e0058bf3,3d1ddc23b606b8c8,1,My religious beliefs justify eating animals,I grew up eating meat at meals,positive,2025-12-09T17:19:20.797Z,7,20,1.0,1.0,1.0,1.0
10__all-MiniLM-L6-v2__run_20260210_222517_e0058bf3,3d1ddc23b606b8c8,1,My family eats meat as main portion,Meat-eating is a family tradition,positive,2025-12-09T17:19:29.061Z,2,2,1.0,0.0611357276136869,1.0,0.0481547195821874
10__all-MiniLM-L6-v2__run_20260210_222517_e0058bf3,3d1ddc23b606b8c8,1,I feel guilty about eating animals,I eat meat at least once a day,negative,2025-12-09T17:19:57.587Z,7,17,1.0,1.0,1.0,1.0
10__all-MiniLM-L6-v2__run_20260210_222517_e0058bf3,3d1ddc23b606b8c8,1,I feel guilty about eating animals,My parents served meat with dinner,negative,2025-12-09T17:20:11.859Z,7,2,1.0,0.4362334417969265,1.0,0.4362334417969265
10__all-MiniLM-L6-v2__run_20260210_222517_e0058bf3,3d1ddc23b606b8c8,1,I grew up eating meat at meals,I feel guilty about eating animals,negative,2025-12-09T17:20:16.549Z,20,7,1.0,1.0,1.0,1.0
10__all-MiniLM-L6-v2__run_20260210_222517_e0058bf3,3d1ddc23b606b8c8,1,Meat-eating is a family tradition,I feel guilty about eating animals,negative,2025-12-09T17:20:24.559Z,2,7,0.0611357276136869,1.0,0.0481547195821874,1.0
10__all-MiniLM-L6-v2__run_20260210_222517_e0058bf3,3d1ddc23b606b8c8,1,I feel guilty about eating animals,My family eats meat as main portion,negative,2025-12-09T17:20:35.837Z,7,2,1.0,1.0,1.0,1.0
10__all-MiniLM-L6-v2__run_20260210_222517_e0058bf3,3d1ddc23b606b8c8,1,I feel guilty about eating animals,My religious beliefs justify eating animals,negative,2025-12-09T17:20:47.410Z,7,7,1.0,1.0,1.0,1.0
10__all-MiniLM-L6-v2__run_20260210_222517_e0058bf3,242bdf6bc5bb0b94,1,I like the taste of meat,I eat meat at least once daily,positive,2025-12-09T17:23:35.383Z,8,17,1.0,1.0,1.0,1.0
10__all-MiniLM-L6-v2__run_20260210_222517_e0058bf3,242bdf6bc5bb0b94,1,I have no moral issues eating meat,I eat meat at least once daily,positive,2025-12-09T17:23:45.233Z,0,17,0.0888238747266594,1.0,0.0888238747266594,1.0
10__all-MiniLM-L6-v2__run_20260210_222517_e0058bf3,242bdf6bc5bb0b94,1,Some relatives hunt and eat game meats,I eat meat at least once daily,positive,2025-12-09T17:23:54.666Z,2,17,0.6678573399119663,1.0,0.6678573399119663,1.0
10__all-MiniLM-L6-v2__run_20260210_222517_e0058bf3,242bdf6bc5bb0b94,1,I eat meat at least once daily,Eating meat is a family tradition,positive,2025-12-09T17:24:16.316Z,17,2,1.0,0.0612496750334367,1.0,0.0480166762527819
10__all-MiniLM-L6-v2__run_20260210_222517_e0058bf3,242bdf6bc5bb0b94,1,I am chronically anemic,I eat meat at least once daily,positive,2025-12-09T17:24:29.682Z,4,17,0.1499097574483885,1.0,0.1102622119299562,1.0
10__all-MiniLM-L6-v2__run_20260210_222517_e0058bf3,242bdf6bc5bb0b94,1,I was raised on a farm,I eat meat at least once daily,positive,2025-12-09T17:24:54.949Z,20,17,1.0,1.0,1.0,1.0
10__all-MiniLM-L6-v2__run_20260210_222517_e0058bf3,242bdf6bc5bb0b94,1,I sometimes reduce meat due to health issues,I believe too much meat can harm health,positive,2025-12-09T17:25:19.316Z,5,0,1.0,0.0807960394267513,1.0,0.04728742679299
10__all-MiniLM-L6-v2__run_20260210_222517_e0058bf3,242bdf6bc5bb0b94,1,Doctor recommended I eat lean beef,I eat meat at least once daily,positive,2025-12-09T17:25:35.699Z,-1,17,0.0628584604729909,1.0,,1.0
10__all-MiniLM-L6-v2__run_20260210_222517_e0058bf3,242bdf6bc5bb0b94,1,Doctor recommended I eat lean beef,I believe too much meat can harm health,positive,2025-12-09T17:25:46.549Z,-1,0,0.0628584604729909,0.0807960394267513,,0.04728742679299
10__all-MiniLM-L6-v2__run_20260210_222517_e0058bf3,242bdf6bc5bb0b94,1,I believe too much meat can harm health,I like the taste of meat,negative,2025-12-09T17:26:05.049Z,0,8,0.0807960394267513,1.0,0.04728742679299,1.0
10__all-MiniLM-L6-v2__run_20260210_222517_e0058bf3,242bdf6bc5bb0b94,1,I sometimes reduce meat due to health issues,I like the taste of meat,negative,2025-12-09T17:26:12.233Z,5,8,1.0,1.0,1.0,1.0
10__all-MiniLM-L6-v2__run_20260210_222517_e0058bf3,242bdf6bc5bb0b94,1,Doctor recommended I eat lean beef,I sometimes reduce meat due to health issues,negative,2025-12-09T17:26:19.299Z,-1,5,0.0628584604729909,1.0,,1.0
10__all-MiniLM-L6-v2__run_20260210_222517_e0058bf3,242bdf6bc5bb0b94,1,Eating meat is a family tradition,I believe too much meat can harm health,negative,2025-12-09T17:27:01.916Z,2,0,0.0612496750334367,0.0807960394267513,0.0480166762527819,0.04728742679299
10__all-MiniLM-L6-v2__run_20260210_222517_e0058bf3,242bdf6bc5bb0b94,1,I was raised on a farm,I believe too much meat can harm health,negative,2025-12-09T17:27:13.516Z,20,0,1.0,0.0807960394267513,1.0,0.04728742679299
10__all-MiniLM-L6-v2__run_20260210_222517_e0058bf3,242bdf6bc5bb0b94,1,I have no moral issues eating meat,I believe too much meat can harm health,negative,2025-12-09T17:27:20.483Z,0,0,0.0888238747266594,0.0807960394267513,0.0888238747266594,0.04728742679299
10__all-MiniLM-L6-v2__run_20260210_222517_e0058bf3,242bdf6bc5bb0b94,1,Some relatives hunt and eat game meats,I believe too much meat can harm health,negative,2025-12-09T17:27:23.816Z,2,0,0.6678573399119663,0.0807960394267513,0.6678573399119663,0.04728742679299
10__all-MiniLM-L6-v2__run_20260210_222517_e0058bf3,242bdf6bc5bb0b94,1,I am chronically anemic,I sometimes reduce meat due to health issues,negative,2025-12-09T17:27:56.982Z,4,5,0.1499097574483885,1.0,0.1102622119299562,1.0
10__all-MiniLM-L6-v2__run_20260210_222517_e0058bf3,242bdf6bc5bb0b94,1,I eat meat at least once daily,I believe too much meat can harm health,negative,2025-12-09T17:28:09.649Z,17,0,1.0,0.0807960394267513,1.0,0.04728742679299
10__all-MiniLM-L6-v2__run_20260210_222517_e0058bf3,c0ac91fae56c6ec3,1,I think chicken and turkey are healthier,I choose chicken and turkey for health,positive,2025-12-09T17:27:38.648Z,1,1,1.0,1.0,1.0,1.0
10__all-MiniLM-L6-v2__run_20260210_222517_e0058bf3,c0ac91fae56c6ec3,1,I prefer beef for hamburgers and sloppy joes,I eat lean beef to reduce fat,positive,2025-12-09T17:27:40.534Z,1,-1,0.249154030134026,0.0985156321907288,0.249154030134026,
10__all-MiniLM-L6-v2__run_20260210_222517_e0058bf3,c0ac91fae56c6ec3,1,I reduce beef or pork when dieting,I eat meat every day,positive,2025-12-09T17:27:43.926Z,5,16,1.0,1.0,1.0,1.0
10__all-MiniLM-L6-v2__run_20260210_222517_e0058bf3,c0ac91fae56c6ec3,1,Social contacts like the taste of meat,I like the taste of meat,positive,2025-12-09T17:27:46.556Z,14,8,1.0,1.0,1.0,1.0
10__all-MiniLM-L6-v2__run_20260210_222517_e0058bf3,c0ac91fae56c6ec3,1,I like the taste of meat,Those around me eat meat regularly,positive,2025-12-09T17:27:48.388Z,8,22,1.0,1.0,1.0,1.0
10__all-MiniLM-L6-v2__run_20260210_222517_e0058bf3,c0ac91fae56c6ec3,1,I think chicken and turkey are healthier,I choose chicken and turkey for health,negative,2025-12-09T17:28:05.342Z,1,1,1.0,1.0,1.0,1.0
10__all-MiniLM-L6-v2__run_20260210_222517_e0058bf3,c0ac91fae56c6ec3,1,I prefer beef for hamburgers and sloppy joes,I eat lean beef to reduce fat,negative,2025-12-09T17:28:07.300Z,1,-1,0.249154030134026,0.0985156321907288,0.249154030134026,
10__all-MiniLM-L6-v2__run_20260210_222517_e0058bf3,c0ac91fae56c6ec3,1,I reduce beef or pork when dieting,I eat meat every day,negative,2025-12-09T17:28:09.648Z,5,16,1.0,1.0,1.0,1.0
10__all-MiniLM-L6-v2__run_20260210_222517_e0058bf3,c0ac91fae56c6ec3,1,Social contacts like the taste of meat,I like the taste of meat,negative,2025-12-09T17:28:11.864Z,14,8,1.0,1.0,1.0,1.0
10__all-MiniLM-L6-v2__run_20260210_222517_e0058bf3,c0ac91fae56c6ec3,1,I like the taste of meat,Those around me eat meat regularly,negative,2025-12-09T17:28:13.118Z,8,22,1.0,1.0,1.0,1.0
10__all-MiniLM-L6-v2__run_20260210_222517_e0058bf3,8f96fa223f234180,1,I eat meat whenever I choose to,"I am fond of chicken, turkey, and fish",positive,2025-12-09T17:10:25.009Z,19,1,1.0,1.0,1.0,1.0
10__all-MiniLM-L6-v2__run_20260210_222517_e0058bf3,8f96fa223f234180,1,I eat meat whenever I choose to,I eat more chicken and fish now,positive,2025-12-09T17:10:27.011Z,19,1,1.0,0.5776473089027466,1.0,0.5776473089027466
10__all-MiniLM-L6-v2__run_20260210_222517_e0058bf3,8f96fa223f234180,1,I eat more chicken and fish now,"I am fond of chicken, turkey, and fish",positive,2025-12-09T17:10:28.557Z,1,1,0.5776473089027466,1.0,0.5776473089027466,1.0
10__all-MiniLM-L6-v2__run_20260210_222517_e0058bf3,8f96fa223f234180,1,I want to improve cholesterol and blood work,I have tried to cut back on red meat,positive,2025-12-09T17:10:33.230Z,4,3,0.1324988371711633,0.0634401072941068,0.1324988371711633,0.0634401072941068
