label,key,wave,stance_1,stance_2,polarity,timestamp,topic_1,topic_2,topic_conf_1,topic_conf_2,assigned_prob_1,assigned_prob_2
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,3d1ddc23b606b8c8,1,My parents served meat with dinner,I eat meat at least once a day,positive,2025-12-09T17:17:40.777Z,1,16,0.7591585710152794,1.0,0.7591585710152794,1.0
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,3d1ddc23b606b8c8,1,I grew up eating meat at meals,I eat meat at least once a day,positive,2025-12-09T17:17:44.327Z,-1,16,0.0169999223393251,1.0,,1.0
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,3d1ddc23b606b8c8,1,My family eats meat as main portion,My parents served meat with dinner,positive,2025-12-09T17:17:53.627Z,1,1,1.0,0.7591585710152794,1.0,0.7591585710152794
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,3d1ddc23b606b8c8,1,I grew up eating meat at meals,My family eats meat as main portion,positive,2025-12-09T17:17:59.515Z,-1,1,0.0169999223393251,1.0,,1.0
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,3d1ddc23b606b8c8,1,I eat meat at least once a day,My religious beliefs justify eating animals,positive,2025-12-09T17:18:12.895Z,16,8,1.0,1.0,1.0,1.0
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,3d1ddc23b606b8c8,1,Meat-eating is a family tradition,My parents served meat with dinner,positive,2025-12-09T17:18:20.141Z,1,1,0.1099853133277814,0.7591585710152794,0.1099853133277814,0.7591585710152794
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,3d1ddc23b606b8c8,1,I grew up eating meat at meals,Meat-eating is a family tradition,positive,2025-12-09T17:18:24.717Z,-1,1,0.0169999223393251,0.1099853133277814,,0.1099853133277814
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,3d1ddc23b606b8c8,1,My religious beliefs justify eating animals,Meat-eating is a family tradition,positive,2025-12-09T17:18:31.067Z,8,1,1.0,0.1099853133277814,1.0,0.1099853133277814
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,3d1ddc23b606b8c8,1,My religious beliefs justify eating animals,My parents served meat with dinner,positive,2025-12-09T17:19:03.537Z,8,1,1.0,0.7591585710152794,1.0,0.7591585710152794
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,3d1ddc23b606b8c8,1,I eat meat at least once a day,My family eats meat as main portion,positive,2025-12-09T17:19:10.725Z,16,1,1.0,1.0,1.0,1.0
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,3d1ddc23b606b8c8,1,My religious beliefs justify eating animals,I grew up eating meat at meals,positive,2025-12-09T17:19:20.797Z,8,-1,1.0,0.0169999223393251,1.0,
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,3d1ddc23b606b8c8,1,My family eats meat as main portion,Meat-eating is a family tradition,positive,2025-12-09T17:19:29.061Z,1,1,1.0,0.1099853133277814,1.0,0.1099853133277814
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,3d1ddc23b606b8c8,1,I feel guilty about eating animals,I eat meat at least once a day,negative,2025-12-09T17:19:57.587Z,8,16,1.0,1.0,1.0,1.0
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,3d1ddc23b606b8c8,1,I feel guilty about eating animals,My parents served meat with dinner,negative,2025-12-09T17:20:11.859Z,8,1,1.0,0.7591585710152794,1.0,0.7591585710152794
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,3d1ddc23b606b8c8,1,I grew up eating meat at meals,I feel guilty about eating animals,negative,2025-12-09T17:20:16.549Z,-1,8,0.0169999223393251,1.0,,1.0
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,3d1ddc23b606b8c8,1,Meat-eating is a family tradition,I feel guilty about eating animals,negative,2025-12-09T17:20:24.559Z,1,8,0.1099853133277814,1.0,0.1099853133277814,1.0
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,3d1ddc23b606b8c8,1,I feel guilty about eating animals,My family eats meat as main portion,negative,2025-12-09T17:20:35.837Z,8,1,1.0,1.0,1.0,1.0
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,3d1ddc23b606b8c8,1,I feel guilty about eating animals,My religious beliefs justify eating animals,negative,2025-12-09T17:20:47.410Z,8,8,1.0,1.0,1.0,1.0
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,242bdf6bc5bb0b94,1,I like the taste of meat,I eat meat at least once daily,positive,2025-12-09T17:23:35.383Z,9,16,1.0,1.0,1.0,1.0
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,242bdf6bc5bb0b94,1,I have no moral issues eating meat,I eat meat at least once daily,positive,2025-12-09T17:23:45.233Z,0,16,0.1418080542144127,1.0,0.1418080542144127,1.0
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,242bdf6bc5bb0b94,1,Some relatives hunt and eat game meats,I eat meat at least once daily,positive,2025-12-09T17:23:54.666Z,1,16,1.0,1.0,1.0,1.0
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,242bdf6bc5bb0b94,1,I eat meat at least once daily,Eating meat is a family tradition,positive,2025-12-09T17:24:16.316Z,16,1,1.0,0.1097375002761576,1.0,0.1097375002761576
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,242bdf6bc5bb0b94,1,I am chronically anemic,I eat meat at least once daily,positive,2025-12-09T17:24:29.682Z,3,16,0.2270473570437314,1.0,0.2270473570437314,1.0
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,242bdf6bc5bb0b94,1,I was raised on a farm,I eat meat at least once daily,positive,2025-12-09T17:24:54.949Z,-1,16,0.0195707933555712,1.0,,1.0
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,242bdf6bc5bb0b94,1,I sometimes reduce meat due to health issues,I believe too much meat can harm health,positive,2025-12-09T17:25:19.316Z,6,0,1.0,0.1218554777545442,1.0,0.0886786430364058
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,242bdf6bc5bb0b94,1,Doctor recommended I eat lean beef,I eat meat at least once daily,positive,2025-12-09T17:25:35.699Z,-1,16,0.0738919635266696,1.0,,1.0
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,242bdf6bc5bb0b94,1,Doctor recommended I eat lean beef,I believe too much meat can harm health,positive,2025-12-09T17:25:46.549Z,-1,0,0.0738919635266696,0.1218554777545442,,0.0886786430364058
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,242bdf6bc5bb0b94,1,I believe too much meat can harm health,I like the taste of meat,negative,2025-12-09T17:26:05.049Z,0,9,0.1218554777545442,1.0,0.0886786430364058,1.0
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,242bdf6bc5bb0b94,1,I sometimes reduce meat due to health issues,I like the taste of meat,negative,2025-12-09T17:26:12.233Z,6,9,1.0,1.0,1.0,1.0
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,242bdf6bc5bb0b94,1,Doctor recommended I eat lean beef,I sometimes reduce meat due to health issues,negative,2025-12-09T17:26:19.299Z,-1,6,0.0738919635266696,1.0,,1.0
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,242bdf6bc5bb0b94,1,Eating meat is a family tradition,I believe too much meat can harm health,negative,2025-12-09T17:27:01.916Z,1,0,0.1097375002761576,0.1218554777545442,0.1097375002761576,0.0886786430364058
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,242bdf6bc5bb0b94,1,I was raised on a farm,I believe too much meat can harm health,negative,2025-12-09T17:27:13.516Z,-1,0,0.0195707933555712,0.1218554777545442,,0.0886786430364058
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,242bdf6bc5bb0b94,1,I have no moral issues eating meat,I believe too much meat can harm health,negative,2025-12-09T17:27:20.483Z,0,0,0.1418080542144127,0.1218554777545442,0.1418080542144127,0.0886786430364058
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,242bdf6bc5bb0b94,1,Some relatives hunt and eat game meats,I believe too much meat can harm health,negative,2025-12-09T17:27:23.816Z,1,0,1.0,0.1218554777545442,1.0,0.0886786430364058
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,242bdf6bc5bb0b94,1,I am chronically anemic,I sometimes reduce meat due to health issues,negative,2025-12-09T17:27:56.982Z,3,6,0.2270473570437314,1.0,0.2270473570437314,1.0
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,242bdf6bc5bb0b94,1,I eat meat at least once daily,I believe too much meat can harm health,negative,2025-12-09T17:28:09.649Z,16,0,1.0,0.1218554777545442,1.0,0.0886786430364058
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,c0ac91fae56c6ec3,1,I think chicken and turkey are healthier,I choose chicken and turkey for health,positive,2025-12-09T17:27:38.648Z,2,2,1.0,1.0,1.0,1.0
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,c0ac91fae56c6ec3,1,I prefer beef for hamburgers and sloppy joes,I eat lean beef to reduce fat,positive,2025-12-09T17:27:40.534Z,2,-1,0.3135635948174965,0.1243402316349856,0.3135635948174965,
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,c0ac91fae56c6ec3,1,I reduce beef or pork when dieting,I eat meat every day,positive,2025-12-09T17:27:43.926Z,6,15,1.0,1.0,1.0,1.0
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,c0ac91fae56c6ec3,1,Social contacts like the taste of meat,I like the taste of meat,positive,2025-12-09T17:27:46.556Z,13,9,1.0,1.0,1.0,1.0
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,c0ac91fae56c6ec3,1,I like the taste of meat,Those around me eat meat regularly,positive,2025-12-09T17:27:48.388Z,9,-1,1.0,0.0871852325127979,1.0,
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,c0ac91fae56c6ec3,1,I think chicken and turkey are healthier,I choose chicken and turkey for health,negative,2025-12-09T17:28:05.342Z,2,2,1.0,1.0,1.0,1.0
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,c0ac91fae56c6ec3,1,I prefer beef for hamburgers and sloppy joes,I eat lean beef to reduce fat,negative,2025-12-09T17:28:07.300Z,2,-1,0.3135635948174965,0.1243402316349856,0.3135635948174965,
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,c0ac91fae56c6ec3,1,I reduce beef or pork when dieting,I eat meat every day,negative,2025-12-09T17:28:09.648Z,6,15,1.0,1.0,1.0,1.0
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,c0ac91fae56c6ec3,1,Social contacts like the taste of meat,I like the taste of meat,negative,2025-12-09T17:28:11.864Z,13,9,1.0,1.0,1.0,1.0
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,c0ac91fae56c6ec3,1,I like the taste of meat,Those around me eat meat regularly,negative,2025-12-09T17:28:13.118Z,9,-1,1.0,0.0871852325127979,1.0,
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,8f96fa223f234180,1,I eat meat whenever I choose to,"I am fond of chicken, turkey, and fish",positive,2025-12-09T17:10:25.009Z,-1,2,0.0766922124174311,1.0,,1.0
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,8f96fa223f234180,1,I eat meat whenever I choose to,I eat more chicken and fish now,positive,2025-12-09T17:10:27.011Z,-1,2,0.0766922124174311,0.6197170866696304,,0.6197170866696304
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,8f96fa223f234180,1,I eat more chicken and fish now,"I am fond of chicken, turkey, and fish",positive,2025-12-09T17:10:28.557Z,2,2,0.6197170866696304,1.0,0.6197170866696304,1.0
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,8f96fa223f234180,1,I want to improve cholesterol and blood work,I have tried to cut back on red meat,positive,2025-12-09T17:10:33.230Z,3,5,0.2508634276770078,0.0734408137973967,0.2508634276770078,0.0734408137973967
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,8f96fa223f234180,1,I want to improve cholesterol and blood work,I am concerned about my health,positive,2025-12-09T17:10:36.056Z,3,3,0.2508634276770078,0.0588438085408092,0.2508634276770078,0.0588438085408092
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,8f96fa223f234180,1,I am concerned about my health,I have tried to cut back on red meat,positive,2025-12-09T17:10:39.086Z,3,5,0.0588438085408092,0.0734408137973967,0.0588438085408092,0.0734408137973967
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,8f96fa223f234180,1,I have tried to cut back on processed meat,I am concerned about my health,positive,2025-12-09T17:10:41.194Z,5,3,0.0861562254730439,0.0588438085408092,0.0555837100785028,0.0588438085408092
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,8f96fa223f234180,1,I want to improve cholesterol and blood work,I have tried to cut back on processed meat,positive,2025-12-09T17:10:43.797Z,3,5,0.2508634276770078,0.0861562254730439,0.2508634276770078,0.0555837100785028
