label,key,wave,stance_1,stance_2,polarity,timestamp,topic_1,topic_2,topic_conf_1,topic_conf_2,assigned_prob_1,assigned_prob_2
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,3d1ddc23b606b8c8,1,My parents served meat with dinner,I eat meat at least once a day,positive,2025-12-09T17:17:40.777Z,3,15,0.2181641139692104,1.0,0.2181641139692104,1.0
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,3d1ddc23b606b8c8,1,I grew up eating meat at meals,I eat meat at least once a day,positive,2025-12-09T17:17:44.327Z,21,15,1.0,1.0,1.0,1.0
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,3d1ddc23b606b8c8,1,My family eats meat as main portion,My parents served meat with dinner,positive,2025-12-09T17:17:53.627Z,3,3,1.0,0.2181641139692104,1.0,0.2181641139692104
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,3d1ddc23b606b8c8,1,I grew up eating meat at meals,My family eats meat as main portion,positive,2025-12-09T17:17:59.515Z,21,3,1.0,1.0,1.0,1.0
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,3d1ddc23b606b8c8,1,I eat meat at least once a day,My religious beliefs justify eating animals,positive,2025-12-09T17:18:12.895Z,15,17,1.0,1.0,1.0,1.0
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,3d1ddc23b606b8c8,1,Meat-eating is a family tradition,My parents served meat with dinner,positive,2025-12-09T17:18:20.141Z,22,3,1.0,0.2181641139692104,1.0,0.2181641139692104
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,3d1ddc23b606b8c8,1,I grew up eating meat at meals,Meat-eating is a family tradition,positive,2025-12-09T17:18:24.717Z,21,22,1.0,1.0,1.0,1.0
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,3d1ddc23b606b8c8,1,My religious beliefs justify eating animals,Meat-eating is a family tradition,positive,2025-12-09T17:18:31.067Z,17,22,1.0,1.0,1.0,1.0
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,3d1ddc23b606b8c8,1,My religious beliefs justify eating animals,My parents served meat with dinner,positive,2025-12-09T17:19:03.537Z,17,3,1.0,0.2181641139692104,1.0,0.2181641139692104
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,3d1ddc23b606b8c8,1,I eat meat at least once a day,My family eats meat as main portion,positive,2025-12-09T17:19:10.725Z,15,3,1.0,1.0,1.0,1.0
