label,key,wave,stance_1,stance_2,polarity,timestamp,topic_1,topic_2,topic_conf_1,topic_conf_2,assigned_prob_1,assigned_prob_2
01__qwen3-embedding-0.6b__run_20260207_194841_60311038,3d1ddc23b606b8c8,1,My parents served meat with dinner,I eat meat at least once a day,positive,2025-12-09T17:17:40.777Z,12,18,1.0,1.0,1.0,1.0
01__qwen3-embedding-0.6b__run_20260207_194841_60311038,3d1ddc23b606b8c8,1,I grew up eating meat at meals,I eat meat at least once a day,positive,2025-12-09T17:17:44.327Z,22,18,1.0,1.0,1.0,1.0
01__qwen3-embedding-0.6b__run_20260207_194841_60311038,3d1ddc23b606b8c8,1,My family eats meat as main portion,My parents served meat with dinner,positive,2025-12-09T17:17:53.627Z,7,12,0.3803250415505837,1.0,0.3803250415505837,1.0
01__qwen3-embedding-0.6b__run_20260207_194841_60311038,3d1ddc23b606b8c8,1,I grew up eating meat at meals,My family eats meat as main portion,positive,2025-12-09T17:17:59.515Z,22,7,1.0,0.3803250415505837,1.0,0.3803250415505837
01__qwen3-embedding-0.6b__run_20260207_194841_60311038,3d1ddc23b606b8c8,1,I eat meat at least once a day,My religious beliefs justify eating animals,positive,2025-12-09T17:18:12.895Z,18,2,1.0,0.0577807901634359,1.0,0.0374459445455867
01__qwen3-embedding-0.6b__run_20260207_194841_60311038,3d1ddc23b606b8c8,1,Meat-eating is a family tradition,My parents served meat with dinner,positive,2025-12-09T17:18:20.141Z,-1,12,0.1886557887196392,1.0,,1.0
01__qwen3-embedding-0.6b__run_20260207_194841_60311038,3d1ddc23b606b8c8,1,I grew up eating meat at meals,Meat-eating is a family tradition,positive,2025-12-09T17:18:24.717Z,22,-1,1.0,0.1886557887196392,1.0,
01__qwen3-embedding-0.6b__run_20260207_194841_60311038,3d1ddc23b606b8c8,1,My religious beliefs justify eating animals,Meat-eating is a family tradition,positive,2025-12-09T17:18:31.067Z,2,-1,0.0577807901634359,0.1886557887196392,0.0374459445455867,
01__qwen3-embedding-0.6b__run_20260207_194841_60311038,3d1ddc23b606b8c8,1,My religious beliefs justify eating animals,My parents served meat with dinner,positive,2025-12-09T17:19:03.537Z,2,12,0.0577807901634359,1.0,0.0374459445455867,1.0
01__qwen3-embedding-0.6b__run_20260207_194841_60311038,3d1ddc23b606b8c8,1,I eat meat at least once a day,My family eats meat as main portion,positive,2025-12-09T17:19:10.725Z,18,7,1.0,0.3803250415505837,1.0,0.3803250415505837
01__qwen3-embedding-0.6b__run_20260207_194841_60311038,3d1ddc23b606b8c8,1,My religious beliefs justify eating animals,I grew up eating meat at meals,positive,2025-12-09T17:19:20.797Z,2,22,0.0577807901634359,1.0,0.0374459445455867,1.0
01__qwen3-embedding-0.6b__run_20260207_194841_60311038,3d1ddc23b606b8c8,1,My family eats meat as main portion,Meat-eating is a family tradition,positive,2025-12-09T17:19:29.061Z,7,-1,0.3803250415505837,0.1886557887196392,0.3803250415505837,
01__qwen3-embedding-0.6b__run_20260207_194841_60311038,3d1ddc23b606b8c8,1,I feel guilty about eating animals,I eat meat at least once a day,negative,2025-12-09T17:19:57.587Z,2,18,0.0555464814652044,1.0,0.032508999617624,1.0
01__qwen3-embedding-0.6b__run_20260207_194841_60311038,3d1ddc23b606b8c8,1,I feel guilty about eating animals,My parents served meat with dinner,negative,2025-12-09T17:20:11.859Z,2,12,0.0555464814652044,1.0,0.032508999617624,1.0
01__qwen3-embedding-0.6b__run_20260207_194841_60311038,3d1ddc23b606b8c8,1,I grew up eating meat at meals,I feel guilty about eating animals,negative,2025-12-09T17:20:16.549Z,22,2,1.0,0.0555464814652044,1.0,0.032508999617624
01__qwen3-embedding-0.6b__run_20260207_194841_60311038,3d1ddc23b606b8c8,1,Meat-eating is a family tradition,I feel guilty about eating animals,negative,2025-12-09T17:20:24.559Z,-1,2,0.1886557887196392,0.0555464814652044,,0.032508999617624
01__qwen3-embedding-0.6b__run_20260207_194841_60311038,3d1ddc23b606b8c8,1,I feel guilty about eating animals,My family eats meat as main portion,negative,2025-12-09T17:20:35.837Z,2,7,0.0555464814652044,0.3803250415505837,0.032508999617624,0.3803250415505837
01__qwen3-embedding-0.6b__run_20260207_194841_60311038,3d1ddc23b606b8c8,1,I feel guilty about eating animals,My religious beliefs justify eating animals,negative,2025-12-09T17:20:47.410Z,2,2,0.0555464814652044,0.0577807901634359,0.032508999617624,0.0374459445455867
01__qwen3-embedding-0.6b__run_20260207_194841_60311038,242bdf6bc5bb0b94,1,I like the taste of meat,I eat meat at least once daily,positive,2025-12-09T17:23:35.383Z,17,18,0.2753724705184637,1.0,0.2753724705184637,1.0
01__qwen3-embedding-0.6b__run_20260207_194841_60311038,242bdf6bc5bb0b94,1,I have no moral issues eating meat,I eat meat at least once daily,positive,2025-12-09T17:23:45.233Z,-1,18,0.1091408219688576,1.0,,1.0
01__qwen3-embedding-0.6b__run_20260207_194841_60311038,242bdf6bc5bb0b94,1,Some relatives hunt and eat game meats,I eat meat at least once daily,positive,2025-12-09T17:23:54.666Z,12,18,1.0,1.0,1.0,1.0
01__qwen3-embedding-0.6b__run_20260207_194841_60311038,242bdf6bc5bb0b94,1,I eat meat at least once daily,Eating meat is a family tradition,positive,2025-12-09T17:24:16.316Z,18,-1,1.0,0.183552298405841,1.0,
01__qwen3-embedding-0.6b__run_20260207_194841_60311038,242bdf6bc5bb0b94,1,I am chronically anemic,I eat meat at least once daily,positive,2025-12-09T17:24:29.682Z,3,18,0.0350362188148633,1.0,0.0350362188148633,1.0
01__qwen3-embedding-0.6b__run_20260207_194841_60311038,242bdf6bc5bb0b94,1,I was raised on a farm,I eat meat at least once daily,positive,2025-12-09T17:24:54.949Z,22,18,1.0,1.0,1.0,1.0
01__qwen3-embedding-0.6b__run_20260207_194841_60311038,242bdf6bc5bb0b94,1,I sometimes reduce meat due to health issues,I believe too much meat can harm health,positive,2025-12-09T17:25:19.316Z,1,11,0.4716035742568805,0.805624227000605,0.4716035742568805,0.805624227000605
01__qwen3-embedding-0.6b__run_20260207_194841_60311038,242bdf6bc5bb0b94,1,Doctor recommended I eat lean beef,I eat meat at least once daily,positive,2025-12-09T17:25:35.699Z,1,18,1.0,1.0,1.0,1.0
01__qwen3-embedding-0.6b__run_20260207_194841_60311038,242bdf6bc5bb0b94,1,Doctor recommended I eat lean beef,I believe too much meat can harm health,positive,2025-12-09T17:25:46.549Z,1,11,1.0,0.805624227000605,1.0,0.805624227000605
01__qwen3-embedding-0.6b__run_20260207_194841_60311038,242bdf6bc5bb0b94,1,I believe too much meat can harm health,I like the taste of meat,negative,2025-12-09T17:26:05.049Z,11,17,0.805624227000605,0.2753724705184637,0.805624227000605,0.2753724705184637
01__qwen3-embedding-0.6b__run_20260207_194841_60311038,242bdf6bc5bb0b94,1,I sometimes reduce meat due to health issues,I like the taste of meat,negative,2025-12-09T17:26:12.233Z,1,17,0.4716035742568805,0.2753724705184637,0.4716035742568805,0.2753724705184637
01__qwen3-embedding-0.6b__run_20260207_194841_60311038,242bdf6bc5bb0b94,1,Doctor recommended I eat lean beef,I sometimes reduce meat due to health issues,negative,2025-12-09T17:26:19.299Z,1,1,1.0,0.4716035742568805,1.0,0.4716035742568805
01__qwen3-embedding-0.6b__run_20260207_194841_60311038,242bdf6bc5bb0b94,1,Eating meat is a family tradition,I believe too much meat can harm health,negative,2025-12-09T17:27:01.916Z,-1,11,0.183552298405841,0.805624227000605,,0.805624227000605
01__qwen3-embedding-0.6b__run_20260207_194841_60311038,242bdf6bc5bb0b94,1,I was raised on a farm,I believe too much meat can harm health,negative,2025-12-09T17:27:13.516Z,22,11,1.0,0.805624227000605,1.0,0.805624227000605
01__qwen3-embedding-0.6b__run_20260207_194841_60311038,242bdf6bc5bb0b94,1,I have no moral issues eating meat,I believe too much meat can harm health,negative,2025-12-09T17:27:20.483Z,-1,11,0.1091408219688576,0.805624227000605,,0.805624227000605
01__qwen3-embedding-0.6b__run_20260207_194841_60311038,242bdf6bc5bb0b94,1,Some relatives hunt and eat game meats,I believe too much meat can harm health,negative,2025-12-09T17:27:23.816Z,12,11,1.0,0.805624227000605,1.0,0.805624227000605
01__qwen3-embedding-0.6b__run_20260207_194841_60311038,242bdf6bc5bb0b94,1,I am chronically anemic,I sometimes reduce meat due to health issues,negative,2025-12-09T17:27:56.982Z,3,1,0.0350362188148633,0.4716035742568805,0.0350362188148633,0.4716035742568805
01__qwen3-embedding-0.6b__run_20260207_194841_60311038,242bdf6bc5bb0b94,1,I eat meat at least once daily,I believe too much meat can harm health,negative,2025-12-09T17:28:09.649Z,18,11,1.0,0.805624227000605,1.0,0.805624227000605
01__qwen3-embedding-0.6b__run_20260207_194841_60311038,c0ac91fae56c6ec3,1,I think chicken and turkey are healthier,I choose chicken and turkey for health,positive,2025-12-09T17:27:38.648Z,0,0,1.0,1.0,1.0,1.0
01__qwen3-embedding-0.6b__run_20260207_194841_60311038,c0ac91fae56c6ec3,1,I prefer beef for hamburgers and sloppy joes,I eat lean beef to reduce fat,positive,2025-12-09T17:27:40.534Z,0,1,0.1009805912696804,1.0,0.1009805912696804,1.0
01__qwen3-embedding-0.6b__run_20260207_194841_60311038,c0ac91fae56c6ec3,1,I reduce beef or pork when dieting,I eat meat every day,positive,2025-12-09T17:27:43.926Z,1,18,1.0,1.0,1.0,1.0
