label,key,wave,stance_1,stance_2,polarity,timestamp,topic_1,topic_2,topic_conf_1,topic_conf_2,assigned_prob_1,assigned_prob_2
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,3d1ddc23b606b8c8,1,My parents served meat with dinner,I eat meat at least once a day,positive,2025-12-09T17:17:40.777Z,7,5,0.4418715475821483,1.0,0.4418715475821483,1.0
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,3d1ddc23b606b8c8,1,I grew up eating meat at meals,I eat meat at least once a day,positive,2025-12-09T17:17:44.327Z,-1,5,0.0060880755809489,1.0,,1.0
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,3d1ddc23b606b8c8,1,My family eats meat as main portion,My parents served meat with dinner,positive,2025-12-09T17:17:53.627Z,7,7,0.2932167997181229,0.4418715475821483,0.2932167997181229,0.4418715475821483
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,3d1ddc23b606b8c8,1,I grew up eating meat at meals,My family eats meat as main portion,positive,2025-12-09T17:17:59.515Z,-1,7,0.0060880755809489,0.2932167997181229,,0.2932167997181229
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,3d1ddc23b606b8c8,1,I eat meat at least once a day,My religious beliefs justify eating animals,positive,2025-12-09T17:18:12.895Z,5,22,1.0,1.0,1.0,1.0
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,3d1ddc23b606b8c8,1,Meat-eating is a family tradition,My parents served meat with dinner,positive,2025-12-09T17:18:20.141Z,7,7,1.0,0.4418715475821483,1.0,0.4418715475821483
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,3d1ddc23b606b8c8,1,I grew up eating meat at meals,Meat-eating is a family tradition,positive,2025-12-09T17:18:24.717Z,-1,7,0.0060880755809489,1.0,,1.0
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,3d1ddc23b606b8c8,1,My religious beliefs justify eating animals,Meat-eating is a family tradition,positive,2025-12-09T17:18:31.067Z,22,7,1.0,1.0,1.0,1.0
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,3d1ddc23b606b8c8,1,My religious beliefs justify eating animals,My parents served meat with dinner,positive,2025-12-09T17:19:03.537Z,22,7,1.0,0.4418715475821483,1.0,0.4418715475821483
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,3d1ddc23b606b8c8,1,I eat meat at least once a day,My family eats meat as main portion,positive,2025-12-09T17:19:10.725Z,5,7,1.0,0.2932167997181229,1.0,0.2932167997181229
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,3d1ddc23b606b8c8,1,My religious beliefs justify eating animals,I grew up eating meat at meals,positive,2025-12-09T17:19:20.797Z,22,-1,1.0,0.0060880755809489,1.0,
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,3d1ddc23b606b8c8,1,My family eats meat as main portion,Meat-eating is a family tradition,positive,2025-12-09T17:19:29.061Z,7,7,0.2932167997181229,1.0,0.2932167997181229,1.0
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,3d1ddc23b606b8c8,1,I feel guilty about eating animals,I eat meat at least once a day,negative,2025-12-09T17:19:57.587Z,18,5,1.0,1.0,1.0,1.0
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,3d1ddc23b606b8c8,1,I feel guilty about eating animals,My parents served meat with dinner,negative,2025-12-09T17:20:11.859Z,18,7,1.0,0.4418715475821483,1.0,0.4418715475821483
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,3d1ddc23b606b8c8,1,I grew up eating meat at meals,I feel guilty about eating animals,negative,2025-12-09T17:20:16.549Z,-1,18,0.0060880755809489,1.0,,1.0
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,3d1ddc23b606b8c8,1,Meat-eating is a family tradition,I feel guilty about eating animals,negative,2025-12-09T17:20:24.559Z,7,18,1.0,1.0,1.0,1.0
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,3d1ddc23b606b8c8,1,I feel guilty about eating animals,My family eats meat as main portion,negative,2025-12-09T17:20:35.837Z,18,7,1.0,0.2932167997181229,1.0,0.2932167997181229
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,3d1ddc23b606b8c8,1,I feel guilty about eating animals,My religious beliefs justify eating animals,negative,2025-12-09T17:20:47.410Z,18,22,1.0,1.0,1.0,1.0
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,242bdf6bc5bb0b94,1,I like the taste of meat,I eat meat at least once daily,positive,2025-12-09T17:23:35.383Z,-1,5,0.0122069029877914,1.0,,1.0
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,242bdf6bc5bb0b94,1,I have no moral issues eating meat,I eat meat at least once daily,positive,2025-12-09T17:23:45.233Z,3,5,0.1346020715147106,1.0,0.1346020715147106,1.0
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,242bdf6bc5bb0b94,1,Some relatives hunt and eat game meats,I eat meat at least once daily,positive,2025-12-09T17:23:54.666Z,7,5,1.0,1.0,1.0,1.0
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,242bdf6bc5bb0b94,1,I eat meat at least once daily,Eating meat is a family tradition,positive,2025-12-09T17:24:16.316Z,5,7,1.0,1.0,1.0,1.0
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,242bdf6bc5bb0b94,1,I am chronically anemic,I eat meat at least once daily,positive,2025-12-09T17:24:29.682Z,10,5,0.5465130987267719,1.0,0.5465130987267719,1.0
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,242bdf6bc5bb0b94,1,I was raised on a farm,I eat meat at least once daily,positive,2025-12-09T17:24:54.949Z,-1,5,0.1666922351732175,1.0,,1.0
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,242bdf6bc5bb0b94,1,I sometimes reduce meat due to health issues,I believe too much meat can harm health,positive,2025-12-09T17:25:19.316Z,19,18,1.0,0.4338665376214846,1.0,0.4338665376214846
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,242bdf6bc5bb0b94,1,Doctor recommended I eat lean beef,I eat meat at least once daily,positive,2025-12-09T17:25:35.699Z,-1,5,0.0753845589369845,1.0,,1.0
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,242bdf6bc5bb0b94,1,Doctor recommended I eat lean beef,I believe too much meat can harm health,positive,2025-12-09T17:25:46.549Z,-1,18,0.0753845589369845,0.4338665376214846,,0.4338665376214846
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,242bdf6bc5bb0b94,1,I believe too much meat can harm health,I like the taste of meat,negative,2025-12-09T17:26:05.049Z,18,-1,0.4338665376214846,0.0122069029877914,0.4338665376214846,
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,242bdf6bc5bb0b94,1,I sometimes reduce meat due to health issues,I like the taste of meat,negative,2025-12-09T17:26:12.233Z,19,-1,1.0,0.0122069029877914,1.0,
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,242bdf6bc5bb0b94,1,Doctor recommended I eat lean beef,I sometimes reduce meat due to health issues,negative,2025-12-09T17:26:19.299Z,-1,19,0.0753845589369845,1.0,,1.0
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,242bdf6bc5bb0b94,1,Eating meat is a family tradition,I believe too much meat can harm health,negative,2025-12-09T17:27:01.916Z,7,18,1.0,0.4338665376214846,1.0,0.4338665376214846
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,242bdf6bc5bb0b94,1,I was raised on a farm,I believe too much meat can harm health,negative,2025-12-09T17:27:13.516Z,-1,18,0.1666922351732175,0.4338665376214846,,0.4338665376214846
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,242bdf6bc5bb0b94,1,I have no moral issues eating meat,I believe too much meat can harm health,negative,2025-12-09T17:27:20.483Z,3,18,0.1346020715147106,0.4338665376214846,0.1346020715147106,0.4338665376214846
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,242bdf6bc5bb0b94,1,Some relatives hunt and eat game meats,I believe too much meat can harm health,negative,2025-12-09T17:27:23.816Z,7,18,1.0,0.4338665376214846,1.0,0.4338665376214846
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,242bdf6bc5bb0b94,1,I am chronically anemic,I sometimes reduce meat due to health issues,negative,2025-12-09T17:27:56.982Z,10,19,0.5465130987267719,1.0,0.5465130987267719,1.0
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,242bdf6bc5bb0b94,1,I eat meat at least once daily,I believe too much meat can harm health,negative,2025-12-09T17:28:09.649Z,5,18,1.0,0.4338665376214846,1.0,0.4338665376214846
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,c0ac91fae56c6ec3,1,I think chicken and turkey are healthier,I choose chicken and turkey for health,positive,2025-12-09T17:27:38.648Z,1,2,0.1521451652302881,1.0,0.1521451652302881,1.0
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,c0ac91fae56c6ec3,1,I prefer beef for hamburgers and sloppy joes,I eat lean beef to reduce fat,positive,2025-12-09T17:27:40.534Z,2,-1,0.4313967106833321,0.0728103084494859,0.4313967106833321,
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,c0ac91fae56c6ec3,1,I reduce beef or pork when dieting,I eat meat every day,positive,2025-12-09T17:27:43.926Z,-1,20,0.1509066711447217,1.0,,1.0
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,c0ac91fae56c6ec3,1,Social contacts like the taste of meat,I like the taste of meat,positive,2025-12-09T17:27:46.556Z,1,-1,0.1346876159122092,0.0121850487196612,0.1346876159122092,
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,c0ac91fae56c6ec3,1,I like the taste of meat,Those around me eat meat regularly,positive,2025-12-09T17:27:48.388Z,-1,6,0.0121850487196612,0.302633454939869,,0.302633454939869
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,c0ac91fae56c6ec3,1,I think chicken and turkey are healthier,I choose chicken and turkey for health,negative,2025-12-09T17:28:05.342Z,1,2,0.1521451652302881,1.0,0.1521451652302881,1.0
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,c0ac91fae56c6ec3,1,I prefer beef for hamburgers and sloppy joes,I eat lean beef to reduce fat,negative,2025-12-09T17:28:07.300Z,2,-1,0.4313967106833321,0.0728103084494859,0.4313967106833321,
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,c0ac91fae56c6ec3,1,I reduce beef or pork when dieting,I eat meat every day,negative,2025-12-09T17:28:09.648Z,-1,20,0.1509066711447217,1.0,,1.0
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,c0ac91fae56c6ec3,1,Social contacts like the taste of meat,I like the taste of meat,negative,2025-12-09T17:28:11.864Z,1,-1,0.1346876159122092,0.0121850487196612,0.1346876159122092,
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,c0ac91fae56c6ec3,1,I like the taste of meat,Those around me eat meat regularly,negative,2025-12-09T17:28:13.118Z,-1,6,0.0121850487196612,0.302633454939869,,0.302633454939869
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,8f96fa223f234180,1,I eat meat whenever I choose to,"I am fond of chicken, turkey, and fish",positive,2025-12-09T17:10:25.009Z,15,2,1.0,1.0,1.0,1.0
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,8f96fa223f234180,1,I eat meat whenever I choose to,I eat more chicken and fish now,positive,2025-12-09T17:10:27.011Z,15,2,1.0,0.4172665893339894,1.0,0.4172665893339894
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,8f96fa223f234180,1,I eat more chicken and fish now,"I am fond of chicken, turkey, and fish",positive,2025-12-09T17:10:28.557Z,2,2,0.4172665893339894,1.0,0.4172665893339894,1.0
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,8f96fa223f234180,1,I want to improve cholesterol and blood work,I have tried to cut back on red meat,positive,2025-12-09T17:10:33.230Z,4,14,0.1574527724249446,1.0,0.1574527724249446,1.0
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,8f96fa223f234180,1,I want to improve cholesterol and blood work,I am concerned about my health,positive,2025-12-09T17:10:36.056Z,4,10,0.1574527724249446,1.0,0.1574527724249446,1.0
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,8f96fa223f234180,1,I am concerned about my health,I have tried to cut back on red meat,positive,2025-12-09T17:10:39.086Z,10,14,1.0,1.0,1.0,1.0
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,8f96fa223f234180,1,I have tried to cut back on processed meat,I am concerned about my health,positive,2025-12-09T17:10:41.194Z,-1,10,0.0901276604164997,1.0,,1.0
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,8f96fa223f234180,1,I want to improve cholesterol and blood work,I have tried to cut back on processed meat,positive,2025-12-09T17:10:43.797Z,4,-1,0.1574527724249446,0.0901276604164997,0.1574527724249446,
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,8f96fa223f234180,1,I do not control grocery shopping or meal planning,I have tried to cut back on red meat,negative,2025-12-09T17:11:10.129Z,3,14,0.2250289592203687,1.0,0.2250289592203687,1.0
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,8f96fa223f234180,1,I do not control grocery shopping or meal planning,I have tried to cut back on processed meat,negative,2025-12-09T17:11:17.479Z,3,-1,0.2250289592203687,0.0901276604164997,0.2250289592203687,
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,8f96fa223f234180,1,I want to improve cholesterol and blood work,I do not control grocery shopping or meal planning,negative,2025-12-09T17:11:28.294Z,4,3,0.1574527724249446,0.2250289592203687,0.1574527724249446,0.2250289592203687
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,24e9f4a8dba444ba,1,Eating meat is a habit for me,I have always eaten and cooked with meat,positive,2025-12-09T17:31:24.471Z,-1,6,0.0523936892102228,0.1975283227068784,,0.1975283227068784
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,24e9f4a8dba444ba,1,I have always eaten and cooked with meat,My parents cooked with meat,positive,2025-12-09T17:31:29.214Z,6,7,0.1975283227068784,1.0,0.1975283227068784,1.0
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,24e9f4a8dba444ba,1,Eating meat is a habit for me,My parents cooked with meat,positive,2025-12-09T17:31:31.010Z,-1,7,0.0523936892102228,1.0,,1.0
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,24e9f4a8dba444ba,1,Eating meat is a habit for me,Most friends and family eat meat,positive,2025-12-09T17:31:32.895Z,-1,11,0.0523936892102228,0.3227014959315988,,0.3227014959315988
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,24e9f4a8dba444ba,1,I have always eaten and cooked with meat,Most friends and family eat meat,positive,2025-12-09T17:31:35.353Z,6,11,0.1975283227068784,0.3227014959315988,0.1975283227068784,0.3227014959315988
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,24e9f4a8dba444ba,1,My parents cooked with meat,Most friends and family eat meat,positive,2025-12-09T17:31:36.760Z,7,11,1.0,0.3227014959315988,1.0,0.3227014959315988
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,24e9f4a8dba444ba,1,I get bored with the same meals,I reduce meat when it is expensive,positive,2025-12-09T17:31:42.016Z,16,-1,0.2595010125676066,0.0863628035314894,0.2595010125676066,
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,24e9f4a8dba444ba,1,I get bored with the same meals,I enjoy the challenge of vegetarian cooking,positive,2025-12-09T17:31:43.370Z,16,8,0.2595010125676066,0.1685463486753367,0.2595010125676066,0.1685463486753367
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,24e9f4a8dba444ba,1,I reduce meat when it is expensive,I enjoy the challenge of vegetarian cooking,positive,2025-12-09T17:31:44.679Z,-1,8,0.0863628035314894,0.1685463486753367,,0.1685463486753367
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,24e9f4a8dba444ba,1,Eating meat feels natural to me,I have always eaten and cooked with meat,positive,2025-12-09T17:31:49.305Z,1,6,1.0,0.1975283227068784,1.0,0.1975283227068784
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,24e9f4a8dba444ba,1,Eating meat feels natural to me,Eating meat is a habit for me,positive,2025-12-09T17:31:50.631Z,1,-1,1.0,0.0523936892102228,1.0,
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,24e9f4a8dba444ba,1,I eat meat 1-2 times a day,Eating meat is a habit for me,positive,2025-12-09T17:31:56.849Z,5,-1,1.0,0.0523936892102228,1.0,
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,24e9f4a8dba444ba,1,I eat meat 1-2 times a day,My parents cooked with meat,positive,2025-12-09T17:31:58.628Z,5,7,1.0,1.0,1.0,1.0
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,24e9f4a8dba444ba,1,I eat meat 1-2 times a day,I have always eaten and cooked with meat,positive,2025-12-09T17:32:01.176Z,5,6,1.0,0.1975283227068784,1.0,0.1975283227068784
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,24e9f4a8dba444ba,1,I eat meat 1-2 times a day,Eating meat feels natural to me,positive,2025-12-09T17:32:02.734Z,5,1,1.0,1.0,1.0,1.0
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,24e9f4a8dba444ba,1,I reduce meat when it is expensive,Eating meat feels natural to me,negative,2025-12-09T17:32:19.797Z,-1,1,0.0863628035314894,1.0,,1.0
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,24e9f4a8dba444ba,1,I reduce meat when it is expensive,I have always eaten and cooked with meat,negative,2025-12-09T17:32:22.335Z,-1,6,0.0863628035314894,0.1975283227068784,,0.1975283227068784
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,24e9f4a8dba444ba,1,I reduce meat when it is expensive,My parents cooked with meat,negative,2025-12-09T17:32:26.747Z,-1,7,0.0863628035314894,1.0,,1.0
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,24e9f4a8dba444ba,1,I reduce meat when it is expensive,Eating meat is a habit for me,negative,2025-12-09T17:32:38.262Z,-1,-1,0.0863628035314894,0.0523936892102228,,
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,24e9f4a8dba444ba,1,I get bored with the same meals,Eating meat is a habit for me,negative,2025-12-09T17:32:49.273Z,16,-1,0.2595010125676066,0.0523936892102228,0.2595010125676066,
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,24e9f4a8dba444ba,1,I get bored with the same meals,I have always eaten and cooked with meat,negative,2025-12-09T17:32:50.982Z,16,6,0.2595010125676066,0.1975283227068784,0.2595010125676066,0.1975283227068784
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,24e9f4a8dba444ba,1,I get bored with the same meals,Eating meat feels natural to me,negative,2025-12-09T17:32:52.308Z,16,1,0.2595010125676066,1.0,0.2595010125676066,1.0
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,24e9f4a8dba444ba,1,I enjoy the challenge of vegetarian cooking,Eating meat feels natural to me,negative,2025-12-09T17:32:54.652Z,8,1,0.1685463486753367,1.0,0.1685463486753367,1.0
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,24e9f4a8dba444ba,1,I enjoy the challenge of vegetarian cooking,I have always eaten and cooked with meat,negative,2025-12-09T17:32:56.409Z,8,6,0.1685463486753367,0.1975283227068784,0.1685463486753367,0.1975283227068784
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,24e9f4a8dba444ba,1,I enjoy the challenge of vegetarian cooking,My parents cooked with meat,negative,2025-12-09T17:32:57.999Z,8,7,0.1685463486753367,1.0,0.1685463486753367,1.0
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,24e9f4a8dba444ba,1,I reduce meat when it is expensive,I eat meat 1-2 times a day,negative,2025-12-09T17:33:37.660Z,-1,5,0.0863628035314894,1.0,,1.0
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,5d5930b9486b3aef,1,Chicken and pork are less expensive than beef,I buy more meat when it is on sale,positive,2025-12-09T17:09:57.316Z,1,-1,0.1714732117274176,0.155245962060974,0.1714732117274176,
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,5d5930b9486b3aef,1,I eat mostly chicken,I prefer chicken and fish,positive,2025-12-09T17:10:01.043Z,2,2,1.0,1.0,1.0,1.0
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,5d5930b9486b3aef,1,I eat mostly chicken,I find chicken easier to digest than beef,positive,2025-12-09T17:10:03.556Z,2,1,1.0,0.1626967675957055,1.0,0.1626967675957055
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,5d5930b9486b3aef,1,I prefer chicken and fish,I find steak hard to chew,positive,2025-12-09T17:10:09.940Z,2,18,1.0,0.5221483866874489,1.0,0.5221483866874489
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,5d5930b9486b3aef,1,I prefer chicken and fish,I buy more meat when it is on sale,negative,2025-12-09T17:10:30.202Z,2,-1,1.0,0.155245962060974,1.0,
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,5d5930b9486b3aef,1,I find chicken easier to digest than beef,I eat mostly chicken,negative,2025-12-09T17:10:33.968Z,1,2,0.1626967675957055,1.0,0.1626967675957055,1.0
