label,key,wave,stance_1,stance_2,polarity,timestamp,topic_1,topic_2,topic_conf_1,topic_conf_2,assigned_prob_1,assigned_prob_2
04__bge-large-en-v1.5__run_20260207_195329_adbd2d24,3d1ddc23b606b8c8,1,My parents served meat with dinner,I eat meat at least once a day,positive,2025-12-09T17:17:40.777Z,1,14,1.0,0.287544737074476,1.0,0.287544737074476
04__bge-large-en-v1.5__run_20260207_195329_adbd2d24,3d1ddc23b606b8c8,1,I grew up eating meat at meals,I eat meat at least once a day,positive,2025-12-09T17:17:44.327Z,20,14,1.0,0.287544737074476,1.0,0.287544737074476
04__bge-large-en-v1.5__run_20260207_195329_adbd2d24,3d1ddc23b606b8c8,1,My family eats meat as main portion,My parents served meat with dinner,positive,2025-12-09T17:17:53.627Z,1,1,1.0,1.0,1.0,1.0
04__bge-large-en-v1.5__run_20260207_195329_adbd2d24,3d1ddc23b606b8c8,1,I grew up eating meat at meals,My family eats meat as main portion,positive,2025-12-09T17:17:59.515Z,20,1,1.0,1.0,1.0,1.0
04__bge-large-en-v1.5__run_20260207_195329_adbd2d24,3d1ddc23b606b8c8,1,I eat meat at least once a day,My religious beliefs justify eating animals,positive,2025-12-09T17:18:12.895Z,14,-1,0.287544737074476,0.0956671322037411,0.287544737074476,
04__bge-large-en-v1.5__run_20260207_195329_adbd2d24,3d1ddc23b606b8c8,1,Meat-eating is a family tradition,My parents served meat with dinner,positive,2025-12-09T17:18:20.141Z,1,1,0.1447136805331978,1.0,0.1447136805331978,1.0
04__bge-large-en-v1.5__run_20260207_195329_adbd2d24,3d1ddc23b606b8c8,1,I grew up eating meat at meals,Meat-eating is a family tradition,positive,2025-12-09T17:18:24.717Z,20,1,1.0,0.1447136805331978,1.0,0.1447136805331978
04__bge-large-en-v1.5__run_20260207_195329_adbd2d24,3d1ddc23b606b8c8,1,My religious beliefs justify eating animals,Meat-eating is a family tradition,positive,2025-12-09T17:18:31.067Z,-1,1,0.0956671322037411,0.1447136805331978,,0.1447136805331978
04__bge-large-en-v1.5__run_20260207_195329_adbd2d24,3d1ddc23b606b8c8,1,My religious beliefs justify eating animals,My parents served meat with dinner,positive,2025-12-09T17:19:03.537Z,-1,1,0.0956671322037411,1.0,,1.0
04__bge-large-en-v1.5__run_20260207_195329_adbd2d24,3d1ddc23b606b8c8,1,I eat meat at least once a day,My family eats meat as main portion,positive,2025-12-09T17:19:10.725Z,14,1,0.287544737074476,1.0,0.287544737074476,1.0
04__bge-large-en-v1.5__run_20260207_195329_adbd2d24,3d1ddc23b606b8c8,1,My religious beliefs justify eating animals,I grew up eating meat at meals,positive,2025-12-09T17:19:20.797Z,-1,20,0.0956671322037411,1.0,,1.0
04__bge-large-en-v1.5__run_20260207_195329_adbd2d24,3d1ddc23b606b8c8,1,My family eats meat as main portion,Meat-eating is a family tradition,positive,2025-12-09T17:19:29.061Z,1,1,1.0,0.1447136805331978,1.0,0.1447136805331978
04__bge-large-en-v1.5__run_20260207_195329_adbd2d24,3d1ddc23b606b8c8,1,I feel guilty about eating animals,I eat meat at least once a day,negative,2025-12-09T17:19:57.587Z,-1,14,0.0787734410773245,0.287544737074476,,0.287544737074476
04__bge-large-en-v1.5__run_20260207_195329_adbd2d24,3d1ddc23b606b8c8,1,I feel guilty about eating animals,My parents served meat with dinner,negative,2025-12-09T17:20:11.859Z,-1,1,0.0787734410773245,1.0,,1.0
04__bge-large-en-v1.5__run_20260207_195329_adbd2d24,3d1ddc23b606b8c8,1,I grew up eating meat at meals,I feel guilty about eating animals,negative,2025-12-09T17:20:16.549Z,20,-1,1.0,0.0787734410773245,1.0,
04__bge-large-en-v1.5__run_20260207_195329_adbd2d24,3d1ddc23b606b8c8,1,Meat-eating is a family tradition,I feel guilty about eating animals,negative,2025-12-09T17:20:24.559Z,1,-1,0.1447136805331978,0.0787734410773245,0.1447136805331978,
04__bge-large-en-v1.5__run_20260207_195329_adbd2d24,3d1ddc23b606b8c8,1,I feel guilty about eating animals,My family eats meat as main portion,negative,2025-12-09T17:20:35.837Z,-1,1,0.0787734410773245,1.0,,1.0
04__bge-large-en-v1.5__run_20260207_195329_adbd2d24,3d1ddc23b606b8c8,1,I feel guilty about eating animals,My religious beliefs justify eating animals,negative,2025-12-09T17:20:47.410Z,-1,-1,0.0787734410773245,0.0956671322037411,,
04__bge-large-en-v1.5__run_20260207_195329_adbd2d24,242bdf6bc5bb0b94,1,I like the taste of meat,I eat meat at least once daily,positive,2025-12-09T17:23:35.383Z,18,14,1.0,0.2866457146228302,1.0,0.2866457146228302
04__bge-large-en-v1.5__run_20260207_195329_adbd2d24,242bdf6bc5bb0b94,1,I have no moral issues eating meat,I eat meat at least once daily,positive,2025-12-09T17:23:45.233Z,-1,14,0.106183064870723,0.2866457146228302,,0.2866457146228302
04__bge-large-en-v1.5__run_20260207_195329_adbd2d24,242bdf6bc5bb0b94,1,Some relatives hunt and eat game meats,I eat meat at least once daily,positive,2025-12-09T17:23:54.666Z,1,14,0.4531733046830407,0.2866457146228302,0.4531733046830407,0.2866457146228302
04__bge-large-en-v1.5__run_20260207_195329_adbd2d24,242bdf6bc5bb0b94,1,I eat meat at least once daily,Eating meat is a family tradition,positive,2025-12-09T17:24:16.316Z,14,1,0.2866457146228302,0.1492204802659663,0.2866457146228302,0.1492204802659663
04__bge-large-en-v1.5__run_20260207_195329_adbd2d24,242bdf6bc5bb0b94,1,I am chronically anemic,I eat meat at least once daily,positive,2025-12-09T17:24:29.682Z,11,14,0.1509301131706129,0.2866457146228302,0.1509301131706129,0.2866457146228302
