label,key,wave,stance_1,stance_2,polarity,timestamp,topic_1,topic_2,topic_conf_1,topic_conf_2,assigned_prob_1,assigned_prob_2
02__bert-base-nli-mean-tokens__run_20260207_195652_c4427094,3d1ddc23b606b8c8,1,My parents served meat with dinner,I eat meat at least once a day,positive,2025-12-09T17:17:40.777Z,4,10,0.1020514483351152,0.105913981027682,0.1020514483351152,0.105913981027682
02__bert-base-nli-mean-tokens__run_20260207_195652_c4427094,3d1ddc23b606b8c8,1,I grew up eating meat at meals,I eat meat at least once a day,positive,2025-12-09T17:17:44.327Z,36,10,0.5325617635489129,0.105913981027682,0.5325617635489129,0.105913981027682
02__bert-base-nli-mean-tokens__run_20260207_195652_c4427094,3d1ddc23b606b8c8,1,My family eats meat as main portion,My parents served meat with dinner,positive,2025-12-09T17:17:53.627Z,4,4,0.0834528358280708,0.1020514483351152,0.0665555695135105,0.1020514483351152
02__bert-base-nli-mean-tokens__run_20260207_195652_c4427094,3d1ddc23b606b8c8,1,I grew up eating meat at meals,My family eats meat as main portion,positive,2025-12-09T17:17:59.515Z,36,4,0.5325617635489129,0.0834528358280708,0.5325617635489129,0.0665555695135105
02__bert-base-nli-mean-tokens__run_20260207_195652_c4427094,3d1ddc23b606b8c8,1,I eat meat at least once a day,My religious beliefs justify eating animals,positive,2025-12-09T17:18:12.895Z,10,19,0.105913981027682,1.0,0.105913981027682,1.0
02__bert-base-nli-mean-tokens__run_20260207_195652_c4427094,3d1ddc23b606b8c8,1,Meat-eating is a family tradition,My parents served meat with dinner,positive,2025-12-09T17:18:20.141Z,4,4,1.0,0.1020514483351152,1.0,0.1020514483351152
02__bert-base-nli-mean-tokens__run_20260207_195652_c4427094,3d1ddc23b606b8c8,1,I grew up eating meat at meals,Meat-eating is a family tradition,positive,2025-12-09T17:18:24.717Z,36,4,0.5325617635489129,1.0,0.5325617635489129,1.0
02__bert-base-nli-mean-tokens__run_20260207_195652_c4427094,3d1ddc23b606b8c8,1,My religious beliefs justify eating animals,Meat-eating is a family tradition,positive,2025-12-09T17:18:31.067Z,19,4,1.0,1.0,1.0,1.0
02__bert-base-nli-mean-tokens__run_20260207_195652_c4427094,3d1ddc23b606b8c8,1,My religious beliefs justify eating animals,My parents served meat with dinner,positive,2025-12-09T17:19:03.537Z,19,4,1.0,0.1020514483351152,1.0,0.1020514483351152
02__bert-base-nli-mean-tokens__run_20260207_195652_c4427094,3d1ddc23b606b8c8,1,I eat meat at least once a day,My family eats meat as main portion,positive,2025-12-09T17:19:10.725Z,10,4,0.105913981027682,0.0834528358280708,0.105913981027682,0.0665555695135105
02__bert-base-nli-mean-tokens__run_20260207_195652_c4427094,3d1ddc23b606b8c8,1,My religious beliefs justify eating animals,I grew up eating meat at meals,positive,2025-12-09T17:19:20.797Z,19,36,1.0,0.5325617635489129,1.0,0.5325617635489129
02__bert-base-nli-mean-tokens__run_20260207_195652_c4427094,3d1ddc23b606b8c8,1,My family eats meat as main portion,Meat-eating is a family tradition,positive,2025-12-09T17:19:29.061Z,4,4,0.0834528358280708,1.0,0.0665555695135105,1.0
02__bert-base-nli-mean-tokens__run_20260207_195652_c4427094,3d1ddc23b606b8c8,1,I feel guilty about eating animals,I eat meat at least once a day,negative,2025-12-09T17:19:57.587Z,15,10,0.2962311922324666,0.105913981027682,0.2962311922324666,0.105913981027682
02__bert-base-nli-mean-tokens__run_20260207_195652_c4427094,3d1ddc23b606b8c8,1,I feel guilty about eating animals,My parents served meat with dinner,negative,2025-12-09T17:20:11.859Z,15,4,0.2962311922324666,0.1020514483351152,0.2962311922324666,0.1020514483351152
