Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
-1,663,OUTLIER,I enjoy the taste of meat,I grew up eating meat at meals,I like the taste of meat,I was raised on a farm,Doctor recommended I eat lean beef
0,376,"want, weight, plantbased, vegetables, healthy, diet, meals, healthier, food, foods",I want variety in my meals,Some social contacts focus on taste,Restaurants are a treat for me,I enjoy familiar comforting foods,I am flexible with my food choices
1,273,"family, meat, eats, eats meat, regularly, eat meat, meat regularly, family eats, family eats meat, eat",My parents served meat with dinner,Family and friends include meat in meals,All my friends eat meat frequently,Family traditions involve eating meat,Eating meat is a habit for my family
2,217,"meat, dislike, unhealthy, eating, feel, concerned, environmental, concerns, animal, red meat",I dislike the taste of fish,Meat can cause constipation,My wife cannot tolerate beef,I struggle with contradictions of eating meat,Meat looks gross to me
3,215,"meat, easy, prefer, believe, meat easy, good, protein, meat tastes, meat feels, tastes",Meat is relatively cheap,Veggie substitutes are easy to buy,I believe eating meat is natural,Eating meat feels more natural to me,Chicken is easy to cook
4,203,"reduce, meat, want, try, want reduce, consumption, reduce meat, meat health, reducing, meat consumption",I considered reducing meat for my health,I want to avoid weight loss,I wish I could be vegetarian,I reduce beef and pork for health reasons,I try to limit beef and pork
5,203,"chicken, eat chicken, fish, turkey, eat, chicken fish, chicken turkey, prefer, beef, eat chicken fish",I enjoy the taste of poultry,I prefer turkey or chicken,I eat catfish for its texture,I prefer lean meats like chicken,I am happy with the chicken I eat
6,169,"avoid, avoid eating, pork, eating, meat avoid, avoid meat, red, meat, processed, meats avoid",I avoid greasy meats,I am unwilling to butcher cows or pigs,I avoid animal antibiotics and hormones,I avoid meat when I don't crave it,I ignore advice from vegetarians and vegans
7,111,"vegetarian, vegan, vegetarian meals, meals, friends, years, vegetarians, vegan vegetarian, vegetarian vegetarian, vegetarian vegan",My family is vegetarian,I was raised vegetarian,I am vegetarian,My family includes a vegetarian,I am open to trying a vegan diet
8,103,"meat, eat meat, eat, crave, meat available, crave meat, available, people, people eat, feel",I eat meat whenever I choose to,Meat fills me up,Meat is filling,People around me eat meat similarly,I eat meat when it is available
9,101,"week, times, week eat, meat times, eat, times week, weekly, eat meat times, times week eat, eat meat",I eat meat a few times a week,I eat red meat a few times yearly,I eat red meat 3-4 times weekly,I eat meat at least once daily,I try to limit meat to once daily
10,101,"health, concerned health, health concerns, concerned, concerns, motivated health, motivated, heart, health concerned, concerned health concerned",I have health concerns,My family has health challenges,I am concerned about my health,I am concerned about health impacts,I had colon cancer
11,92,"animal, welfare, animal welfare, concerned animal, concerned animal welfare, animal welfare concerned, welfare concerned, welfare concerned animal, concerned, animals",I am concerned about animal rights,I am concerned about animal welfare,I am motivated by animal welfare concerns,I thought briefly about animal welfare,Exposure to animal rights documentaries
12,91,"protein, meat protein, eat meat protein, meat, eat meat, protein meat, provides, meat provides, protein eat meat, eat",I believe meat provides necessary protein,I believe meat has unique nutrients,I use meat alternatives like tofu and Gardein,Meat provides essential amino acids,I eat meat for protein
13,84,"eat meat, eat, meat meals, eat meat meals, people, people know, know eat, people know eat, know, meat",Most friends eat a lot of meat,Most people I know eat meat regularly,Meat is part of almost every meal locally,I eat meat with most meals,Most people around me eat meat
14,82,"protein, want protein, want, protein want, want protein want, protein want protein, need, need protein, protein diet, high protein",I need high protein intake,I try to include more protein,I want high-quality protein,I believe meals need a protein source,Protein should be part of my diet
15,78,"concerned, environmental, impact, environmental impact, environment, concerned environmental, concerned environmental impact, impact concerned, environmental impact concerned, environment concerned",I care about sustainability,I am concerned about environmental impact,I am environmentally conscious,I care about the environment,I am motivated by environmental concerns
16,71,"red meat, red, limit red, limit red meat, red meat consumption, meat, limit, cut red meat, cut red, consumption",Red meat is traditional in my culture,I substitute red meat with alternatives,I have cut back on red meat,My doctor recommended cutting red meat,My family prefers red meat for flavor
17,62,"rarely, rarely eat, eat, meat rarely, meat rarely eat, limited, meat eat, meat, meals, portions",I often do not eat any meat,Significant other rarely eats meat,I have limited money for other foods,Meatless dinners are rare in my house,I rarely eat chicken or fish
18,56,"family, meat family, enjoys, eating meat, eating, enjoys eating meat, loves, enjoys eating, meat, likes",My husband loves steak and pork,My family prefers steak,Social contacts prefer eating meat,My family enjoys eating meat,My child is a picky eater for meat
19,54,"choices, meat choices, influences, meat, important, health, price, choices meat, ethically sourced, influences meat",Learning about health shaped my meat habits,My religious beliefs influence meat choices,I am health conscious about meat choice,I think balance with meat is important,Financial limitations affect my meat choices
20,53,"expensive, meat expensive, expensive meat, prices, meat prices, meat expensive meat, expensive meat expensive, high, meat, red meat expensive",Red meat is expensive,I worry plant meat substitutes are highly processed,Meat for breakfast is expensive,Meat is sometimes expensive,Red meat is more expensive than chicken
