Topic,Count,Name,Representation,Representative_Docs
-1,663,-1_meat_taste meat_enjoy_taste,"['meat', 'taste meat', 'enjoy', 'taste', 'eating meat', 'eating', 'eat', 'eat meat', 'enjoy taste meat', 'enjoy taste']","['I enjoy the taste of meat', 'I enjoy the taste of meat', 'I enjoy the taste of meat']"
0,376,0_want_weight_plantbased_vegetables,"['want', 'weight', 'plantbased', 'vegetables', 'healthy', 'diet', 'meals', 'healthier', 'food', 'foods']","['I want to lose weight', 'I want to lose weight', 'I want to lose weight']"
1,273,1_family_meat_eats_eats meat,"['family', 'meat', 'eats', 'eats meat', 'regularly', 'eat meat', 'meat regularly', 'family eats', 'family eats meat', 'eat']","['My family eats meat regularly', 'My family eats meat regularly', 'My family eats meat regularly']"
2,217,2_meat_dislike_unhealthy_eating,"['meat', 'dislike', 'unhealthy', 'eating', 'feel', 'concerned', 'environmental', 'concerns', 'animal', 'red meat']","['I think red meat is unhealthy', 'I believe red meat is unhealthy', 'I believe red meat is unhealthy']"
3,215,3_meat_easy_prefer_believe,"['meat', 'easy', 'prefer', 'believe', 'meat easy', 'good', 'protein', 'meat tastes', 'meat feels', 'tastes']","['Meat tastes good', 'Eating meat feels normal to me', 'Meat tastes good to me']"
4,203,4_reduce_meat_want_try,"['reduce', 'meat', 'want', 'try', 'want reduce', 'consumption', 'reduce meat', 'meat health', 'reducing', 'meat consumption']","['I try to reduce meat consumption', 'I try to reduce meat consumption', 'I try to reduce meat consumption']"
5,203,5_chicken_eat chicken_fish_turkey,"['chicken', 'eat chicken', 'fish', 'turkey', 'eat', 'chicken fish', 'chicken turkey', 'prefer', 'beef', 'eat chicken fish']","['I mostly eat chicken', 'I mostly eat chicken', 'I eat chicken most often']"
6,169,6_avoid_avoid eating_pork_eating,"['avoid', 'avoid eating', 'pork', 'eating', 'meat avoid', 'avoid meat', 'red', 'meat', 'processed', 'meats avoid']","['I avoid eating red meat', 'I avoid eating red meat', 'I avoid eating red meat']"
7,111,7_vegetarian_vegan_vegetarian meals_meals,"['vegetarian', 'vegan', 'vegetarian meals', 'meals', 'friends', 'years', 'vegetarians', 'vegan vegetarian', 'vegetarian vegetarian', 'vegetarian vegan']","['I am vegetarian', 'I am vegetarian', 'I became vegetarian']"
8,103,8_meat_eat meat_eat_crave,"['meat', 'eat meat', 'eat', 'crave', 'meat available', 'crave meat', 'available', 'people', 'people eat', 'feel']","['I eat meat when it is available', 'I eat meat', 'I eat meat']"
9,101,9_week_times_week eat_meat times,"['week', 'times', 'week eat', 'meat times', 'eat', 'times week', 'weekly', 'eat meat times', 'times week eat', 'eat meat']","['I eat meat about three times a week', 'I eat meat a few times a week', 'I eat meat 2-3 times a week']"
10,101,10_health_concerned health_health concerns_concerned,"['health', 'concerned health', 'health concerns', 'concerned', 'concerns', 'motivated health', 'motivated', 'heart', 'health concerned', 'concerned health concerned']","['I am concerned about health', 'I am concerned about my health', 'I am concerned about health']"
11,92,11_animal_welfare_animal welfare_concerned animal,"['animal', 'welfare', 'animal welfare', 'concerned animal', 'concerned animal welfare', 'animal welfare concerned', 'welfare concerned', 'welfare concerned animal', 'concerned', 'animals']","['I am concerned about animal welfare', 'I am concerned about animal welfare', 'I am concerned about animal welfare']"
12,91,12_protein_meat protein_eat meat protein_meat,"['protein', 'meat protein', 'eat meat protein', 'meat', 'eat meat', 'protein meat', 'provides', 'meat provides', 'protein eat meat', 'eat']","['I eat meat for protein', 'I eat meat for protein', 'I eat meat for protein']"
13,84,13_eat meat_eat_meat meals_eat meat meals,"['eat meat', 'eat', 'meat meals', 'eat meat meals', 'people', 'people know', 'know eat', 'people know eat', 'know', 'meat']","['Most people I know eat meat', 'Most people I know eat meat', 'Most people I know eat meat']"
14,82,14_protein_want protein_want_protein want,"['protein', 'want protein', 'want', 'protein want', 'want protein want', 'protein want protein', 'need', 'need protein', 'protein diet', 'high protein']","['I want to get enough protein', 'I want to get enough protein', 'I want to get enough protein']"
15,78,15_concerned_environmental_impact_environmental impact,"['concerned', 'environmental', 'impact', 'environmental impact', 'environment', 'concerned environmental', 'concerned environmental impact', 'impact concerned', 'environmental impact concerned', 'environment concerned']","['I am concerned about environmental impact', 'I am concerned about environmental impact', 'I am concerned about environmental impact']"
16,71,16_red meat_red_limit red_limit red meat,"['red meat', 'red', 'limit red', 'limit red meat', 'red meat consumption', 'meat', 'limit', 'cut red meat', 'cut red', 'consumption']","['I limit red meat consumption', 'I limit red meat consumption', 'I limit red meat consumption']"
17,62,17_rarely_rarely eat_eat_meat rarely,"['rarely', 'rarely eat', 'eat', 'meat rarely', 'meat rarely eat', 'limited', 'meat eat', 'meat', 'meals', 'portions']","['I rarely eat steak', 'I rarely eat meat', 'I rarely eat beef']"
18,56,18_family_meat family_enjoys_eating meat,"['family', 'meat family', 'enjoys', 'eating meat', 'eating', 'enjoys eating meat', 'loves', 'enjoys eating', 'meat', 'likes']","['Family enjoys eating meat', 'My family enjoys eating meat', 'Family enjoys eating meat']"
19,54,19_choices_meat choices_influences_meat,"['choices', 'meat choices', 'influences', 'meat', 'important', 'health', 'price', 'choices meat', 'ethically sourced', 'influences meat']","['Cost influences my meat choices', 'Availability influences my meat choices', 'Price influences my meat choices']"
20,53,20_expensive_meat expensive_expensive meat_prices,"['expensive', 'meat expensive', 'expensive meat', 'prices', 'meat prices', 'meat expensive meat', 'expensive meat expensive', 'high', 'meat', 'red meat expensive']","['Meat is expensive for me', 'Meat is expensive', 'Meat is too expensive']"
