Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
-1,726,OUTLIER,I enjoy the taste of meat,I like the taste of meat,I eat a lot of chicken,I get bored with the same meals,I find steak hard to chew
0,325,"family, meat family, friends, eats, family eats, meat, eats meat, family eats meat, friends eat, friends eat meat",My family stopped eating meat,My family likes to eat meat,My family ate meat in moderation,My children eat more meat than I do,My family eats similar amounts of meat as me
1,248,"chicken, fish, eat chicken, turkey, eat, chicken fish, chicken turkey, eat fish, prefer, beef",I mostly eat chicken,I increase chicken and fish for weight loss,Chicken is more sustainable and healthier,My family prefers eating chicken,I like the taste of chicken and fish
2,227,"meat, reducing, feel, reducing meat, consumption, eating, meat consumption, filling, eating meat, eat",I sometimes reduce meat due to health issues,I considered reducing meat after health issues,I considered reducing meat for weight loss,I have lost weight after reducing meat,I try to minimize meat consumption
3,198,"red, red meat, meat, eat red, eat red meat, eating red, cut, eating red meat, avoid red, avoid red meat",I think red meat is unhealthy,I avoid red meat during the week,I avoid eating dark meat,I am concerned about cancer risk from red meat,I avoid eating red meats
4,186,"protein, want protein, want, source, protein want, meat protein, protein meat, high protein, high, need",I feel sick without protein,I want to get enough protein,I want protein for energy and focus,Meat provides essential amino acids,Meat is a good source of protein
5,186,"meat, believe, believe meat, health, concerns, ethical, environmental, substitutes, alternatives, meat alternatives",I believe meat has unique nutrients,I am concerned about soy and estrogen,I believe meat is healthy,I am concerned about meat healthiness,I am concerned about meat fat content
6,183,"want, weight, cholesterol, motivated, diet, healthy, healthier, lose, motivated health, lose weight",I want variety in my diet,I want a balanced diet,I want to lose weight,I seek nutritional balance,I try to keep a balanced diet
7,141,"meals, meat, meals meat, include, convenient, include meat, incomplete, meat tastes, tastes, meal",Meat makes meals tastier,Meat is easy to prepare,Meat is easy to cook,I include meat while breastfeeding,Meat is the focal point of big meals
8,135,"vegetarian, vegan, vegetarian meals, vegetarians, meals, options, friends, pescatarian, vegetarian options, years",Eating vegetarian is cheaper for me,I was vegan for about 20 years,I am happy with vegetarian meals,I lack confidence cooking vegetarian meals,I am vegetarian
9,128,"animal, welfare, animal welfare, concerned animal, animals, concerned animal welfare, concerned, welfare concerned, animal welfare concerned, welfare concerned animal",I am concerned about animal rights,I don't like eating animals,I believe animals should have ethical lives,I care about animal welfare,I am concerned about animal deaths
10,95,"expensive, prices, meat prices, meat expensive, cost, choices, meat, price, meat choices, expensive meat",Chicken and pork are less expensive than beef,Meat is getting more expensive,I think meat prices are too high,Meat prices are expensive,Rising meat prices may reduce consumption
11,83,"contacts, social contacts, social, meat social contacts, meat social, contacts eat, social contacts eat, contacts eat meat, friends, meat",Social contacts are concerned about heart disease,Social contacts find meat nutritious,Social contacts follow the same meat habits,My social contacts do not limit meat at all,Social contacts eat meat regularly
12,78,"times, eat meat times, meat times, eat meat, week eat meat, week, week eat, weekly eat meat, days, weekly eat",I eat meat at least once a day,I eat meat at least twice daily,I eat meat 2-4 times a week,I eat meat a few times weekly,I eat meat less than once a week
13,72,"health, concerned health, concerned, health concerns, concerns, concerned health concerned, health concerned, diabetes, heart, health concerned health",I have health concerns,I have experienced serious health issues,I am concerned about my health,I am concerned about health effects,I am concerned about health
14,69,"eat meat day, meat day, day, eat meat, meat day eat, day eat, meat daily, day eat meat, daily, eat meat daily",I have meat every evening with dinner,I eat meat for dinner every night,I eat meat almost every day,I eat meat almost daily,Eating meat is part of my routine
15,58,"meat regularly eat, eat meat regularly, regularly eat, meat regularly, regularly eat meat, regularly, eat meat, eat, meat eat meat, meat eat",I eat various meats regularly,I eat meat when I want to,I am used to eating meat,I eat wild game meats,I eat meat regularly
16,57,"grew, grew eating, raised, grew eating meat, eating meat, raised eating, eating, raised eating meat, meat grew, meat grew eating",I was raised eating pork,I grew up eating meat regularly,Southern cuisine was central when growing up,I grew up eating a lot of meat,I was brought up eating meat
17,56,"people, meat people, know, people eat, people eat meat, people know, people know eat, know eat, know eat meat, eat meat",People I live with eat meat,Most people I know eat meat regularly,People around me like the taste of meat,Everyone in my life eats meat,People around me eat a lot of meat
18,54,"habit, meat habit, eating meat, meat feels, feels, eating meat habit, eating, habit eating, habit eating meat, eating meat feels",Eating meat prevents animal food waste,Meat provides comfort and satisfaction,Eating meat helps me avoid snacking,Meat by-products grossed me out,I sometimes feel self-conscious eating all meats
19,53,"beef, eat beef, lean, beef eat, beef eat beef, venison, eat, eat lean, avoid, week eat beef",I try to avoid beef,I eat beef given by others,I do not desire beef as much,I eat beef occasionally,I avoid eating beef
20,50,"enjoy eating meat, meat enjoy, enjoy eating, enjoy, meat enjoy eating, eating meat enjoy, eating meat, eating, flavor, flavor meat enjoy",I enjoy eating meat,I enjoy the flavor of some meats,I get satisfaction from eating meat,I enjoy pleasant meat aromas during cooking,I am not big on meat flavor
21,50,"eat meat meals, meal eat, meat meal eat, meal eat meat, eat meat, meat meal, meat meals eat, meals eat, eat meat meal, meal",I eat meat with most meals,I eat meat at most meals,I eat meat with most dinners,I have meat with every meal,I eat meat during dinner meals
