Topic,Count,Name,Representation,Representative_Docs
-1,726,-1_taste_taste meat_meat_avoid,"['taste', 'taste meat', 'meat', 'avoid', 'enjoy', 'enjoy taste meat', 'enjoy taste', 'like', 'eat', 'environmental']","['I enjoy the taste of meat', 'I enjoy the taste of meat', 'I enjoy the taste of meat']"
0,325,0_family_meat family_friends_eats,"['family', 'meat family', 'friends', 'eats', 'family eats', 'meat', 'eats meat', 'family eats meat', 'friends eat', 'friends eat meat']","['My family eats meat with me', 'My family eats more meat than I do', 'My family eats meat']"
1,248,1_chicken_fish_eat chicken_turkey,"['chicken', 'fish', 'eat chicken', 'turkey', 'eat', 'chicken fish', 'chicken turkey', 'eat fish', 'prefer', 'beef']","['I eat more chicken and fish', 'I eat mostly chicken and fish', 'I eat chicken and fish']"
2,227,2_meat_reducing_feel_reducing meat,"['meat', 'reducing', 'feel', 'reducing meat', 'consumption', 'eating', 'meat consumption', 'filling', 'eating meat', 'eat']","['I considered reducing meat for my health', 'I am reducing meat consumption', 'I have not considered reducing meat consumption']"
3,198,3_red_red meat_meat_eat red,"['red', 'red meat', 'meat', 'eat red', 'eat red meat', 'eating red', 'cut', 'eating red meat', 'avoid red', 'avoid red meat']","['I eat less red meat', 'I still eat red meat sometimes', 'I eat less red meat']"
4,186,4_protein_want protein_want_source,"['protein', 'want protein', 'want', 'source', 'protein want', 'meat protein', 'protein meat', 'high protein', 'high', 'need']","['I want to get enough protein', 'I want to get enough protein', 'I want to get enough protein']"
5,186,5_meat_believe_believe meat_health,"['meat', 'believe', 'believe meat', 'health', 'concerns', 'ethical', 'environmental', 'substitutes', 'alternatives', 'meat alternatives']","['I believe meat is nutritious', 'I believe meat is healthy', 'I believe meat is healthy']"
6,183,6_want_weight_cholesterol_motivated,"['want', 'weight', 'cholesterol', 'motivated', 'diet', 'healthy', 'healthier', 'lose', 'motivated health', 'lose weight']","['I want to lose weight', 'I want to lose weight', 'I want to lose weight']"
7,141,7_meals_meat_meals meat_include,"['meals', 'meat', 'meals meat', 'include', 'convenient', 'include meat', 'incomplete', 'meat tastes', 'tastes', 'meal']","['I include meat in most meals', 'I include meat in most meals', 'I include meat in most meals']"
8,135,8_vegetarian_vegan_vegetarian meals_vegetarians,"['vegetarian', 'vegan', 'vegetarian meals', 'vegetarians', 'meals', 'options', 'friends', 'pescatarian', 'vegetarian options', 'years']","['I am vegetarian', 'I am a vegetarian', 'I am a vegetarian']"
9,128,9_animal_welfare_animal welfare_concerned animal,"['animal', 'welfare', 'animal welfare', 'concerned animal', 'animals', 'concerned animal welfare', 'concerned', 'welfare concerned', 'animal welfare concerned', 'welfare concerned animal']","['I am concerned about animal welfare', 'I am concerned about animal welfare', 'I am concerned about animal welfare']"
10,95,10_expensive_prices_meat prices_meat expensive,"['expensive', 'prices', 'meat prices', 'meat expensive', 'cost', 'choices', 'meat', 'price', 'meat choices', 'expensive meat']","['Meat is very expensive', 'Meat is expensive for me', 'Meat is expensive']"
11,83,11_contacts_social contacts_social_meat social contacts,"['contacts', 'social contacts', 'social', 'meat social contacts', 'meat social', 'contacts eat', 'social contacts eat', 'contacts eat meat', 'friends', 'meat']","['My social contacts eat meat regularly', 'Most social contacts eat meat', 'Social contacts eat meat regularly']"
12,78,12_times_eat meat times_meat times_eat meat,"['times', 'eat meat times', 'meat times', 'eat meat', 'week eat meat', 'week', 'week eat', 'weekly eat meat', 'days', 'weekly eat']","['I eat meat 2-4 times a week', 'I eat meat several times a week', 'I eat meat three times a week']"
13,72,13_health_concerned health_concerned_health concerns,"['health', 'concerned health', 'concerned', 'health concerns', 'concerns', 'concerned health concerned', 'health concerned', 'diabetes', 'heart', 'health concerned health']","['I am concerned about health', 'I am concerned about my health', 'I am concerned about my health']"
14,69,14_eat meat day_meat day_day_eat meat,"['eat meat day', 'meat day', 'day', 'eat meat', 'meat day eat', 'day eat', 'meat daily', 'day eat meat', 'daily', 'eat meat daily']","['I eat meat every day', 'I eat meat almost every day', 'I eat meat every day']"
15,58,15_meat regularly eat_eat meat regularly_regularly eat_meat regularly,"['meat regularly eat', 'eat meat regularly', 'regularly eat', 'meat regularly', 'regularly eat meat', 'regularly', 'eat meat', 'eat', 'meat eat meat', 'meat eat']","['I eat meat regularly', 'I eat meat regularly', 'I eat meat regularly']"
16,57,16_grew_grew eating_raised_grew eating meat,"['grew', 'grew eating', 'raised', 'grew eating meat', 'eating meat', 'raised eating', 'eating', 'raised eating meat', 'meat grew', 'meat grew eating']","['I grew up eating meat', 'I grew up eating meat', 'I grew up eating meat']"
17,56,17_people_meat people_know_people eat,"['people', 'meat people', 'know', 'people eat', 'people eat meat', 'people know', 'people know eat', 'know eat', 'know eat meat', 'eat meat']","['Most people I know eat meat', 'Most people I know eat meat regularly', 'Most people I know eat meat regularly']"
18,54,18_habit_meat habit_eating meat_meat feels,"['habit', 'meat habit', 'eating meat', 'meat feels', 'feels', 'eating meat habit', 'eating', 'habit eating', 'habit eating meat', 'eating meat feels']","['Eating meat is a habit for me', 'Eating meat is a habit', 'Eating meat is a habit for me']"
19,53,19_beef_eat beef_lean_beef eat,"['beef', 'eat beef', 'lean', 'beef eat', 'beef eat beef', 'venison', 'eat', 'eat lean', 'avoid', 'week eat beef']","['I eat beef three to four times weekly', 'I eat almost no beef', 'I eat beef sometimes']"
20,50,20_enjoy eating meat_meat enjoy_enjoy eating_enjoy,"['enjoy eating meat', 'meat enjoy', 'enjoy eating', 'enjoy', 'meat enjoy eating', 'eating meat enjoy', 'eating meat', 'eating', 'flavor', 'flavor meat enjoy']","['I enjoy eating meat', 'I enjoy eating meat', 'I enjoy eating meat']"
21,50,21_eat meat meals_meal eat_meat meal eat_meal eat meat,"['eat meat meals', 'meal eat', 'meat meal eat', 'meal eat meat', 'eat meat', 'meat meal', 'meat meals eat', 'meals eat', 'eat meat meal', 'meal']","['I eat meat with some meals', 'I eat meat at most meals', 'I eat meat with most meals']"
