Topic,Count,Name,Representation,Representative_Docs
-1,407,-1_meat_eat_eat meat_eating meat,"['meat', 'eat', 'eat meat', 'eating meat', 'eating', 'love', 'enjoy', 'enjoy eating', 'meat eat', 'day']","['I enjoy eating meat', 'I often do not eat any meat', 'I enjoy eating meat']"
0,383,0_chicken_fish_eat chicken_eat,"['chicken', 'fish', 'eat chicken', 'eat', 'prefer', 'chicken fish', 'turkey', 'meat', 'buy', 'chicken turkey']","['I eat mostly chicken', 'I mostly eat chicken', 'I mostly eat chicken']"
1,305,1_meat_eating_consumption_red meat,"['meat', 'eating', 'consumption', 'red meat', 'red', 'meat consumption', 'eating meat', 'feel', 'reducing', 'limit']","['I limit red meat consumption', 'I limit red meat consumption', 'I limit red meat consumption']"
2,304,2_friends_social_contacts_social contacts,"['friends', 'social', 'contacts', 'social contacts', 'people', 'meat', 'eat meat', 'eat', 'friends eat', 'meat social']","['My family and friends eat meat regularly', 'Family and friends eat meat regularly', 'Social contacts eat meat regularly']"
3,296,3_avoid_red_meat_red meat,"['avoid', 'red', 'meat', 'red meat', 'avoid eating', 'pork', 'meat avoid', 'eating', 'meats', 'concerns']","['I avoid eating red meat', 'I avoid eating red meat', 'I avoid eating red meat']"
4,276,4_family_meat family_eats_family eats,"['family', 'meat family', 'eats', 'family eats', 'eats meat', 'meat', 'family eats meat', 'eating', 'eating meat family', 'eating meat']","['My family eats more meat', 'All my family eats meat', 'Everyone in my family eats meat']"
5,202,5_want_weight_motivated_diet,"['want', 'weight', 'motivated', 'diet', 'healthy', 'healthier', 'lose', 'food', 'health', 'lose weight']","['I want to lose weight', 'I want to lose weight', 'I want to lose weight']"
6,185,6_expensive_meat_meat expensive_prices,"['expensive', 'meat', 'meat expensive', 'prices', 'meat prices', 'alternatives', 'cost', 'choices', 'expensive meat', 'limited']","['Meat is too expensive', 'Meat can be expensive for me', 'Meat is very expensive']"
7,175,7_eat_eat meat_times_week,"['eat', 'eat meat', 'times', 'week', 'meat times', 'eat meat times', 'weekly', 'week eat', 'meat', 'weekly eat']","['I eat meat a few times a week', 'I eat meat a few times a week', 'I eat meat three times a week']"
8,146,8_vegetarian_meals_plantbased_vegetables,"['vegetarian', 'meals', 'plantbased', 'vegetables', 'vegan', 'vegetarian meals', 'plantbased meals', 'balance', 'balance meat', 'meatless']","['I am a vegetarian', 'I became vegetarian', 'I sometimes have vegetarian meals']"
9,124,9_protein_believe_believe meat_meat protein,"['protein', 'believe', 'believe meat', 'meat protein', 'meat', 'source', 'protein meat', 'eat meat protein', 'protein eat', 'protein eat meat']","['I eat meat for protein', 'I eat meat for protein', 'I eat meat to get protein']"
10,121,10_animal_animal welfare_welfare_concerned animal,"['animal', 'animal welfare', 'welfare', 'concerned animal', 'concerned animal welfare', 'concerned', 'animal welfare concerned', 'welfare concerned', 'animals', 'welfare concerned animal']","['I am concerned about animal welfare', 'I am concerned about animal welfare', 'I am concerned about animal welfare']"
11,112,11_protein_want_want protein_protein want,"['protein', 'want', 'want protein', 'protein want', 'protein want protein', 'want protein want', 'need', 'need protein', 'high protein', 'protein diet']","['I want enough protein', 'I want to get enough protein', 'I want to get enough protein']"
12,96,12_health_concerned_concerned health_concerns,"['health', 'concerned', 'concerned health', 'concerns', 'health concerned', 'concerned health concerned', 'health concerns', 'cholesterol', 'concerned cholesterol', 'health concerned health']","['I am concerned about health', 'I am concerned about my health', 'I am concerned about health']"
13,87,13_taste meat_taste_enjoy taste meat_enjoy taste,"['taste meat', 'taste', 'enjoy taste meat', 'enjoy taste', 'meat enjoy', 'taste meat enjoy', 'meat enjoy taste', 'enjoy', 'like taste meat', 'like taste']","['I enjoy the taste of meat', 'I enjoy the taste of meat', 'I enjoy the taste of meat']"
14,83,14_environmental_concerned_impact_environmental impact,"['environmental', 'concerned', 'impact', 'environmental impact', 'concerned environmental', 'concerned environmental impact', 'environment', 'environmental impact concerned', 'impact concerned', 'environment concerned']","['I am concerned about environmental impact', 'I am concerned about environmental impact', 'I am concerned about environmental impact']"
15,79,15_grew_grew eating_raised_grew eating meat,"['grew', 'grew eating', 'raised', 'grew eating meat', 'eating', 'eating meat', 'raised eating', 'meat grew', 'raised eating meat', 'meat grew eating']","['I grew up eating meat', 'I grew up eating meat', 'I grew up eating meat']"
16,77,16_wife_husband_partner_prefers,"['wife', 'husband', 'partner', 'prefers', 'boyfriend', 'eats', 'meat wife', 'meat husband', 'eating', 'meat']","['My husband prefers eating meat', 'My wife prefers red meat', 'My wife eats the same as I do']"
