Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
-1,407,OUTLIER,I enjoy eating meat,I often do not eat any meat,I have no moral issues eating meat,I eat meat every day,I want to improve cholesterol and blood work
0,383,"chicken, fish, eat chicken, eat, prefer, chicken fish, turkey, meat, buy, chicken turkey",I mostly eat chicken,"I eat chicken, fish, and red meat","I seek organic, pasture-raised, grass-fed meat",My household mainly eats chicken and turkey,I primarily eat chicken or turkey
1,305,"meat, eating, consumption, red meat, red, meat consumption, eating meat, feel, reducing, limit",I eat red meat less frequently,I considered reducing meat after health issues,I eat less beef than before,I considered reducing meat for my health,I have stopped eating beef
2,304,"friends, social, contacts, social contacts, people, meat, eat meat, eat, friends eat, meat social",Friends are becoming vegetarians for health,My family and friends all eat meat,Most of my friends and family eat meat regularly,My community discourages vegetarianism,Many social contacts are vegetarian
3,296,"avoid, red, meat, red meat, avoid eating, pork, meat avoid, eating, meats, concerns",I avoid red meat and pork,I am concerned about meat origins and labeling,I think eating a lot of meat is unhealthy,I avoid pork because it feels heavy,Red meat causes health complications for me
4,276,"family, meat family, eats, family eats, eats meat, meat, family eats meat, eating, eating meat family, eating meat",My parents served meat with dinner,My family eats meat with every meal,My family eats meat frequently,My family includes meat in their meals,I encourage family to eat organic meat
5,202,"want, weight, motivated, diet, healthy, healthier, lose, food, health, lose weight",I am motivated by health concerns,I eat foods I like,Price is my main motivation,I want to gain or keep weight,I am open to a balanced diet
6,185,"expensive, meat, meat expensive, prices, meat prices, alternatives, cost, choices, expensive meat, limited",Red meat is expensive,Meat affordability influences my choices,Eating vegetarian was expensive for me,Meat is expensive at every meal,Rising meat prices affect my purchases
7,175,"eat, eat meat, times, week, meat times, eat meat times, weekly, week eat, meat, weekly eat",I eat red meat occasionally,I eat meat occasionally,I eat meat with most meals,I include meat to complete meals,I include meat in most meals
8,146,"vegetarian, meals, plantbased, vegetables, vegan, vegetarian meals, plantbased meals, balance, balance meat, meatless",I enjoy the challenge of vegetarian cooking,I plan to eat more vegetables,I include plant-based meals for health,I find plant-based meals easy and light,I am more open to occasional vegetarian meals
9,124,"protein, believe, believe meat, meat protein, meat, source, protein meat, eat meat protein, protein eat, protein eat meat",I value meat for protein and nutrition,I see meat as a good protein source,I consider health when choosing meat,I select meat for health benefits,I like meat's protein content
10,121,"animal, animal welfare, welfare, concerned animal, concerned animal welfare, concerned, animal welfare concerned, welfare concerned, animals, welfare concerned animal",I am concerned about animal rights,I love animals,I am concerned about animal welfare,I am in favor of animal rights,I consider animal intelligence
11,112,"protein, want, want protein, protein want, protein want protein, want protein want, need, need protein, high protein, protein diet",I need high protein intake,I need more protein,I want to get enough protein,I try to include more protein,I want more protein
12,96,"health, concerned, concerned health, concerns, health concerned, concerned health concerned, health concerns, cholesterol, concerned cholesterol, health concerned health",I have health concerns,I have had pancreatitis,I had colon cancer,I have high blood pressure,I am concerned about my health
13,87,"taste meat, taste, enjoy taste meat, enjoy taste, meat enjoy, taste meat enjoy, meat enjoy taste, enjoy, like taste meat, like taste",I like the taste of meat,Meat tastes good to me,I enjoy the taste of meat,I enjoy pleasant meat aromas during cooking,I enjoy the protein in meat
14,83,"environmental, concerned, impact, environmental impact, concerned environmental, concerned environmental impact, environment, environmental impact concerned, impact concerned, environment concerned",I care about sustainability,I am concerned about climate change,I care about the environment,I am concerned about the environment,I am concerned about chemical additives
15,79,"grew, grew eating, raised, grew eating meat, eating, eating meat, raised eating, meat grew, raised eating meat, meat grew eating",I was raised vegetarian,I have always eaten meat,I grew up eating meat,I learned meat-eating from childhood,I was raised eating meat
16,77,"wife, husband, partner, prefers, boyfriend, eats, meat wife, meat husband, eating, meat",My husband avoids red meat,My wife changed her eating habits with me,My eating habits influenced by my partner,My wife cannot tolerate beef,My wife makes veggie dishes sometimes
