Topic,Count,Name,Representation,Representative_Docs
-1,668,-1_meat_eating_eating meat_eat,"['meat', 'eating', 'eating meat', 'eat', 'love', 'habit', 'feel', 'meals', 'eat meat', 'love taste']","['Eating meat is a habit', 'Eating meat is mostly out of habit', 'Eating meat is a habit for me']"
0,254,0_meat_easy_good_meat easy,"['meat', 'easy', 'good', 'meat easy', 'believe', 'prefer', 'meat tastes', 'tastes', 'meat feels', 'protein']","['Meat tastes good to me', 'Meat tastes good to me', 'Eating meat feels normal to me']"
1,201,1_chicken_eat chicken_fish_turkey,"['chicken', 'eat chicken', 'fish', 'turkey', 'chicken fish', 'eat', 'chicken turkey', 'chicken eat', 'prefer', 'eat chicken fish']","['I mostly eat chicken', 'I mostly eat chicken', 'I eat mostly chicken']"
2,125,2_avoid_avoid eating_pork_processed,"['avoid', 'avoid eating', 'pork', 'processed', 'meats avoid', 'meat avoid', 'avoid processed', 'eating', 'meats', 'pork avoid']","['I avoid processed meats', 'I avoid processed meats', 'I avoid processed meats']"
3,117,3_times_week_week eat_weekly,"['times', 'week', 'week eat', 'weekly', 'meat times', 'eat meat times', 'weekly eat', 'times week', 'times week eat', 'times weekly']","['I eat meat a few times a week', 'I eat meat several times a week', 'I eat meat a few times a week']"
4,109,4_family_meat family_tradition_eating meat family,"['family', 'meat family', 'tradition', 'eating meat family', 'family tradition', 'cultural', 'meat family tradition', 'family eats', 'eating meat', 'meat']","['Eating meat is a family tradition', 'Eating meat is family tradition', 'Eating meat is a family tradition']"
5,109,5_vegetarian_vegan_vegetarian meals_years,"['vegetarian', 'vegan', 'vegetarian meals', 'years', 'vegetarians', 'friends', 'meals', 'vegetarian vegetarian', 'vegan vegetarian', 'vegetarian vegan']","['I became vegetarian', 'I am vegetarian', 'I am a vegetarian']"
6,101,6_health_concerned health_health concerns_concerned,"['health', 'concerned health', 'health concerns', 'concerned', 'concerns', 'motivated health', 'motivated', 'heart', 'health concerned', 'concerned health concerned']","['I am concerned about my health', 'I am concerned about health', 'I am concerned about my health']"
7,88,7_food_habits_eating habits_meals,"['food', 'habits', 'eating habits', 'meals', 'similar', 'cost', 'vegetables', 'family', 'eats cook', 'consider cost']","['I consider cost when choosing food', 'My family has similar eating habits', 'My wife has similar eating habits']"
8,86,8_eat meat_meat meals_eat meat meals_people,"['eat meat', 'meat meals', 'eat meat meals', 'people', 'eat', 'people know', 'people know eat', 'know eat', 'know', 'know eat meat']","['Most people I know eat meat', 'Most people I know eat meat', 'Most people I know eat meat']"
9,82,9_protein_meat protein_eat meat protein_protein meat,"['protein', 'meat protein', 'eat meat protein', 'protein meat', 'meat provides', 'provides', 'protein eat meat', 'protein eat', 'eat meat', 'meat']","['I eat meat for protein', 'I eat meat for protein', 'I eat meat for protein']"
10,78,10_environmental_concerned_impact_environmental impact,"['environmental', 'concerned', 'impact', 'environmental impact', 'concerned environmental', 'environment', 'concerned environmental impact', 'impact concerned', 'environmental impact concerned', 'environment concerned']","['I am concerned about environmental impact', 'I am concerned about environmental impact', 'I am concerned about environmental impact']"
11,70,11_red meat_red_limit red_limit red meat,"['red meat', 'red', 'limit red', 'limit red meat', 'red meat consumption', 'cut red meat', 'cut red', 'limit', 'cut', 'consumption']","['I limit red meat consumption', 'I limit red meat consumption', 'I limit red meat consumption']"
12,69,12_meat available_crave_available_eat meat,"['meat available', 'crave', 'available', 'eat meat', 'meat', 'people eat', 'crave meat', 'eat meat available', 'meat eat meat', 'meat filling']","['I eat meat when it is available', 'I eat meat when it is available', ""I eat meat when it's available""]"
13,66,13_rarely_rarely eat_meat eat_eat,"['rarely', 'rarely eat', 'meat eat', 'eat', 'portions', 'meatless', 'limit meat eat', 'meals', 'eat smaller', 'meat meatless']","['I rarely eat steak', 'I rarely eat beef', 'I rarely eat meat']"
14,65,14_dislike_like_hard_meat dislike,"['dislike', 'like', 'hard', 'meat dislike', 'getting', 'dislikes', 'dislike taste', 'trouble', 'taste', 'difficult']","['I dislike the taste of fish', 'I dislike the taste of some meats', 'I dislike the taste of beef and pork']"
15,64,15_unhealthy_meat unhealthy_feel_red meat,"['unhealthy', 'meat unhealthy', 'feel', 'red meat', 'red', 'believe', 'feel guilty', 'guilty', 'red meat unhealthy', 'animals']","['Red meat is unhealthy', 'I believe red meat is unhealthy', 'I believe red meat is unhealthy']"
16,61,16_consumption_reduce meat_reducing_reduce,"['consumption', 'reduce meat', 'reducing', 'reduce', 'meat consumption', 'reducing meat', 'meat health', 'reasons', 'limit meat', 'limit']","['I try to reduce meat consumption', 'I try to reduce meat consumption', 'I try to reduce meat consumption']"
17,58,17_animal welfare_welfare_animal_concerned animal,"['animal welfare', 'welfare', 'animal', 'concerned animal', 'concerned animal welfare', 'welfare concerned', 'animal welfare concerned', 'welfare concerned animal', 'concerned', 'animal rights']","['I am concerned about animal welfare', 'I am concerned about animal welfare', 'I am concerned about animal welfare']"
