key,wave,stance,canvas,topic,topic_conf,assigned_prob
3d1ddc23b606b8c8,1,I eat meat at least once a day,True,7,1.0,1.0
3d1ddc23b606b8c8,1,I grew up eating meat at meals,True,-1,0.02945758554798371,
3d1ddc23b606b8c8,1,My parents served meat with dinner,True,1,0.489269558498612,0.489269558498612
3d1ddc23b606b8c8,1,My family eats meat as main portion,True,1,1.0,1.0
3d1ddc23b606b8c8,1,Meat-eating is a family tradition,True,1,0.19001611125233767,0.19001611125233767
3d1ddc23b606b8c8,1,I feel guilty about eating animals,True,9,1.0,1.0
3d1ddc23b606b8c8,1,My religious beliefs justify eating animals,True,9,1.0,1.0
242bdf6bc5bb0b94,1,I eat meat at least once daily,True,7,1.0,1.0
242bdf6bc5bb0b94,1,I like the taste of meat,True,-1,0.018732689791929588,
242bdf6bc5bb0b94,1,I have no moral issues eating meat,True,0,0.44042892968432706,0.44042892968432706
242bdf6bc5bb0b94,1,I was raised on a farm,True,-1,0.03496281614982286,
242bdf6bc5bb0b94,1,Eating meat is a family tradition,True,1,0.18863396018893036,0.18863396018893036
242bdf6bc5bb0b94,1,Doctor recommended I eat lean beef,True,-1,0.16768004975956302,
242bdf6bc5bb0b94,1,I am chronically anemic,True,2,0.34946248235178023,0.34946248235178023
242bdf6bc5bb0b94,1,Some relatives hunt and eat game meats,True,1,1.0,1.0
242bdf6bc5bb0b94,1,I sometimes reduce meat due to health issues,True,3,1.0,1.0
242bdf6bc5bb0b94,1,I believe too much meat can harm health,True,0,1.0,1.0
c0ac91fae56c6ec3,1,I eat meat every day,True,7,0.04584975157091102,0.04584975157091102
c0ac91fae56c6ec3,1,I like the taste of meat,True,-1,0.018753190668910864,
c0ac91fae56c6ec3,1,I choose chicken and turkey for health,True,4,1.0,1.0
c0ac91fae56c6ec3,1,I think chicken and turkey are healthier,True,4,1.0,1.0
c0ac91fae56c6ec3,1,I eat lean beef to reduce fat,True,-1,0.17729442854149524,
c0ac91fae56c6ec3,1,I prefer beef for hamburgers and sloppy joes,True,4,0.46830827412349596,0.46830827412349596
c0ac91fae56c6ec3,1,I reduce beef or pork when dieting,True,3,1.0,1.0
c0ac91fae56c6ec3,1,Those around me eat meat regularly,True,-1,0.03056434933273152,
c0ac91fae56c6ec3,1,Social contacts like the taste of meat,True,10,1.0,1.0
