Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
-1,597,OUTLIER,I enjoy the taste of meat,I grew up eating meat at meals,My religious beliefs justify eating animals,I like the taste of meat,Doctor recommended I eat lean beef
0,645,"meat, family, eat meat, eat, eats, eats meat, eating, eating meat, meat family, friends",I eat more meat during holidays,My child is a picky eater for meat,I mostly eat meat,I am conscious of meat amount,I switched to eating meat as an adult
1,380,"want, weight, plantbased, vegetables, healthy, diet, meals, healthier, food, foods",I want more longevity,My wife has similar eating habits,I want to be healthy,I want to feel healthier,I want a more balanced diet
2,219,"meat, easy, prefer, believe, meat easy, good, protein, meat tastes, meat feels, tastes",I think chicken and turkey are healthier,Chicken is easier for social situations,"Tender, soft meats are easier to eat",Eating meat makes me feel better,I feel better after eating lean meat
3,215,"chicken, eat chicken, fish, turkey, eat, chicken fish, beef, chicken turkey, prefer, eat chicken fish",I prefer turkey or chicken,I think chicken is filling and low calorie,Chicken is familiar in my meals,I love eating filet mignon,I enjoy chicken's versatility and flavors
4,127,"unhealthy, environmental, meat, feel, concerns, concerned, health, eating, meat unhealthy, animal",I believe pork is unclean,I am sensitive about animal harm,I struggle with contradictions of eating meat,Meat looks gross to me,I am concerned about animal pain
5,126,"avoid, avoid eating, processed, meats avoid, pork, eating, meats, avoid processed, pork avoid, beef",I avoid processed meat products,I avoid lab-grown and 3D-printed meat,I avoid greasy foods,I avoid eating animal products,I avoid eating beef and pork
6,114,"want, want reduce, reduce, eat, eat meat, cholesterol, meat, want avoid, meat want, avoid",I want to avoid weight gain,I eat less meat than most people,I eat less beef and steak now,I am unlikely to change my habits,I would prefer less interaction with killing animals
7,110,"vegetarian, vegan, vegetarian meals, meals, friends, years, vegetarians, vegetarian vegetarian, vegan vegetarian, vegetarian vegan",My family is vegetarian,My community has good vegetarian options,My family includes a vegetarian,I am open to trying a vegan diet,My husband became vegetarian
8,106,"avoid, reasons, meat health, health, consumption, health reasons, meat consumption, reducing, meat, reduce meat",I considered reducing meat for my health,I try to reduce meat consumption,My partner is also reducing meat consumption,My religion restricts some meats,My father reduced meat for health reasons
9,101,"week, times, week eat, eat, meat times, times week, weekly, eat meat times, times week eat, eat meat",I eat meat a few times a week,I eat red meat up to twice a week,I eat meat multiple times a week,I eat red meat 3-4 times weekly,I eat meat at least once daily
10,100,"health, concerned health, concerned, health concerns, concerns, motivated health, motivated, heart, health concerned, concerned health concerned",I have health concerns,I am concerned about my health,I am concerned about health impacts,I had colon cancer,My wife has liver issues
11,93,"animal, animal welfare, welfare, concerned animal, concerned animal welfare, animal welfare concerned, welfare concerned, welfare concerned animal, concerned, animals",I am concerned about animal rights,I am concerned about animal welfare,I thought briefly about animal welfare,Exposure to animal rights documentaries,I worry about animal welfare
12,88,"eat meat, eat, meat meals, eat meat meals, people, people know, meat, people know eat, know eat, know",Most friends eat a lot of meat,I eat meat for most meals,I eat meat with most meals,Most people around me eat meat,I eat meat most days
13,83,"red meat, red, meat, limit red, limit red meat, stopped, red meat consumption, limit, cut red, stopped eating",Red meat is traditional in my culture,My doctor recommended cutting red meat,I choose white meat over red meat sometimes,I eat red meat occasionally,I love eating red meat
14,82,"protein, want protein, want, protein want, want protein want, protein want protein, need, need protein, protein diet, high protein",I need high protein intake,I want a high protein diet,I want high-quality protein,I believe meals need a protein source,Protein should be part of my diet
15,82,"concerned, environmental, impact, environmental impact, environment, concerned environmental, concerned environmental impact, impact concerned, environmental impact concerned, concerned environment",I care about sustainability,I am concerned about environmental impact,I care about the environment,I am concerned about the environment,I am concerned about environmental impacts
16,70,"dislike, like, hard, meat dislike, taste, getting, trouble, dislike taste, dislikes, pork",I dislike the taste of fish,I dislike soy products,My wife dislikes pork,My wife cannot tolerate beef,I do not like the taste of meat
17,69,"rarely, rarely eat, eat, meat, meat eat, meals, portions, meatless, meat rarely eat, meat rarely",I sometimes eat no meat,My family does not eat much red meat,I eat small meat portions,I limit how much meat I eat,I rarely eat chicken or fish
18,51,"expensive, meat expensive, expensive meat, prices, meat prices, meat expensive meat, expensive meat expensive, high, meat, red meat expensive",Red meat is expensive,Rising meat prices affect my purchases,Meat for breakfast is expensive,Meat is sometimes expensive,Red meat is more expensive than chicken
