Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
-1,626,OUTLIER,Eating meat is a habit,Eating meat is a habit for me,I have no interest in eating meat,Doctor recommended I eat lean beef,I eat lean beef to reduce fat
0,260,"family, meat family, family eats, eats, family eats meat, meat, eats meat, friends, family eat, family friends",My children eat more meat than I do,My family ate meat daily while growing up,My family eats meat regularly,My family eats various meats,My family has always eaten meat
1,247,"chicken, fish, eat chicken, eat, turkey, chicken fish, chicken turkey, eat fish, chicken eat, prefer",I eat chicken and fish,I eat chicken a few times a week,My mother prepares chicken for me at gatherings,My significant other mostly eats chicken,I can afford to buy fish
2,201,"protein, want protein, want, meat protein, protein want, source, protein meat, iron, high protein, eat meat protein",I want to consume enough protein,Meat provides essential amino acids,I want more protein,I get most of my protein from meat,I eat meat for protein
3,186,"red, red meat, meat, eat red, eat red meat, cut, eating red, eating red meat, avoid red, avoid red meat",Red meat is traditional in my culture,I have health concerns about red meat,I eat red meat a few times yearly,Family has concerns about red meat health effects,I eat less red meat
4,181,"believe, believe meat, processed, meat, health, concerns, meat believe, meats, ethical, environmental",Health risks are associated with eating too much meat,I think meat is good for health,I am concerned about hormones in meat,I believe meat impacts the environment,I believe meat is nutritious
5,166,"expensive, meat, prices, meat prices, meat expensive, choices, alternatives, cost, meat easy, easy",Non-meat options are not reasonably priced,Meat is cheap,Prices of beef have gone up,I think meat prices are too high,Meat prices are expensive
6,142,"want, weight, motivated, diet, healthy, healthier, lose, motivated health, lose weight, health",I want to lose weight,I want to avoid hunger,I aim for dietary balance,I am trying to lose weight,I lost over 100 pounds eating this way
7,137,"vegetarian, vegan, vegetarian meals, vegetarians, meals, options, vegetarian options, pescatarian, friends, years",I sometimes have vegetarian meals,I am vegetarian,I enjoy being a vegetarian,My parents are vegetarian,My nephew is vegan
8,129,"animal, animal welfare, welfare, concerned animal, concerned animal welfare, animals, concerned, welfare concerned, animal welfare concerned, welfare concerned animal",I am concerned about animal rights,I care about animal rights,I consider animal cruelty in my choices,I believe animals should have ethical lives,I care about animal welfare
9,107,"taste meat, taste, enjoy taste meat, enjoy taste, taste meat enjoy, meat enjoy, enjoy, meat enjoy taste, like taste meat, meat like taste",I enjoy the taste of meat,I enjoy the flavor of meat,People I know enjoy the taste of meat,I seek meat flavoring without chemicals,I enjoy pleasant meat aromas during cooking
10,106,"contacts, social contacts, social, friends, meat social contacts, meat social, meat friends, contacts eat, contacts eat meat, social contacts eat",Social contacts like the taste of meat,Social contacts do not influence my choices,Social contacts find meat nutritious,Some social contacts focus on taste,Social contacts see meat as strength
11,104,"health, concerned, concerned health, cholesterol, concerns, health concerns, concerned health concerned, health concerned, diabetes, heart",I have health concerns,I am more cautious about health as I age,I had colon cancer,I am concerned about my health,My husband has health concerns
12,99,"reducing, consumption, reducing meat, meat consumption, limit meat, limit, try, meat, reduce, reduce meat",I sometimes reduce meat due to health issues,I considered reducing meat for my health,I have reduced my beef consumption,I have reduced meat per meal,I want to eliminate meat from my diet
13,86,"environmental, concerned, impact, environmental impact, concerned environmental, environment, concerned environmental impact, impact concerned, environmental impact concerned, environment concerned",I care about sustainability,I am concerned about environmental impact,I want to reduce environmental blueprint,I am concerned about the environment,I care about the environment
14,83,"enjoy eating, enjoy eating meat, enjoy, meat enjoy eating, meat enjoy, eating meat, eating, eating meat enjoy, meat, love",I enjoy eating meat,I enjoy eating different kinds of meat,I eat foods I like,I get satisfaction from eating meat,I am obsessed with being a carnivore
15,83,"times, eat meat times, week, meat times, week eat, eat meat, week eat meat, weekly eat, weekly, weekly eat meat",I eat meat four or five times weekly,I eat meat three to four times weekly,I eat meat a few times weekly,I eat meat less than once a week,I eat meat four to five times weekly
16,79,"vegetables, plantbased, foods, plantbased meals, plantbased foods, eat plantbased, eat vegetables, vegetable, meals, veggie",One friend eats more fruits and vegetables,I consume more plant-based foods,I have easy access to fresh vegetables,I enjoy vegetables and salads,I eat more plant-based foods
17,75,"eat meat day, meat day, day, day eat, eat meat, meat day eat, day eat meat, meat daily, daily, eat meat daily",I eat meat for dinner most days,I eat meat daily,I eat meat almost daily,I encourage meatless days,I eat meat most days
18,74,"meat regularly eat, eat meat regularly, meat regularly, regularly eat, regularly, eat meat, eat, regularly eat meat, meat eat, meat eat meat",I eat various meats regularly,I only eat certain kinds of meat,I eat meat occasionally,I mostly eat meat,I eat only certain types of meat
19,68,"meals, meals meat, include, include meat, incomplete, incomplete meat, meat meals, meal, meat, include meat meals",I sometimes make meatless dinners,Meat goes well with foods like pasta or rice,Most dinners I cook include meat,Meals feel incomplete without meat,Most recipes I know use meat
20,60,"grew, grew eating, raised, grew eating meat, raised eating, eating meat, eating, meat grew, raised eating meat, eating meat grew",I was raised eating pork,I grew up eating meat,Southern cuisine was central when growing up,I grew up eating a lot of meat,I was brought up eating meat
21,57,"eat meat meals, meal eat, meat meal eat, meat meals eat, meal eat meat, eat meat, meals eat, meat meal, eat meat meal, meat meals",I eat smaller portions of meat,I eat meat for most meals,I eat meat with most meals,I eat meat for lunch and dinner,I eat meat with every meal
22,51,"people, meat people, know, people eat, people eat meat, eat meat people, people know, meat people eat, people know eat, know eat",People I live with eat meat,People around me eat meat,Everyone in my life eats meat,People around me eat a lot of meat,Most people around me eat meat
23,51,"feel, filling, feel better, better, filling meat, meat filling, meat, eating, meat meat, eating meat",Meat fills me up at dinner,I feel better after eating lean meat,I feel weak without eating meat,I feel healthier eating less meat,Meat fills me up
