Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
-1,415,OUTLIER,I enjoy eating meat,My religious beliefs justify eating animals,I have no moral issues eating meat,Doctor recommended I eat lean beef,I eat meat every day
0,551,"avoid, meat, red, red meat, eating, pork, feel, beef, eating meat, consumption",I eat red meat less frequently,Red meat is bad for health,I have ethical concerns about meat,I eliminated red meat from my diet,I considered environmental impact of meat
1,290,"friends, social, contacts, social contacts, people, eat meat, meat, eat, friends eat, meat social",Those around me eat meat regularly,Social contacts are concerned about animal rights,Social contacts follow the same meat habits,People around me eat meat regularly,People close to me like meat
2,289,"chicken, fish, eat chicken, eat, prefer, chicken fish, turkey, chicken turkey, buy, eat fish",I mostly eat chicken,Chicken and fish agree with me,I eat a lot of chicken and fish,"I regularly eat chicken, fish, and turkey","I eat chicken, beef, and pork"
3,280,"family, meat family, eats, family eats, eats meat, family eats meat, meat, eating meat family, eating, eating meat",My family likes meat,My household eats what I cook,My family eats more meat than I do,My family eats various meats,My family has always eaten meat
4,203,"want, weight, motivated, diet, healthy, healthier, health, lose, motivated health, lose weight",I want to enjoy meals regardless of health advice,I want to stay healthy,I want to be healthy,I want to avoid hunger,I want to be as healthy as possible
5,185,"eat meat, eat, meat, regularly, meat regularly, eat meat regularly, meat meals, meals eat, meals, meat meals eat",I eat red meat occasionally,I eat meat with some meals,I include meat in most meals,My typical meals usually include meat,I eat meat most days
6,146,"vegetarian, meals, plantbased, vegetables, vegetarian meals, vegan, plantbased meals, meatless, balance, balance meat",I sometimes eat no meat,I sometimes prefer dishes without meat,I sometimes skip meat to eat lighter,I sometimes skip meat for meals,I enjoy vegetables and salads
7,133,"meat, protein, easy, meat feels, meat easy, feels, protein meat, eating meat, feel, meals",Meat tastes great with meals,I feel energized after eating a burger,Meat is easy to cook,Meat has variety for different meals,I view eating meat as natural
8,119,"animal, welfare, animal welfare, concerned animal, concerned animal welfare, concerned, animal welfare concerned, welfare concerned, animals, welfare concerned animal",I am concerned about animal rights,I consider animal intelligence,My mom cares about animal welfare,I am concerned about animal welfare,I am an animal welfare advocate
9,117,"health, concerned, concerned health, cholesterol, concerns, health concerns, health concerned, concerned health concerned, want, want reduce",I have health concerns,My friends are concerned about cholesterol,I have stomach issues,Health concerns about diabetes,I am concerned about cholesterol
10,111,"protein, want, want protein, protein want, protein want protein, want protein want, need, need protein, iron, high protein",I need high protein intake,I want enough protein and nutrients,I want to get enough protein,I want protein for energy and focus,I try to include more protein
11,101,"protein, believe, meat protein, believe meat, eat meat protein, meat, protein eat meat, eat meat, protein eat, eat",I think meat is a complete protein,I consider ethical meat consumption important,I eat meat for protein,I focus on meat for protein,I select meat for health benefits
12,98,"expensive, meat expensive, prices, cost, meat prices, expensive meat, choices, meat, price, limited",Red meat is expensive,Prices of beef have gone up,Financial limitations affect my meat choices,Meat can be expensive for me,Meat is too expensive for my budget
13,90,"times, week, week eat, meat times, eat meat times, weekly, eat, weekly eat, week eat meat, eat meat",I eat meat five times per week,I eat meat multiple times a week,I eat meat at least once daily,I eat about five servings of meat a week,I limit meat to two or three days weekly
14,88,"taste meat, taste, enjoy taste meat, enjoy taste, meat enjoy taste, meat enjoy, taste meat enjoy, enjoy, like taste meat, like taste",I like the taste of meat,I enjoy the taste of meat,I enjoy the flavor of meat,I enjoy pleasant meat aromas during cooking,Meat tastes good to me
15,83,"environmental, concerned, impact, environmental impact, concerned environmental, concerned environmental impact, environment, environmental impact concerned, impact concerned, environment concerned",I care about sustainability,I am concerned about climate change,I care about the environment,I am concerned about the environment,I am concerned about chemical additives
16,80,"wife, husband, partner, prefers, boyfriend, eats, meat wife, meat husband, eating, meat",My husband avoids red meat,My wife changed her eating habits with me,My eating habits influenced by my partner,My wife cannot tolerate beef,My wife makes veggie dishes sometimes
17,79,"grew, grew eating, raised, grew eating meat, eating, eating meat, raised eating, meat grew, raised eating meat, meat grew eating",I was raised vegetarian,I was forcing myself to eat meat,I grew up eating meat,I learned meat-eating from childhood,I was raised eating meat
