Topic,Count,Name,Representation,Representative_Docs
-1,567,-1_meat_taste meat_taste_like,"['meat', 'taste meat', 'taste', 'like', 'cholesterol', 'eat', 'like taste meat', 'like taste', 'love taste', 'love taste meat']","['I like the taste of meat', 'I like the taste of meat', 'I like the taste of meat']"
0,208,0_family_family eats_meat family_eats,"['family', 'family eats', 'meat family', 'eats', 'family eats meat', 'eats meat', 'meat family eats', 'meat', 'community', 'meat regularly family']","['My family eats more meat than I do', 'My family eats meat with me', 'My family eats more meat']"
1,198,1_red_red meat_eat red_eat red meat,"['red', 'red meat', 'eat red', 'eat red meat', 'eating red', 'meat', 'cut', 'eating red meat', 'avoid red', 'avoid red meat']","['I eat less red meat', 'I eat less red meat', 'I still eat red meat sometimes']"
2,186,2_protein_want protein_want_protein meat,"['protein', 'want protein', 'want', 'protein meat', 'protein want', 'source', 'meat protein', 'high protein', 'high', 'need']","['I want to get enough protein', 'I want protein', 'I want to get enough protein']"
3,142,3_chicken_turkey_eat chicken_chicken turkey,"['chicken', 'turkey', 'eat chicken', 'chicken turkey', 'ground', 'fish', 'prefer', 'eat chicken turkey', 'beef', 'chicken eat']","['I eat chicken and turkey', 'I mostly eat chicken or turkey', 'I eat only chicken and turkey']"
4,135,4_vegetarian_vegan_vegetarian meals_vegetarians,"['vegetarian', 'vegan', 'vegetarian meals', 'vegetarians', 'meals', 'options', 'vegetarian options', 'pescatarian', 'years', 'vegetarianism']","['I am vegetarian', 'I am a vegetarian', 'I am vegetarian']"
5,103,5_reducing_reducing meat_consumption_reduce meat,"['reducing', 'reducing meat', 'consumption', 'reduce meat', 'considered', 'reduce', 'meat consumption', 'reduced', 'considered reducing', 'considered reducing meat']","['I have not considered reducing meat', 'I have not considered reducing meat consumption', 'I am reducing meat consumption']"
6,95,6_expensive_prices_meat prices_meat expensive,"['expensive', 'prices', 'meat prices', 'meat expensive', 'cost', 'choices', 'price', 'meat choices', 'expensive meat', 'influences']","['Meat is expensive for me', 'Meat is too expensive', 'Meat is sometimes expensive']"
7,87,7_animals_animal_eating animals_welfare,"['animals', 'animal', 'eating animals', 'welfare', 'animal welfare', 'care', 'animal rights', 'rights', 'care animal', 'concerned animal']","['I care about animal welfare', 'I care about animal welfare', 'I care about animal welfare']"
8,83,8_contacts_social contacts_social_meat social contacts,"['contacts', 'social contacts', 'social', 'meat social contacts', 'meat social', 'contacts eat', 'social contacts eat', 'contacts eat meat', 'friends', 'avoid meat']","['Social contacts eat meat regularly', 'My social contacts eat meat regularly', 'Most social contacts eat meat']"
9,78,9_times_eat meat times_meat times_week eat meat,"['times', 'eat meat times', 'meat times', 'week eat meat', 'week', 'weekly eat', 'weekly eat meat', 'days', 'week eat', 'eat meat']","['I eat meat three times a week', 'I eat meat about three times a week', 'I eat meat a few times a week']"
10,68,10_weight_want_diet_lose,"['weight', 'want', 'diet', 'lose', 'lose weight', 'weight want', 'balanced', 'want lose', 'balanced diet', 'diet want']","['I want to lose weight', 'I want to lose weight', 'I want to lose weight']"
11,63,11_fish_eat fish_eat chicken fish_chicken fish,"['fish', 'eat fish', 'eat chicken fish', 'chicken fish', 'fish eat', 'eat chicken', 'chicken', 'eat', 'fish eat fish', 'chicken fish eat']","['I eat chicken and fish', 'I eat chicken and fish', 'I eat chicken and fish']"
12,58,12_meat regularly eat_regularly eat_eat meat regularly_regularly eat meat,"['meat regularly eat', 'regularly eat', 'eat meat regularly', 'regularly eat meat', 'meat regularly', 'regularly', 'meat eat meat', 'eat meat', 'meat eat', 'eat']","['I eat meat regularly', 'I eat meat regularly', 'I regularly eat meat']"
13,57,13_grew_grew eating_raised_grew eating meat,"['grew', 'grew eating', 'raised', 'grew eating meat', 'raised eating', 'meat grew', 'raised eating meat', 'eating meat', 'eating', 'meat grew eating']","['I grew up eating meat', 'We grew up eating meat', 'I grew up eating meat']"
14,56,14_people_meat people_know_people eat,"['people', 'meat people', 'know', 'people eat', 'people eat meat', 'people know', 'people know eat', 'know eat', 'know eat meat', 'eat meat people']","['Most people I know eat meat', 'Most people I know eat meat regularly', 'Most people I know eat meat regularly']"
