Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
-1,667,OUTLIER,I eat meat almost every day,I eat meat every day,I eat mostly meat,I like the taste of meat,I was raised on a farm
0,376,"want, weight, plantbased, vegetables, healthy, diet, healthier, meals, food, foods",I want to be healthier,I try to keep a balanced diet,"I want a balanced, healthy diet",I balance meals with vegetables and salad,I want to be as healthy as possible
1,215,"easy, meat, meat easy, good, believe, prefer, protein, meat tastes, meat feels, tastes",Meat tastes great with meals,Meat tastes better to me,Meat tastes better than alternatives,I believe meat is healthy and high protein,Cooking at home improves my health
2,203,"chicken, eat chicken, fish, turkey, chicken fish, eat, chicken turkey, prefer, eat chicken fish, beef",I eat only chicken and turkey,I prefer lean meats like chicken,I buy chicken and pork,I primarily eat chicken or turkey,I prefer chicken and pork to red meat
3,111,"vegetarian, vegan, vegetarian meals, years, vegetarians, meals, friends, vegetarian vegetarian, vegan vegetarian, vegetarian vegan",My family is vegetarian,I have tried vegetarian diets,I became vegetarian,My husband became vegetarian,I sometimes try vegan or vegetarian meals
4,109,"family, tradition, meat family, eating meat family, family tradition, cultural, meat family tradition, meat, eating meat, eating",Meat is part of family traditions,Meat consumption is a personal preference,Eating meat is a family tradition,Eating meat is a habit for my family,Eating meat is a family habit
5,103,"meat, eat meat, meat available, crave, crave meat, available, eat, people, people eat, eat meat available",I eat meat whenever I choose to,Meat is available to cook,Meat is filling for me,I eat different types of meat,I was forcing myself to eat meat
6,101,"health, concerned health, health concerns, concerned, concerns, motivated health, motivated, heart, health concerned, concerned health concerned",I have health concerns,I have general health concerns,I am motivated by health advice,I am concerned about my health,I am concerned about health impacts
7,78,"concerned, environmental, impact, environmental impact, concerned environmental, environment, concerned environmental impact, environmental impact concerned, impact concerned, environment concerned",I am concerned about environmental impact,Social contacts are motivated by environmental concerns,I am motivated by environmental concerns,I am concerned about environmental impacts,I hear about environmental impact in the news
8,72,"avoid, avoid eating, meats avoid, processed, avoid processed, meats, meat avoid, pork, processed meats avoid, meats avoid eating",I avoid processed meat products,I avoid eating intelligent animals,I avoid processed meats,I avoid fatty meats,I avoid lab-grown or 3D printed meat
9,71,"red meat, red, limit red, limit red meat, red meat consumption, cut red, cut red meat, limit, consumption, cut",Red meat is traditional in my culture,I cut out red meat,I eat red meat occasionally,I am cutting out red meat,I love eating red meat
10,69,"week, week eat, times, twice, meat twice, week eat meat, times week, eat, meat times, meat times week",I eat meat several times a week,I incorporate fish weekly,I eat fish and seafood twice a week,I eat meat a few times a week,I eat white meat twice a week
11,62,"eats, eats meat, family, family eats meat, family eats, regularly, meat regularly, meat regularly family, regularly family, eats meat regularly",Family meals always include meat,My family eats meat regularly,My family members eat meat frequently,My mother eats a lot of meat,My family eats meat with every meal
12,62,"rarely, rarely eat, eat, meat rarely, meat rarely eat, meat eat, limited, portions, meatless, limit meat eat",I sometimes eat smaller portions of meat,Sometimes I eat meals without meat,I sometimes prefer dishes without meat,I sometimes enjoy meals without meat,I limit how much meat I eat
13,61,"want, want reduce, reduce, meat want, cholesterol, reduce cholesterol, try, lower, want avoid, eat meat want",I want to reduce inflammation,I want to reduce carbohydrates,I want to reduce dietary fat,I want to reduce environmental impact,I want to reduce cholesterol
14,58,"consumption, reducing, reduce meat, meat consumption, reducing meat, reduce, meat health, limit meat, limit, reasons",I try to limit my meat consumption,I try to reduce meat consumption,I focus on reducing meat consumption,I am trying to reduce meat consumption,I want to eliminate meat from my diet
15,58,"unhealthy, meat unhealthy, feel, believe, guilty, feel guilty, red meat unhealthy, red meat, red, animals",I believe pork is unclean,Red meat is bad for health,Red meat is unhealthy,I believe pork is unhealthy,I think excess meat is unhealthy
16,56,"family, enjoys, meat family, enjoys eating meat, eating meat, enjoys eating, loves, eating, likes, family enjoys",My family likes meat,My husband likes eating meat,My daughter also loves meat,My family likes to eat meat,My friends and family like eating meat
17,56,"dislike, like, meat dislike, taste, dislikes, dislike taste, pork, taste like, did, dont like",I dislike the taste of fish,I do not like beans,My husband dislikes vegetable dishes,I do not like meat,I don't like eating animals
18,55,"protein, need, need protein, want, protein diet, high protein, high, protein want, want protein, protein need",I believe protein can come from alternatives,Protein content of alternatives matters to me,I need protein in my diet,I require protein for athletic recovery,I look for alternative protein sources
19,54,"choices, meat choices, influences, important, price, choices meat, meat, sourced, ethically sourced, ethically sourced meat",I switch meat types due to cost,I consider health when choosing meat,I choose meat for quality and health,I am health conscious about meat choice,Financial limitations affect my meat choices
20,53,"expensive, meat expensive, expensive meat, prices, meat prices, meat expensive meat, expensive meat expensive, high, red meat expensive, rising meat",Meat is expensive,I cannot afford expensive meats,Local meat is too expensive for me,Vegan food is too expensive for me,Meat is very expensive
21,52,"concerned animal, animal welfare, welfare, animal, concerned animal welfare, animal welfare concerned, welfare concerned, welfare concerned animal, concerned, rights",I am concerned about animal welfare,Concern for animal welfare,I am concerned about animal rights,I consider animal welfare ethical dilemmas,I thought briefly about animal welfare
22,46,"meat meals, eat meat meals, meat meals eat, meals eat meat, meals eat, meals, eat meat, eat, night, include meat",Most dinners I cook include meat,I eat meat with most meals,I include meat in most meals,I eat meat at most meals,I eat meat with most dinners
23,46,"enjoy taste meat, enjoy taste, meat enjoy taste, taste meat enjoy, taste meat, meat enjoy, taste, enjoy, meat, taste meat people",I enjoy the taste of meat,Housemates enjoy the taste of meat,People around me like the taste of meat,People I know enjoy the taste of meat,I enjoy meat
24,43,"considered, reducing meat, considered reducing meat, considered reducing, reducing, eat pork, influence, social, meat social contacts, meat considered reducing",My meals are not influenced by others,Social contacts do not influence my choices,I am not influenced by others,I have not considered reducing meat consumption,My family has not reduced meat consumption
25,43,"enjoy eating, meat enjoy eating, enjoy eating meat, eating meat enjoy, meat enjoy, enjoy, eating meat, eating, meat like, eating meat like",I enjoy eating meat,I like eating meat,I get satisfaction from eating meat,I eat meat because it is filling,I enjoy eating steak
26,42,"avoid, red, avoid red, avoid red meat, red meat, avoid eating red, eating red, reasons, avoid meat, avoid eating",Some family avoid red meat for health,Some social contacts avoid meat for animal welfare,Social contacts avoid beef for animal welfare,Some social contacts avoid meat for health reasons,People avoid red meat for health reasons
27,41,"environmental, concerns, impact, environmental impact, health, impact meat, environmental impact meat, meat aware, consider environmental, concerns processed",Environmental concerns about beef production,I have health concerns about beef and pork,I am concerned about health problems from meat,I consider environmental impacts of eating meat,I am concerned about hormones in meat
28,40,"animal, animals, animal welfare, welfare, care animal, care, care animal welfare, respect, lives, treatment",I prioritize animal welfare,I want more humane animal treatment,I prefer animal welfare perspectives,I value animal welfare,I believe in ethical treatment of animals
29,39,"eat, eat meat, used eat, friends eat, friends, used, eat meat eat, meat eat meat, meat eat, eat meat used",I eat more poultry and less pork,My partner eats less meat now,I eat less meat than before,Friends and family eat less meat,My wife eats less red meat
30,38,"eat meat regularly, meat regularly, usually, regularly, eat meat, dinner, people eat meat, eat, people eat, include meat",People around me eat meat regularly,Community often eats meat together,My social group eats meat regularly,My friends eat meat regularly,My social contacts eat meat regularly
31,38,"people, meat people, people know, people know eat, know eat, know, eat meat people, know eat meat, meat people know, eat meat",Most social contacts eat meat,Most people I know eat meat,Most people I know eat meat regularly,Most people in my life eat meat,Most people around me eat meat
32,35,"meat meal, meal, eat meat meal, eaten, eaten meat, eating meat regularly, meal eat meat, meat meal eat, meal eat, grew eating meat",I eat meat at every meal,I eat predominantly meat with each meal,I ensure meat is fully cooked,I always eat meat at dinner,I was raised eating meat with every meal
33,32,"protein, provides, meat provides, protein meat, source, source protein, meat protein, meat provides essential, believe meat provides, meat provides protein",I believe meat provides necessary protein,I believe meat has unique nutrients,I include meat for nutrients,I believe meat provides essential vitamins,I choose meat for protein
34,32,"eat meat protein, protein eat, protein eat meat, meat protein, meat protein eat, protein, eat meat, iron, meat iron, eat meat iron",I eat meat for protein and iron,I eat meat for nutrients,I buy tofu as meat substitute,I eat meat for protein,I eat meat for extra protein
35,32,"times, weekly eat, weekly, weekly eat meat, eat meat times, meat times, week, times weekly eat, times weekly, week eat",I eat meat one to three times weekly,I incorporate chicken and seafood weekly,I eat chicken three times a week,I eat meat four times a week,I eat chicken once a week
