Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
-1,525,OUTLIER,I am concerned about climate change,Doctor recommended I eat lean beef,I eat lean beef to reduce fat,I do not control grocery shopping or meal planning,I get bored with the same meals
0,251,"chicken, fish, eat chicken, turkey, chicken fish, eat, chicken turkey, eat fish, eat chicken fish, chicken eat",I eat chicken regularly,I eat ground turkey and chicken,Limited fish options available,I eat fish to feel physically and mentally better,I eat chicken two times a week
1,207,"protein, want protein, want, meat protein, protein want, source, protein meat, iron, high protein, protein eat",I want to get enough protein,Meat is an easy low-carb protein,Meat is a good source of protein,I think meat is a good protein source,I want enough protein
2,190,"red, red meat, eat red meat, eat red, cut, eating red, meat, eating red meat, avoid red, avoid red meat",My partner believes avoiding red meat is healthier,I still eat red meat sometimes,Red meat causes health complications for me,Family medical history discourages red meat,Doctor advised me to reduce red meat
3,137,"family, family eats, eats, family eats meat, meat family, eats meat, meat family eats, meat, eating meat family, eats meat regularly",My family eats meat with me,My family has always eaten meat,My family eats meat all the time,My family eats meat regularly,My family regularly eats meat
4,135,"vegetarian, vegan, vegetarian meals, vegetarians, meals, options, vegetarian options, pescatarian, years, friends",I tried being vegetarian,I sometimes have vegetarian meals,I lack confidence cooking vegetarian meals,I am vegetarian,I was vegan or vegetarian for years
5,112,"processed, believe meat, believe, health, processed meats, meats, avoid processed, meat believe, meat believe meat, meat healthy",I avoid processed meats,I believe nutrients can come from non-meat sources,I think meat is important for health,I am concerned about health problems from meat,I believe meat is healthy and high protein
6,89,"reducing, reducing meat, consumption, meat consumption, reduce meat, considered, reduce, reduced, considered reducing, considered reducing meat",Vegetarian coworker encourages meat reduction,I have reduced how much meat I eat,I am reducing meat consumption,I am open to reducing meat consumption,People I know reduce meat for health reasons
7,88,"expensive, prices, meat prices, meat expensive, choices, cost, price, meat choices, expensive meat, influences",I am aware meat costs can be high,I would eat less meat if it was expensive,Local meat is too expensive for me,The cost of beef is high,Meat is very expensive
8,80,"times, eat meat times, meat times, week, week eat, week eat meat, weekly eat meat, weekly eat, weekly, times week",I eat meat four or five times weekly,I eat meat two to three times weekly,I eat meat a few times a week,I eat meat three to four times weekly,I eat meat three or four times a week
9,75,"eat meat day, meat day, day, meat day eat, day eat, day eat meat, meat daily, eat meat daily, daily, eat meat",I eat meat almost daily,I eat meat almost every day,I eat meat daily,I eat some kind of meat daily,I eat a lot of meat daily
10,74,"animals, animal, eating animals, care, animal rights, rights, care animal, suffering, concerned animal, animal welfare",I am concerned about animal rights,A friend is concerned about animal suffering,I am concerned about animal cruelty,God permits eating animals in Genesis,I feel guilty eating animals
11,72,"concerned health, health, concerned, health concerns, concerned health concerned, health concerned, concerns, diabetes, heart, health concerned health",I have health concerns,I have dental problems,Family has type 2 diabetes,I have experienced serious health issues,My husband has health concerns
12,64,"contacts, social contacts, social, meat social, meat social contacts, contacts eat, contacts eat meat, social contacts eat, taste meat social, eating meat social",My social contacts eat meat for nutrition,Social contacts choose less fatty meats,Social contacts influence me to limit meat,Social contacts enjoy my well-cooked meat,Most social contacts eat meat
13,62,"eat meat regularly, meat regularly eat, regularly eat, meat regularly, regularly eat meat, regularly, eat meat, eat, meat eat meat, meat eat",I eat various meats regularly,I eat meat regularly,I keep kosher and eat kosher meat,I eat meat often,I regularly eat meat
14,58,"eat meat meals, meat meal eat, meal eat, meat meals eat, meal eat meat, meals eat, meat meal, meals eat meat, eat meat meal, meat meals",I always eat meat at dinner,I eat meat mainly at dinner,I eat meat in most meals,I eat meat with every meal,I eat meat at most meals
15,57,"grew, grew eating, raised, grew eating meat, raised eating, meat grew, raised eating meat, eating meat, eating, eating meat grew",I grew up eating meat regularly,I grew up eating meat,I grew up eating meat-centered meals,I grew up eating a lot of meat,I switched to eating meat as an adult
16,57,"weight, want, lose, lose weight, weight want, diet, balanced, want lose, balanced diet, diet want",I want to regulate my weight,I want to maintain a healthy weight,I am trying to lose weight,I want to gain or keep weight,I want to lose weight
17,51,"people, meat people, know, people eat, people eat meat, eat meat people, people know, people know eat, know eat, meat people eat",People I live with eat meat,Most people around me eat meat,Most people I know eat regular meat,People around me like the taste of meat,Everyone in my life eats meat
18,48,"habit, meat habit, habit eating meat, habit eating, eating meat habit, eating meat, meat feels, feels, eating meat feels, meat habit eating",Eating meat prevents animal food waste,Eating meat is a habit for me,Eating meat is a traditional habit for me,Eating meat is a habit,I eat meat out of habit
19,48,"tradition, family, family tradition, meat family tradition, cultural, eating meat family, traditional, culture, meat cultural, traditions",Eating meat is family tradition,Meat is a staple in my culture,Eating meat is a cultural habit in my family,Meat is prevalent in my cultural cuisine,Meat is central in my family culture
20,47,"welfare, animal welfare, concerned animal welfare, concerned animal, animal, animal welfare concerned, welfare concerned animal, welfare concerned, concerned, animal welfare concerns",I am concerned about animal welfare,I am aware of animal welfare concerns,My family is concerned about animal welfare,I thought briefly about animal welfare,I worry about animal welfare
21,46,"taste meat, taste, like taste meat, meat like taste, like taste, love taste, taste meat like, taste meat love, love, love taste meat",I like the taste of meat,I love the taste of meat,I prefer the taste of meat,I love the taste of bacon,I like how meat tastes
22,43,"enjoy eating meat, enjoy eating, meat enjoy eating, eating meat enjoy, enjoy, meat enjoy, eating meat, eating, meat, enjoy meat",I enjoy eating meat,I enjoy meat,I enjoy eating meat regularly,I enjoy the fat and gristle in meat,I enjoy eating sushi
23,42,"friends, friends eat, friends eat meat, meat friends, reasons friends, friends avoid, friends enjoy, eat meat friends, reasons, friends avoid meat",Most friends eat a lot of meat,All my friends eat meat,Financial concerns influence my friends' eating,My friends eat similar meats,My friends eat meat regularly
24,41,"pork, avoid pork, pork avoid, avoid, pork avoid eating, avoid eating, pork avoid pork, eat pork, beef pork, eating pork",I believe pork is unclean,I watched informational videos against pork,Pork does not agree with my stomach,Some family members avoid pork,I avoid pork because it feels heavy
25,41,"environment, concerned environment, environment concerned, environment concerned environment, care, care environment, concerned, environmental, concerned environment concerned, care environment concerned",I am concerned about sustainability,I am cautious of the environment,I am environmentally conscious,Environmental concerns make me sad,I am concerned about the environment
26,41,"enjoy taste meat, taste meat enjoy, meat enjoy taste, enjoy taste, meat enjoy, taste meat, taste, enjoy, meat, know enjoy taste",I enjoy the taste of meat,People I know enjoy the taste of meat,,,
27,41,"motivated, motivated health, limitations, financial limitations, financial, motivated health concerns, health, health concerns motivated, concerns motivated, health concerns",I am motivated by health concerns,I am motivated by cost considerations,My family is motivated by health and age,I have health motivations,My partner supports and motivates me
28,40,"feel, feel better, energy, better, feel energized, energized, gives, meat gives, eating, eating meat",Meat gets tiring when eaten too much,Eating meat makes me feel better,I feel better after eating lean meat,I feel tired eating less meat,Fasting made me feel healthier
29,40,"avoid, avoid fatty, fatty, meat home, greasy, home, home consider, avoid greasy, meat home consider, avoid fatty meat",I do not eat meat often,I aim to not waste meat as respect,I do not eat meat at home,I would never consider not eating meat,I consider my meat consumption average
30,39,"include, include meat, meals, include meat meals, meals meat, meals include, meat meals, usually, meals include meat, meals usually include",Meat is the most important part of meals,Meat is usually included in dinners,I include meat for nutrients,I include meat in most meals,I include meat with meals once daily
31,39,"vegetables, eat vegetables, vegetable, vegetables enjoy, salads, fruits, fruits vegetables, vegetable dishes, dishes, vegetables eat",I eat more vegetables now,I dislike vegetables,I eat a lot of vegetables,I like vegetables,My boyfriend prefers more vegetables
32,38,"friends, friends family, friends family eat, family friends, family friends eat, family eat, family eat meat, family, friends eat, friends eat meat",My friends and family like eating meat,My family and friends eat meat with every meal,Household shares same meat-eating habits,Most family and friends eat meat,My friends and family eat meat regularly
33,37,"cholesterol, cholesterol want, concerned cholesterol, want reduce, blood, reduce cholesterol, lower, reduce, want, want reduce cholesterol",I want to reduce inflammation,I want to lower my cholesterol,I want to lower my A1c level,I am concerned about cholesterol,I have high blood pressure
34,37,"love, like, love eating meat, love eating, like eating, different kinds meat, different kinds, meat like, like eating meat, kinds meat",I love to eat meat,I like clean meats,I like to eat meat,Meat is my favorite food,I love eating meat
35,34,"ethical, ethically, farming, sourced meat, sourced, ethically sourced meat, ethically sourced, ethical meat, ethical concerns, factory farming",I have no moral issues eating meat,Ethically-sourced meat is often too expensive,I dislike unethical farming,I am concerned about factory farming ethics,I have ethical concerns about meat
36,34,"digestive, digestion, issues, digestive issues, acid, acid reflux, reflux, lowcarb diet, digestive problems, issues digestive",I have difficulty eating properly,My significant other has IBS,I have acid reflux from some meats,I have stomach issues,I have digestive problems from eating too much meat
37,33,"steak, picky, picky eater, eater, husband, eat steak, boyfriend, meat picky eater, meat picky, picky eater picky",My husband loves steak and pork,My child is a picky eater for meat,My boyfriend eats steak frequently,My husband eats what I cook,I am a steak and potatoes person
38,32,"environmental, environmental impact, impact, concerned environmental, concerned environmental impact, environmental impact concerned, impact concerned, impact concerned environmental, concerned, environmental impact want",I am concerned about environmental impact,I understand environmental and social impacts,I want a smaller environmental footprint,I am concerned about environmental impacts,I want to reduce environmental blueprint
39,31,"substitutes, meat substitutes, alternatives, meat alternatives, trying new meats, new meats, trying new, new, alternatives open, use meat",Alternative meat choices are not the norm,I use meat alternatives like tofu and Gardein,I have tried plant-based meat alternatives,Meat substitutes do not taste like real meat,I do not want to breed animals for food
40,30,"environmental, impact, environmental impact, impact meat, environmental impact meat, environmental concerns, consider environmental, aware, cattle, sustainability",Environmental concerns about beef production,I am concerned about sustainability of meat,Environmental concerns about eating meat,I am aware of environmental issues from meat,I am aware of beef’s carbon footprint
41,30,"crave, meat crave, crave meat, meat crave meat, crave crave, pregnancy, eat meat crave, meat pregnancy, crave steak, crave meat crave",I eat meat when craving it,I sometimes crave steak or hamburger,I crave meat more during holidays,I eat meat when I crave it,I crave steak and chicken
42,29,"plantbased, plantbased meals, plantbased foods, eat plantbased, foods, eat plantbased foods, try plantbased, include plantbased, meals, include plantbased meals",I believe plant-based is healthier,I want to try more plant-based recipes,I feel healthier after plant-based meals,I eat a purely plant-based diet,Social contacts prefer plant-based meals
43,29,"incomplete, incomplete meat, meals, meals feel, feel, meals meat, meatless, meal incomplete meat, meal incomplete, feel meal",I sometimes make meatless dinners,A meal without meat feels incomplete,I plan weekly menus with limited meat,A meal feels incomplete without meat,Sometimes I eat meals without meat
44,28,"beef, eat beef, beef eat beef, beef eat, avoid beef, avoid, avoid beef eat, beef avoid, fast food, food",I try to avoid beef,I eat beef given by others,I always have a freezer full of beef,I eat beef sometimes,I avoid beef
45,28,"cook, home, cook meat, home cook, home cook meat, meat home, meat home prepare, cook meat home, home prepare, prepare",I cook for my son,I focus on what's available at home,I prepare meat for my husband and son,Cooking less due to physical disability,I cook meat by baking or grilling
46,28,"want, healthier want, healthy, want healthier, want healthy, healthier, healthy want, want healthier want, stay healthy, want stay healthy",I want to stay healthy,I want to be healthier,I want a healthier future for myself,I want better health,I want healthy hair
